entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossResult,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
33574681,2015-10-01,2016-09-30,ID_11,,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzBhLzUxLzRhLzA2ZGEtNGJhYS04Y2UzLThiNzQ4NjM3NmM4Mg.pdf,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2YwL2JmL2I1LzNiMTEtNDk1OC04YmQ1LWU5OGE4YWY0NmMzYw.xml,true,"KÃ¸benhavn Ã, 2100",Vermundsgade 38A,Til kapitalejeren i Dorte Boelt Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-11-16,2017-11-16,2011-03-07,2018-01-25,31933595.0,33574681.0,31933595.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Dorte Boelt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim H. Schwartz,Dorte Boelt Schramm,"Schwartz, Pio & Co",Dorte Boelt Holding ApS,Peter Villumsen ApS,Rungsted Kyst,2015-10-01,2016-09-30,-156870.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,2017-11-16,Kgs. Lyngby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25002344,indberetninger-20180424,2.5116892,33574681.0,,2018-04-03T17:41:30.950Z,2018-01-31T11:18:44.501Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-63-WZ,2018-01-31T11:18:44.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33574681,2015-10-01,2016-09-30,ID_7,,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzBhLzUxLzRhLzA2ZGEtNGJhYS04Y2UzLThiNzQ4NjM3NmM4Mg.pdf,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2YwL2JmL2I1LzNiMTEtNDk1OC04YmQ1LWU5OGE4YWY0NmMzYw.xml,true,"KÃ¸benhavn Ã, 2100",Vermundsgade 38A,Til kapitalejeren i Dorte Boelt Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-11-16,2017-11-16,2011-03-07,2018-01-25,31933595.0,33574681.0,31933595.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Dorte Boelt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim H. Schwartz,Dorte Boelt Schramm,"Schwartz, Pio & Co",Dorte Boelt Holding ApS,Peter Villumsen ApS,Rungsted Kyst,2015-10-01,2016-09-30,556870.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,2017-11-16,Kgs. Lyngby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25002344,indberetninger-20180424,2.5116892,33574681.0,,2018-04-03T17:41:30.950Z,2018-01-31T11:18:44.501Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-63-WZ,2018-01-31T11:18:44.647Z,-16189.0,400000.0,16189.0,66711.0,284107.0,601208.0,-16189.0,44337.0,,,,,,,,,,,,,,,,,,,,,
33574681,2015-10-01,2016-09-30,ID_9,,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzBhLzUxLzRhLzA2ZGEtNGJhYS04Y2UzLThiNzQ4NjM3NmM4Mg.pdf,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2YwL2JmL2I1LzNiMTEtNDk1OC04YmQ1LWU5OGE4YWY0NmMzYw.xml,true,"KÃ¸benhavn Ã, 2100",Vermundsgade 38A,Til kapitalejeren i Dorte Boelt Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-11-16,2017-11-16,2011-03-07,2018-01-25,31933595.0,33574681.0,31933595.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Dorte Boelt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim H. Schwartz,Dorte Boelt Schramm,"Schwartz, Pio & Co",Dorte Boelt Holding ApS,Peter Villumsen ApS,Rungsted Kyst,2015-10-01,2016-09-30,-400000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,2017-11-16,Kgs. Lyngby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25002344,indberetninger-20180424,2.5116892,33574681.0,,2018-04-03T17:41:30.950Z,2018-01-31T11:18:44.501Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-63-WZ,2018-01-31T11:18:44.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33574681,2016-09-30,2016-09-30,ID_5,,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzBhLzUxLzRhLzA2ZGEtNGJhYS04Y2UzLThiNzQ4NjM3NmM4Mg.pdf,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2YwL2JmL2I1LzNiMTEtNDk1OC04YmQ1LWU5OGE4YWY0NmMzYw.xml,true,"KÃ¸benhavn Ã, 2100",Vermundsgade 38A,Til kapitalejeren i Dorte Boelt Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-11-16,2017-11-16,2011-03-07,2018-01-25,31933595.0,33574681.0,31933595.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Dorte Boelt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim H. Schwartz,Dorte Boelt Schramm,"Schwartz, Pio & Co",Dorte Boelt Holding ApS,Peter Villumsen ApS,Rungsted Kyst,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,2017-11-16,Kgs. Lyngby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25002344,indberetninger-20180424,2.5116892,33574681.0,,2018-04-03T17:41:30.950Z,2018-01-31T11:18:44.501Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-63-WZ,2018-01-31T11:18:44.647Z,,,,,,,,,9104057.0,33195.0,80000.0,789537.0,9044459.0,9104057.0,59598.0,8314520.0,8314520.0,8314520.0,756342.0,11125.0,400000.0,8564459.0,756342.0,59598.0,8063.0,0.0,40411.0,0.0,
33574681,2016-10-01,2017-09-30,ID_0,,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzBhLzUxLzRhLzA2ZGEtNGJhYS04Y2UzLThiNzQ4NjM3NmM4Mg.pdf,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2YwL2JmL2I1LzNiMTEtNDk1OC04YmQ1LWU5OGE4YWY0NmMzYw.xml,true,"KÃ¸benhavn Ã, 2100",Vermundsgade 38A,Til kapitalejeren i Dorte Boelt Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-11-16,2017-11-16,2011-03-07,2018-01-25,31933595.0,33574681.0,31933595.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Dorte Boelt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim H. Schwartz,Dorte Boelt Schramm,"Schwartz, Pio & Co",Dorte Boelt Holding ApS,Peter Villumsen ApS,Rungsted Kyst,2015-10-01,2016-09-30,337215.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,2017-11-16,Kgs. Lyngby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25002344,indberetninger-20180424,2.5116892,33574681.0,,2018-04-03T17:41:30.950Z,2018-01-31T11:18:44.501Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-63-WZ,2018-01-31T11:18:44.647Z,-19021.0,400000.0,19021.0,163915.0,120150.0,337215.0,-19021.0,0.0,,,,,,,,,,,,,,,,,,,,,
33574681,2016-10-01,2017-09-30,ID_1,,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzBhLzUxLzRhLzA2ZGEtNGJhYS04Y2UzLThiNzQ4NjM3NmM4Mg.pdf,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2YwL2JmL2I1LzNiMTEtNDk1OC04YmQ1LWU5OGE4YWY0NmMzYw.xml,true,"KÃ¸benhavn Ã, 2100",Vermundsgade 38A,Til kapitalejeren i Dorte Boelt Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-11-16,2017-11-16,2011-03-07,2018-01-25,31933595.0,33574681.0,31933595.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Dorte Boelt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim H. Schwartz,Dorte Boelt Schramm,"Schwartz, Pio & Co",Dorte Boelt Holding ApS,Peter Villumsen ApS,Rungsted Kyst,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,2017-11-16,Kgs. Lyngby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25002344,indberetninger-20180424,2.5116892,33574681.0,,2018-04-03T17:41:30.950Z,2018-01-31T11:18:44.501Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-63-WZ,2018-01-31T11:18:44.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33574681,2016-10-01,2017-09-30,ID_10,,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzBhLzUxLzRhLzA2ZGEtNGJhYS04Y2UzLThiNzQ4NjM3NmM4Mg.pdf,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2YwL2JmL2I1LzNiMTEtNDk1OC04YmQ1LWU5OGE4YWY0NmMzYw.xml,true,"KÃ¸benhavn Ã, 2100",Vermundsgade 38A,Til kapitalejeren i Dorte Boelt Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-11-16,2017-11-16,2011-03-07,2018-01-25,31933595.0,33574681.0,31933595.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Dorte Boelt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim H. Schwartz,Dorte Boelt Schramm,"Schwartz, Pio & Co",Dorte Boelt Holding ApS,Peter Villumsen ApS,Rungsted Kyst,2015-10-01,2016-09-30,62785.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,2017-11-16,Kgs. Lyngby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25002344,indberetninger-20180424,2.5116892,33574681.0,,2018-04-03T17:41:30.950Z,2018-01-31T11:18:44.501Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-63-WZ,2018-01-31T11:18:44.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33574681,2016-10-01,2017-09-30,ID_2,,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzBhLzUxLzRhLzA2ZGEtNGJhYS04Y2UzLThiNzQ4NjM3NmM4Mg.pdf,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2YwL2JmL2I1LzNiMTEtNDk1OC04YmQ1LWU5OGE4YWY0NmMzYw.xml,true,"KÃ¸benhavn Ã, 2100",Vermundsgade 38A,Til kapitalejeren i Dorte Boelt Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-11-16,2017-11-16,2011-03-07,2018-01-25,31933595.0,33574681.0,31933595.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Dorte Boelt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim H. Schwartz,Dorte Boelt Schramm,"Schwartz, Pio & Co",Dorte Boelt Holding ApS,Peter Villumsen ApS,Rungsted Kyst,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,2017-11-16,Kgs. Lyngby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25002344,indberetninger-20180424,2.5116892,33574681.0,,2018-04-03T17:41:30.950Z,2018-01-31T11:18:44.501Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-63-WZ,2018-01-31T11:18:44.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33574681,2016-10-01,2017-09-30,ID_3,,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzBhLzUxLzRhLzA2ZGEtNGJhYS04Y2UzLThiNzQ4NjM3NmM4Mg.pdf,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2YwL2JmL2I1LzNiMTEtNDk1OC04YmQ1LWU5OGE4YWY0NmMzYw.xml,true,"KÃ¸benhavn Ã, 2100",Vermundsgade 38A,Til kapitalejeren i Dorte Boelt Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-11-16,2017-11-16,2011-03-07,2018-01-25,31933595.0,33574681.0,31933595.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Dorte Boelt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim H. Schwartz,Dorte Boelt Schramm,"Schwartz, Pio & Co",Dorte Boelt Holding ApS,Peter Villumsen ApS,Rungsted Kyst,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,2017-11-16,Kgs. Lyngby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25002344,indberetninger-20180424,2.5116892,33574681.0,,2018-04-03T17:41:30.950Z,2018-01-31T11:18:44.501Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-63-WZ,2018-01-31T11:18:44.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorte Boelt Schramm
33574681,2016-10-01,2017-09-30,ID_4,,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzBhLzUxLzRhLzA2ZGEtNGJhYS04Y2UzLThiNzQ4NjM3NmM4Mg.pdf,http://regnskaber.virk.dk/18647533/ZG9rdW1lbnRsYWdlcjovLzAzLzY1L2YwL2JmL2I1LzNiMTEtNDk1OC04YmQ1LWU5OGE4YWY0NmMzYw.xml,true,"KÃ¸benhavn Ã, 2100",Vermundsgade 38A,Til kapitalejeren i Dorte Boelt Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-11-16,2017-11-16,2011-03-07,2018-01-25,31933595.0,33574681.0,31933595.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Dorte Boelt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim H. Schwartz,Dorte Boelt Schramm,"Schwartz, Pio & Co",Dorte Boelt Holding ApS,Peter Villumsen ApS,Rungsted Kyst,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,false,2017-11-16,Kgs. Lyngby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25002344,indberetninger-20180424,2.5116892,33574681.0,,2018-04-03T17:41:30.950Z,2018-01-31T11:18:44.501Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-63-WZ,2018-01-31T11:18:44.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
