entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
29448795,2015-10-01,2016-09-30,c4,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNiL2U5LzhhLzhhNGUtNDY1Yy04NmJjLTZmNjE0ZDYyY2EwZQ.xhtml,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzE2LzQ4L2JiL2ZiNGMtNDE1OS05MTI3LTQxMWU1MTFhZTNhMg.pdf,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzFmLzlkLzI0LzQ5MGItNDVjMS1iMjM4LTEyNGEyZWFmNzZmMw.xml,true,Danmark,DK,Aalborg,9000.0,10.0,Annebergvej,Hellerup,2900.0,3.0,Ehlersvej,9000 Aalborg,Annebergvej 10,Til den daglige ledelse i ValbÃ¦k BrÃ¸rup Arkitekter Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-28,2018-02-28,Statsautoriseret revisor,515433.0,29448795.0,mne30195,1016948957.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Henrik Aabenhus Berthing,Eva Kristine BrÃ¸rup,VALBÃK BRÃRUP ARKITEKTER ApS,Hans Henrik Aabenhus Berthing,47079.0,22.0,Hellerup,4128.0,2015-10-01,2016-09-30,-16984.0,-52984.0,-52962.0,2017-09-30,2016-10-01,false,false,2018-02-28,Aalborg,5015.0,-36000.0,30119900.0,false,false,Andre erklÃ¦ringer uden sikkerhed,512173.0,urn:ofk:oid:25140283,indberetninger-20180424,2.5955529999999998,29448795.0,,2018-04-04T03:43:54.891Z,2018-03-06T16:00:43.785Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-65-YB,2018-03-06T16:00:44.008Z,,,,,,,,,,,,,,,,,,,,
29448795,2015-10-01,2016-09-30,c6,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNiL2U5LzhhLzhhNGUtNDY1Yy04NmJjLTZmNjE0ZDYyY2EwZQ.xhtml,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzE2LzQ4L2JiL2ZiNGMtNDE1OS05MTI3LTQxMWU1MTFhZTNhMg.pdf,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzFmLzlkLzI0LzQ5MGItNDVjMS1iMjM4LTEyNGEyZWFmNzZmMw.xml,true,Danmark,DK,Aalborg,9000.0,10.0,Annebergvej,Hellerup,2900.0,3.0,Ehlersvej,9000 Aalborg,Annebergvej 10,Til den daglige ledelse i ValbÃ¦k BrÃ¸rup Arkitekter Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-28,2018-02-28,Statsautoriseret revisor,,29448795.0,mne30195,1016948957.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Henrik Aabenhus Berthing,Eva Kristine BrÃ¸rup,VALBÃK BRÃRUP ARKITEKTER ApS,Hans Henrik Aabenhus Berthing,,,Hellerup,,2015-10-01,2016-09-30,-16984.0,,,2017-09-30,2016-10-01,false,false,2018-02-28,Aalborg,,,30119900.0,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:25140283,indberetninger-20180424,2.5955529999999998,29448795.0,,2018-04-04T03:43:54.891Z,2018-03-06T16:00:43.785Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-65-YB,2018-03-06T16:00:44.008Z,,,,,,,,,,,,,,,,,,,,
29448795,2016-09-30,2016-09-30,c8,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNiL2U5LzhhLzhhNGUtNDY1Yy04NmJjLTZmNjE0ZDYyY2EwZQ.xhtml,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzE2LzQ4L2JiL2ZiNGMtNDE1OS05MTI3LTQxMWU1MTFhZTNhMg.pdf,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzFmLzlkLzI0LzQ5MGItNDVjMS1iMjM4LTEyNGEyZWFmNzZmMw.xml,true,Danmark,DK,Aalborg,9000.0,10.0,Annebergvej,Hellerup,2900.0,3.0,Ehlersvej,9000 Aalborg,Annebergvej 10,Til den daglige ledelse i ValbÃ¦k BrÃ¸rup Arkitekter Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-28,2018-02-28,Statsautoriseret revisor,,29448795.0,mne30195,1016948957.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Henrik Aabenhus Berthing,Eva Kristine BrÃ¸rup,VALBÃK BRÃRUP ARKITEKTER ApS,Hans Henrik Aabenhus Berthing,,,Hellerup,,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-28,Aalborg,,,30119900.0,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:25140283,indberetninger-20180424,2.5955529999999998,29448795.0,,2018-04-04T03:43:54.891Z,2018-03-06T16:00:43.785Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-65-YB,2018-03-06T16:00:44.008Z,418994.0,275872.0,125000.0,418994.0,36000.0,-13667.0,418994.0,432661.0,263288.0,-138667.0,432661.0,132373.0,143122.0,2000.0,37000.0,105122.0,,,,
29448795,2016-10-01,2016-10-01,c10,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNiL2U5LzhhLzhhNGUtNDY1Yy04NmJjLTZmNjE0ZDYyY2EwZQ.xhtml,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzE2LzQ4L2JiL2ZiNGMtNDE1OS05MTI3LTQxMWU1MTFhZTNhMg.pdf,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzFmLzlkLzI0LzQ5MGItNDVjMS1iMjM4LTEyNGEyZWFmNzZmMw.xml,true,Danmark,DK,Aalborg,9000.0,10.0,Annebergvej,Hellerup,2900.0,3.0,Ehlersvej,9000 Aalborg,Annebergvej 10,Til den daglige ledelse i ValbÃ¦k BrÃ¸rup Arkitekter Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-28,2018-02-28,Statsautoriseret revisor,,29448795.0,mne30195,1016948957.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Henrik Aabenhus Berthing,Eva Kristine BrÃ¸rup,VALBÃK BRÃRUP ARKITEKTER ApS,Hans Henrik Aabenhus Berthing,,,Hellerup,,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-28,Aalborg,,,30119900.0,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:25140283,indberetninger-20180424,2.5955529999999998,29448795.0,,2018-04-04T03:43:54.891Z,2018-03-06T16:00:43.785Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-65-YB,2018-03-06T16:00:44.008Z,,,,,,-138667.0,,,,,,,,,,,,,,
29448795,2016-10-01,2016-10-01,c11,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNiL2U5LzhhLzhhNGUtNDY1Yy04NmJjLTZmNjE0ZDYyY2EwZQ.xhtml,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzE2LzQ4L2JiL2ZiNGMtNDE1OS05MTI3LTQxMWU1MTFhZTNhMg.pdf,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzFmLzlkLzI0LzQ5MGItNDVjMS1iMjM4LTEyNGEyZWFmNzZmMw.xml,true,Danmark,DK,Aalborg,9000.0,10.0,Annebergvej,Hellerup,2900.0,3.0,Ehlersvej,9000 Aalborg,Annebergvej 10,Til den daglige ledelse i ValbÃ¦k BrÃ¸rup Arkitekter Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-28,2018-02-28,Statsautoriseret revisor,,29448795.0,mne30195,1016948957.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Henrik Aabenhus Berthing,Eva Kristine BrÃ¸rup,VALBÃK BRÃRUP ARKITEKTER ApS,Hans Henrik Aabenhus Berthing,,,Hellerup,,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-28,Aalborg,,,30119900.0,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:25140283,indberetninger-20180424,2.5955529999999998,29448795.0,,2018-04-04T03:43:54.891Z,2018-03-06T16:00:43.785Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-65-YB,2018-03-06T16:00:44.008Z,,,,,,-13667.0,,,,,,,,,,,,,,
29448795,2016-10-01,2016-10-01,c9,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNiL2U5LzhhLzhhNGUtNDY1Yy04NmJjLTZmNjE0ZDYyY2EwZQ.xhtml,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzE2LzQ4L2JiL2ZiNGMtNDE1OS05MTI3LTQxMWU1MTFhZTNhMg.pdf,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzFmLzlkLzI0LzQ5MGItNDVjMS1iMjM4LTEyNGEyZWFmNzZmMw.xml,true,Danmark,DK,Aalborg,9000.0,10.0,Annebergvej,Hellerup,2900.0,3.0,Ehlersvej,9000 Aalborg,Annebergvej 10,Til den daglige ledelse i ValbÃ¦k BrÃ¸rup Arkitekter Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-28,2018-02-28,Statsautoriseret revisor,,29448795.0,mne30195,1016948957.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Henrik Aabenhus Berthing,Eva Kristine BrÃ¸rup,VALBÃK BRÃRUP ARKITEKTER ApS,Hans Henrik Aabenhus Berthing,,,Hellerup,,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-28,Aalborg,,,30119900.0,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:25140283,indberetninger-20180424,2.5955529999999998,29448795.0,,2018-04-04T03:43:54.891Z,2018-03-06T16:00:43.785Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-65-YB,2018-03-06T16:00:44.008Z,,,,,,125000.0,,,,,,,,,,,,,,
29448795,2016-10-01,2017-09-30,c0,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNiL2U5LzhhLzhhNGUtNDY1Yy04NmJjLTZmNjE0ZDYyY2EwZQ.xhtml,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzE2LzQ4L2JiL2ZiNGMtNDE1OS05MTI3LTQxMWU1MTFhZTNhMg.pdf,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzFmLzlkLzI0LzQ5MGItNDVjMS1iMjM4LTEyNGEyZWFmNzZmMw.xml,true,Danmark,DK,Aalborg,9000.0,10.0,Annebergvej,Hellerup,2900.0,3.0,Ehlersvej,9000 Aalborg,Annebergvej 10,Til den daglige ledelse i ValbÃ¦k BrÃ¸rup Arkitekter Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-28,2018-02-28,Statsautoriseret revisor,969937.0,29448795.0,mne30195,1016948957.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Henrik Aabenhus Berthing,Eva Kristine BrÃ¸rup,VALBÃK BRÃRUP ARKITEKTER ApS,Hans Henrik Aabenhus Berthing,43033.0,0.0,Hellerup,4544.0,2015-10-01,2016-09-30,3935.0,5035.0,5035.0,2017-09-30,2016-10-01,false,false,2018-02-28,Aalborg,5992.0,1100.0,30119900.0,false,false,Andre erklÃ¦ringer uden sikkerhed,911333.0,urn:ofk:oid:25140283,indberetninger-20180424,2.5955529999999998,29448795.0,,2018-04-04T03:43:54.891Z,2018-03-06T16:00:43.785Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-65-YB,2018-03-06T16:00:44.008Z,,,,,,,,,,,,,,,,,,,,
29448795,2016-10-01,2017-09-30,c1,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNiL2U5LzhhLzhhNGUtNDY1Yy04NmJjLTZmNjE0ZDYyY2EwZQ.xhtml,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzE2LzQ4L2JiL2ZiNGMtNDE1OS05MTI3LTQxMWU1MTFhZTNhMg.pdf,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzFmLzlkLzI0LzQ5MGItNDVjMS1iMjM4LTEyNGEyZWFmNzZmMw.xml,true,Danmark,DK,Aalborg,9000.0,10.0,Annebergvej,Hellerup,2900.0,3.0,Ehlersvej,9000 Aalborg,Annebergvej 10,Til den daglige ledelse i ValbÃ¦k BrÃ¸rup Arkitekter Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-28,2018-02-28,Statsautoriseret revisor,,29448795.0,mne30195,1016948957.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Henrik Aabenhus Berthing,Eva Kristine BrÃ¸rup,VALBÃK BRÃRUP ARKITEKTER ApS,Hans Henrik Aabenhus Berthing,,,Hellerup,,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,false,false,2018-02-28,Aalborg,,,30119900.0,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:25140283,indberetninger-20180424,2.5955529999999998,29448795.0,,2018-04-04T03:43:54.891Z,2018-03-06T16:00:43.785Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-65-YB,2018-03-06T16:00:44.008Z,,,,,,,,,,,,,,,,,33684096.0,Verifica Statsautoriseret Revisionsvirksomhed,,
29448795,2016-10-01,2017-09-30,c12,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNiL2U5LzhhLzhhNGUtNDY1Yy04NmJjLTZmNjE0ZDYyY2EwZQ.xhtml,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzE2LzQ4L2JiL2ZiNGMtNDE1OS05MTI3LTQxMWU1MTFhZTNhMg.pdf,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzFmLzlkLzI0LzQ5MGItNDVjMS1iMjM4LTEyNGEyZWFmNzZmMw.xml,true,Danmark,DK,Aalborg,9000.0,10.0,Annebergvej,Hellerup,2900.0,3.0,Ehlersvej,9000 Aalborg,Annebergvej 10,Til den daglige ledelse i ValbÃ¦k BrÃ¸rup Arkitekter Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-28,2018-02-28,Statsautoriseret revisor,,29448795.0,mne30195,1016948957.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Henrik Aabenhus Berthing,Eva Kristine BrÃ¸rup,VALBÃK BRÃRUP ARKITEKTER ApS,Hans Henrik Aabenhus Berthing,,,Hellerup,,2015-10-01,2016-09-30,0.0,,,2017-09-30,2016-10-01,false,false,2018-02-28,Aalborg,,,30119900.0,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:25140283,indberetninger-20180424,2.5955529999999998,29448795.0,,2018-04-04T03:43:54.891Z,2018-03-06T16:00:43.785Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-65-YB,2018-03-06T16:00:44.008Z,,,,,,,,,,,,,,,,,,,,
29448795,2016-10-01,2017-09-30,c13,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzNiL2U5LzhhLzhhNGUtNDY1Yy04NmJjLTZmNjE0ZDYyY2EwZQ.xhtml,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzE2LzQ4L2JiL2ZiNGMtNDE1OS05MTI3LTQxMWU1MTFhZTNhMg.pdf,http://regnskaber.virk.dk/59784492/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzFmLzlkLzI0LzQ5MGItNDVjMS1iMjM4LTEyNGEyZWFmNzZmMw.xml,true,Danmark,DK,Aalborg,9000.0,10.0,Annebergvej,Hellerup,2900.0,3.0,Ehlersvej,9000 Aalborg,Annebergvej 10,Til den daglige ledelse i ValbÃ¦k BrÃ¸rup Arkitekter Aps.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-28,2018-02-28,Statsautoriseret revisor,,29448795.0,mne30195,1016948957.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Henrik Aabenhus Berthing,Eva Kristine BrÃ¸rup,VALBÃK BRÃRUP ARKITEKTER ApS,Hans Henrik Aabenhus Berthing,,,Hellerup,,2015-10-01,2016-09-30,3935.0,,,2017-09-30,2016-10-01,false,false,2018-02-28,Aalborg,,,30119900.0,false,false,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:25140283,indberetninger-20180424,2.5955529999999998,29448795.0,,2018-04-04T03:43:54.891Z,2018-03-06T16:00:43.785Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-65-YB,2018-03-06T16:00:44.008Z,,,,,,,,,,,,,,,,,,,,
