entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermInvestments,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,TypeOfAuditorAssistance
33764006,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2M5LzEzL2JmLzFmOTgtNDdjOC05ODEyLTAxZDdhMzc0ZjMxYw.pdf,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzY4LzlmLzU3LzEwMDMtNDI0My1hNGUyLTJiYzhlYmY1YmE3OQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,18-20,Rosengade,KÃ¸benhavn Ã,2100.0,10.0,ÃsterfÃ¦lled Torv,1268 KÃ¸benhavn K,Jens Kofods Gade 1 st. tv.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Lahme ApS,-9195.0,10.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",844580.0,2019-02-25,2011-06-15,2019-02-28,71082.0,Statsautoriseret revisor,-3500000.0,5261033.0,9007045.0,20222670.0,33764006.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Lahme ApS.,Ãrsrapport,26806.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Christine Julia Lahme Forsby,Christine Julia Lahme Forsby,Middelfart Sparekasse,Advokat Christine Ulrich Andersen,Lahme ApS,BDO Statsautoriseret revisionsaktieselskab,61522.0,56785.0,61522.0,29979.0,KÃ¸benhavn,780539.0,2017-01-01,2017-12-31,2834808.0,3670193.0,3674930.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-25,Aarhus,303288.0,835385.0,4177206.0,urn:ofk:oid:26750889,indberetninger-20180424,2.5124211,33764006.0,AWk0v1iqRYGX6_YTFbsf,2019-02-28T15:36:11.121Z,2019-02-28T15:35:48.572Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-GM,2019-02-28T15:35:48.723Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33764006,2017-01-01,2017-12-31,c177,,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2M5LzEzL2JmLzFmOTgtNDdjOC05ODEyLTAxZDdhMzc0ZjMxYw.pdf,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzY4LzlmLzU3LzEwMDMtNDI0My1hNGUyLTJiYzhlYmY1YmE3OQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,18-20,Rosengade,KÃ¸benhavn Ã,2100.0,10.0,ÃsterfÃ¦lled Torv,1268 KÃ¸benhavn K,Jens Kofods Gade 1 st. tv.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Lahme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-25,2011-06-15,2019-02-28,,Statsautoriseret revisor,-3500000.0,,,20222670.0,33764006.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Lahme ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Christine Julia Lahme Forsby,Christine Julia Lahme Forsby,Middelfart Sparekasse,Advokat Christine Ulrich Andersen,Lahme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,3500000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-25,Aarhus,,,,urn:ofk:oid:26750889,indberetninger-20180424,2.5124211,33764006.0,AWk0v1iqRYGX6_YTFbsf,2019-02-28T15:36:11.121Z,2019-02-28T15:35:48.572Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-GM,2019-02-28T15:35:48.723Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33764006,2017-01-01,2017-12-31,c195,,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2M5LzEzL2JmLzFmOTgtNDdjOC05ODEyLTAxZDdhMzc0ZjMxYw.pdf,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzY4LzlmLzU3LzEwMDMtNDI0My1hNGUyLTJiYzhlYmY1YmE3OQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,18-20,Rosengade,KÃ¸benhavn Ã,2100.0,10.0,ÃsterfÃ¦lled Torv,1268 KÃ¸benhavn K,Jens Kofods Gade 1 st. tv.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Lahme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-25,2011-06-15,2019-02-28,,Statsautoriseret revisor,-3500000.0,,,20222670.0,33764006.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Lahme ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Christine Julia Lahme Forsby,Christine Julia Lahme Forsby,Middelfart Sparekasse,Advokat Christine Ulrich Andersen,Lahme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,-665192.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-25,Aarhus,,,,urn:ofk:oid:26750889,indberetninger-20180424,2.5124211,33764006.0,AWk0v1iqRYGX6_YTFbsf,2019-02-28T15:36:11.121Z,2019-02-28T15:35:48.572Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-GM,2019-02-28T15:35:48.723Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33764006,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2M5LzEzL2JmLzFmOTgtNDdjOC05ODEyLTAxZDdhMzc0ZjMxYw.pdf,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzY4LzlmLzU3LzEwMDMtNDI0My1hNGUyLTJiYzhlYmY1YmE3OQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,18-20,Rosengade,KÃ¸benhavn Ã,2100.0,10.0,ÃsterfÃ¦lled Torv,1268 KÃ¸benhavn K,Jens Kofods Gade 1 st. tv.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Lahme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-25,2011-06-15,2019-02-28,,Statsautoriseret revisor,-3500000.0,,,20222670.0,33764006.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Lahme ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Christine Julia Lahme Forsby,Christine Julia Lahme Forsby,Middelfart Sparekasse,Advokat Christine Ulrich Andersen,Lahme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-25,Aarhus,,,,urn:ofk:oid:26750889,indberetninger-20180424,2.5124211,33764006.0,AWk0v1iqRYGX6_YTFbsf,2019-02-28T15:36:11.121Z,2019-02-28T15:35:48.572Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-GM,2019-02-28T15:35:48.723Z,6809525.0,1142935.0,80000.0,2574.0,18890.0,4593258.0,103846.0,6809525.0,2216267.0,207500.0,311346.0,207500.0,108173.0,531.0,103846.0,3500000.0,0.0,0.0,1013258.0,75672.0,108173.0,2216267.0,0.0,5247071.0,2768705.0,844580.0,300953.0,2456371.0,,
33764006,2018-01-01,2018-01-01,c226,,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2M5LzEzL2JmLzFmOTgtNDdjOC05ODEyLTAxZDdhMzc0ZjMxYw.pdf,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzY4LzlmLzU3LzEwMDMtNDI0My1hNGUyLTJiYzhlYmY1YmE3OQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,18-20,Rosengade,KÃ¸benhavn Ã,2100.0,10.0,ÃsterfÃ¦lled Torv,1268 KÃ¸benhavn K,Jens Kofods Gade 1 st. tv.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Lahme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-25,2011-06-15,2019-02-28,,Statsautoriseret revisor,-3500000.0,,,20222670.0,33764006.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Lahme ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Christine Julia Lahme Forsby,Christine Julia Lahme Forsby,Middelfart Sparekasse,Advokat Christine Ulrich Andersen,Lahme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-25,Aarhus,,,,urn:ofk:oid:26750889,indberetninger-20180424,2.5124211,33764006.0,AWk0v1iqRYGX6_YTFbsf,2019-02-28T15:36:11.121Z,2019-02-28T15:35:48.572Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-GM,2019-02-28T15:35:48.723Z,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,
33764006,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2M5LzEzL2JmLzFmOTgtNDdjOC05ODEyLTAxZDdhMzc0ZjMxYw.pdf,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzY4LzlmLzU3LzEwMDMtNDI0My1hNGUyLTJiYzhlYmY1YmE3OQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,18-20,Rosengade,KÃ¸benhavn Ã,2100.0,10.0,ÃsterfÃ¦lled Torv,1268 KÃ¸benhavn K,Jens Kofods Gade 1 st. tv.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Lahme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-25,2011-06-15,2019-02-28,,Statsautoriseret revisor,-3500000.0,,,20222670.0,33764006.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Lahme ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Christine Julia Lahme Forsby,Christine Julia Lahme Forsby,Middelfart Sparekasse,Advokat Christine Ulrich Andersen,Lahme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-25,Aarhus,,,,urn:ofk:oid:26750889,indberetninger-20180424,2.5124211,33764006.0,AWk0v1iqRYGX6_YTFbsf,2019-02-28T15:36:11.121Z,2019-02-28T15:35:48.572Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-GM,2019-02-28T15:35:48.723Z,,,,,,1013259.0,,,,,,,,,,,,,,,,,,,,,,,,
33764006,2018-01-01,2018-01-01,c257,,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2M5LzEzL2JmLzFmOTgtNDdjOC05ODEyLTAxZDdhMzc0ZjMxYw.pdf,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzY4LzlmLzU3LzEwMDMtNDI0My1hNGUyLTJiYzhlYmY1YmE3OQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,18-20,Rosengade,KÃ¸benhavn Ã,2100.0,10.0,ÃsterfÃ¦lled Torv,1268 KÃ¸benhavn K,Jens Kofods Gade 1 st. tv.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Lahme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-25,2011-06-15,2019-02-28,,Statsautoriseret revisor,-3500000.0,,,20222670.0,33764006.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Lahme ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Christine Julia Lahme Forsby,Christine Julia Lahme Forsby,Middelfart Sparekasse,Advokat Christine Ulrich Andersen,Lahme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-25,Aarhus,,,,urn:ofk:oid:26750889,indberetninger-20180424,2.5124211,33764006.0,AWk0v1iqRYGX6_YTFbsf,2019-02-28T15:36:11.121Z,2019-02-28T15:35:48.572Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-GM,2019-02-28T15:35:48.723Z,,,,,,3500000.0,,,,,,,,,,,,,,,,,,,,,,,,
33764006,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2M5LzEzL2JmLzFmOTgtNDdjOC05ODEyLTAxZDdhMzc0ZjMxYw.pdf,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzY4LzlmLzU3LzEwMDMtNDI0My1hNGUyLTJiYzhlYmY1YmE3OQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,18-20,Rosengade,KÃ¸benhavn Ã,2100.0,10.0,ÃsterfÃ¦lled Torv,1268 KÃ¸benhavn K,Jens Kofods Gade 1 st. tv.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Lahme ApS,61665.0,11.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",589035.0,2019-02-25,2011-06-15,2019-02-28,54394.0,Statsautoriseret revisor,-3500000.0,5474118.0,8329654.0,20222670.0,33764006.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Lahme ApS.,Ãrsrapport,11459.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Christine Julia Lahme Forsby,Christine Julia Lahme Forsby,Middelfart Sparekasse,Advokat Christine Ulrich Andersen,Lahme ApS,BDO Statsautoriseret revisionsaktieselskab,1300.0,24514.0,1300.0,13055.0,KÃ¸benhavn,782619.0,2017-01-01,2017-12-31,2173656.0,2824356.0,2801142.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-25,Aarhus,408326.0,650700.0,4283173.0,urn:ofk:oid:26750889,indberetninger-20180424,2.5124211,33764006.0,AWk0v1iqRYGX6_YTFbsf,2019-02-28T15:36:11.121Z,2019-02-28T15:35:48.572Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-GM,2019-02-28T15:35:48.723Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang
33764006,2018-01-01,2018-12-31,c176,,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2M5LzEzL2JmLzFmOTgtNDdjOC05ODEyLTAxZDdhMzc0ZjMxYw.pdf,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzY4LzlmLzU3LzEwMDMtNDI0My1hNGUyLTJiYzhlYmY1YmE3OQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,18-20,Rosengade,KÃ¸benhavn Ã,2100.0,10.0,ÃsterfÃ¦lled Torv,1268 KÃ¸benhavn K,Jens Kofods Gade 1 st. tv.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Lahme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-25,2011-06-15,2019-02-28,,Statsautoriseret revisor,-3500000.0,,,20222670.0,33764006.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Lahme ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Christine Julia Lahme Forsby,Christine Julia Lahme Forsby,Middelfart Sparekasse,Advokat Christine Ulrich Andersen,Lahme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,2000000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-25,Aarhus,,,,urn:ofk:oid:26750889,indberetninger-20180424,2.5124211,33764006.0,AWk0v1iqRYGX6_YTFbsf,2019-02-28T15:36:11.121Z,2019-02-28T15:35:48.572Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-GM,2019-02-28T15:35:48.723Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33764006,2018-01-01,2018-12-31,c194,,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2M5LzEzL2JmLzFmOTgtNDdjOC05ODEyLTAxZDdhMzc0ZjMxYw.pdf,http://regnskaber.virk.dk/60046733/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzY4LzlmLzU3LzEwMDMtNDI0My1hNGUyLTJiYzhlYmY1YmE3OQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,18-20,Rosengade,KÃ¸benhavn Ã,2100.0,10.0,ÃsterfÃ¦lled Torv,1268 KÃ¸benhavn K,Jens Kofods Gade 1 st. tv.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Lahme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-25,2011-06-15,2019-02-28,,Statsautoriseret revisor,-3500000.0,,,20222670.0,33764006.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Lahme ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Christine Julia Lahme Forsby,Christine Julia Lahme Forsby,Middelfart Sparekasse,Advokat Christine Ulrich Andersen,Lahme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,173656.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-25,Aarhus,,,,urn:ofk:oid:26750889,indberetninger-20180424,2.5124211,33764006.0,AWk0v1iqRYGX6_YTFbsf,2019-02-28T15:36:11.121Z,2019-02-28T15:35:48.572Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AP-01-GM,2019-02-28T15:35:48.723Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
