entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
30365844,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzY1Lzg4L2E4LzYzL2UxMTMtNDI4OS1hMWVhLTBlY2JjYjY2MDVlMQ.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzNkL2NkL2M1LzZmYmItNGJmZC04NTliLWUyYmNmNDYwZDBiYg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,"Smallegade 54, 1 th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,-1791.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,836.0,2018-04-16,2007-03-26,2018-04-16,Statsautoriseret revisor,-12094.0,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AT Investering ApS.,Ãrsrapport,8323.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,8323.0,Frederiksberg,2016-01-01,2016-12-31,-2816.0,-3771.0,-12094.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2017-12-31,2017-01-01,true,2018-04-16,KÃ¸benhavn,-955.0,urn:ofk:oid:25316410,indberetninger-20180424,2.5122902000000003,30365844.0,AWLS8SaVx8uVRSOdfxEV,2018-04-17T09:31:15.832Z,2018-04-17T09:30:41.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-04-ML,2018-04-17T09:30:41.423Z,,,,,,,,,,,,,,,,
30365844,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzY1Lzg4L2E4LzYzL2UxMTMtNDI4OS1hMWVhLTBlY2JjYjY2MDVlMQ.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzNkL2NkL2M1LzZmYmItNGJmZC04NTliLWUyYmNmNDYwZDBiYg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,"Smallegade 54, 1 th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-04-16,2007-03-26,2018-04-16,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederiksberg,2016-01-01,2016-12-31,-2816.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2017-12-31,2017-01-01,true,2018-04-16,KÃ¸benhavn,,urn:ofk:oid:25316410,indberetninger-20180424,2.5122902000000003,30365844.0,AWLS8SaVx8uVRSOdfxEV,2018-04-17T09:31:15.832Z,2018-04-17T09:30:41.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-04-ML,2018-04-17T09:30:41.423Z,,,,,,,,,,,,,,,,
30365844,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzY1Lzg4L2E4LzYzL2UxMTMtNDI4OS1hMWVhLTBlY2JjYjY2MDVlMQ.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzNkL2NkL2M1LzZmYmItNGJmZC04NTliLWUyYmNmNDYwZDBiYg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,"Smallegade 54, 1 th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-04-16,2007-03-26,2018-04-16,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederiksberg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2017-12-31,2017-01-01,true,2018-04-16,KÃ¸benhavn,,urn:ofk:oid:25316410,indberetninger-20180424,2.5122902000000003,30365844.0,AWLS8SaVx8uVRSOdfxEV,2018-04-17T09:31:15.832Z,2018-04-17T09:30:41.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-04-ML,2018-04-17T09:30:41.423Z,134986.0,9483.0,125000.0,1791.0,121025.0,134986.0,13961.0,7500.0,-3975.0,13961.0,125503.0,123712.0,836.0,5625.0,,
30365844,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzY1Lzg4L2E4LzYzL2UxMTMtNDI4OS1hMWVhLTBlY2JjYjY2MDVlMQ.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzNkL2NkL2M1LzZmYmItNGJmZC04NTliLWUyYmNmNDYwZDBiYg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,"Smallegade 54, 1 th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-04-16,2007-03-26,2018-04-16,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederiksberg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2017-12-31,2017-01-01,true,2018-04-16,KÃ¸benhavn,,urn:ofk:oid:25316410,indberetninger-20180424,2.5122902000000003,30365844.0,AWLS8SaVx8uVRSOdfxEV,2018-04-17T09:31:15.832Z,2018-04-17T09:30:41.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-04-ML,2018-04-17T09:30:41.423Z,,,,,125000.0,,,,,,,,,,,
30365844,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzY1Lzg4L2E4LzYzL2UxMTMtNDI4OS1hMWVhLTBlY2JjYjY2MDVlMQ.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzNkL2NkL2M1LzZmYmItNGJmZC04NTliLWUyYmNmNDYwZDBiYg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,"Smallegade 54, 1 th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-04-16,2007-03-26,2018-04-16,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederiksberg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2017-12-31,2017-01-01,true,2018-04-16,KÃ¸benhavn,,urn:ofk:oid:25316410,indberetninger-20180424,2.5122902000000003,30365844.0,AWLS8SaVx8uVRSOdfxEV,2018-04-17T09:31:15.832Z,2018-04-17T09:30:41.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-04-ML,2018-04-17T09:30:41.423Z,,,,,-3976.0,,,,,,,,,,,
30365844,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzY1Lzg4L2E4LzYzL2UxMTMtNDI4OS1hMWVhLTBlY2JjYjY2MDVlMQ.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzNkL2NkL2M1LzZmYmItNGJmZC04NTliLWUyYmNmNDYwZDBiYg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,"Smallegade 54, 1 th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,-984.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,0.0,2018-04-16,2007-03-26,2018-04-16,Statsautoriseret revisor,-9475.0,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AT Investering ApS.,Ãrsrapport,5002.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,37.0,5002.0,Frederiksberg,2016-01-01,2016-12-31,-3526.0,-4510.0,-9475.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2017-12-31,2017-01-01,true,2018-04-16,KÃ¸benhavn,-984.0,urn:ofk:oid:25316410,indberetninger-20180424,2.5122902000000003,30365844.0,AWLS8SaVx8uVRSOdfxEV,2018-04-17T09:31:15.832Z,2018-04-17T09:30:41.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-04-ML,2018-04-17T09:30:41.423Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
30365844,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzY1Lzg4L2E4LzYzL2UxMTMtNDI4OS1hMWVhLTBlY2JjYjY2MDVlMQ.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzNkL2NkL2M1LzZmYmItNGJmZC04NTliLWUyYmNmNDYwZDBiYg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,"Smallegade 54, 1 th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-04-16,2007-03-26,2018-04-16,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederiksberg,2016-01-01,2016-12-31,-3526.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2017-12-31,2017-01-01,true,2018-04-16,KÃ¸benhavn,,urn:ofk:oid:25316410,indberetninger-20180424,2.5122902000000003,30365844.0,AWLS8SaVx8uVRSOdfxEV,2018-04-17T09:31:15.832Z,2018-04-17T09:30:41.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-04-ML,2018-04-17T09:30:41.423Z,,,,,,,,,,,,,,,,
30365844,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzY1Lzg4L2E4LzYzL2UxMTMtNDI4OS1hMWVhLTBlY2JjYjY2MDVlMQ.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzNkL2NkL2M1LzZmYmItNGJmZC04NTliLWUyYmNmNDYwZDBiYg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,"Smallegade 54, 1 th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-04-16,2007-03-26,2018-04-16,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederiksberg,2016-01-01,2016-12-31,-3526.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2017-12-31,2017-01-01,true,2018-04-16,KÃ¸benhavn,,urn:ofk:oid:25316410,indberetninger-20180424,2.5122902000000003,30365844.0,AWLS8SaVx8uVRSOdfxEV,2018-04-17T09:31:15.832Z,2018-04-17T09:30:41.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-04-ML,2018-04-17T09:30:41.423Z,,,,,,,,,,,,,,,,
30365844,2017-01-01,2017-12-31,c305,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzY1Lzg4L2E4LzYzL2UxMTMtNDI4OS1hMWVhLTBlY2JjYjY2MDVlMQ.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzNkL2NkL2M1LzZmYmItNGJmZC04NTliLWUyYmNmNDYwZDBiYg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,"Smallegade 54, 1 th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-04-16,2007-03-26,2018-04-16,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederiksberg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2017-12-31,2017-01-01,true,2018-04-16,KÃ¸benhavn,,urn:ofk:oid:25316410,indberetninger-20180424,2.5122902000000003,30365844.0,AWLS8SaVx8uVRSOdfxEV,2018-04-17T09:31:15.832Z,2018-04-17T09:30:41.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-04-ML,2018-04-17T09:30:41.423Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
30365844,2017-01-01,2017-12-31,c637,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzY1Lzg4L2E4LzYzL2UxMTMtNDI4OS1hMWVhLTBlY2JjYjY2MDVlMQ.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzNkL2NkL2M1LzZmYmItNGJmZC04NTliLWUyYmNmNDYwZDBiYg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,"Smallegade 54, 1 th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-04-16,2007-03-26,2018-04-16,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederiksberg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2017-12-31,2017-01-01,true,2018-04-16,KÃ¸benhavn,,urn:ofk:oid:25316410,indberetninger-20180424,2.5122902000000003,30365844.0,AWLS8SaVx8uVRSOdfxEV,2018-04-17T09:31:15.832Z,2018-04-17T09:30:41.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-04-ML,2018-04-17T09:30:41.423Z,,,,,,,,,,,,,,,,
