entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
30365844,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzAxLzMyLzljL2Y2YzAtNDdlNi1hMjkxLTBlZjlhZTBiN2VjMw.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzIwLzdlL2Q3LzQ0MzQtNDNiYS05ZDA2LTFjYTgyNDc3NGRkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,c/o Lund Wentoft Holding A/S,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i AT Investering ApS,-984.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-15,2007-03-26,2019-05-16,Statsautoriseret revisor,-9475.0,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AT Investering ApS.,Ãrsrapport,5002.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund Larsen,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,37.0,5002.0,Frederiksberg,2017-01-01,2017-12-31,-3526.0,-4510.0,-9475.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,-984.0,urn:ofk:oid:27176733,indberetninger-20180424,2.5097403999999996,30365844.0,AWrVXTc2RYGX6_YTH1YT,2019-05-20T13:11:03.413Z,2019-05-20T13:10:16.388Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-02-ZG,2019-05-20T13:10:16.667Z,,,,,,,,,,,,,,
30365844,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzAxLzMyLzljL2Y2YzAtNDdlNi1hMjkxLTBlZjlhZTBiN2VjMw.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzIwLzdlL2Q3LzQ0MzQtNDNiYS05ZDA2LTFjYTgyNDc3NGRkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,c/o Lund Wentoft Holding A/S,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-15,2007-03-26,2019-05-16,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund Larsen,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederiksberg,2017-01-01,2017-12-31,-3526.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,,urn:ofk:oid:27176733,indberetninger-20180424,2.5097403999999996,30365844.0,AWrVXTc2RYGX6_YTH1YT,2019-05-20T13:11:03.413Z,2019-05-20T13:10:16.388Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-02-ZG,2019-05-20T13:10:16.667Z,,,,,,,,,,,,,,
30365844,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzAxLzMyLzljL2Y2YzAtNDdlNi1hMjkxLTBlZjlhZTBiN2VjMw.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzIwLzdlL2Q3LzQ0MzQtNDNiYS05ZDA2LTFjYTgyNDc3NGRkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,c/o Lund Wentoft Holding A/S,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-15,2007-03-26,2019-05-16,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund Larsen,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederiksberg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,,urn:ofk:oid:27176733,indberetninger-20180424,2.5097403999999996,30365844.0,AWrVXTc2RYGX6_YTH1YT,2019-05-20T13:11:03.413Z,2019-05-20T13:10:16.388Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-02-ZG,2019-05-20T13:10:16.667Z,131497.0,8.0,125000.0,1886.0,117498.0,131497.0,13999.0,-7502.0,13999.0,131489.0,129603.0,5626.0,,
30365844,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzAxLzMyLzljL2Y2YzAtNDdlNi1hMjkxLTBlZjlhZTBiN2VjMw.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzIwLzdlL2Q3LzQ0MzQtNDNiYS05ZDA2LTFjYTgyNDc3NGRkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,c/o Lund Wentoft Holding A/S,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-15,2007-03-26,2019-05-16,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund Larsen,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederiksberg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,,urn:ofk:oid:27176733,indberetninger-20180424,2.5097403999999996,30365844.0,AWrVXTc2RYGX6_YTH1YT,2019-05-20T13:11:03.413Z,2019-05-20T13:10:16.388Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-02-ZG,2019-05-20T13:10:16.667Z,,,,,125000.0,,,,,,,,,
30365844,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzAxLzMyLzljL2Y2YzAtNDdlNi1hMjkxLTBlZjlhZTBiN2VjMw.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzIwLzdlL2Q3LzQ0MzQtNDNiYS05ZDA2LTFjYTgyNDc3NGRkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,c/o Lund Wentoft Holding A/S,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-15,2007-03-26,2019-05-16,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund Larsen,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederiksberg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,,urn:ofk:oid:27176733,indberetninger-20180424,2.5097403999999996,30365844.0,AWrVXTc2RYGX6_YTH1YT,2019-05-20T13:11:03.413Z,2019-05-20T13:10:16.388Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-02-ZG,2019-05-20T13:10:16.667Z,,,,,-7502.0,,,,,,,,,
30365844,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzAxLzMyLzljL2Y2YzAtNDdlNi1hMjkxLTBlZjlhZTBiN2VjMw.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzIwLzdlL2Q3LzQ0MzQtNDNiYS05ZDA2LTFjYTgyNDc3NGRkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,c/o Lund Wentoft Holding A/S,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i AT Investering ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-15,2007-03-26,2019-05-16,Statsautoriseret revisor,-5101.0,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AT Investering ApS.,Ãrsrapport,5103.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund Larsen,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,76.0,5103.0,Frederiksberg,2017-01-01,2017-12-31,-74.0,-74.0,-5101.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,0.0,urn:ofk:oid:27176733,indberetninger-20180424,2.5097403999999996,30365844.0,AWrVXTc2RYGX6_YTH1YT,2019-05-20T13:11:03.413Z,2019-05-20T13:10:16.388Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-02-ZG,2019-05-20T13:10:16.667Z,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
30365844,2018-01-01,2018-12-31,c213,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzAxLzMyLzljL2Y2YzAtNDdlNi1hMjkxLTBlZjlhZTBiN2VjMw.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzIwLzdlL2Q3LzQ0MzQtNDNiYS05ZDA2LTFjYTgyNDc3NGRkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,c/o Lund Wentoft Holding A/S,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-15,2007-03-26,2019-05-16,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund Larsen,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederiksberg,2017-01-01,2017-12-31,-74.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,,urn:ofk:oid:27176733,indberetninger-20180424,2.5097403999999996,30365844.0,AWrVXTc2RYGX6_YTH1YT,2019-05-20T13:11:03.413Z,2019-05-20T13:10:16.388Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-02-ZG,2019-05-20T13:10:16.667Z,,,,,,,,,,,,,,
30365844,2018-01-01,2018-12-31,c248,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzAxLzMyLzljL2Y2YzAtNDdlNi1hMjkxLTBlZjlhZTBiN2VjMw.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzIwLzdlL2Q3LzQ0MzQtNDNiYS05ZDA2LTFjYTgyNDc3NGRkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,c/o Lund Wentoft Holding A/S,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-15,2007-03-26,2019-05-16,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund Larsen,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederiksberg,2017-01-01,2017-12-31,-74.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,,urn:ofk:oid:27176733,indberetninger-20180424,2.5097403999999996,30365844.0,AWrVXTc2RYGX6_YTH1YT,2019-05-20T13:11:03.413Z,2019-05-20T13:10:16.388Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-02-ZG,2019-05-20T13:10:16.667Z,,,,,,,,,,,,,,
30365844,2018-01-01,2018-12-31,c307,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzAxLzMyLzljL2Y2YzAtNDdlNi1hMjkxLTBlZjlhZTBiN2VjMw.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzIwLzdlL2Q3LzQ0MzQtNDNiYS05ZDA2LTFjYTgyNDc3NGRkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,c/o Lund Wentoft Holding A/S,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-15,2007-03-26,2019-05-16,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund Larsen,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederiksberg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,,urn:ofk:oid:27176733,indberetninger-20180424,2.5097403999999996,30365844.0,AWrVXTc2RYGX6_YTH1YT,2019-05-20T13:11:03.413Z,2019-05-20T13:10:16.388Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-02-ZG,2019-05-20T13:10:16.667Z,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
30365844,2018-01-01,2018-12-31,c727,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzAxLzMyLzljL2Y2YzAtNDdlNi1hMjkxLTBlZjlhZTBiN2VjMw.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzIwLzdlL2Q3LzQ0MzQtNDNiYS05ZDA2LTFjYTgyNDc3NGRkZg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2000 Frederiksberg,c/o Lund Wentoft Holding A/S,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-15,2007-03-26,2019-05-16,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,mne21330,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund Larsen,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,Frederiksberg,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2018-12-31,2018-01-01,true,2019-05-15,KÃ¸benhavn,,urn:ofk:oid:27176733,indberetninger-20180424,2.5097403999999996,30365844.0,AWrVXTc2RYGX6_YTH1YT,2019-05-20T13:11:03.413Z,2019-05-20T13:10:16.388Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-02-ZG,2019-05-20T13:10:16.667Z,,,,,,,,,,,,,,
