entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
30365844,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2EyLzI2L2VjMDAtNDA3ZC1iYzMxLTJkYTBiNGRhODhjZA.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzI1LzJkL2ZjLzE4ODItNGJhMC1iMzRhLTBjNDMxYzBhNDVmMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1816 Frederiksberg,"Engtoftevej 7, st.th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,0.0,2017-05-31,2007-03-26,2017-05-31,Statsautoriseret revisor,-5625.0,20222670.0,30365844.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for AT Investering ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,-600.0,12628.0,12628.0,Frederiksberg,2015-01-01,2015-12-31,6403.0,6403.0,-5625.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,true,2017-05-31,KÃ¸benhavn,0.0,urn:ofk:oid:24037465,indberetninger-20180424,2.5124316,30365844.0,,2018-03-28T17:44:06.962Z,2017-05-31T23:10:35.775Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-90-EK,2017-05-31T23:10:36.063Z,,,,,,,,,,,,,,,,,
30365844,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2EyLzI2L2VjMDAtNDA3ZC1iYzMxLTJkYTBiNGRhODhjZA.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzI1LzJkL2ZjLzE4ODItNGJhMC1iMzRhLTBjNDMxYzBhNDVmMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1816 Frederiksberg,"Engtoftevej 7, st.th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-05-31,2007-03-26,2017-05-31,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederiksberg,2015-01-01,2015-12-31,6403.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,true,2017-05-31,KÃ¸benhavn,,urn:ofk:oid:24037465,indberetninger-20180424,2.5124316,30365844.0,,2018-03-28T17:44:06.962Z,2017-05-31T23:10:35.775Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-90-EK,2017-05-31T23:10:36.063Z,,,,,,,,,,,,,,,,,
30365844,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2EyLzI2L2VjMDAtNDA3ZC1iYzMxLTJkYTBiNGRhODhjZA.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzI1LzJkL2ZjLzE4ODItNGJhMC1iMzRhLTBjNDMxYzBhNDVmMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1816 Frederiksberg,"Engtoftevej 7, st.th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-05-31,2007-03-26,2017-05-31,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederiksberg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,true,2017-05-31,KÃ¸benhavn,,urn:ofk:oid:24037465,indberetninger-20180424,2.5124316,30365844.0,,2018-03-28T17:44:06.962Z,2017-05-31T23:10:35.775Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-90-EK,2017-05-31T23:10:36.063Z,136965.0,76.0,125000.0,0.0,123841.0,136965.0,13124.0,7500.0,-1159.0,13124.0,136889.0,0.0,136889.0,0.0,5624.0,,
30365844,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2EyLzI2L2VjMDAtNDA3ZC1iYzMxLTJkYTBiNGRhODhjZA.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzI1LzJkL2ZjLzE4ODItNGJhMC1iMzRhLTBjNDMxYzBhNDVmMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1816 Frederiksberg,"Engtoftevej 7, st.th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-05-31,2007-03-26,2017-05-31,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederiksberg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,true,2017-05-31,KÃ¸benhavn,,urn:ofk:oid:24037465,indberetninger-20180424,2.5124316,30365844.0,,2018-03-28T17:44:06.962Z,2017-05-31T23:10:35.775Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-90-EK,2017-05-31T23:10:36.063Z,,,,,125000.0,,,,,,,,,,,,
30365844,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2EyLzI2L2VjMDAtNDA3ZC1iYzMxLTJkYTBiNGRhODhjZA.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzI1LzJkL2ZjLzE4ODItNGJhMC1iMzRhLTBjNDMxYzBhNDVmMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1816 Frederiksberg,"Engtoftevej 7, st.th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-05-31,2007-03-26,2017-05-31,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederiksberg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,true,2017-05-31,KÃ¸benhavn,,urn:ofk:oid:24037465,indberetninger-20180424,2.5124316,30365844.0,,2018-03-28T17:44:06.962Z,2017-05-31T23:10:35.775Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-90-EK,2017-05-31T23:10:36.063Z,,,,,-1159.0,,,,,,,,,,,,
30365844,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2EyLzI2L2VjMDAtNDA3ZC1iYzMxLTJkYTBiNGRhODhjZA.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzI1LzJkL2ZjLzE4ODItNGJhMC1iMzRhLTBjNDMxYzBhNDVmMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1816 Frederiksberg,"Engtoftevej 7, st.th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,-1791.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,836.0,2017-05-31,2007-03-26,2017-05-31,Statsautoriseret revisor,-12094.0,20222670.0,30365844.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for AT Investering ApS.,Ãrsrapport,8323.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,8323.0,0.0,Frederiksberg,2015-01-01,2015-12-31,-2816.0,-3771.0,-12094.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,true,2017-05-31,KÃ¸benhavn,955.0,urn:ofk:oid:24037465,indberetninger-20180424,2.5124316,30365844.0,,2018-03-28T17:44:06.962Z,2017-05-31T23:10:35.775Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-90-EK,2017-05-31T23:10:36.063Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
30365844,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2EyLzI2L2VjMDAtNDA3ZC1iYzMxLTJkYTBiNGRhODhjZA.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzI1LzJkL2ZjLzE4ODItNGJhMC1iMzRhLTBjNDMxYzBhNDVmMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1816 Frederiksberg,"Engtoftevej 7, st.th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-05-31,2007-03-26,2017-05-31,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederiksberg,2015-01-01,2015-12-31,-2816.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,true,2017-05-31,KÃ¸benhavn,,urn:ofk:oid:24037465,indberetninger-20180424,2.5124316,30365844.0,,2018-03-28T17:44:06.962Z,2017-05-31T23:10:35.775Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-90-EK,2017-05-31T23:10:36.063Z,,,,,,,,,,,,,,,,,
30365844,2016-01-01,2016-12-31,c254,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2EyLzI2L2VjMDAtNDA3ZC1iYzMxLTJkYTBiNGRhODhjZA.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzI1LzJkL2ZjLzE4ODItNGJhMC1iMzRhLTBjNDMxYzBhNDVmMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1816 Frederiksberg,"Engtoftevej 7, st.th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-05-31,2007-03-26,2017-05-31,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederiksberg,2015-01-01,2015-12-31,-2816.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,true,2017-05-31,KÃ¸benhavn,,urn:ofk:oid:24037465,indberetninger-20180424,2.5124316,30365844.0,,2018-03-28T17:44:06.962Z,2017-05-31T23:10:35.775Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-90-EK,2017-05-31T23:10:36.063Z,,,,,,,,,,,,,,,,,
30365844,2016-01-01,2016-12-31,c305,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2EyLzI2L2VjMDAtNDA3ZC1iYzMxLTJkYTBiNGRhODhjZA.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzI1LzJkL2ZjLzE4ODItNGJhMC1iMzRhLTBjNDMxYzBhNDVmMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1816 Frederiksberg,"Engtoftevej 7, st.th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-05-31,2007-03-26,2017-05-31,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederiksberg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,true,2017-05-31,KÃ¸benhavn,,urn:ofk:oid:24037465,indberetninger-20180424,2.5124316,30365844.0,,2018-03-28T17:44:06.962Z,2017-05-31T23:10:35.775Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-90-EK,2017-05-31T23:10:36.063Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
30365844,2016-01-01,2016-12-31,c637,,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzBjL2EyLzI2L2VjMDAtNDA3ZC1iYzMxLTJkYTBiNGRhODhjZA.pdf,http://regnskaber.virk.dk/44856303/ZG9rdW1lbnRsYWdlcjovLzAzL2MwLzI1LzJkL2ZjLzE4ODItNGJhMC1iMzRhLTBjNDMxYzBhNDVmMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1816 Frederiksberg,"Engtoftevej 7, st.th.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i AT Investering ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-05-31,2007-03-26,2017-05-31,Statsautoriseret revisor,,20222670.0,30365844.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for AT Investering ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,Torben Lund,Torben Lund,AT Investering ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Frederiksberg,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-12-31,2016-01-01,true,2017-05-31,KÃ¸benhavn,,urn:ofk:oid:24037465,indberetninger-20180424,2.5124316,30365844.0,,2018-03-28T17:44:06.962Z,2017-05-31T23:10:35.775Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-90-EK,2017-05-31T23:10:36.063Z,,,,,,,,,,,,,,,,,
