entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherShorttermPayables,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProposedDividend,Provisions,ProvisionsForDeferredTax,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermTaxPayables,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherReserves,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables
15920734,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzExL2VmL2Y2LzAyY2YtNGNjYi1iNDdhLTY3NmEwZWU3YjZkYg.xhtml,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YwLzE1LzhkL2Y3OWYtNGE5Yy1hYWE0LWQ0NzVmNzQ0MjVhNA.pdf,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2ZlL2NiL2IyL2JhOTUtNGJkNC1hYjQwLWNhNDg1NDE3YWQwOA.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,HillerÃ¸d,3400.0,13.0,Lille Sverige Vej,3400.0,Lille Sverige Vej 13,Regnskabsklasse B,2017-05-31,334566.0,kj@lundelmersandager.dk,0.0,416347.0,1476010.0,15920734.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,kjeld jÃ¸rgensen,Danske Bank,EJENDOMSSELSKABET MAGUMA ApS,Kjeld JÃ¸rgensen,151865.0,26890.0,2334098.0,2015-01-01,2015-12-31,958117.0,1016469.0,1141444.0,49900.0,1320860.0,1320860.0,2016-12-31,2016-01-01,1892357.0,false,false,266180.0,58352.0,26722230.0,false,true,Ingen bistand,urn:ofk:oid:24071370,indberetninger-20180424,2.59278,15920734.0,,2018-03-28T21:24:00.495Z,2017-06-02T01:41:47.247Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-58-WH,2017-06-02T01:41:47.485Z,,,,,,,,,,,,,,,,,,,,,
15920734,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzExL2VmL2Y2LzAyY2YtNGNjYi1iNDdhLTY3NmEwZWU3YjZkYg.xhtml,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YwLzE1LzhkL2Y3OWYtNGE5Yy1hYWE0LWQ0NzVmNzQ0MjVhNA.pdf,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2ZlL2NiL2IyL2JhOTUtNGJkNC1hYjQwLWNhNDg1NDE3YWQwOA.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,HillerÃ¸d,3400.0,13.0,Lille Sverige Vej,3400.0,Lille Sverige Vej 13,Regnskabsklasse B,2017-05-31,,kj@lundelmersandager.dk,,,,15920734.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,kjeld jÃ¸rgensen,Danske Bank,EJENDOMSSELSKABET MAGUMA ApS,Kjeld JÃ¸rgensen,,,2334098.0,2015-01-01,2015-12-31,49900.0,,,49900.0,1320860.0,1320860.0,2016-12-31,2016-01-01,,false,false,266180.0,,26722230.0,false,true,Ingen bistand,urn:ofk:oid:24071370,indberetninger-20180424,2.59278,15920734.0,,2018-03-28T21:24:00.495Z,2017-06-02T01:41:47.247Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-58-WH,2017-06-02T01:41:47.485Z,,,,,,,,,,,,,,,,,,,,,
15920734,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzExL2VmL2Y2LzAyY2YtNGNjYi1iNDdhLTY3NmEwZWU3YjZkYg.xhtml,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YwLzE1LzhkL2Y3OWYtNGE5Yy1hYWE0LWQ0NzVmNzQ0MjVhNA.pdf,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2ZlL2NiL2IyL2JhOTUtNGJkNC1hYjQwLWNhNDg1NDE3YWQwOA.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,HillerÃ¸d,3400.0,13.0,Lille Sverige Vej,3400.0,Lille Sverige Vej 13,Regnskabsklasse B,2017-05-31,,kj@lundelmersandager.dk,,,,15920734.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,kjeld jÃ¸rgensen,Danske Bank,EJENDOMSSELSKABET MAGUMA ApS,Kjeld JÃ¸rgensen,,,2334098.0,2015-01-01,2015-12-31,-4447462.0,,,49900.0,1320860.0,1320860.0,2016-12-31,2016-01-01,,false,false,266180.0,,26722230.0,false,true,Ingen bistand,urn:ofk:oid:24071370,indberetninger-20180424,2.59278,15920734.0,,2018-03-28T21:24:00.495Z,2017-06-02T01:41:47.247Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-58-WH,2017-06-02T01:41:47.485Z,,,,,,,,,,,,,,,,,,,,,
15920734,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzExL2VmL2Y2LzAyY2YtNGNjYi1iNDdhLTY3NmEwZWU3YjZkYg.xhtml,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YwLzE1LzhkL2Y3OWYtNGE5Yy1hYWE0LWQ0NzVmNzQ0MjVhNA.pdf,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2ZlL2NiL2IyL2JhOTUtNGJkNC1hYjQwLWNhNDg1NDE3YWQwOA.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,HillerÃ¸d,3400.0,13.0,Lille Sverige Vej,3400.0,Lille Sverige Vej 13,Regnskabsklasse B,2017-05-31,,kj@lundelmersandager.dk,,,,15920734.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,kjeld jÃ¸rgensen,Danske Bank,EJENDOMSSELSKABET MAGUMA ApS,Kjeld JÃ¸rgensen,,,2334098.0,2015-01-01,2015-12-31,5355679.0,,,49900.0,1320860.0,1320860.0,2016-12-31,2016-01-01,,false,false,266180.0,,26722230.0,false,true,Ingen bistand,urn:ofk:oid:24071370,indberetninger-20180424,2.59278,15920734.0,,2018-03-28T21:24:00.495Z,2017-06-02T01:41:47.247Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-58-WH,2017-06-02T01:41:47.485Z,,,,,,,,,,,,,,,,,,,,,
15920734,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzExL2VmL2Y2LzAyY2YtNGNjYi1iNDdhLTY3NmEwZWU3YjZkYg.xhtml,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YwLzE1LzhkL2Y3OWYtNGE5Yy1hYWE0LWQ0NzVmNzQ0MjVhNA.pdf,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2ZlL2NiL2IyL2JhOTUtNGJkNC1hYjQwLWNhNDg1NDE3YWQwOA.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,HillerÃ¸d,3400.0,13.0,Lille Sverige Vej,3400.0,Lille Sverige Vej 13,Regnskabsklasse B,2017-05-31,,kj@lundelmersandager.dk,,,,15920734.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,kjeld jÃ¸rgensen,Danske Bank,EJENDOMSSELSKABET MAGUMA ApS,Kjeld JÃ¸rgensen,,,2334098.0,2015-01-01,2015-12-31,,,,49900.0,1320860.0,1320860.0,2016-12-31,2016-01-01,,false,false,266180.0,,26722230.0,false,true,Ingen bistand,urn:ofk:oid:24071370,indberetninger-20180424,2.59278,15920734.0,,2018-03-28T21:24:00.495Z,2017-06-02T01:41:47.247Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-58-WH,2017-06-02T01:41:47.485Z,11821654.0,2139994.0,200000.0,2948921.0,5663792.0,35160.0,8837573.0,11821654.0,6157862.0,1295295.0,1295295.0,8872733.0,108113.0,681844.0,8872733.0,5355679.0,4862567.0,3543971.0,808927.0,127083.0,1318596.0
15920734,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzExL2VmL2Y2LzAyY2YtNGNjYi1iNDdhLTY3NmEwZWU3YjZkYg.xhtml,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YwLzE1LzhkL2Y3OWYtNGE5Yy1hYWE0LWQ0NzVmNzQ0MjVhNA.pdf,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2ZlL2NiL2IyL2JhOTUtNGJkNC1hYjQwLWNhNDg1NDE3YWQwOA.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,HillerÃ¸d,3400.0,13.0,Lille Sverige Vej,3400.0,Lille Sverige Vej 13,Regnskabsklasse B,2017-05-31,334566.0,kj@lundelmersandager.dk,0.0,290748.0,1785563.0,15920734.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,kjeld jÃ¸rgensen,Danske Bank,EJENDOMSSELSKABET MAGUMA ApS,Kjeld JÃ¸rgensen,84627.0,15608.0,2334098.0,2015-01-01,2015-12-31,1117363.0,1381978.0,1450997.0,49900.0,1320860.0,1320860.0,2016-12-31,2016-01-01,2076311.0,false,false,266180.0,264615.0,26722230.0,false,true,Ingen bistand,urn:ofk:oid:24071370,indberetninger-20180424,2.59278,15920734.0,,2018-03-28T21:24:00.495Z,2017-06-02T01:41:47.247Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-58-WH,2017-06-02T01:41:47.485Z,,,,,,,,,,,,,,,,,,,,,
15920734,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzExL2VmL2Y2LzAyY2YtNGNjYi1iNDdhLTY3NmEwZWU3YjZkYg.xhtml,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YwLzE1LzhkL2Y3OWYtNGE5Yy1hYWE0LWQ0NzVmNzQ0MjVhNA.pdf,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2ZlL2NiL2IyL2JhOTUtNGJkNC1hYjQwLWNhNDg1NDE3YWQwOA.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,HillerÃ¸d,3400.0,13.0,Lille Sverige Vej,3400.0,Lille Sverige Vej 13,Regnskabsklasse B,2017-05-31,,kj@lundelmersandager.dk,,,,15920734.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,kjeld jÃ¸rgensen,Danske Bank,EJENDOMSSELSKABET MAGUMA ApS,Kjeld JÃ¸rgensen,,,2334098.0,2015-01-01,2015-12-31,49900.0,,,49900.0,1320860.0,1320860.0,2016-12-31,2016-01-01,,false,false,266180.0,,26722230.0,false,true,Ingen bistand,urn:ofk:oid:24071370,indberetninger-20180424,2.59278,15920734.0,,2018-03-28T21:24:00.495Z,2017-06-02T01:41:47.247Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-58-WH,2017-06-02T01:41:47.485Z,,,,,,,,,,,,,,,,,,,,,
15920734,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzExL2VmL2Y2LzAyY2YtNGNjYi1iNDdhLTY3NmEwZWU3YjZkYg.xhtml,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YwLzE1LzhkL2Y3OWYtNGE5Yy1hYWE0LWQ0NzVmNzQ0MjVhNA.pdf,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2ZlL2NiL2IyL2JhOTUtNGJkNC1hYjQwLWNhNDg1NDE3YWQwOA.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,HillerÃ¸d,3400.0,13.0,Lille Sverige Vej,3400.0,Lille Sverige Vej 13,Regnskabsklasse B,2017-05-31,,kj@lundelmersandager.dk,,,,15920734.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,kjeld jÃ¸rgensen,Danske Bank,EJENDOMSSELSKABET MAGUMA ApS,Kjeld JÃ¸rgensen,,,2334098.0,2015-01-01,2015-12-31,-5355679.0,,,49900.0,1320860.0,1320860.0,2016-12-31,2016-01-01,,false,false,266180.0,,26722230.0,false,true,Ingen bistand,urn:ofk:oid:24071370,indberetninger-20180424,2.59278,15920734.0,,2018-03-28T21:24:00.495Z,2017-06-02T01:41:47.247Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-58-WH,2017-06-02T01:41:47.485Z,,,,,,,,,,,,,,,,,,,,,
15920734,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzExL2VmL2Y2LzAyY2YtNGNjYi1iNDdhLTY3NmEwZWU3YjZkYg.xhtml,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YwLzE1LzhkL2Y3OWYtNGE5Yy1hYWE0LWQ0NzVmNzQ0MjVhNA.pdf,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2ZlL2NiL2IyL2JhOTUtNGJkNC1hYjQwLWNhNDg1NDE3YWQwOA.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,HillerÃ¸d,3400.0,13.0,Lille Sverige Vej,3400.0,Lille Sverige Vej 13,Regnskabsklasse B,2017-05-31,,kj@lundelmersandager.dk,,,,15920734.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,kjeld jÃ¸rgensen,Danske Bank,EJENDOMSSELSKABET MAGUMA ApS,Kjeld JÃ¸rgensen,,,2334098.0,2015-01-01,2015-12-31,6423142.0,,,49900.0,1320860.0,1320860.0,2016-12-31,2016-01-01,,false,false,266180.0,,26722230.0,false,true,Ingen bistand,urn:ofk:oid:24071370,indberetninger-20180424,2.59278,15920734.0,,2018-03-28T21:24:00.495Z,2017-06-02T01:41:47.247Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-58-WH,2017-06-02T01:41:47.485Z,,,,,,,,,,,,,,,,,,,,,
15920734,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzdlLzExL2VmL2Y2LzAyY2YtNGNjYi1iNDdhLTY3NmEwZWU3YjZkYg.xhtml,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2YwLzE1LzhkL2Y3OWYtNGE5Yy1hYWE0LWQ0NzVmNzQ0MjVhNA.pdf,http://regnskaber.virk.dk/43702951/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2ZlL2NiL2IyL2JhOTUtNGJkNC1hYjQwLWNhNDg1NDE3YWQwOA.xml,true,Danmark,DK,KÃ¸benhavn K,1090.0,2.0,Holmens Kanal,HillerÃ¸d,3400.0,13.0,Lille Sverige Vej,3400.0,Lille Sverige Vej 13,Regnskabsklasse B,2017-05-31,,kj@lundelmersandager.dk,,,,15920734.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,kjeld jÃ¸rgensen,Danske Bank,EJENDOMSSELSKABET MAGUMA ApS,Kjeld JÃ¸rgensen,,,2334098.0,2015-01-01,2015-12-31,,,,49900.0,1320860.0,1320860.0,2016-12-31,2016-01-01,,false,false,266180.0,,26722230.0,false,true,Ingen bistand,urn:ofk:oid:24071370,indberetninger-20180424,2.59278,15920734.0,,2018-03-28T21:24:00.495Z,2017-06-02T01:41:47.247Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-58-WH,2017-06-02T01:41:47.485Z,14358849.0,3299558.0,200000.0,4625713.0,6731256.0,30129.0,9703007.0,14358849.0,6306733.0,3276314.0,3276314.0,9733136.0,108113.0,1326155.0,9733136.0,6423143.0,3030419.0,232212.0,1326155.0,0.0,148029.0
