entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables
31468930,2011-07-01,2011-07-01,c476,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8vcGRmcy8zMTQ2ODkzMDtBcFM0MzUwNzg7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8veGJybHMvWC05MEVCNjREQS0yMDEzMDkwNl8xMDQ1MTdfMzE3.xml,8830  Tjele,MeldgÃ¥rdsvej 121,9000 Aalborg,"Danalien 1, 1. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-08-20,2013-08-20,2008-05-18,2013-08-20,125000.0,31468930.0,12862903.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Vejgaard Revision, Kvist & Jensen Statsautoriserede revisorer ApS",Tjele,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2013-06-30,2012-07-01,2013-08-20,Aalborg,urn:ofk:oid:19594180,indberetninger-20180424,2.5094883,31468930,,2018-04-01T17:10:47.534Z,2013-09-06T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.982,2013-09-06T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
31468930,2011-07-01,2011-07-01,c494,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8vcGRmcy8zMTQ2ODkzMDtBcFM0MzUwNzg7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8veGJybHMvWC05MEVCNjREQS0yMDEzMDkwNl8xMDQ1MTdfMzE3.xml,8830  Tjele,MeldgÃ¥rdsvej 121,9000 Aalborg,"Danalien 1, 1. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-08-20,2013-08-20,2008-05-18,2013-08-20,256813.0,31468930.0,12862903.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Vejgaard Revision, Kvist & Jensen Statsautoriserede revisorer ApS",Tjele,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2013-06-30,2012-07-01,2013-08-20,Aalborg,urn:ofk:oid:19594180,indberetninger-20180424,2.5094883,31468930,,2018-04-01T17:10:47.534Z,2013-09-06T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.982,2013-09-06T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
31468930,2011-07-01,2012-06-30,c123,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8vcGRmcy8zMTQ2ODkzMDtBcFM0MzUwNzg7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8veGJybHMvWC05MEVCNjREQS0yMDEzMDkwNl8xMDQ1MTdfMzE3.xml,8830  Tjele,MeldgÃ¥rdsvej 121,9000 Aalborg,"Danalien 1, 1. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-08-20,2013-08-20,2008-05-18,2013-08-20,,31468930.0,12862903.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Vejgaard Revision, Kvist & Jensen Statsautoriserede revisorer ApS",Tjele,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2013-06-30,2012-07-01,2013-08-20,Aalborg,urn:ofk:oid:19594180,indberetninger-20180424,2.5094883,31468930,,2018-04-01T17:10:47.534Z,2013-09-06T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.982,2013-09-06T22:00:00.000Z,-183296.0,,,,,,,,,,,,,,,,,,,,,,
31468930,2011-07-01,2012-06-30,c3,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8vcGRmcy8zMTQ2ODkzMDtBcFM0MzUwNzg7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8veGJybHMvWC05MEVCNjREQS0yMDEzMDkwNl8xMDQ1MTdfMzE3.xml,8830  Tjele,MeldgÃ¥rdsvej 121,9000 Aalborg,"Danalien 1, 1. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-08-20,2013-08-20,2008-05-18,2013-08-20,,31468930.0,12862903.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Vejgaard Revision, Kvist & Jensen Statsautoriserede revisorer ApS",Tjele,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2013-06-30,2012-07-01,2013-08-20,Aalborg,urn:ofk:oid:19594180,indberetninger-20180424,2.5094883,31468930,,2018-04-01T17:10:47.534Z,2013-09-06T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.982,2013-09-06T22:00:00.000Z,-183296.0,-22071.0,166976.0,6521.0,166976.0,-182526.0,-22071.0,770.0,,,,,,,,,,,,,,,
31468930,2011-07-01,2012-06-30,c495,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8vcGRmcy8zMTQ2ODkzMDtBcFM0MzUwNzg7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8veGJybHMvWC05MEVCNjREQS0yMDEzMDkwNl8xMDQ1MTdfMzE3.xml,8830  Tjele,MeldgÃ¥rdsvej 121,9000 Aalborg,"Danalien 1, 1. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-08-20,2013-08-20,2008-05-18,2013-08-20,,31468930.0,12862903.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Vejgaard Revision, Kvist & Jensen Statsautoriserede revisorer ApS",Tjele,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2013-06-30,2012-07-01,2013-08-20,Aalborg,urn:ofk:oid:19594180,indberetninger-20180424,2.5094883,31468930,,2018-04-01T17:10:47.534Z,2013-09-06T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.982,2013-09-06T22:00:00.000Z,-183296.0,,,,,,,,,,,,,,,,,,,,,,
31468930,2012-06-30,2012-06-30,c4,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8vcGRmcy8zMTQ2ODkzMDtBcFM0MzUwNzg7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8veGJybHMvWC05MEVCNjREQS0yMDEzMDkwNl8xMDQ1MTdfMzE3.xml,8830  Tjele,MeldgÃ¥rdsvej 121,9000 Aalborg,"Danalien 1, 1. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-08-20,2013-08-20,2008-05-18,2013-08-20,198517.0,31468930.0,12862903.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Vejgaard Revision, Kvist & Jensen Statsautoriserede revisorer ApS",Tjele,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2013-06-30,2012-07-01,2013-08-20,Aalborg,urn:ofk:oid:19594180,indberetninger-20180424,2.5094883,31468930,,2018-04-01T17:10:47.534Z,2013-09-06T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.982,2013-09-06T22:00:00.000Z,,,,,,,,,376114.0,125000.0,1292.0,376114.0,177597.0,374822.0,374822.0,374822.0,73517.0,167097.0,0.0,177597.0,1292.0,1292.0,10500.0
31468930,2012-06-30,2012-06-30,c472,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8vcGRmcy8zMTQ2ODkzMDtBcFM0MzUwNzg7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8veGJybHMvWC05MEVCNjREQS0yMDEzMDkwNl8xMDQ1MTdfMzE3.xml,8830  Tjele,MeldgÃ¥rdsvej 121,9000 Aalborg,"Danalien 1, 1. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-08-20,2013-08-20,2008-05-18,2013-08-20,125000.0,31468930.0,12862903.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Vejgaard Revision, Kvist & Jensen Statsautoriserede revisorer ApS",Tjele,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2013-06-30,2012-07-01,2013-08-20,Aalborg,urn:ofk:oid:19594180,indberetninger-20180424,2.5094883,31468930,,2018-04-01T17:10:47.534Z,2013-09-06T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.982,2013-09-06T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
31468930,2012-06-30,2012-06-30,c496,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8vcGRmcy8zMTQ2ODkzMDtBcFM0MzUwNzg7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8veGJybHMvWC05MEVCNjREQS0yMDEzMDkwNl8xMDQ1MTdfMzE3.xml,8830  Tjele,MeldgÃ¥rdsvej 121,9000 Aalborg,"Danalien 1, 1. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-08-20,2013-08-20,2008-05-18,2013-08-20,73517.0,31468930.0,12862903.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Vejgaard Revision, Kvist & Jensen Statsautoriserede revisorer ApS",Tjele,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2013-06-30,2012-07-01,2013-08-20,Aalborg,urn:ofk:oid:19594180,indberetninger-20180424,2.5094883,31468930,,2018-04-01T17:10:47.534Z,2013-09-06T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.982,2013-09-06T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
31468930,2012-07-01,2012-07-01,c199,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8vcGRmcy8zMTQ2ODkzMDtBcFM0MzUwNzg7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8veGJybHMvWC05MEVCNjREQS0yMDEzMDkwNl8xMDQ1MTdfMzE3.xml,8830  Tjele,MeldgÃ¥rdsvej 121,9000 Aalborg,"Danalien 1, 1. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-08-20,2013-08-20,2008-05-18,2013-08-20,73517.0,31468930.0,12862903.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Vejgaard Revision, Kvist & Jensen Statsautoriserede revisorer ApS",Tjele,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2013-06-30,2012-07-01,2013-08-20,Aalborg,urn:ofk:oid:19594180,indberetninger-20180424,2.5094883,31468930,,2018-04-01T17:10:47.534Z,2013-09-06T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.982,2013-09-06T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
31468930,2012-07-01,2012-07-01,c473,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8vcGRmcy8zMTQ2ODkzMDtBcFM0MzUwNzg7MjAxMjA3MDE7MjAxMzA2MzA7UjtS.pdf,http://regnskaber.virk.dk/03986413/Y3ZyLmRrOi8veGJybHMvWC05MEVCNjREQS0yMDEzMDkwNl8xMDQ1MTdfMzE3.xml,8830  Tjele,MeldgÃ¥rdsvej 121,9000 Aalborg,"Danalien 1, 1. sal",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012/13 for opfyldt.,2013-08-20,2013-08-20,2008-05-18,2013-08-20,125000.0,31468930.0,12862903.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Vejgaard Revision, Kvist & Jensen Statsautoriserede revisorer ApS",Tjele,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,2013-06-30,2012-07-01,2013-08-20,Aalborg,urn:ofk:oid:19594180,indberetninger-20180424,2.5094883,31468930,,2018-04-01T17:10:47.534Z,2013-09-06T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-301.982,2013-09-06T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
