entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdditionsToInvestments,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,InvestmentsGross,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,AddressOfAuditorCountry,EmailOfAuditor,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
31468930,2015-07-01,2015-07-01,c704,,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzYwLzFmL2ZiL2FlOTQtNDQ2Yi05NzJiLWFlMWY3NWNmMmNkMA.pdf,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFhL2M1L2RjLzg2MDEtNGZhOC1iMWU5LTRhNmUxNDgyM2Q5YQ.xml,Tjele,8830.0,121.0,MeldgÃ¥rdsvej,"9000, Aalborg","Danalien, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-11-21,2017-11-21,2008-05-18,2017-11-30,125000.0,31468930.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Tjele,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Tjele,ApS,Varrotech ApS,Tjele,2017-06-30,2016-07-01,100.0,2017-11-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24784203,indberetninger-20180424,2.5118406,31468930.0,,2018-03-28T00:12:48.452Z,2017-12-04T11:03:24.828Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-84-CT,2017-12-04T11:03:25.007Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31468930,2015-07-01,2015-07-01,c725,,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzYwLzFmL2ZiL2FlOTQtNDQ2Yi05NzJiLWFlMWY3NWNmMmNkMA.pdf,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFhL2M1L2RjLzg2MDEtNGZhOC1iMWU5LTRhNmUxNDgyM2Q5YQ.xml,Tjele,8830.0,121.0,MeldgÃ¥rdsvej,"9000, Aalborg","Danalien, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-11-21,2017-11-21,2008-05-18,2017-11-30,417359.0,31468930.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Tjele,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Tjele,ApS,Varrotech ApS,Tjele,2017-06-30,2016-07-01,100.0,2017-11-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24784203,indberetninger-20180424,2.5118406,31468930.0,,2018-03-28T00:12:48.452Z,2017-12-04T11:03:24.828Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-84-CT,2017-12-04T11:03:25.007Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31468930,2015-07-01,2016-06-30,c120,,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzYwLzFmL2ZiL2FlOTQtNDQ2Yi05NzJiLWFlMWY3NWNmMmNkMA.pdf,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFhL2M1L2RjLzg2MDEtNGZhOC1iMWU5LTRhNmUxNDgyM2Q5YQ.xml,Tjele,8830.0,121.0,MeldgÃ¥rdsvej,"9000, Aalborg","Danalien, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-11-21,2017-11-21,2008-05-18,2017-11-30,,31468930.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Tjele,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Tjele,ApS,Varrotech ApS,Tjele,2017-06-30,2016-07-01,100.0,2017-11-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24784203,indberetninger-20180424,2.5118406,31468930.0,,2018-03-28T00:12:48.452Z,2017-12-04T11:03:24.828Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-84-CT,2017-12-04T11:03:25.007Z,-47553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31468930,2015-07-01,2016-06-30,c174,,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzYwLzFmL2ZiL2FlOTQtNDQ2Yi05NzJiLWFlMWY3NWNmMmNkMA.pdf,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFhL2M1L2RjLzg2MDEtNGZhOC1iMWU5LTRhNmUxNDgyM2Q5YQ.xml,Tjele,8830.0,121.0,MeldgÃ¥rdsvej,"9000, Aalborg","Danalien, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-11-21,2017-11-21,2008-05-18,2017-11-30,,31468930.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Tjele,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Tjele,ApS,Varrotech ApS,Tjele,2017-06-30,2016-07-01,100.0,2017-11-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24784203,indberetninger-20180424,2.5118406,31468930.0,,2018-03-28T00:12:48.452Z,2017-12-04T11:03:24.828Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-84-CT,2017-12-04T11:03:25.007Z,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31468930,2015-07-01,2016-06-30,c3,,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzYwLzFmL2ZiL2FlOTQtNDQ2Yi05NzJiLWFlMWY3NWNmMmNkMA.pdf,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFhL2M1L2RjLzg2MDEtNGZhOC1iMWU5LTRhNmUxNDgyM2Q5YQ.xml,Tjele,8830.0,121.0,MeldgÃ¥rdsvej,"9000, Aalborg","Danalien, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-11-21,2017-11-21,2008-05-18,2017-11-30,,31468930.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Tjele,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Tjele,ApS,Varrotech ApS,Tjele,2017-06-30,2016-07-01,100.0,2017-11-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24784203,indberetninger-20180424,2.5118406,31468930.0,,2018-03-28T00:12:48.452Z,2017-12-04T11:03:24.828Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-84-CT,2017-12-04T11:03:25.007Z,-47553.0,,-13087.0,60847.0,13257.0,60847.0,-60677.0,-13087.0,-13124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31468930,2015-07-01,2016-06-30,c726,,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzYwLzFmL2ZiL2FlOTQtNDQ2Yi05NzJiLWFlMWY3NWNmMmNkMA.pdf,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFhL2M1L2RjLzg2MDEtNGZhOC1iMWU5LTRhNmUxNDgyM2Q5YQ.xml,Tjele,8830.0,121.0,MeldgÃ¥rdsvej,"9000, Aalborg","Danalien, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-11-21,2017-11-21,2008-05-18,2017-11-30,,31468930.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Tjele,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Tjele,ApS,Varrotech ApS,Tjele,2017-06-30,2016-07-01,100.0,2017-11-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24784203,indberetninger-20180424,2.5118406,31468930.0,,2018-03-28T00:12:48.452Z,2017-12-04T11:03:24.828Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-84-CT,2017-12-04T11:03:25.007Z,-47553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31468930,2016-06-30,2016-06-30,c176,,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzYwLzFmL2ZiL2FlOTQtNDQ2Yi05NzJiLWFlMWY3NWNmMmNkMA.pdf,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFhL2M1L2RjLzg2MDEtNGZhOC1iMWU5LTRhNmUxNDgyM2Q5YQ.xml,Tjele,8830.0,121.0,MeldgÃ¥rdsvej,"9000, Aalborg","Danalien, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-11-21,2017-11-21,2008-05-18,2017-11-30,,31468930.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Tjele,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Tjele,ApS,Varrotech ApS,Tjele,2017-06-30,2016-07-01,100.0,2017-11-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24784203,indberetninger-20180424,2.5118406,31468930.0,,2018-03-28T00:12:48.452Z,2017-12-04T11:03:24.828Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-84-CT,2017-12-04T11:03:25.007Z,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31468930,2016-06-30,2016-06-30,c4,,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzYwLzFmL2ZiL2FlOTQtNDQ2Yi05NzJiLWFlMWY3NWNmMmNkMA.pdf,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFhL2M1L2RjLzg2MDEtNGZhOC1iMWU5LTRhNmUxNDgyM2Q5YQ.xml,Tjele,8830.0,121.0,MeldgÃ¥rdsvej,"9000, Aalborg","Danalien, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-11-21,2017-11-21,2008-05-18,2017-11-30,494806.0,31468930.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Tjele,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Tjele,ApS,Varrotech ApS,Tjele,2017-06-30,2016-07-01,100.0,2017-11-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24784203,indberetninger-20180424,2.5118406,31468930.0,,2018-03-28T00:12:48.452Z,2017-12-04T11:03:24.828Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-84-CT,2017-12-04T11:03:25.007Z,,,,,,,,,,,0.0,512414.0,54242.0,125000.0,512414.0,27280.0,512414.0,17608.0,0.0,0.0,421969.0,369806.0,7358.0,421969.0,17608.0,36203.0,8923.0,10250.0,,,,,,,,,,,
31468930,2016-06-30,2016-06-30,c706,,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzYwLzFmL2ZiL2FlOTQtNDQ2Yi05NzJiLWFlMWY3NWNmMmNkMA.pdf,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFhL2M1L2RjLzg2MDEtNGZhOC1iMWU5LTRhNmUxNDgyM2Q5YQ.xml,Tjele,8830.0,121.0,MeldgÃ¥rdsvej,"9000, Aalborg","Danalien, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-11-21,2017-11-21,2008-05-18,2017-11-30,125000.0,31468930.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Tjele,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Tjele,ApS,Varrotech ApS,Tjele,2017-06-30,2016-07-01,100.0,2017-11-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24784203,indberetninger-20180424,2.5118406,31468930.0,,2018-03-28T00:12:48.452Z,2017-12-04T11:03:24.828Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-84-CT,2017-12-04T11:03:25.007Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31468930,2016-06-30,2016-06-30,c727,,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzYwLzFmL2ZiL2FlOTQtNDQ2Yi05NzJiLWFlMWY3NWNmMmNkMA.pdf,http://regnskaber.virk.dk/03986413/ZG9rdW1lbnRsYWdlcjovLzAzLzA0LzFhL2M1L2RjLzg2MDEtNGZhOC1iMWU5LTRhNmUxNDgyM2Q5YQ.xml,Tjele,8830.0,121.0,MeldgÃ¥rdsvej,"9000, Aalborg","Danalien, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-11-21,2017-11-21,2008-05-18,2017-11-30,369806.0,31468930.0,36717785.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Niels Olfert Bach Andersen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Niels Olfert Bach Andersen,Niels Olfert Bach Andersen,Niels Olfert Bach Andersen Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Tjele,2015-07-01,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Tjele,ApS,Varrotech ApS,Tjele,2017-06-30,2016-07-01,100.0,2017-11-21,Aalborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24784203,indberetninger-20180424,2.5118406,31468930.0,,2018-03-28T00:12:48.452Z,2017-12-04T11:03:24.828Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-84-CT,2017-12-04T11:03:25.007Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
