entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTaxReceivables,PropertyPlantAndEquipmentGross,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,ValueAdjustmentsOfEquity,AdjustmentsOfEquityRelatedToInvestments,DisposalsOfInvestments,RevaluationsOfInvestmentsOfTheYear
26257700,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y2L2UxLzYxLzEzMjQtNDdmOC04ZGFjLTE1NDgxMWU2YzU4ZQ.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzViLzJkLzAwL2U0ZGItNDEyZC04ZDBiLWYzYjkyNjBiYTY2MQ.xml,true,45000.0,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8543 Hornslet,Skjoldballen 8,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JUJ Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2001-10-02,2019-04-08,Statsautoriseret revisor,-105800.0,-6843.0,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JUJ Holding ApS.,416258.0,Ãrsrapport,4174.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,4174.0,0.0,Ãrhus,2017-01-01,2017-12-31,413589.0,413589.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2018-12-31,2018-01-01,true,2019-04-08,Herning,0.0,urn:ofk:oid:27021057,indberetninger-20180424,2.5097342,26257700.0,AWpOtYsjRYGX6_YTHF-u,2019-04-24T09:38:05.908Z,2019-04-24T09:38:00.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-74-WQ,2019-04-24T09:38:01.196Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26257700,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y2L2UxLzYxLzEzMjQtNDdmOC04ZGFjLTE1NDgxMWU2YzU4ZQ.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzViLzJkLzAwL2U0ZGItNDEyZC04ZDBiLWYzYjkyNjBiYTY2MQ.xml,true,45000.0,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8543 Hornslet,Skjoldballen 8,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2001-10-02,2019-04-08,Statsautoriseret revisor,-105800.0,,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãrhus,2017-01-01,2017-12-31,-108449.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2018-12-31,2018-01-01,true,2019-04-08,Herning,,urn:ofk:oid:27021057,indberetninger-20180424,2.5097342,26257700.0,AWpOtYsjRYGX6_YTHF-u,2019-04-24T09:38:05.908Z,2019-04-24T09:38:00.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-74-WQ,2019-04-24T09:38:01.196Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26257700,2017-01-01,2017-12-31,c216,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y2L2UxLzYxLzEzMjQtNDdmOC04ZGFjLTE1NDgxMWU2YzU4ZQ.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzViLzJkLzAwL2U0ZGItNDEyZC04ZDBiLWYzYjkyNjBiYTY2MQ.xml,true,45000.0,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8543 Hornslet,Skjoldballen 8,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2001-10-02,2019-04-08,Statsautoriseret revisor,-105800.0,,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãrhus,2017-01-01,2017-12-31,416238.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2018-12-31,2018-01-01,true,2019-04-08,Herning,,urn:ofk:oid:27021057,indberetninger-20180424,2.5097342,26257700.0,AWpOtYsjRYGX6_YTHF-u,2019-04-24T09:38:05.908Z,2019-04-24T09:38:00.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-74-WQ,2019-04-24T09:38:01.196Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26257700,2017-01-01,2017-12-31,c219,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y2L2UxLzYxLzEzMjQtNDdmOC04ZGFjLTE1NDgxMWU2YzU4ZQ.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzViLzJkLzAwL2U0ZGItNDEyZC04ZDBiLWYzYjkyNjBiYTY2MQ.xml,true,45000.0,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8543 Hornslet,Skjoldballen 8,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2001-10-02,2019-04-08,Statsautoriseret revisor,-105800.0,,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãrhus,2017-01-01,2017-12-31,105800.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2018-12-31,2018-01-01,true,2019-04-08,Herning,,urn:ofk:oid:27021057,indberetninger-20180424,2.5097342,26257700.0,AWpOtYsjRYGX6_YTHF-u,2019-04-24T09:38:05.908Z,2019-04-24T09:38:00.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-74-WQ,2019-04-24T09:38:01.196Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26257700,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y2L2UxLzYxLzEzMjQtNDdmOC04ZGFjLTE1NDgxMWU2YzU4ZQ.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzViLzJkLzAwL2U0ZGItNDEyZC04ZDBiLWYzYjkyNjBiYTY2MQ.xml,true,45000.0,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8543 Hornslet,Skjoldballen 8,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2001-10-02,2019-04-08,Statsautoriseret revisor,-105800.0,,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãrhus,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2018-12-31,2018-01-01,true,2019-04-08,Herning,,urn:ofk:oid:27021057,indberetninger-20180424,2.5097342,26257700.0,AWpOtYsjRYGX6_YTHF-u,2019-04-24T09:38:05.908Z,2019-04-24T09:38:00.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-74-WQ,2019-04-24T09:38:01.196Z,2289939.0,611491.0,125000.0,40140.0,2273840.0,18000.0,2289939.0,16099.0,1599699.0,1331574.0,268125.0,1617699.0,699.0,18000.0,105800.0,1056554.0,986486.0,16099.0,8349.0,60749.0,19910.0,,,,,,,,,
26257700,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y2L2UxLzYxLzEzMjQtNDdmOC04ZGFjLTE1NDgxMWU2YzU4ZQ.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzViLzJkLzAwL2U0ZGItNDEyZC04ZDBiLWYzYjkyNjBiYTY2MQ.xml,true,45000.0,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8543 Hornslet,Skjoldballen 8,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2001-10-02,2019-04-08,Statsautoriseret revisor,-105800.0,,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãrhus,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2018-12-31,2018-01-01,true,2019-04-08,Herning,,urn:ofk:oid:27021057,indberetninger-20180424,2.5097342,26257700.0,AWpOtYsjRYGX6_YTHF-u,2019-04-24T09:38:05.908Z,2019-04-24T09:38:00.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-74-WQ,2019-04-24T09:38:01.196Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,
26257700,2018-01-01,2018-01-01,c234,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y2L2UxLzYxLzEzMjQtNDdmOC04ZGFjLTE1NDgxMWU2YzU4ZQ.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzViLzJkLzAwL2U0ZGItNDEyZC04ZDBiLWYzYjkyNjBiYTY2MQ.xml,true,45000.0,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8543 Hornslet,Skjoldballen 8,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2001-10-02,2019-04-08,Statsautoriseret revisor,-105800.0,,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãrhus,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2018-12-31,2018-01-01,true,2019-04-08,Herning,,urn:ofk:oid:27021057,indberetninger-20180424,2.5097342,26257700.0,AWpOtYsjRYGX6_YTHF-u,2019-04-24T09:38:05.908Z,2019-04-24T09:38:00.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-74-WQ,2019-04-24T09:38:01.196Z,,,,,1056554.0,,,,,,,,,,,,,,,,,,,,,,,,,
26257700,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y2L2UxLzYxLzEzMjQtNDdmOC04ZGFjLTE1NDgxMWU2YzU4ZQ.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzViLzJkLzAwL2U0ZGItNDEyZC04ZDBiLWYzYjkyNjBiYTY2MQ.xml,true,45000.0,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8543 Hornslet,Skjoldballen 8,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2001-10-02,2019-04-08,Statsautoriseret revisor,-105800.0,,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãrhus,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2018-12-31,2018-01-01,true,2019-04-08,Herning,,urn:ofk:oid:27021057,indberetninger-20180424,2.5097342,26257700.0,AWpOtYsjRYGX6_YTHF-u,2019-04-24T09:38:05.908Z,2019-04-24T09:38:00.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-74-WQ,2019-04-24T09:38:01.196Z,,,,,986485.0,,,,,,,,,,,,,,,,,,,,,,,,,
26257700,2018-01-01,2018-01-01,c255,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y2L2UxLzYxLzEzMjQtNDdmOC04ZGFjLTE1NDgxMWU2YzU4ZQ.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzViLzJkLzAwL2U0ZGItNDEyZC04ZDBiLWYzYjkyNjBiYTY2MQ.xml,true,45000.0,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8543 Hornslet,Skjoldballen 8,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2001-10-02,2019-04-08,Statsautoriseret revisor,-105800.0,,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãrhus,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2018-12-31,2018-01-01,true,2019-04-08,Herning,,urn:ofk:oid:27021057,indberetninger-20180424,2.5097342,26257700.0,AWpOtYsjRYGX6_YTHF-u,2019-04-24T09:38:05.908Z,2019-04-24T09:38:00.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-74-WQ,2019-04-24T09:38:01.196Z,,,,,105800.0,,,,,,,,,,,,,,,,,,,,,,,,,
26257700,2018-01-01,2018-01-01,c507,,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y2L2UxLzYxLzEzMjQtNDdmOC04ZGFjLTE1NDgxMWU2YzU4ZQ.pdf,http://regnskaber.virk.dk/00775262/ZG9rdW1lbnRsYWdlcjovLzAzLzgxLzViLzJkLzAwL2U0ZGItNDEyZC04ZDBiLWYzYjkyNjBiYTY2MQ.xml,true,45000.0,Herning,7400.0,30.0,Birk Centerpark,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,8543 Hornslet,Skjoldballen 8,DK-7400 Herning,Birk Centerpark 30,Til kapitalejeren i JUJ Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-08,2001-10-02,2019-04-08,Statsautoriseret revisor,-105800.0,,20222670.0,26257700.0,20222670.0,mne10056,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for JUJ Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kirsten Ãstergaard,JÃ¸rgen Ulrik Jensen,JÃ¸rgen Ulrik Jensen,Spar Nord,JUJ Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Ãrhus,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ãrhus,2018-12-31,2018-01-01,true,2019-04-08,Herning,,urn:ofk:oid:27021057,indberetninger-20180424,2.5097342,26257700.0,AWpOtYsjRYGX6_YTHF-u,2019-04-24T09:38:05.908Z,2019-04-24T09:38:00.992Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-74-WQ,2019-04-24T09:38:01.196Z,,,,,,,,,,,,,,,,,,,,,,18000.0,,,,,,,,
