entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
29245886,2017-01-01,2017-12-31,ID_6,,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2E0LzIwLzdhL2IyYzMtNDIzYS04M2JhLWIxYjk1ZTgwMmRlZg.pdf,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzgyL2EzLzcyLzlmZTEtNGNkNC05ZTg2LTMzY2UwMWJlMTc2MA.xml,true,"JÃ¦gerspris, 3630",Lindormevej 3,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-03,2019-05-03,2006-01-02,2019-05-03,29245886.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for TÃ¸mrermester Rasmus Olsen ApS.,Ãrsrapport,Rasmus Olsen,TÃ¸mrermester Rasmus Olsen ApS,Karl SÃ¸rensen,StenlÃ¸se,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27087077,indberetninger-20180424,2.5118406,29245886.0,AWqObw_ERYGX6_YTHcW_,2019-05-06T18:37:14.862Z,2019-05-06T18:36:43.586Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-RB,2019-05-06T18:36:43.706Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29245886,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2E0LzIwLzdhL2IyYzMtNDIzYS04M2JhLWIxYjk1ZTgwMmRlZg.pdf,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzgyL2EzLzcyLzlmZTEtNGNkNC05ZTg2LTMzY2UwMWJlMTc2MA.xml,true,"JÃ¦gerspris, 3630",Lindormevej 3,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-03,2019-05-03,2006-01-02,2019-05-03,29245886.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for TÃ¸mrermester Rasmus Olsen ApS.,Ãrsrapport,Rasmus Olsen,TÃ¸mrermester Rasmus Olsen ApS,Karl SÃ¸rensen,StenlÃ¸se,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27087077,indberetninger-20180424,2.5118406,29245886.0,AWqObw_ERYGX6_YTHcW_,2019-05-06T18:37:14.862Z,2019-05-06T18:36:43.586Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-RB,2019-05-06T18:36:43.706Z,0.0,904505.0,775151.0,14049.0,-143403.0,-143403.0,-129354.0,,,,,,,,,,,,,,,,,,,,,,
29245886,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2E0LzIwLzdhL2IyYzMtNDIzYS04M2JhLWIxYjk1ZTgwMmRlZg.pdf,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzgyL2EzLzcyLzlmZTEtNGNkNC05ZTg2LTMzY2UwMWJlMTc2MA.xml,true,"JÃ¦gerspris, 3630",Lindormevej 3,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-03,2019-05-03,2006-01-02,2019-05-03,29245886.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for TÃ¸mrermester Rasmus Olsen ApS.,Ãrsrapport,Rasmus Olsen,TÃ¸mrermester Rasmus Olsen ApS,Karl SÃ¸rensen,StenlÃ¸se,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27087077,indberetninger-20180424,2.5118406,29245886.0,AWqObw_ERYGX6_YTHcW_,2019-05-06T18:37:14.862Z,2019-05-06T18:36:43.586Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-RB,2019-05-06T18:36:43.706Z,,,,,-143403.0,,,,,,,,,,,,,,,,,,,,,,,,
29245886,2017-12-31,2017-12-31,ID_4,,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2E0LzIwLzdhL2IyYzMtNDIzYS04M2JhLWIxYjk1ZTgwMmRlZg.pdf,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzgyL2EzLzcyLzlmZTEtNGNkNC05ZTg2LTMzY2UwMWJlMTc2MA.xml,true,"JÃ¦gerspris, 3630",Lindormevej 3,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-03,2019-05-03,2006-01-02,2019-05-03,29245886.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for TÃ¸mrermester Rasmus Olsen ApS.,Ãrsrapport,Rasmus Olsen,TÃ¸mrermester Rasmus Olsen ApS,Karl SÃ¸rensen,StenlÃ¸se,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27087077,indberetninger-20180424,2.5118406,29245886.0,AWqObw_ERYGX6_YTHcW_,2019-05-06T18:37:14.862Z,2019-05-06T18:36:43.586Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-RB,2019-05-06T18:36:43.706Z,,,,,,,,720145.0,0.0,650000.0,125000.0,720145.0,-181334.0,0.0,7500.0,720145.0,901479.0,0.0,244573.0,-30846.0,0.0,7500.0,-306334.0,99258.0,901479.0,712645.0,557648.0,93491.0,
29245886,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2E0LzIwLzdhL2IyYzMtNDIzYS04M2JhLWIxYjk1ZTgwMmRlZg.pdf,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzgyL2EzLzcyLzlmZTEtNGNkNC05ZTg2LTMzY2UwMWJlMTc2MA.xml,true,"JÃ¦gerspris, 3630",Lindormevej 3,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-03,2019-05-03,2006-01-02,2019-05-03,29245886.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for TÃ¸mrermester Rasmus Olsen ApS.,Ãrsrapport,Rasmus Olsen,TÃ¸mrermester Rasmus Olsen ApS,Karl SÃ¸rensen,StenlÃ¸se,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27087077,indberetninger-20180424,2.5118406,29245886.0,AWqObw_ERYGX6_YTHcW_,2019-05-06T18:37:14.862Z,2019-05-06T18:36:43.586Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-RB,2019-05-06T18:36:43.706Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasmus Olsen
29245886,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2E0LzIwLzdhL2IyYzMtNDIzYS04M2JhLWIxYjk1ZTgwMmRlZg.pdf,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzgyL2EzLzcyLzlmZTEtNGNkNC05ZTg2LTMzY2UwMWJlMTc2MA.xml,true,"JÃ¦gerspris, 3630",Lindormevej 3,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-03,2019-05-03,2006-01-02,2019-05-03,29245886.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for TÃ¸mrermester Rasmus Olsen ApS.,Ãrsrapport,Rasmus Olsen,TÃ¸mrermester Rasmus Olsen ApS,Karl SÃ¸rensen,StenlÃ¸se,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27087077,indberetninger-20180424,2.5118406,29245886.0,AWqObw_ERYGX6_YTHcW_,2019-05-06T18:37:14.862Z,2019-05-06T18:36:43.586Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-RB,2019-05-06T18:36:43.706Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29245886,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2E0LzIwLzdhL2IyYzMtNDIzYS04M2JhLWIxYjk1ZTgwMmRlZg.pdf,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzgyL2EzLzcyLzlmZTEtNGNkNC05ZTg2LTMzY2UwMWJlMTc2MA.xml,true,"JÃ¦gerspris, 3630",Lindormevej 3,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-03,2019-05-03,2006-01-02,2019-05-03,29245886.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for TÃ¸mrermester Rasmus Olsen ApS.,Ãrsrapport,Rasmus Olsen,TÃ¸mrermester Rasmus Olsen ApS,Karl SÃ¸rensen,StenlÃ¸se,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27087077,indberetninger-20180424,2.5118406,29245886.0,AWqObw_ERYGX6_YTHcW_,2019-05-06T18:37:14.862Z,2019-05-06T18:36:43.586Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-RB,2019-05-06T18:36:43.706Z,3600.0,1224738.0,779640.0,15934.0,-464632.0,-464632.0,-448698.0,,,,,,,,,,,,,,,,,,,,,,
29245886,2018-01-01,2018-12-31,ID_5,,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2E0LzIwLzdhL2IyYzMtNDIzYS04M2JhLWIxYjk1ZTgwMmRlZg.pdf,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzgyL2EzLzcyLzlmZTEtNGNkNC05ZTg2LTMzY2UwMWJlMTc2MA.xml,true,"JÃ¦gerspris, 3630",Lindormevej 3,2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-03,2019-05-03,2006-01-02,2019-05-03,29245886.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for TÃ¸mrermester Rasmus Olsen ApS.,Ãrsrapport,Rasmus Olsen,TÃ¸mrermester Rasmus Olsen ApS,Karl SÃ¸rensen,StenlÃ¸se,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27087077,indberetninger-20180424,2.5118406,29245886.0,AWqObw_ERYGX6_YTHcW_,2019-05-06T18:37:14.862Z,2019-05-06T18:36:43.586Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-RB,2019-05-06T18:36:43.706Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29245886,2018-01-01,2018-12-31,ID_8,,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2E0LzIwLzdhL2IyYzMtNDIzYS04M2JhLWIxYjk1ZTgwMmRlZg.pdf,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzgyL2EzLzcyLzlmZTEtNGNkNC05ZTg2LTMzY2UwMWJlMTc2MA.xml,true,"JÃ¦gerspris, 3630",Lindormevej 3,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-03,2019-05-03,2006-01-02,2019-05-03,29245886.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for TÃ¸mrermester Rasmus Olsen ApS.,Ãrsrapport,Rasmus Olsen,TÃ¸mrermester Rasmus Olsen ApS,Karl SÃ¸rensen,StenlÃ¸se,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27087077,indberetninger-20180424,2.5118406,29245886.0,AWqObw_ERYGX6_YTHcW_,2019-05-06T18:37:14.862Z,2019-05-06T18:36:43.586Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-RB,2019-05-06T18:36:43.706Z,,,,,-464632.0,,,,,,,,,,,,,,,,,,,,,,,,
29245886,2018-12-31,2018-12-31,ID_3,,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzQwL2E0LzIwLzdhL2IyYzMtNDIzYS04M2JhLWIxYjk1ZTgwMmRlZg.pdf,http://regnskaber.virk.dk/68854292/ZG9rdW1lbnRsYWdlcjovLzAzLzdkLzgyL2EzLzcyLzlmZTEtNGNkNC05ZTg2LTMzY2UwMWJlMTc2MA.xml,true,"JÃ¦gerspris, 3630",Lindormevej 3,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-03,2019-05-03,2006-01-02,2019-05-03,29245886.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for TÃ¸mrermester Rasmus Olsen ApS.,Ãrsrapport,Rasmus Olsen,TÃ¸mrermester Rasmus Olsen ApS,Karl SÃ¸rensen,StenlÃ¸se,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27087077,indberetninger-20180424,2.5118406,29245886.0,AWqObw_ERYGX6_YTHcW_,2019-05-06T18:37:14.862Z,2019-05-06T18:36:43.586Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-88-RB,2019-05-06T18:36:43.706Z,,,,,,,,511931.0,21494.0,455000.0,125000.0,497531.0,-645966.0,14400.0,7500.0,511931.0,1157897.0,14400.0,96524.0,-1784.0,14400.0,7500.0,-770966.0,0.0,1157897.0,468537.0,1061373.0,15321.0,
