entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
25984889,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE4LzNmLzc5Lzk4ZWEtNDRhYi04MmY5LWZkNDY5MDE4YWJhMg.pdf,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2VhL2RkLzJlL2VlZDAtNGNjYy1hNDQwLWMwNWZmODJkMjFkNA.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Factum Nordic ApS,2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-27,2019-02-27,2001-04-05,2019-03-15,39463113.0,25984889.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Factum Nordic ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,JÃ¸rgen Johansen,KRESTON CM,Factum Nordic ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",VedbÃ¦k,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"VedbÃ¦k, 0",2018-12-31,2018-01-01,true,2019-02-27,HÃ¸rsholm,Bestyrelsesformand/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26834691,indberetninger-20180424,2.5118417999999996,25984889.0,AWmBXs0IRYGX6_YTF6Nt,2019-03-15T12:41:14.863Z,2019-03-15T12:41:06.919Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-73-VM,2019-03-15T12:41:07.153Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25984889,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE4LzNmLzc5Lzk4ZWEtNDRhYi04MmY5LWZkNDY5MDE4YWJhMg.pdf,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2VhL2RkLzJlL2VlZDAtNGNjYy1hNDQwLWMwNWZmODJkMjFkNA.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Factum Nordic ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-27,2019-02-27,2001-04-05,2019-03-15,39463113.0,25984889.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Factum Nordic ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,JÃ¸rgen Johansen,KRESTON CM,Factum Nordic ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",VedbÃ¦k,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"VedbÃ¦k, 0",2018-12-31,2018-01-01,true,2019-02-27,HÃ¸rsholm,Bestyrelsesformand/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26834691,indberetninger-20180424,2.5118417999999996,25984889.0,AWmBXs0IRYGX6_YTF6Nt,2019-03-15T12:41:14.863Z,2019-03-15T12:41:06.919Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-73-VM,2019-03-15T12:41:07.153Z,109009.0,1407482.0,381145.0,9000000.0,1869.0,8144955.0,7906266.0,-1135346.0,,,,,,,,,,,,,,,,,,,,,,,,
25984889,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE4LzNmLzc5Lzk4ZWEtNDRhYi04MmY5LWZkNDY5MDE4YWJhMg.pdf,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2VhL2RkLzJlL2VlZDAtNGNjYy1hNDQwLWMwNWZmODJkMjFkNA.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Factum Nordic ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-27,2019-02-27,2001-04-05,2019-03-15,39463113.0,25984889.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Factum Nordic ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,JÃ¸rgen Johansen,KRESTON CM,Factum Nordic ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",VedbÃ¦k,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"VedbÃ¦k, 0",2018-12-31,2018-01-01,true,2019-02-27,HÃ¸rsholm,Bestyrelsesformand/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26834691,indberetninger-20180424,2.5118417999999996,25984889.0,AWmBXs0IRYGX6_YTF6Nt,2019-03-15T12:41:14.863Z,2019-03-15T12:41:06.919Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-73-VM,2019-03-15T12:41:07.153Z,,,,,,-1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25984889,2017-01-01,2017-12-31,ID_15,,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE4LzNmLzc5Lzk4ZWEtNDRhYi04MmY5LWZkNDY5MDE4YWJhMg.pdf,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2VhL2RkLzJlL2VlZDAtNGNjYy1hNDQwLWMwNWZmODJkMjFkNA.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Factum Nordic ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-27,2019-02-27,2001-04-05,2019-03-15,39463113.0,25984889.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Factum Nordic ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,JÃ¸rgen Johansen,KRESTON CM,Factum Nordic ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",VedbÃ¦k,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"VedbÃ¦k, 0",2018-12-31,2018-01-01,true,2019-02-27,HÃ¸rsholm,Bestyrelsesformand/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26834691,indberetninger-20180424,2.5118417999999996,25984889.0,AWmBXs0IRYGX6_YTF6Nt,2019-03-15T12:41:14.863Z,2019-03-15T12:41:06.919Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-73-VM,2019-03-15T12:41:07.153Z,,,,,,1738930.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25984889,2017-01-01,2017-12-31,ID_17,,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE4LzNmLzc5Lzk4ZWEtNDRhYi04MmY5LWZkNDY5MDE4YWJhMg.pdf,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2VhL2RkLzJlL2VlZDAtNGNjYy1hNDQwLWMwNWZmODJkMjFkNA.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Factum Nordic ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-27,2019-02-27,2001-04-05,2019-03-15,39463113.0,25984889.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Factum Nordic ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,JÃ¸rgen Johansen,KRESTON CM,Factum Nordic ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",VedbÃ¦k,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"VedbÃ¦k, 0",2018-12-31,2018-01-01,true,2019-02-27,HÃ¸rsholm,Bestyrelsesformand/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26834691,indberetninger-20180424,2.5118417999999996,25984889.0,AWmBXs0IRYGX6_YTF6Nt,2019-03-15T12:41:14.863Z,2019-03-15T12:41:06.919Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-73-VM,2019-03-15T12:41:07.153Z,,,,,,-8483885.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25984889,2017-12-31,2017-12-31,ID_9,,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE4LzNmLzc5Lzk4ZWEtNDRhYi04MmY5LWZkNDY5MDE4YWJhMg.pdf,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2VhL2RkLzJlL2VlZDAtNGNjYy1hNDQwLWMwNWZmODJkMjFkNA.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Factum Nordic ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-27,2019-02-27,2001-04-05,2019-03-15,39463113.0,25984889.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Factum Nordic ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,JÃ¸rgen Johansen,KRESTON CM,Factum Nordic ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",VedbÃ¦k,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"VedbÃ¦k, 0",2018-12-31,2018-01-01,true,2019-02-27,HÃ¸rsholm,Bestyrelsesformand/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26834691,indberetninger-20180424,2.5118417999999996,25984889.0,AWmBXs0IRYGX6_YTF6Nt,2019-03-15T12:41:14.863Z,2019-03-15T12:41:06.919Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-73-VM,2019-03-15T12:41:07.153Z,,,,,,,,,13458729.0,1661589.0,125000.0,13362914.0,231514.0,13307808.0,95815.0,13458729.0,150921.0,95815.0,2572972.0,105724.0,95815.0,1400000.0,11782808.0,2572972.0,150921.0,45197.0,9128353.0,64000.0,307366.0,,,
25984889,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE4LzNmLzc5Lzk4ZWEtNDRhYi04MmY5LWZkNDY5MDE4YWJhMg.pdf,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2VhL2RkLzJlL2VlZDAtNGNjYy1hNDQwLWMwNWZmODJkMjFkNA.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Factum Nordic ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-27,2019-02-27,2001-04-05,2019-03-15,39463113.0,25984889.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Factum Nordic ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,JÃ¸rgen Johansen,KRESTON CM,Factum Nordic ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",VedbÃ¦k,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"VedbÃ¦k, 0",2018-12-31,2018-01-01,true,2019-02-27,HÃ¸rsholm,Bestyrelsesformand/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26834691,indberetninger-20180424,2.5118417999999996,25984889.0,AWmBXs0IRYGX6_YTF6Nt,2019-03-15T12:41:14.863Z,2019-03-15T12:41:06.919Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-73-VM,2019-03-15T12:41:07.153Z,48051.0,636540.0,476922.0,0.0,148940.0,-278799.0,-356545.0,-207669.0,,,,,,,,,,,,,,,,,,,,,,,,
25984889,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE4LzNmLzc5Lzk4ZWEtNDRhYi04MmY5LWZkNDY5MDE4YWJhMg.pdf,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2VhL2RkLzJlL2VlZDAtNGNjYy1hNDQwLWMwNWZmODJkMjFkNA.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Factum Nordic ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-27,2019-02-27,2001-04-05,2019-03-15,39463113.0,25984889.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Factum Nordic ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,JÃ¸rgen Johansen,KRESTON CM,Factum Nordic ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",VedbÃ¦k,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"VedbÃ¦k, 0",2018-12-31,2018-01-01,true,2019-02-27,HÃ¸rsholm,Bestyrelsesformand/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26834691,indberetninger-20180424,2.5118417999999996,25984889.0,AWmBXs0IRYGX6_YTF6Nt,2019-03-15T12:41:14.863Z,2019-03-15T12:41:06.919Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-73-VM,2019-03-15T12:41:07.153Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25984889,2018-01-01,2018-12-31,ID_10,,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE4LzNmLzc5Lzk4ZWEtNDRhYi04MmY5LWZkNDY5MDE4YWJhMg.pdf,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2VhL2RkLzJlL2VlZDAtNGNjYy1hNDQwLWMwNWZmODJkMjFkNA.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Factum Nordic ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-27,2019-02-27,2001-04-05,2019-03-15,39463113.0,25984889.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Factum Nordic ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,JÃ¸rgen Johansen,KRESTON CM,Factum Nordic ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",VedbÃ¦k,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"VedbÃ¦k, 0",2018-12-31,2018-01-01,true,2019-02-27,HÃ¸rsholm,Bestyrelsesformand/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26834691,indberetninger-20180424,2.5118417999999996,25984889.0,AWmBXs0IRYGX6_YTF6Nt,2019-03-15T12:41:14.863Z,2019-03-15T12:41:06.919Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-73-VM,2019-03-15T12:41:07.153Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25984889,2018-01-01,2018-12-31,ID_14,,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzE4LzNmLzc5Lzk4ZWEtNDRhYi04MmY5LWZkNDY5MDE4YWJhMg.pdf,http://regnskaber.virk.dk/98848952/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2VhL2RkLzJlL2VlZDAtNGNjYy1hNDQwLWMwNWZmODJkMjFkNA.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Factum Nordic ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-27,2019-02-27,2001-04-05,2019-03-15,39463113.0,25984889.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Factum Nordic ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,JÃ¸rgen Johansen,KRESTON CM,Factum Nordic ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",VedbÃ¦k,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"VedbÃ¦k, 0",2018-12-31,2018-01-01,true,2019-02-27,HÃ¸rsholm,Bestyrelsesformand/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:26834691,indberetninger-20180424,2.5118417999999996,25984889.0,AWmBXs0IRYGX6_YTF6Nt,2019-03-15T12:41:14.863Z,2019-03-15T12:41:06.919Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-73-VM,2019-03-15T12:41:07.153Z,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
