entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,OpinionOnAuditedFinancialStatements
36478853,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q2L2Q0LzgwL2FjMTMtNGFmMy1hNjI1LTRiMWZmMWM4NTJlOQ.pdf,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2Y1LzRjLzY1Lzg5YTItNDQ3Ny04ZjVhLTcxYmYzODJlZjk3OQ.xml,Danmark,KÃ¸benhavn V,1612.0,"6, 5. sal",Ved Vesterport,KÃ¸benhavn V,1612.0,"Ved Vesterport 6, 5. sal, 1612 KÃ¸benhavn V",c/o Brandt,"1612, KÃ¸benhavn V","Ved Vesterport, 6, 5. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-15,2019-02-15,2019-02-15,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og operationelle leasingomkostninger.",kobenhavn@brandtrevision.dk,50000.0,25492145.0,36478853.0,25492145.0,mne35785,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abacus Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Arent Benkjer,Sven-Olof Michael Karlsson,Sven-Olof Michael Karlsson,"BRANDT, Statsautoriseret Revisionspartnerselskab",Abacus Danmark ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-02-15,KÃ¸benhavn,33 93 22 33,RevisionspÃ¥tegning,urn:ofk:oid:26729138,indberetninger-20180424,2.5124211,36478853.0,AWklZ-RkRYGX6_YTFVUx,2019-02-25T16:06:58.318Z,2019-02-25T16:05:59.130Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-04-CH,2019-02-25T16:05:59.254Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36478853,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q2L2Q0LzgwL2FjMTMtNGFmMy1hNjI1LTRiMWZmMWM4NTJlOQ.pdf,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2Y1LzRjLzY1Lzg5YTItNDQ3Ny04ZjVhLTcxYmYzODJlZjk3OQ.xml,Danmark,KÃ¸benhavn V,1612.0,"6, 5. sal",Ved Vesterport,KÃ¸benhavn V,1612.0,"Ved Vesterport 6, 5. sal, 1612 KÃ¸benhavn V",c/o Brandt,"1612, KÃ¸benhavn V","Ved Vesterport, 6, 5. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-15,2019-02-15,2019-02-15,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og operationelle leasingomkostninger.",kobenhavn@brandtrevision.dk,0.0,25492145.0,36478853.0,25492145.0,mne35785,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abacus Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Arent Benkjer,Sven-Olof Michael Karlsson,Sven-Olof Michael Karlsson,"BRANDT, Statsautoriseret Revisionspartnerselskab",Abacus Danmark ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-02-15,KÃ¸benhavn,33 93 22 33,RevisionspÃ¥tegning,urn:ofk:oid:26729138,indberetninger-20180424,2.5124211,36478853.0,AWklZ-RkRYGX6_YTFVUx,2019-02-25T16:06:58.318Z,2019-02-25T16:05:59.130Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-04-CH,2019-02-25T16:05:59.254Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36478853,2017-01-01,2017-01-01,c744,,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q2L2Q0LzgwL2FjMTMtNGFmMy1hNjI1LTRiMWZmMWM4NTJlOQ.pdf,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2Y1LzRjLzY1Lzg5YTItNDQ3Ny04ZjVhLTcxYmYzODJlZjk3OQ.xml,Danmark,KÃ¸benhavn V,1612.0,"6, 5. sal",Ved Vesterport,KÃ¸benhavn V,1612.0,"Ved Vesterport 6, 5. sal, 1612 KÃ¸benhavn V",c/o Brandt,"1612, KÃ¸benhavn V","Ved Vesterport, 6, 5. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-15,2019-02-15,2019-02-15,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og operationelle leasingomkostninger.",kobenhavn@brandtrevision.dk,83277.0,25492145.0,36478853.0,25492145.0,mne35785,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abacus Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Arent Benkjer,Sven-Olof Michael Karlsson,Sven-Olof Michael Karlsson,"BRANDT, Statsautoriseret Revisionspartnerselskab",Abacus Danmark ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-02-15,KÃ¸benhavn,33 93 22 33,RevisionspÃ¥tegning,urn:ofk:oid:26729138,indberetninger-20180424,2.5124211,36478853.0,AWklZ-RkRYGX6_YTFVUx,2019-02-25T16:06:58.318Z,2019-02-25T16:05:59.130Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-04-CH,2019-02-25T16:05:59.254Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36478853,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q2L2Q0LzgwL2FjMTMtNGFmMy1hNjI1LTRiMWZmMWM4NTJlOQ.pdf,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2Y1LzRjLzY1Lzg5YTItNDQ3Ny04ZjVhLTcxYmYzODJlZjk3OQ.xml,Danmark,KÃ¸benhavn V,1612.0,"6, 5. sal",Ved Vesterport,KÃ¸benhavn V,1612.0,"Ved Vesterport 6, 5. sal, 1612 KÃ¸benhavn V",c/o Brandt,"1612, KÃ¸benhavn V","Ved Vesterport, 6, 5. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-15,2019-02-15,2019-02-15,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og operationelle leasingomkostninger.",kobenhavn@brandtrevision.dk,,25492145.0,36478853.0,25492145.0,mne35785,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abacus Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Arent Benkjer,Sven-Olof Michael Karlsson,Sven-Olof Michael Karlsson,"BRANDT, Statsautoriseret Revisionspartnerselskab",Abacus Danmark ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-02-15,KÃ¸benhavn,33 93 22 33,RevisionspÃ¥tegning,urn:ofk:oid:26729138,indberetninger-20180424,2.5124211,36478853.0,AWklZ-RkRYGX6_YTFVUx,2019-02-25T16:06:58.318Z,2019-02-25T16:05:59.130Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-04-CH,2019-02-25T16:05:59.254Z,52351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36478853,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q2L2Q0LzgwL2FjMTMtNGFmMy1hNjI1LTRiMWZmMWM4NTJlOQ.pdf,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2Y1LzRjLzY1Lzg5YTItNDQ3Ny04ZjVhLTcxYmYzODJlZjk3OQ.xml,Danmark,KÃ¸benhavn V,1612.0,"6, 5. sal",Ved Vesterport,KÃ¸benhavn V,1612.0,"Ved Vesterport 6, 5. sal, 1612 KÃ¸benhavn V",c/o Brandt,"1612, KÃ¸benhavn V","Ved Vesterport, 6, 5. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-15,2019-02-15,2019-02-15,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og operationelle leasingomkostninger.",kobenhavn@brandtrevision.dk,,25492145.0,36478853.0,25492145.0,mne35785,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abacus Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Arent Benkjer,Sven-Olof Michael Karlsson,Sven-Olof Michael Karlsson,"BRANDT, Statsautoriseret Revisionspartnerselskab",Abacus Danmark ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-02-15,KÃ¸benhavn,33 93 22 33,RevisionspÃ¥tegning,urn:ofk:oid:26729138,indberetninger-20180424,2.5124211,36478853.0,AWklZ-RkRYGX6_YTFVUx,2019-02-25T16:06:58.318Z,2019-02-25T16:05:59.130Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-04-CH,2019-02-25T16:05:59.254Z,52351.0,2.0,7240.0,856315.0,1000396.0,0.0,14194.0,2933.0,1881.0,2933.0,65342.0,70447.0,71499.0,9025.0,18096.0,833096.0,,,,,,,,,,,,,,,,,,,
36478853,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q2L2Q0LzgwL2FjMTMtNGFmMy1hNjI1LTRiMWZmMWM4NTJlOQ.pdf,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2Y1LzRjLzY1Lzg5YTItNDQ3Ny04ZjVhLTcxYmYzODJlZjk3OQ.xml,Danmark,KÃ¸benhavn V,1612.0,"6, 5. sal",Ved Vesterport,KÃ¸benhavn V,1612.0,"Ved Vesterport 6, 5. sal, 1612 KÃ¸benhavn V",c/o Brandt,"1612, KÃ¸benhavn V","Ved Vesterport, 6, 5. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-15,2019-02-15,2019-02-15,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og operationelle leasingomkostninger.",kobenhavn@brandtrevision.dk,,25492145.0,36478853.0,25492145.0,mne35785,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abacus Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Arent Benkjer,Sven-Olof Michael Karlsson,Sven-Olof Michael Karlsson,"BRANDT, Statsautoriseret Revisionspartnerselskab",Abacus Danmark ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-02-15,KÃ¸benhavn,33 93 22 33,RevisionspÃ¥tegning,urn:ofk:oid:26729138,indberetninger-20180424,2.5124211,36478853.0,AWklZ-RkRYGX6_YTFVUx,2019-02-25T16:06:58.318Z,2019-02-25T16:05:59.130Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-04-CH,2019-02-25T16:05:59.254Z,52351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36478853,2017-01-01,2017-12-31,c745,,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q2L2Q0LzgwL2FjMTMtNGFmMy1hNjI1LTRiMWZmMWM4NTJlOQ.pdf,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2Y1LzRjLzY1Lzg5YTItNDQ3Ny04ZjVhLTcxYmYzODJlZjk3OQ.xml,Danmark,KÃ¸benhavn V,1612.0,"6, 5. sal",Ved Vesterport,KÃ¸benhavn V,1612.0,"Ved Vesterport 6, 5. sal, 1612 KÃ¸benhavn V",c/o Brandt,"1612, KÃ¸benhavn V","Ved Vesterport, 6, 5. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-15,2019-02-15,2019-02-15,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og operationelle leasingomkostninger.",kobenhavn@brandtrevision.dk,,25492145.0,36478853.0,25492145.0,mne35785,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abacus Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Arent Benkjer,Sven-Olof Michael Karlsson,Sven-Olof Michael Karlsson,"BRANDT, Statsautoriseret Revisionspartnerselskab",Abacus Danmark ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-02-15,KÃ¸benhavn,33 93 22 33,RevisionspÃ¥tegning,urn:ofk:oid:26729138,indberetninger-20180424,2.5124211,36478853.0,AWklZ-RkRYGX6_YTFVUx,2019-02-25T16:06:58.318Z,2019-02-25T16:05:59.130Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-04-CH,2019-02-25T16:05:59.254Z,,,,,,,,,,,,,,,,,83277.0,,,,,,,,,,,,,,,,,,
36478853,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q2L2Q0LzgwL2FjMTMtNGFmMy1hNjI1LTRiMWZmMWM4NTJlOQ.pdf,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2Y1LzRjLzY1Lzg5YTItNDQ3Ny04ZjVhLTcxYmYzODJlZjk3OQ.xml,Danmark,KÃ¸benhavn V,1612.0,"6, 5. sal",Ved Vesterport,KÃ¸benhavn V,1612.0,"Ved Vesterport 6, 5. sal, 1612 KÃ¸benhavn V",c/o Brandt,"1612, KÃ¸benhavn V","Ved Vesterport, 6, 5. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-15,2019-02-15,2019-02-15,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og operationelle leasingomkostninger.",kobenhavn@brandtrevision.dk,102351.0,25492145.0,36478853.0,25492145.0,mne35785,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abacus Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Arent Benkjer,Sven-Olof Michael Karlsson,Sven-Olof Michael Karlsson,"BRANDT, Statsautoriseret Revisionspartnerselskab",Abacus Danmark ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-02-15,KÃ¸benhavn,33 93 22 33,RevisionspÃ¥tegning,urn:ofk:oid:26729138,indberetninger-20180424,2.5124211,36478853.0,AWklZ-RkRYGX6_YTFVUx,2019-02-25T16:06:58.318Z,2019-02-25T16:05:59.130Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-04-CH,2019-02-25T16:05:59.254Z,,,,,,,,,,,,,,,,,,306587.0,46829.0,50000.0,306587.0,16667.0,306587.0,204236.0,129401.0,25539.0,52351.0,0.0,204236.0,259758.0,138818.0,24596.0,50239.0,78734.0,
36478853,2017-12-31,2017-12-31,c722,,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q2L2Q0LzgwL2FjMTMtNGFmMy1hNjI1LTRiMWZmMWM4NTJlOQ.pdf,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2Y1LzRjLzY1Lzg5YTItNDQ3Ny04ZjVhLTcxYmYzODJlZjk3OQ.xml,Danmark,KÃ¸benhavn V,1612.0,"6, 5. sal",Ved Vesterport,KÃ¸benhavn V,1612.0,"Ved Vesterport 6, 5. sal, 1612 KÃ¸benhavn V",c/o Brandt,"1612, KÃ¸benhavn V","Ved Vesterport, 6, 5. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-15,2019-02-15,2019-02-15,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og operationelle leasingomkostninger.",kobenhavn@brandtrevision.dk,50000.0,25492145.0,36478853.0,25492145.0,mne35785,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abacus Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Arent Benkjer,Sven-Olof Michael Karlsson,Sven-Olof Michael Karlsson,"BRANDT, Statsautoriseret Revisionspartnerselskab",Abacus Danmark ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-02-15,KÃ¸benhavn,33 93 22 33,RevisionspÃ¥tegning,urn:ofk:oid:26729138,indberetninger-20180424,2.5124211,36478853.0,AWklZ-RkRYGX6_YTFVUx,2019-02-25T16:06:58.318Z,2019-02-25T16:05:59.130Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-04-CH,2019-02-25T16:05:59.254Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36478853,2017-12-31,2017-12-31,c743,,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2Q2L2Q0LzgwL2FjMTMtNGFmMy1hNjI1LTRiMWZmMWM4NTJlOQ.pdf,http://regnskaber.virk.dk/35887463/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2Y1LzRjLzY1Lzg5YTItNDQ3Ny04ZjVhLTcxYmYzODJlZjk3OQ.xml,Danmark,KÃ¸benhavn V,1612.0,"6, 5. sal",Ved Vesterport,KÃ¸benhavn V,1612.0,"Ved Vesterport 6, 5. sal, 1612 KÃ¸benhavn V",c/o Brandt,"1612, KÃ¸benhavn V","Ved Vesterport, 6, 5. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-02-15,2019-02-15,2019-02-15,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler og operationelle leasingomkostninger.",kobenhavn@brandtrevision.dk,52351.0,25492145.0,36478853.0,25492145.0,mne35785,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abacus Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Peter Arent Benkjer,Sven-Olof Michael Karlsson,Sven-Olof Michael Karlsson,"BRANDT, Statsautoriseret Revisionspartnerselskab",Abacus Danmark ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-02-15,KÃ¸benhavn,33 93 22 33,RevisionspÃ¥tegning,urn:ofk:oid:26729138,indberetninger-20180424,2.5124211,36478853.0,AWklZ-RkRYGX6_YTFVUx,2019-02-25T16:06:58.318Z,2019-02-25T16:05:59.130Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AN-04-CH,2019-02-25T16:05:59.254Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
