entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmailOfReportingEntity,ExternalExpenses,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermLiabilitiesOtherThanProvisions,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,NoncurrentDeferredTaxAssets,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard
32473792,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8vcGRmcy8zMjQ3Mzc5MjtBcFM0NjI4Nzg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8veGJybHMvWC02RUZFMzAwRi0yMDE1MDEwOV8xNTA4MzhfMDQy.xml,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4684 Holmegaard,KildehjÃ¸rnet 4,Regnskabsklasse B,2015-01-09,2015-01-09,nordiske.ejendomme@hotmail.com,851763.0,-556856.0,-396712.0,32473792.0,24988.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif V Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,Kenneth M. MacAlpine,185642.0,510.0,Hvidovre,2013-01-01,2013-12-31,-418150.0,-556856.0,-396712.0,2014-12-31,2014-01-01,455051.0,Revision for regnskabsÃ¥ret 2015 fravÃ¦lges.,-138706.0,Ingen bistand,urn:ofk:oid:20437043,indberetninger-20180424,2.5116205,32473792,,2018-03-30T08:05:28.883Z,2015-01-09T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-35.779,2015-01-09T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473792,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8vcGRmcy8zMjQ3Mzc5MjtBcFM0NjI4Nzg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8veGJybHMvWC02RUZFMzAwRi0yMDE1MDEwOV8xNTA4MzhfMDQy.xml,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4684 Holmegaard,KildehjÃ¸rnet 4,Regnskabsklasse B,2015-01-09,2015-01-09,nordiske.ejendomme@hotmail.com,,,,32473792.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif V Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,Kenneth M. MacAlpine,,,Hvidovre,2013-01-01,2013-12-31,-418150.0,,,2014-12-31,2014-01-01,,Revision for regnskabsÃ¥ret 2015 fravÃ¦lges.,,Ingen bistand,urn:ofk:oid:20437043,indberetninger-20180424,2.5116205,32473792,,2018-03-30T08:05:28.883Z,2015-01-09T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-35.779,2015-01-09T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473792,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8vcGRmcy8zMjQ3Mzc5MjtBcFM0NjI4Nzg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8veGJybHMvWC02RUZFMzAwRi0yMDE1MDEwOV8xNTA4MzhfMDQy.xml,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4684 Holmegaard,KildehjÃ¸rnet 4,Regnskabsklasse B,2015-01-09,2015-01-09,nordiske.ejendomme@hotmail.com,,,,32473792.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif V Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,Kenneth M. MacAlpine,,,Hvidovre,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,Revision for regnskabsÃ¥ret 2015 fravÃ¦lges.,,Ingen bistand,urn:ofk:oid:20437043,indberetninger-20180424,2.5116205,32473792,,2018-03-30T08:05:28.883Z,2015-01-09T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-35.779,2015-01-09T23:00:00.000Z,10331321.0,72293.0,125000.0,79777.0,488836.0,-294495.0,10007402.0,10331321.0,10617822.0,375000.0,244142.0,104988.0,8459885.0,7596049.0,10251544.0,139154.0,7994.0,300000.0,7159.0,10007402.0,7994.0,-419495.0,261010.0,2157937.0,58000.0,113102.0,1400000.0,25825.0,7484.0,325.0,,
32473792,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8vcGRmcy8zMjQ3Mzc5MjtBcFM0NjI4Nzg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8veGJybHMvWC02RUZFMzAwRi0yMDE1MDEwOV8xNTA4MzhfMDQy.xml,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4684 Holmegaard,KildehjÃ¸rnet 4,Regnskabsklasse B,2015-01-09,2015-01-09,nordiske.ejendomme@hotmail.com,1207692.0,16168.0,404832.0,32473792.0,4740.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif V Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,Kenneth M. MacAlpine,395368.0,1964.0,Hvidovre,2013-01-01,2013-12-31,12028.0,16168.0,404832.0,2014-12-31,2014-01-01,1612524.0,Revision for regnskabsÃ¥ret 2015 fravÃ¦lges.,4140.0,Ingen bistand,urn:ofk:oid:20437043,indberetninger-20180424,2.5116205,32473792,,2018-03-30T08:05:28.883Z,2015-01-09T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-35.779,2015-01-09T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473792,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8vcGRmcy8zMjQ3Mzc5MjtBcFM0NjI4Nzg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8veGJybHMvWC02RUZFMzAwRi0yMDE1MDEwOV8xNTA4MzhfMDQy.xml,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4684 Holmegaard,KildehjÃ¸rnet 4,Regnskabsklasse B,2015-01-09,2015-01-09,nordiske.ejendomme@hotmail.com,,,,32473792.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif V Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,Kenneth M. MacAlpine,,,Hvidovre,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,Revision for regnskabsÃ¥ret 2015 fravÃ¦lges.,,Ingen bistand,urn:ofk:oid:20437043,indberetninger-20180424,2.5116205,32473792,,2018-03-30T08:05:28.883Z,2015-01-09T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-35.779,2015-01-09T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenneth MacFarlane MacAlpine,
32473792,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8vcGRmcy8zMjQ3Mzc5MjtBcFM0NjI4Nzg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8veGJybHMvWC02RUZFMzAwRi0yMDE1MDEwOV8xNTA4MzhfMDQy.xml,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4684 Holmegaard,KildehjÃ¸rnet 4,Regnskabsklasse B,2015-01-09,2015-01-09,nordiske.ejendomme@hotmail.com,,,,32473792.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif V Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,Kenneth M. MacAlpine,,,Hvidovre,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,Revision for regnskabsÃ¥ret 2015 fravÃ¦lges.,,Ingen bistand,urn:ofk:oid:20437043,indberetninger-20180424,2.5116205,32473792,,2018-03-30T08:05:28.883Z,2015-01-09T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-35.779,2015-01-09T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leif Viktor Hansen,
32473792,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8vcGRmcy8zMjQ3Mzc5MjtBcFM0NjI4Nzg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8veGJybHMvWC02RUZFMzAwRi0yMDE1MDEwOV8xNTA4MzhfMDQy.xml,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4684 Holmegaard,KildehjÃ¸rnet 4,Regnskabsklasse B,2015-01-09,2015-01-09,nordiske.ejendomme@hotmail.com,,,,32473792.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif V Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,Kenneth M. MacAlpine,,,Hvidovre,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,Revision for regnskabsÃ¥ret 2015 fravÃ¦lges.,,Ingen bistand,urn:ofk:oid:20437043,indberetninger-20180424,2.5116205,32473792,,2018-03-30T08:05:28.883Z,2015-01-09T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-35.779,2015-01-09T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenneth MacFarlane MacAlpine
32473792,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8vcGRmcy8zMjQ3Mzc5MjtBcFM0NjI4Nzg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8veGJybHMvWC02RUZFMzAwRi0yMDE1MDEwOV8xNTA4MzhfMDQy.xml,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4684 Holmegaard,KildehjÃ¸rnet 4,Regnskabsklasse B,2015-01-09,2015-01-09,nordiske.ejendomme@hotmail.com,,,,32473792.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif V Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,Kenneth M. MacAlpine,,,Hvidovre,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,Revision for regnskabsÃ¥ret 2015 fravÃ¦lges.,,Ingen bistand,urn:ofk:oid:20437043,indberetninger-20180424,2.5116205,32473792,,2018-03-30T08:05:28.883Z,2015-01-09T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-35.779,2015-01-09T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leif Viktor Hansen
32473792,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8vcGRmcy8zMjQ3Mzc5MjtBcFM0NjI4Nzg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8veGJybHMvWC02RUZFMzAwRi0yMDE1MDEwOV8xNTA4MzhfMDQy.xml,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4684 Holmegaard,KildehjÃ¸rnet 4,Regnskabsklasse B,2015-01-09,2015-01-09,nordiske.ejendomme@hotmail.com,,,,32473792.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif V Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,Kenneth M. MacAlpine,,,Hvidovre,2013-01-01,2013-12-31,12028.0,,,2014-12-31,2014-01-01,,Revision for regnskabsÃ¥ret 2015 fravÃ¦lges.,,Ingen bistand,urn:ofk:oid:20437043,indberetninger-20180424,2.5116205,32473792,,2018-03-30T08:05:28.883Z,2015-01-09T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-35.779,2015-01-09T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473792,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8vcGRmcy8zMjQ3Mzc5MjtBcFM0NjI4Nzg7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/29737423/Y3ZyLmRrOi8veGJybHMvWC02RUZFMzAwRi0yMDE1MDEwOV8xNTA4MzhfMDQy.xml,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4684 Holmegaard,KildehjÃ¸rnet 4,Regnskabsklasse B,2015-01-09,2015-01-09,nordiske.ejendomme@hotmail.com,,,,32473792.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Leif V Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,Kenneth M. MacAlpine,,,Hvidovre,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,Revision for regnskabsÃ¥ret 2015 fravÃ¦lges.,,Ingen bistand,urn:ofk:oid:20437043,indberetninger-20180424,2.5116205,32473792,,2018-03-30T08:05:28.883Z,2015-01-09T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-35.779,2015-01-09T23:00:00.000Z,18559373.0,247791.0,125000.0,269572.0,1014029.0,-282467.0,18054902.0,18559373.0,18833776.0,3415000.0,234899.0,109729.0,17706140.0,13277111.0,18289801.0,125170.0,8064.0,300000.0,21781.0,18054902.0,8064.0,-407467.0,515000.0,1127636.0,116000.0,102356.0,0.0,94280.0,21781.0,0.0,,
