entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossResult,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsShorttermLiabilitiesOtherThanProvisions,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard
32473792,2015-01-01,2015-12-31,c10,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzcwL2E3LzYwL2E4MjItNDI0Zi1iMTIwLWZmOGJkNTU5YWEzMw.xhtml,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2UzL2I5L2YwLzEzYWUtNDlmNi1hNzkwLWRkZGZlZmNlYzUwNw.pdf,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzk3L2I2LzM4L2NhNTAtNGVjOC05ZWViLTk4OGI4ZWU4YWY4NQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i Nordiske Ejendomme ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-07,2017-02-07,Registreret revisor,32473792.0,1000765485.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Leif Viktor Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,DM Revision ApS,Holmegaard,2015-01-01,2015-12-31,549183.0,2016-12-31,2016-01-01,true,false,2017-02-07,Tureby,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23460491,indberetninger-20180424,2.5947974,32473792.0,,2018-03-27T14:26:00.981Z,2017-02-07T13:47:47.451Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-60-AR,2017-02-07T13:47:47.660Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473792,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzcwL2E3LzYwL2E4MjItNDI0Zi1iMTIwLWZmOGJkNTU5YWEzMw.xhtml,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2UzL2I5L2YwLzEzYWUtNDlmNi1hNzkwLWRkZGZlZmNlYzUwNw.pdf,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzk3L2I2LzM4L2NhNTAtNGVjOC05ZWViLTk4OGI4ZWU4YWY4NQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i Nordiske Ejendomme ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-07,2017-02-07,Registreret revisor,32473792.0,1000765485.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Leif Viktor Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,DM Revision ApS,Holmegaard,2015-01-01,2015-12-31,4983169.0,2016-12-31,2016-01-01,true,false,2017-02-07,Tureby,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23460491,indberetninger-20180424,2.5947974,32473792.0,,2018-03-27T14:26:00.981Z,2017-02-07T13:47:47.451Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-60-AR,2017-02-07T13:47:47.660Z,-5684598.0,1626603.0,-153.0,913890.0,5353.0,6402511.0,6920038.0,1419342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473792,2015-01-01,2015-12-31,c8,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzcwL2E3LzYwL2E4MjItNDI0Zi1iMTIwLWZmOGJkNTU5YWEzMw.xhtml,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2UzL2I5L2YwLzEzYWUtNDlmNi1hNzkwLWRkZGZlZmNlYzUwNw.pdf,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzk3L2I2LzM4L2NhNTAtNGVjOC05ZWViLTk4OGI4ZWU4YWY4NQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i Nordiske Ejendomme ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-07,2017-02-07,Registreret revisor,32473792.0,1000765485.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Leif Viktor Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,DM Revision ApS,Holmegaard,2015-01-01,2015-12-31,4433986.0,2016-12-31,2016-01-01,true,false,2017-02-07,Tureby,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23460491,indberetninger-20180424,2.5947974,32473792.0,,2018-03-27T14:26:00.981Z,2017-02-07T13:47:47.451Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-60-AR,2017-02-07T13:47:47.660Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473792,2015-12-31,2015-12-31,c12,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzcwL2E3LzYwL2E4MjItNDI0Zi1iMTIwLWZmOGJkNTU5YWEzMw.xhtml,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2UzL2I5L2YwLzEzYWUtNDlmNi1hNzkwLWRkZGZlZmNlYzUwNw.pdf,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzk3L2I2LzM4L2NhNTAtNGVjOC05ZWViLTk4OGI4ZWU4YWY4NQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i Nordiske Ejendomme ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-07,2017-02-07,Registreret revisor,32473792.0,1000765485.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Leif Viktor Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,DM Revision ApS,Holmegaard,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,true,false,2017-02-07,Tureby,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23460491,indberetninger-20180424,2.5947974,32473792.0,,2018-03-27T14:26:00.981Z,2017-02-07T13:47:47.451Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-60-AR,2017-02-07T13:47:47.660Z,,,,,,,,,27394731.0,84034.0,125000.0,115155.0,1356241.0,4700702.0,27170000.0,27394731.0,21443417.0,4315000.0,109576.0,109576.0,19599528.0,15284528.0,27279576.0,6299.0,27170000.0,1250612.0,1250612.0,4433986.0,141716.0,0.0,1843889.0,181987.0,102403.0,141672.0,31121.0,43513.0,18073.0,24822.0,,,,,
32473792,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzcwL2E3LzYwL2E4MjItNDI0Zi1iMTIwLWZmOGJkNTU5YWEzMw.xhtml,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2UzL2I5L2YwLzEzYWUtNDlmNi1hNzkwLWRkZGZlZmNlYzUwNw.pdf,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzk3L2I2LzM4L2NhNTAtNGVjOC05ZWViLTk4OGI4ZWU4YWY4NQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i Nordiske Ejendomme ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-07,2017-02-07,Registreret revisor,32473792.0,1000765485.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Leif Viktor Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,DM Revision ApS,Holmegaard,2015-01-01,2015-12-31,909832.0,2016-12-31,2016-01-01,true,false,2017-02-07,Tureby,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23460491,indberetninger-20180424,2.5947974,32473792.0,,2018-03-27T14:26:00.981Z,2017-02-07T13:47:47.451Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-60-AR,2017-02-07T13:47:47.660Z,0.0,1794369.0,-1071.0,630198.0,4976.0,1168076.0,1794369.0,258244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32473792,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzcwL2E3LzYwL2E4MjItNDI0Zi1iMTIwLWZmOGJkNTU5YWEzMw.xhtml,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2UzL2I5L2YwLzEzYWUtNDlmNi1hNzkwLWRkZGZlZmNlYzUwNw.pdf,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzk3L2I2LzM4L2NhNTAtNGVjOC05ZWViLTk4OGI4ZWU4YWY4NQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i Nordiske Ejendomme ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-07,2017-02-07,Registreret revisor,32473792.0,1000765485.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Leif Viktor Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,DM Revision ApS,Holmegaard,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,true,false,2017-02-07,Tureby,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23460491,indberetninger-20180424,2.5947974,32473792.0,,2018-03-27T14:26:00.981Z,2017-02-07T13:47:47.451Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-60-AR,2017-02-07T13:47:47.660Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14569391.0,REGISTRERET REVISIONSANPARTSSELSKAB DM REVISION,,,
32473792,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzcwL2E3LzYwL2E4MjItNDI0Zi1iMTIwLWZmOGJkNTU5YWEzMw.xhtml,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2UzL2I5L2YwLzEzYWUtNDlmNi1hNzkwLWRkZGZlZmNlYzUwNw.pdf,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzk3L2I2LzM4L2NhNTAtNGVjOC05ZWViLTk4OGI4ZWU4YWY4NQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i Nordiske Ejendomme ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-07,2017-02-07,Registreret revisor,32473792.0,1000765485.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Leif Viktor Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,DM Revision ApS,Holmegaard,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,true,false,2017-02-07,Tureby,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23460491,indberetninger-20180424,2.5947974,32473792.0,,2018-03-27T14:26:00.981Z,2017-02-07T13:47:47.451Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-60-AR,2017-02-07T13:47:47.660Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leif Viktor Hansen,Adm. direktÃ¸r,
32473792,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzcwL2E3LzYwL2E4MjItNDI0Zi1iMTIwLWZmOGJkNTU5YWEzMw.xhtml,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2UzL2I5L2YwLzEzYWUtNDlmNi1hNzkwLWRkZGZlZmNlYzUwNw.pdf,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzk3L2I2LzM4L2NhNTAtNGVjOC05ZWViLTk4OGI4ZWU4YWY4NQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i Nordiske Ejendomme ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-07,2017-02-07,Registreret revisor,32473792.0,1000765485.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Leif Viktor Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,DM Revision ApS,Holmegaard,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,true,false,2017-02-07,Tureby,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23460491,indberetninger-20180424,2.5947974,32473792.0,,2018-03-27T14:26:00.981Z,2017-02-07T13:47:47.451Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-60-AR,2017-02-07T13:47:47.660Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenneth MacFarlane MacAlpine,DirektÃ¸r,
32473792,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzcwL2E3LzYwL2E4MjItNDI0Zi1iMTIwLWZmOGJkNTU5YWEzMw.xhtml,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2UzL2I5L2YwLzEzYWUtNDlmNi1hNzkwLWRkZGZlZmNlYzUwNw.pdf,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzk3L2I2LzM4L2NhNTAtNGVjOC05ZWViLTk4OGI4ZWU4YWY4NQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i Nordiske Ejendomme ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-07,2017-02-07,Registreret revisor,32473792.0,1000765485.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Leif Viktor Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,DM Revision ApS,Holmegaard,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,true,false,2017-02-07,Tureby,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23460491,indberetninger-20180424,2.5947974,32473792.0,,2018-03-27T14:26:00.981Z,2017-02-07T13:47:47.451Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-60-AR,2017-02-07T13:47:47.660Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leif Viktor Hansen
32473792,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzkyLzcwL2E3LzYwL2E4MjItNDI0Zi1iMTIwLWZmOGJkNTU5YWEzMw.xhtml,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0L2UzL2I5L2YwLzEzYWUtNDlmNi1hNzkwLWRkZGZlZmNlYzUwNw.pdf,http://regnskaber.virk.dk/29737423/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzk3L2I2LzM4L2NhNTAtNGVjOC05ZWViLTk4OGI4ZWU4YWY4NQ.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,Danmark,DK,NÃ¦stved,4700.0,15.0,Dania,Holmegaard,4684.0,4.0,KildehjÃ¸rnet,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i Nordiske Ejendomme ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-02-07,2017-02-07,Registreret revisor,32473792.0,1000765485.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Leif Viktor Hansen,Nykredit Bank,NORDISKE EJENDOMME ApS,DM Revision ApS,Holmegaard,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,true,false,2017-02-07,Tureby,false,false,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23460491,indberetninger-20180424,2.5947974,32473792.0,,2018-03-27T14:26:00.981Z,2017-02-07T13:47:47.451Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-60-AR,2017-02-07T13:47:47.660Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenneth MacFarlane MacAlpine
