entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
35245553,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE0Lzk3LzVmLzlkZDAtNDZhMC04MGNiLTRkMTE1MGZiNThjYw.pdf,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFkL2JjLzE2L2FhNDAtNDI1NS04YTllLWVmMWFhZWFlZWExYw.xml,true,"HillerÃ¸d, 3400",Smedievej 31,Til kapitalejerne i Go-Ventures ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-13,2019-06-13,2013-05-13,2019-06-14,326057.0,35868828.0,35245553.0,35868828.0,mne2108,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Go-Ventures ApS.,-116056.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Skov Pedersen,Mohammad Irfan Goandal,"Erhvervs Consult ApS, godkendt revisionsvirksomhed",Go-Ventures ApS,"Erhvervs Consult ApS, godkendt revisionsvirksomhed, Registreret Revisor Tonny Skov Pedersen",139397.0,215.0,KÃ¸benhavn,2017-01-01,2017-12-31,29525.0,70819.0,326057.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-06-13,HillerÃ¸d,41294.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27533132,indberetninger-20180424,2.5118417999999996,35245553.0,AWtrAIWtjptzAuyFiltG,2019-06-18T14:32:31.893Z,2019-06-18T14:32:04.350Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-49-VF,2019-06-18T14:32:04.563Z,,,,,,,,,,,,,,,,,,,,,
35245553,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE0Lzk3LzVmLzlkZDAtNDZhMC04MGNiLTRkMTE1MGZiNThjYw.pdf,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFkL2JjLzE2L2FhNDAtNDI1NS04YTllLWVmMWFhZWFlZWExYw.xml,true,"HillerÃ¸d, 3400",Smedievej 31,Til kapitalejerne i Go-Ventures ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-13,2019-06-13,2013-05-13,2019-06-14,,35868828.0,35245553.0,35868828.0,mne2108,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Go-Ventures ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Skov Pedersen,Mohammad Irfan Goandal,"Erhvervs Consult ApS, godkendt revisionsvirksomhed",Go-Ventures ApS,"Erhvervs Consult ApS, godkendt revisionsvirksomhed, Registreret Revisor Tonny Skov Pedersen",,,KÃ¸benhavn,2017-01-01,2017-12-31,29525.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-06-13,HillerÃ¸d,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27533132,indberetninger-20180424,2.5118417999999996,35245553.0,AWtrAIWtjptzAuyFiltG,2019-06-18T14:32:31.893Z,2019-06-18T14:32:04.350Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-49-VF,2019-06-18T14:32:04.563Z,,,,,,,,,,,,,,,,,,,,,
35245553,2017-12-31,2017-12-31,ID_6,,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE0Lzk3LzVmLzlkZDAtNDZhMC04MGNiLTRkMTE1MGZiNThjYw.pdf,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFkL2JjLzE2L2FhNDAtNDI1NS04YTllLWVmMWFhZWFlZWExYw.xml,true,"HillerÃ¸d, 3400",Smedievej 31,Til kapitalejerne i Go-Ventures ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-13,2019-06-13,2013-05-13,2019-06-14,,35868828.0,35245553.0,35868828.0,mne2108,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Go-Ventures ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Skov Pedersen,Mohammad Irfan Goandal,"Erhvervs Consult ApS, godkendt revisionsvirksomhed",Go-Ventures ApS,"Erhvervs Consult ApS, godkendt revisionsvirksomhed, Registreret Revisor Tonny Skov Pedersen",,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-06-13,HillerÃ¸d,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27533132,indberetninger-20180424,2.5118417999999996,35245553.0,AWtrAIWtjptzAuyFiltG,2019-06-18T14:32:31.893Z,2019-06-18T14:32:04.350Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-49-VF,2019-06-18T14:32:04.563Z,2964317.0,966389.0,80000.0,1565482.0,322598.0,-40484.0,2964317.0,3004801.0,1398835.0,1398835.0,1398835.0,268449.0,8328.0,8014.0,-120484.0,268449.0,3004801.0,2996473.0,330644.0,32.0,
35245553,2018-01-01,2018-01-01,ID_7,,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE0Lzk3LzVmLzlkZDAtNDZhMC04MGNiLTRkMTE1MGZiNThjYw.pdf,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFkL2JjLzE2L2FhNDAtNDI1NS04YTllLWVmMWFhZWFlZWExYw.xml,true,"HillerÃ¸d, 3400",Smedievej 31,Til kapitalejerne i Go-Ventures ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-13,2019-06-13,2013-05-13,2019-06-14,,35868828.0,35245553.0,35868828.0,mne2108,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Go-Ventures ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Skov Pedersen,Mohammad Irfan Goandal,"Erhvervs Consult ApS, godkendt revisionsvirksomhed",Go-Ventures ApS,"Erhvervs Consult ApS, godkendt revisionsvirksomhed, Registreret Revisor Tonny Skov Pedersen",,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-06-13,HillerÃ¸d,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27533132,indberetninger-20180424,2.5118417999999996,35245553.0,AWtrAIWtjptzAuyFiltG,2019-06-18T14:32:31.893Z,2019-06-18T14:32:04.350Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-49-VF,2019-06-18T14:32:04.563Z,,,,,,-80000.0,,,,,,,,,,,,,,,
35245553,2018-01-01,2018-01-01,ID_8,,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE0Lzk3LzVmLzlkZDAtNDZhMC04MGNiLTRkMTE1MGZiNThjYw.pdf,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFkL2JjLzE2L2FhNDAtNDI1NS04YTllLWVmMWFhZWFlZWExYw.xml,true,"HillerÃ¸d, 3400",Smedievej 31,Til kapitalejerne i Go-Ventures ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-13,2019-06-13,2013-05-13,2019-06-14,,35868828.0,35245553.0,35868828.0,mne2108,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Go-Ventures ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Skov Pedersen,Mohammad Irfan Goandal,"Erhvervs Consult ApS, godkendt revisionsvirksomhed",Go-Ventures ApS,"Erhvervs Consult ApS, godkendt revisionsvirksomhed, Registreret Revisor Tonny Skov Pedersen",,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-06-13,HillerÃ¸d,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27533132,indberetninger-20180424,2.5118417999999996,35245553.0,AWtrAIWtjptzAuyFiltG,2019-06-18T14:32:31.893Z,2019-06-18T14:32:04.350Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-49-VF,2019-06-18T14:32:04.563Z,,,,,,120484.0,,,,,,,,,,,,,,,
35245553,2018-01-01,2018-01-01,ID_9,,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE0Lzk3LzVmLzlkZDAtNDZhMC04MGNiLTRkMTE1MGZiNThjYw.pdf,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFkL2JjLzE2L2FhNDAtNDI1NS04YTllLWVmMWFhZWFlZWExYw.xml,true,"HillerÃ¸d, 3400",Smedievej 31,Til kapitalejerne i Go-Ventures ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-13,2019-06-13,2013-05-13,2019-06-14,,35868828.0,35245553.0,35868828.0,mne2108,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Go-Ventures ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Skov Pedersen,Mohammad Irfan Goandal,"Erhvervs Consult ApS, godkendt revisionsvirksomhed",Go-Ventures ApS,"Erhvervs Consult ApS, godkendt revisionsvirksomhed, Registreret Revisor Tonny Skov Pedersen",,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-06-13,HillerÃ¸d,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27533132,indberetninger-20180424,2.5118417999999996,35245553.0,AWtrAIWtjptzAuyFiltG,2019-06-18T14:32:31.893Z,2019-06-18T14:32:04.350Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-49-VF,2019-06-18T14:32:04.563Z,,,,,,0.0,,,,,,,,,,,,,,,
35245553,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE0Lzk3LzVmLzlkZDAtNDZhMC04MGNiLTRkMTE1MGZiNThjYw.pdf,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFkL2JjLzE2L2FhNDAtNDI1NS04YTllLWVmMWFhZWFlZWExYw.xml,true,"HillerÃ¸d, 3400",Smedievej 31,Til kapitalejerne i Go-Ventures ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-13,2019-06-13,2013-05-13,2019-06-14,-45877.0,35868828.0,35245553.0,35868828.0,mne2108,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Go-Ventures ApS.,-12259.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Skov Pedersen,Mohammad Irfan Goandal,"Erhvervs Consult ApS, godkendt revisionsvirksomhed",Go-Ventures ApS,"Erhvervs Consult ApS, godkendt revisionsvirksomhed, Registreret Revisor Tonny Skov Pedersen",225704.0,1736.0,KÃ¸benhavn,2017-01-01,2017-12-31,-220060.0,-282104.0,-45877.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-06-13,HillerÃ¸d,-62044.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27533132,indberetninger-20180424,2.5118417999999996,35245553.0,AWtrAIWtjptzAuyFiltG,2019-06-18T14:32:31.893Z,2019-06-18T14:32:04.350Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-49-VF,2019-06-18T14:32:04.563Z,,,,,,,,,,,,,,,,,,,,,
35245553,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE0Lzk3LzVmLzlkZDAtNDZhMC04MGNiLTRkMTE1MGZiNThjYw.pdf,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFkL2JjLzE2L2FhNDAtNDI1NS04YTllLWVmMWFhZWFlZWExYw.xml,true,"HillerÃ¸d, 3400",Smedievej 31,Til kapitalejerne i Go-Ventures ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-13,2019-06-13,2013-05-13,2019-06-14,,35868828.0,35245553.0,35868828.0,mne2108,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Go-Ventures ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Skov Pedersen,Mohammad Irfan Goandal,"Erhvervs Consult ApS, godkendt revisionsvirksomhed",Go-Ventures ApS,"Erhvervs Consult ApS, godkendt revisionsvirksomhed, Registreret Revisor Tonny Skov Pedersen",,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-06-13,HillerÃ¸d,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27533132,indberetninger-20180424,2.5118417999999996,35245553.0,AWtrAIWtjptzAuyFiltG,2019-06-18T14:32:31.893Z,2019-06-18T14:32:04.350Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-49-VF,2019-06-18T14:32:04.563Z,,,,,,,,,,,,,,,,,,,,,
35245553,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE0Lzk3LzVmLzlkZDAtNDZhMC04MGNiLTRkMTE1MGZiNThjYw.pdf,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFkL2JjLzE2L2FhNDAtNDI1NS04YTllLWVmMWFhZWFlZWExYw.xml,true,"HillerÃ¸d, 3400",Smedievej 31,Til kapitalejerne i Go-Ventures ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-13,2019-06-13,2013-05-13,2019-06-14,,35868828.0,35245553.0,35868828.0,mne2108,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Go-Ventures ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Skov Pedersen,Mohammad Irfan Goandal,"Erhvervs Consult ApS, godkendt revisionsvirksomhed",Go-Ventures ApS,"Erhvervs Consult ApS, godkendt revisionsvirksomhed, Registreret Revisor Tonny Skov Pedersen",,,KÃ¸benhavn,2017-01-01,2017-12-31,-220060.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-06-13,HillerÃ¸d,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27533132,indberetninger-20180424,2.5118417999999996,35245553.0,AWtrAIWtjptzAuyFiltG,2019-06-18T14:32:31.893Z,2019-06-18T14:32:04.350Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-49-VF,2019-06-18T14:32:04.563Z,,,,,,,,,,,,,,,,,,,,,
35245553,2018-01-01,2018-12-31,ID_13,,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE0Lzk3LzVmLzlkZDAtNDZhMC04MGNiLTRkMTE1MGZiNThjYw.pdf,http://regnskaber.virk.dk/35554253/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFkL2JjLzE2L2FhNDAtNDI1NS04YTllLWVmMWFhZWFlZWExYw.xml,true,"HillerÃ¸d, 3400",Smedievej 31,Til kapitalejerne i Go-Ventures ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-13,2019-06-13,2013-05-13,2019-06-14,,35868828.0,35245553.0,35868828.0,mne2108,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Go-Ventures ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tonny Skov Pedersen,Mohammad Irfan Goandal,"Erhvervs Consult ApS, godkendt revisionsvirksomhed",Go-Ventures ApS,"Erhvervs Consult ApS, godkendt revisionsvirksomhed, Registreret Revisor Tonny Skov Pedersen",,,KÃ¸benhavn,2017-01-01,2017-12-31,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,2019-06-13,HillerÃ¸d,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27533132,indberetninger-20180424,2.5118417999999996,35245553.0,AWtrAIWtjptzAuyFiltG,2019-06-18T14:32:31.893Z,2019-06-18T14:32:04.350Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-49-VF,2019-06-18T14:32:04.563Z,,,,,,,,,,,,,,,,,,,,,
