entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfOwnership,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,OtherReserves,OtherShorttermPayables,OtherShorttermReceivables,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables
25628888,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzI3L2IwL2YxLzRlMTctNGFkMC1iYTgzLTQyNjQ1ZGJiYzgyNg.xhtml,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2Q5Lzc0L2ZiLzZhMzktNDA2MC05MmExLTM0MmVmNGZjODJhYg.pdf,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE1LzdiL2Q5Lzk3NGMtNDdmMi04YWY2LWFmZDFkMWVlNzFhNA.xml,true,KÃ¸benhavn K,1256.0,33.0,Amaliegade,1256 KÃ¸benhavn K,Amaliegade 33,Regnskabsklasse B,2016-05-31,2016-06-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i K/S D. Junk Parat, KÃ¸benhavn (CVR nr 36 49 75 64).</p>",25628888.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸gsberg Kristensen,Jens HÃ¸gsberg Kristensen,D. JUNK ApS,Jens HÃ¸gsberg Kristensen,315.0,LedelsespÃ¥tegningen er afgivet,2014-01-01,2014-12-31,-315.0,-315.0,-315.0,2015-12-31,2015-01-01,false,false,"Selskabet opfylder betingelserne i Ã¥rsregnskabslovens Â§135, stk 1, 3. pkt. Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for kommende Ã¥r ikke skal revideres.",false,false,Ingen bistand,urn:ofk:oid:22712018,indberetninger-20180424,2.5927877,25628888.0,,2018-03-29T09:22:11.469Z,2016-06-16T13:06:12.565Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PT,2016-06-16T13:06:12.778Z,,,,,,,,,,,
25628888,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzI3L2IwL2YxLzRlMTctNGFkMC1iYTgzLTQyNjQ1ZGJiYzgyNg.xhtml,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2Q5Lzc0L2ZiLzZhMzktNDA2MC05MmExLTM0MmVmNGZjODJhYg.pdf,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE1LzdiL2Q5Lzk3NGMtNDdmMi04YWY2LWFmZDFkMWVlNzFhNA.xml,true,KÃ¸benhavn K,1256.0,33.0,Amaliegade,1256 KÃ¸benhavn K,Amaliegade 33,Regnskabsklasse B,2016-05-31,2016-06-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i K/S D. Junk Parat, KÃ¸benhavn (CVR nr 36 49 75 64).</p>",25628888.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸gsberg Kristensen,Jens HÃ¸gsberg Kristensen,D. JUNK ApS,Jens HÃ¸gsberg Kristensen,,LedelsespÃ¥tegningen er afgivet,2014-01-01,2014-12-31,-315.0,,,2015-12-31,2015-01-01,false,false,"Selskabet opfylder betingelserne i Ã¥rsregnskabslovens Â§135, stk 1, 3. pkt. Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for kommende Ã¥r ikke skal revideres.",false,false,Ingen bistand,urn:ofk:oid:22712018,indberetninger-20180424,2.5927877,25628888.0,,2018-03-29T09:22:11.469Z,2016-06-16T13:06:12.565Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PT,2016-06-16T13:06:12.778Z,,,,,,,,,,,
25628888,2014-12-31,2014-12-31,c6,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzI3L2IwL2YxLzRlMTctNGFkMC1iYTgzLTQyNjQ1ZGJiYzgyNg.xhtml,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2Q5Lzc0L2ZiLzZhMzktNDA2MC05MmExLTM0MmVmNGZjODJhYg.pdf,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE1LzdiL2Q5Lzk3NGMtNDdmMi04YWY2LWFmZDFkMWVlNzFhNA.xml,true,KÃ¸benhavn K,1256.0,33.0,Amaliegade,1256 KÃ¸benhavn K,Amaliegade 33,Regnskabsklasse B,2016-05-31,2016-06-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i K/S D. Junk Parat, KÃ¸benhavn (CVR nr 36 49 75 64).</p>",25628888.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸gsberg Kristensen,Jens HÃ¸gsberg Kristensen,D. JUNK ApS,Jens HÃ¸gsberg Kristensen,,LedelsespÃ¥tegningen er afgivet,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,"Selskabet opfylder betingelserne i Ã¥rsregnskabslovens Â§135, stk 1, 3. pkt. Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for kommende Ã¥r ikke skal revideres.",false,false,Ingen bistand,urn:ofk:oid:22712018,indberetninger-20180424,2.5927877,25628888.0,,2018-03-29T09:22:11.469Z,2016-06-16T13:06:12.565Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PT,2016-06-16T13:06:12.778Z,37641.0,685.0,125000.0,37641.0,37641.0,37641.0,-87359.0,0.0,36956.0,0.0,36956.0
25628888,2015-01-01,2015-01-01,c7,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzI3L2IwL2YxLzRlMTctNGFkMC1iYTgzLTQyNjQ1ZGJiYzgyNg.xhtml,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2Q5Lzc0L2ZiLzZhMzktNDA2MC05MmExLTM0MmVmNGZjODJhYg.pdf,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE1LzdiL2Q5Lzk3NGMtNDdmMi04YWY2LWFmZDFkMWVlNzFhNA.xml,true,KÃ¸benhavn K,1256.0,33.0,Amaliegade,1256 KÃ¸benhavn K,Amaliegade 33,Regnskabsklasse B,2016-05-31,2016-06-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i K/S D. Junk Parat, KÃ¸benhavn (CVR nr 36 49 75 64).</p>",25628888.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸gsberg Kristensen,Jens HÃ¸gsberg Kristensen,D. JUNK ApS,Jens HÃ¸gsberg Kristensen,,LedelsespÃ¥tegningen er afgivet,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,"Selskabet opfylder betingelserne i Ã¥rsregnskabslovens Â§135, stk 1, 3. pkt. Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for kommende Ã¥r ikke skal revideres.",false,false,Ingen bistand,urn:ofk:oid:22712018,indberetninger-20180424,2.5927877,25628888.0,,2018-03-29T09:22:11.469Z,2016-06-16T13:06:12.565Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PT,2016-06-16T13:06:12.778Z,,,,,125000.0,,,,,,
25628888,2015-01-01,2015-01-01,c8,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzI3L2IwL2YxLzRlMTctNGFkMC1iYTgzLTQyNjQ1ZGJiYzgyNg.xhtml,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2Q5Lzc0L2ZiLzZhMzktNDA2MC05MmExLTM0MmVmNGZjODJhYg.pdf,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE1LzdiL2Q5Lzk3NGMtNDdmMi04YWY2LWFmZDFkMWVlNzFhNA.xml,true,KÃ¸benhavn K,1256.0,33.0,Amaliegade,1256 KÃ¸benhavn K,Amaliegade 33,Regnskabsklasse B,2016-05-31,2016-06-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i K/S D. Junk Parat, KÃ¸benhavn (CVR nr 36 49 75 64).</p>",25628888.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸gsberg Kristensen,Jens HÃ¸gsberg Kristensen,D. JUNK ApS,Jens HÃ¸gsberg Kristensen,,LedelsespÃ¥tegningen er afgivet,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,"Selskabet opfylder betingelserne i Ã¥rsregnskabslovens Â§135, stk 1, 3. pkt. Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for kommende Ã¥r ikke skal revideres.",false,false,Ingen bistand,urn:ofk:oid:22712018,indberetninger-20180424,2.5927877,25628888.0,,2018-03-29T09:22:11.469Z,2016-06-16T13:06:12.565Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PT,2016-06-16T13:06:12.778Z,,,,,-87359.0,,,,,,
25628888,2015-01-01,2015-01-01,c9,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzI3L2IwL2YxLzRlMTctNGFkMC1iYTgzLTQyNjQ1ZGJiYzgyNg.xhtml,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2Q5Lzc0L2ZiLzZhMzktNDA2MC05MmExLTM0MmVmNGZjODJhYg.pdf,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE1LzdiL2Q5Lzk3NGMtNDdmMi04YWY2LWFmZDFkMWVlNzFhNA.xml,true,KÃ¸benhavn K,1256.0,33.0,Amaliegade,1256 KÃ¸benhavn K,Amaliegade 33,Regnskabsklasse B,2016-05-31,2016-06-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i K/S D. Junk Parat, KÃ¸benhavn (CVR nr 36 49 75 64).</p>",25628888.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸gsberg Kristensen,Jens HÃ¸gsberg Kristensen,D. JUNK ApS,Jens HÃ¸gsberg Kristensen,,LedelsespÃ¥tegningen er afgivet,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,"Selskabet opfylder betingelserne i Ã¥rsregnskabslovens Â§135, stk 1, 3. pkt. Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for kommende Ã¥r ikke skal revideres.",false,false,Ingen bistand,urn:ofk:oid:22712018,indberetninger-20180424,2.5927877,25628888.0,,2018-03-29T09:22:11.469Z,2016-06-16T13:06:12.565Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PT,2016-06-16T13:06:12.778Z,,,,,37641.0,,,,,,
25628888,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzI3L2IwL2YxLzRlMTctNGFkMC1iYTgzLTQyNjQ1ZGJiYzgyNg.xhtml,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2Q5Lzc0L2ZiLzZhMzktNDA2MC05MmExLTM0MmVmNGZjODJhYg.pdf,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE1LzdiL2Q5Lzk3NGMtNDdmMi04YWY2LWFmZDFkMWVlNzFhNA.xml,true,KÃ¸benhavn K,1256.0,33.0,Amaliegade,1256 KÃ¸benhavn K,Amaliegade 33,Regnskabsklasse B,2016-05-31,2016-06-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i K/S D. Junk Parat, KÃ¸benhavn (CVR nr 36 49 75 64).</p>",25628888.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸gsberg Kristensen,Jens HÃ¸gsberg Kristensen,D. JUNK ApS,Jens HÃ¸gsberg Kristensen,300.0,LedelsespÃ¥tegningen er afgivet,2014-01-01,2014-12-31,-300.0,-300.0,-300.0,2015-12-31,2015-01-01,false,false,"Selskabet opfylder betingelserne i Ã¥rsregnskabslovens Â§135, stk 1, 3. pkt. Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for kommende Ã¥r ikke skal revideres.",false,false,Ingen bistand,urn:ofk:oid:22712018,indberetninger-20180424,2.5927877,25628888.0,,2018-03-29T09:22:11.469Z,2016-06-16T13:06:12.565Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PT,2016-06-16T13:06:12.778Z,,,,,,,,,,,
25628888,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzI3L2IwL2YxLzRlMTctNGFkMC1iYTgzLTQyNjQ1ZGJiYzgyNg.xhtml,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2Q5Lzc0L2ZiLzZhMzktNDA2MC05MmExLTM0MmVmNGZjODJhYg.pdf,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE1LzdiL2Q5Lzk3NGMtNDdmMi04YWY2LWFmZDFkMWVlNzFhNA.xml,true,KÃ¸benhavn K,1256.0,33.0,Amaliegade,1256 KÃ¸benhavn K,Amaliegade 33,Regnskabsklasse B,2016-05-31,2016-06-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i K/S D. Junk Parat, KÃ¸benhavn (CVR nr 36 49 75 64).</p>",25628888.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸gsberg Kristensen,Jens HÃ¸gsberg Kristensen,D. JUNK ApS,Jens HÃ¸gsberg Kristensen,,LedelsespÃ¥tegningen er afgivet,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,"Selskabet opfylder betingelserne i Ã¥rsregnskabslovens Â§135, stk 1, 3. pkt. Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for kommende Ã¥r ikke skal revideres.",false,false,Ingen bistand,urn:ofk:oid:22712018,indberetninger-20180424,2.5927877,25628888.0,,2018-03-29T09:22:11.469Z,2016-06-16T13:06:12.565Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PT,2016-06-16T13:06:12.778Z,,,,,,,,,,,
25628888,2015-01-01,2015-12-31,c10,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzI3L2IwL2YxLzRlMTctNGFkMC1iYTgzLTQyNjQ1ZGJiYzgyNg.xhtml,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2Q5Lzc0L2ZiLzZhMzktNDA2MC05MmExLTM0MmVmNGZjODJhYg.pdf,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE1LzdiL2Q5Lzk3NGMtNDdmMi04YWY2LWFmZDFkMWVlNzFhNA.xml,true,KÃ¸benhavn K,1256.0,33.0,Amaliegade,1256 KÃ¸benhavn K,Amaliegade 33,Regnskabsklasse B,2016-05-31,2016-06-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i K/S D. Junk Parat, KÃ¸benhavn (CVR nr 36 49 75 64).</p>",25628888.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸gsberg Kristensen,Jens HÃ¸gsberg Kristensen,D. JUNK ApS,Jens HÃ¸gsberg Kristensen,,LedelsespÃ¥tegningen er afgivet,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,false,false,"Selskabet opfylder betingelserne i Ã¥rsregnskabslovens Â§135, stk 1, 3. pkt. Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for kommende Ã¥r ikke skal revideres.",false,false,Ingen bistand,urn:ofk:oid:22712018,indberetninger-20180424,2.5927877,25628888.0,,2018-03-29T09:22:11.469Z,2016-06-16T13:06:12.565Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PT,2016-06-16T13:06:12.778Z,,,,,,,,,,,
25628888,2015-01-01,2015-12-31,c11,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzI3L2IwL2YxLzRlMTctNGFkMC1iYTgzLTQyNjQ1ZGJiYzgyNg.xhtml,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2Q5Lzc0L2ZiLzZhMzktNDA2MC05MmExLTM0MmVmNGZjODJhYg.pdf,http://regnskaber.virk.dk/88882652/ZG9rdW1lbnRsYWdlcjovLzAzL2JiLzE1LzdiL2Q5Lzk3NGMtNDdmMi04YWY2LWFmZDFkMWVlNzFhNA.xml,true,KÃ¸benhavn K,1256.0,33.0,Amaliegade,1256 KÃ¸benhavn K,Amaliegade 33,Regnskabsklasse B,2016-05-31,2016-06-16,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet er komplementar i K/S D. Junk Parat, KÃ¸benhavn (CVR nr 36 49 75 64).</p>",25628888.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens HÃ¸gsberg Kristensen,Jens HÃ¸gsberg Kristensen,D. JUNK ApS,Jens HÃ¸gsberg Kristensen,,LedelsespÃ¥tegningen er afgivet,2014-01-01,2014-12-31,-300.0,,,2015-12-31,2015-01-01,false,false,"Selskabet opfylder betingelserne i Ã¥rsregnskabslovens Â§135, stk 1, 3. pkt. Generalforsamlingen har truffet beslutning om, at Ã¥rsregnskabet for kommende Ã¥r ikke skal revideres.",false,false,Ingen bistand,urn:ofk:oid:22712018,indberetninger-20180424,2.5927877,25628888.0,,2018-03-29T09:22:11.469Z,2016-06-16T13:06:12.565Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-71-PT,2016-06-16T13:06:12.778Z,,,,,,,,,,,
