entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables
30194098,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzliLzE5LzNhL2MyYTAtNGE3MC1hNDg2LWYwMDc1NTRjNmJkMw.pdf,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E2LzJlL2JiLzdmN2UtNDRjYi04OGJkLTRmNmE0MmYyODgxMQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,FarsÃ¸,9640.0,106.0,Svingelbjergvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-12,2019-06-12,2019-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,125000.0,32285201.0,30194098.0,32285201.0,mne32783,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Team Lyngby ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kaj Kromann Laschewski,Mikkel Kragh Kjeldsen,Mikkel Kragh Kjeldsen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Team Lyngby ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",FarsÃ¸,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-12,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27518332,indberetninger-20180424,2.5097342,30194098,AWtkZcNhGQc-fA3G3Lr7,2019-06-17T07:46:14.186Z,2019-06-17T07:45:18.438Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-08-KJ,2019-06-17T07:45:18.705Z,,,,,,,,,,,,,,,,,,,
30194098,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzliLzE5LzNhL2MyYTAtNGE3MC1hNDg2LWYwMDc1NTRjNmJkMw.pdf,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E2LzJlL2JiLzdmN2UtNDRjYi04OGJkLTRmNmE0MmYyODgxMQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,FarsÃ¸,9640.0,106.0,Svingelbjergvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-12,2019-06-12,2019-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,-7740281.0,32285201.0,30194098.0,32285201.0,mne32783,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Team Lyngby ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kaj Kromann Laschewski,Mikkel Kragh Kjeldsen,Mikkel Kragh Kjeldsen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Team Lyngby ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",FarsÃ¸,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-12,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27518332,indberetninger-20180424,2.5097342,30194098,AWtkZcNhGQc-fA3G3Lr7,2019-06-17T07:46:14.186Z,2019-06-17T07:45:18.438Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-08-KJ,2019-06-17T07:45:18.705Z,,,,,,,,,,,,,,,,,,,
30194098,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzliLzE5LzNhL2MyYTAtNGE3MC1hNDg2LWYwMDc1NTRjNmJkMw.pdf,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E2LzJlL2JiLzdmN2UtNDRjYi04OGJkLTRmNmE0MmYyODgxMQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,FarsÃ¸,9640.0,106.0,Svingelbjergvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-12,2019-06-12,2019-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,,32285201.0,30194098.0,32285201.0,mne32783,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Team Lyngby ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kaj Kromann Laschewski,Mikkel Kragh Kjeldsen,Mikkel Kragh Kjeldsen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Team Lyngby ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",FarsÃ¸,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-12,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27518332,indberetninger-20180424,2.5097342,30194098,AWtkZcNhGQc-fA3G3Lr7,2019-06-17T07:46:14.186Z,2019-06-17T07:45:18.438Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-08-KJ,2019-06-17T07:45:18.705Z,-221848.0,,,,,,,,,,,,,,,,,,
30194098,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzliLzE5LzNhL2MyYTAtNGE3MC1hNDg2LWYwMDc1NTRjNmJkMw.pdf,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E2LzJlL2JiLzdmN2UtNDRjYi04OGJkLTRmNmE0MmYyODgxMQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,FarsÃ¸,9640.0,106.0,Svingelbjergvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-12,2019-06-12,2019-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,,32285201.0,30194098.0,32285201.0,mne32783,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Team Lyngby ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kaj Kromann Laschewski,Mikkel Kragh Kjeldsen,Mikkel Kragh Kjeldsen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Team Lyngby ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",FarsÃ¸,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-12,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27518332,indberetninger-20180424,2.5097342,30194098,AWtkZcNhGQc-fA3G3Lr7,2019-06-17T07:46:14.186Z,2019-06-17T07:45:18.438Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-08-KJ,2019-06-17T07:45:18.705Z,-221848.0,53500.0,283364.0,8016.0,283364.0,-221848.0,53500.0,,,,,,,,,,,,
30194098,2017-01-01,2017-12-31,c726,,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzliLzE5LzNhL2MyYTAtNGE3MC1hNDg2LWYwMDc1NTRjNmJkMw.pdf,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E2LzJlL2JiLzdmN2UtNDRjYi04OGJkLTRmNmE0MmYyODgxMQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,FarsÃ¸,9640.0,106.0,Svingelbjergvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-12,2019-06-12,2019-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,,32285201.0,30194098.0,32285201.0,mne32783,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Team Lyngby ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kaj Kromann Laschewski,Mikkel Kragh Kjeldsen,Mikkel Kragh Kjeldsen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Team Lyngby ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",FarsÃ¸,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-12,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27518332,indberetninger-20180424,2.5097342,30194098,AWtkZcNhGQc-fA3G3Lr7,2019-06-17T07:46:14.186Z,2019-06-17T07:45:18.438Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-08-KJ,2019-06-17T07:45:18.705Z,-221848.0,,,,,,,,,,,,,,,,,,
30194098,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzliLzE5LzNhL2MyYTAtNGE3MC1hNDg2LWYwMDc1NTRjNmJkMw.pdf,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E2LzJlL2JiLzdmN2UtNDRjYi04OGJkLTRmNmE0MmYyODgxMQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,FarsÃ¸,9640.0,106.0,Svingelbjergvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-12,2019-06-12,2019-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,-7837129.0,32285201.0,30194098.0,32285201.0,mne32783,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Team Lyngby ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kaj Kromann Laschewski,Mikkel Kragh Kjeldsen,Mikkel Kragh Kjeldsen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Team Lyngby ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",FarsÃ¸,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-12,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27518332,indberetninger-20180424,2.5097342,30194098,AWtkZcNhGQc-fA3G3Lr7,2019-06-17T07:46:14.186Z,2019-06-17T07:45:18.438Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-08-KJ,2019-06-17T07:45:18.705Z,,,,,,,,1508.0,1448.0,125000.0,1508.0,1508.0,7838637.0,7674899.0,60.0,-7962129.0,7838637.0,60.0,163738.0
30194098,2017-12-31,2017-12-31,c706,,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzliLzE5LzNhL2MyYTAtNGE3MC1hNDg2LWYwMDc1NTRjNmJkMw.pdf,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E2LzJlL2JiLzdmN2UtNDRjYi04OGJkLTRmNmE0MmYyODgxMQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,FarsÃ¸,9640.0,106.0,Svingelbjergvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-12,2019-06-12,2019-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,125000.0,32285201.0,30194098.0,32285201.0,mne32783,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Team Lyngby ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kaj Kromann Laschewski,Mikkel Kragh Kjeldsen,Mikkel Kragh Kjeldsen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Team Lyngby ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",FarsÃ¸,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-12,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27518332,indberetninger-20180424,2.5097342,30194098,AWtkZcNhGQc-fA3G3Lr7,2019-06-17T07:46:14.186Z,2019-06-17T07:45:18.438Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-08-KJ,2019-06-17T07:45:18.705Z,,,,,,,,,,,,,,,,,,,
30194098,2017-12-31,2017-12-31,c727,,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzliLzE5LzNhL2MyYTAtNGE3MC1hNDg2LWYwMDc1NTRjNmJkMw.pdf,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E2LzJlL2JiLzdmN2UtNDRjYi04OGJkLTRmNmE0MmYyODgxMQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,FarsÃ¸,9640.0,106.0,Svingelbjergvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-12,2019-06-12,2019-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,-7962129.0,32285201.0,30194098.0,32285201.0,mne32783,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Team Lyngby ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kaj Kromann Laschewski,Mikkel Kragh Kjeldsen,Mikkel Kragh Kjeldsen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Team Lyngby ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",FarsÃ¸,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-12,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27518332,indberetninger-20180424,2.5097342,30194098,AWtkZcNhGQc-fA3G3Lr7,2019-06-17T07:46:14.186Z,2019-06-17T07:45:18.438Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-08-KJ,2019-06-17T07:45:18.705Z,,,,,,,,,,,,,,,,,,,
30194098,2018-01-01,2018-01-01,c177,,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzliLzE5LzNhL2MyYTAtNGE3MC1hNDg2LWYwMDc1NTRjNmJkMw.pdf,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E2LzJlL2JiLzdmN2UtNDRjYi04OGJkLTRmNmE0MmYyODgxMQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,FarsÃ¸,9640.0,106.0,Svingelbjergvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-12,2019-06-12,2019-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,125000.0,32285201.0,30194098.0,32285201.0,mne32783,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Team Lyngby ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kaj Kromann Laschewski,Mikkel Kragh Kjeldsen,Mikkel Kragh Kjeldsen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Team Lyngby ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",FarsÃ¸,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-12,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27518332,indberetninger-20180424,2.5097342,30194098,AWtkZcNhGQc-fA3G3Lr7,2019-06-17T07:46:14.186Z,2019-06-17T07:45:18.438Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-08-KJ,2019-06-17T07:45:18.705Z,,,,,,,,,,,,,,,,,,,
30194098,2018-01-01,2018-01-01,c195,,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzliLzE5LzNhL2MyYTAtNGE3MC1hNDg2LWYwMDc1NTRjNmJkMw.pdf,http://regnskaber.virk.dk/89049103/ZG9rdW1lbnRsYWdlcjovLzAzL2YwL2E2LzJlL2JiLzdmN2UtNDRjYi04OGJkLTRmNmE0MmYyODgxMQ.xml,Danmark,Risskov,8240.0,"16, 2. sal",Voldbjergvej,FarsÃ¸,9640.0,106.0,Svingelbjergvej,"8240, Risskov","Voldbjergvej, 16, 2. sal",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2018 for opfyldt.,2019-06-12,2019-06-12,2019-06-12,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration mv.,-7962129.0,32285201.0,30194098.0,32285201.0,mne32783,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Team Lyngby ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kaj Kromann Laschewski,Mikkel Kragh Kjeldsen,Mikkel Kragh Kjeldsen,"Martinsen, Statsautoriseret Revisionspartnerselskab",Team Lyngby ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",FarsÃ¸,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-12,Risskov,87 43 96 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27518332,indberetninger-20180424,2.5097342,30194098,AWtkZcNhGQc-fA3G3Lr7,2019-06-17T07:46:14.186Z,2019-06-17T07:45:18.438Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-08-KJ,2019-06-17T07:45:18.705Z,,,,,,,,,,,,,,,,,,,
