entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
35043829,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzNmLzU4LzU0LzJjNTQtNDU2Ny05MDgzLWU3Mzk1MjUxODQwYQ.pdf,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2QwLzNkL2Y0L2I2M2EtNDk4MS05YzI4LWU4NWM3YjljN2JhMA.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,9310 Vodskov,Ravndalen 100,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Birk Kontorservice ApS,124328.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-126654.0,2019-03-11,2013-02-12,2019-03-14,Statsautoriseret revisor,-10625.0,20222670.0,35043829.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Birk Kontorservice ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lone Birk Andersen,Lone Birk Andersen,Birk Kontorservice ApS,BDO Statsautoriseret revisionsaktieselskab,671.0,Vodskov,2017-01-01,2017-12-31,-7628.0,-9954.0,Aalborg,2018-12-31,2018-01-01,true,2019-03-11,BrÃ¸nderslev,-2326.0,urn:ofk:oid:26841700,indberetninger-20180424,2.5124266,35043829.0,AWmQXyvSRYGX6_YTF-p7,2019-03-18T10:35:52.362Z,2019-03-18T10:35:49.662Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-93-BH,2019-03-18T10:35:49.809Z,,,,,,,,,,,,,,,,,
35043829,2017-01-01,2017-12-31,c213,,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzNmLzU4LzU0LzJjNTQtNDU2Ny05MDgzLWU3Mzk1MjUxODQwYQ.pdf,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2QwLzNkL2Y0L2I2M2EtNDk4MS05YzI4LWU4NWM3YjljN2JhMA.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,9310 Vodskov,Ravndalen 100,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Birk Kontorservice ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-03-11,2013-02-12,2019-03-14,Statsautoriseret revisor,,20222670.0,35043829.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Birk Kontorservice ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lone Birk Andersen,Lone Birk Andersen,Birk Kontorservice ApS,BDO Statsautoriseret revisionsaktieselskab,,Vodskov,2017-01-01,2017-12-31,-7628.0,,Aalborg,2018-12-31,2018-01-01,true,2019-03-11,BrÃ¸nderslev,,urn:ofk:oid:26841700,indberetninger-20180424,2.5124266,35043829.0,AWmQXyvSRYGX6_YTF-p7,2019-03-18T10:35:52.362Z,2019-03-18T10:35:49.662Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-93-BH,2019-03-18T10:35:49.809Z,,,,,,,,,,,,,,,,,
35043829,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzNmLzU4LzU0LzJjNTQtNDU2Ny05MDgzLWU3Mzk1MjUxODQwYQ.pdf,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2QwLzNkL2Y0L2I2M2EtNDk4MS05YzI4LWU4NWM3YjljN2JhMA.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,9310 Vodskov,Ravndalen 100,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Birk Kontorservice ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-03-11,2013-02-12,2019-03-14,Statsautoriseret revisor,,20222670.0,35043829.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Birk Kontorservice ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lone Birk Andersen,Lone Birk Andersen,Birk Kontorservice ApS,BDO Statsautoriseret revisionsaktieselskab,,Vodskov,2017-01-01,2017-12-31,,,Aalborg,2018-12-31,2018-01-01,true,2019-03-11,BrÃ¸nderslev,,urn:ofk:oid:26841700,indberetninger-20180424,2.5124266,35043829.0,AWmQXyvSRYGX6_YTF-p7,2019-03-18T10:35:52.362Z,2019-03-18T10:35:49.662Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-93-BH,2019-03-18T10:35:49.809Z,157288.0,6867.0,80000.0,23367.0,72386.0,157288.0,84902.0,400.0,-7614.0,84902.0,73816.0,150421.0,0.0,126654.0,10625.0,,
35043829,2018-01-01,2018-01-01,c230,,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzNmLzU4LzU0LzJjNTQtNDU2Ny05MDgzLWU3Mzk1MjUxODQwYQ.pdf,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2QwLzNkL2Y0L2I2M2EtNDk4MS05YzI4LWU4NWM3YjljN2JhMA.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,9310 Vodskov,Ravndalen 100,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Birk Kontorservice ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-03-11,2013-02-12,2019-03-14,Statsautoriseret revisor,,20222670.0,35043829.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Birk Kontorservice ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lone Birk Andersen,Lone Birk Andersen,Birk Kontorservice ApS,BDO Statsautoriseret revisionsaktieselskab,,Vodskov,2017-01-01,2017-12-31,,,Aalborg,2018-12-31,2018-01-01,true,2019-03-11,BrÃ¸nderslev,,urn:ofk:oid:26841700,indberetninger-20180424,2.5124266,35043829.0,AWmQXyvSRYGX6_YTF-p7,2019-03-18T10:35:52.362Z,2019-03-18T10:35:49.662Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-93-BH,2019-03-18T10:35:49.809Z,,,,,80000.0,,,,,,,,,,,,
35043829,2018-01-01,2018-01-01,c248,,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzNmLzU4LzU0LzJjNTQtNDU2Ny05MDgzLWU3Mzk1MjUxODQwYQ.pdf,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2QwLzNkL2Y0L2I2M2EtNDk4MS05YzI4LWU4NWM3YjljN2JhMA.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,9310 Vodskov,Ravndalen 100,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Birk Kontorservice ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-03-11,2013-02-12,2019-03-14,Statsautoriseret revisor,,20222670.0,35043829.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Birk Kontorservice ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lone Birk Andersen,Lone Birk Andersen,Birk Kontorservice ApS,BDO Statsautoriseret revisionsaktieselskab,,Vodskov,2017-01-01,2017-12-31,,,Aalborg,2018-12-31,2018-01-01,true,2019-03-11,BrÃ¸nderslev,,urn:ofk:oid:26841700,indberetninger-20180424,2.5124266,35043829.0,AWmQXyvSRYGX6_YTF-p7,2019-03-18T10:35:52.362Z,2019-03-18T10:35:49.662Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-93-BH,2019-03-18T10:35:49.809Z,,,,,-7614.0,,,,,,,,,,,,
35043829,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzNmLzU4LzU0LzJjNTQtNDU2Ny05MDgzLWU3Mzk1MjUxODQwYQ.pdf,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2QwLzNkL2Y0L2I2M2EtNDk4MS05YzI4LWU4NWM3YjljN2JhMA.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,9310 Vodskov,Ravndalen 100,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Birk Kontorservice ApS,-1100.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,0.0,2019-03-11,2013-02-12,2019-03-14,Statsautoriseret revisor,-5000.0,20222670.0,35043829.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Birk Kontorservice ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lone Birk Andersen,Lone Birk Andersen,Birk Kontorservice ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,Vodskov,2017-01-01,2017-12-31,-3900.0,-5000.0,Aalborg,2018-12-31,2018-01-01,true,2019-03-11,BrÃ¸nderslev,-1100.0,urn:ofk:oid:26841700,indberetninger-20180424,2.5124266,35043829.0,AWmQXyvSRYGX6_YTF-p7,2019-03-18T10:35:52.362Z,2019-03-18T10:35:49.662Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-93-BH,2019-03-18T10:35:49.809Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
35043829,2018-01-01,2018-12-31,c212,,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzNmLzU4LzU0LzJjNTQtNDU2Ny05MDgzLWU3Mzk1MjUxODQwYQ.pdf,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2QwLzNkL2Y0L2I2M2EtNDk4MS05YzI4LWU4NWM3YjljN2JhMA.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,9310 Vodskov,Ravndalen 100,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Birk Kontorservice ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-03-11,2013-02-12,2019-03-14,Statsautoriseret revisor,,20222670.0,35043829.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Birk Kontorservice ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lone Birk Andersen,Lone Birk Andersen,Birk Kontorservice ApS,BDO Statsautoriseret revisionsaktieselskab,,Vodskov,2017-01-01,2017-12-31,-3900.0,,Aalborg,2018-12-31,2018-01-01,true,2019-03-11,BrÃ¸nderslev,,urn:ofk:oid:26841700,indberetninger-20180424,2.5124266,35043829.0,AWmQXyvSRYGX6_YTF-p7,2019-03-18T10:35:52.362Z,2019-03-18T10:35:49.662Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-93-BH,2019-03-18T10:35:49.809Z,,,,,,,,,,,,,,,,,
35043829,2018-01-01,2018-12-31,c247,,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzNmLzU4LzU0LzJjNTQtNDU2Ny05MDgzLWU3Mzk1MjUxODQwYQ.pdf,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2QwLzNkL2Y0L2I2M2EtNDk4MS05YzI4LWU4NWM3YjljN2JhMA.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,9310 Vodskov,Ravndalen 100,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Birk Kontorservice ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-03-11,2013-02-12,2019-03-14,Statsautoriseret revisor,,20222670.0,35043829.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Birk Kontorservice ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lone Birk Andersen,Lone Birk Andersen,Birk Kontorservice ApS,BDO Statsautoriseret revisionsaktieselskab,,Vodskov,2017-01-01,2017-12-31,-3900.0,,Aalborg,2018-12-31,2018-01-01,true,2019-03-11,BrÃ¸nderslev,,urn:ofk:oid:26841700,indberetninger-20180424,2.5124266,35043829.0,AWmQXyvSRYGX6_YTF-p7,2019-03-18T10:35:52.362Z,2019-03-18T10:35:49.662Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-93-BH,2019-03-18T10:35:49.809Z,,,,,,,,,,,,,,,,,
35043829,2018-01-01,2018-12-31,c306,,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzNmLzU4LzU0LzJjNTQtNDU2Ny05MDgzLWU3Mzk1MjUxODQwYQ.pdf,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2QwLzNkL2Y0L2I2M2EtNDk4MS05YzI4LWU4NWM3YjljN2JhMA.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,9310 Vodskov,Ravndalen 100,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Birk Kontorservice ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-03-11,2013-02-12,2019-03-14,Statsautoriseret revisor,,20222670.0,35043829.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Birk Kontorservice ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lone Birk Andersen,Lone Birk Andersen,Birk Kontorservice ApS,BDO Statsautoriseret revisionsaktieselskab,,Vodskov,2017-01-01,2017-12-31,,,Aalborg,2018-12-31,2018-01-01,true,2019-03-11,BrÃ¸nderslev,,urn:ofk:oid:26841700,indberetninger-20180424,2.5124266,35043829.0,AWmQXyvSRYGX6_YTF-p7,2019-03-18T10:35:52.362Z,2019-03-18T10:35:49.662Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-93-BH,2019-03-18T10:35:49.809Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
35043829,2018-01-01,2018-12-31,c726,,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzNmLzU4LzU0LzJjNTQtNDU2Ny05MDgzLWU3Mzk1MjUxODQwYQ.pdf,http://regnskaber.virk.dk/92834053/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2QwLzNkL2Y0L2I2M2EtNDk4MS05YzI4LWU4NWM3YjljN2JhMA.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,9310 Vodskov,Ravndalen 100,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Birk Kontorservice ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-03-11,2013-02-12,2019-03-14,Statsautoriseret revisor,,20222670.0,35043829.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Birk Kontorservice ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Lone Birk Andersen,Lone Birk Andersen,Birk Kontorservice ApS,BDO Statsautoriseret revisionsaktieselskab,,Vodskov,2017-01-01,2017-12-31,,,Aalborg,2018-12-31,2018-01-01,true,2019-03-11,BrÃ¸nderslev,,urn:ofk:oid:26841700,indberetninger-20180424,2.5124266,35043829.0,AWmQXyvSRYGX6_YTF-p7,2019-03-18T10:35:52.362Z,2019-03-18T10:35:49.662Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-93-BH,2019-03-18T10:35:49.809Z,,,,,,,,,,,,,,,,,
