entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,WritedownsOfCurrentAssetsOtherThanCurrentFinancialAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
21702587,2013-07-01,2014-06-30,ID_11,,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzFlL2MxLzA5L2ZhOGEtNDBjYi1hYmYyLThkZWQxYmY2NzMzMg.pdf,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2EyLzExLzFlL2E3NWMtNGFiNy05YjhiLTQzODhiMmExY2E2ZA.xml,"Ãrhus C, 8000",Store Torv 5,Til kapitalejerne i Lundgren Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-04,2015-12-09,mail@jenslundgren.dk,21702587.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Lundgren Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Lundgreen Olesen,Lundgren Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab","Bramstrup, den 4. december 2015",-1769339.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-12-04,Aarhus,40407414.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21763377,indberetninger-20180424,2.5122902000000003,21702587.0,,2018-03-30T20:42:12.920Z,2015-12-09T13:40:46.244Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-29-DG,2015-12-09T13:40:46.379Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21702587,2013-07-01,2014-06-30,ID_13,,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzFlL2MxLzA5L2ZhOGEtNDBjYi1hYmYyLThkZWQxYmY2NzMzMg.pdf,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2EyLzExLzFlL2E3NWMtNGFiNy05YjhiLTQzODhiMmExY2E2ZA.xml,"Ãrhus C, 8000",Store Torv 5,Til kapitalejerne i Lundgren Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-04,2015-12-09,mail@jenslundgren.dk,21702587.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Lundgren Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Lundgreen Olesen,Lundgren Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab","Bramstrup, den 4. december 2015",-1769339.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-12-04,Aarhus,40407414.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21763377,indberetninger-20180424,2.5122902000000003,21702587.0,,2018-03-30T20:42:12.920Z,2015-12-09T13:40:46.244Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-29-DG,2015-12-09T13:40:46.379Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21702587,2013-07-01,2014-06-30,ID_9,,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzFlL2MxLzA5L2ZhOGEtNDBjYi1hYmYyLThkZWQxYmY2NzMzMg.pdf,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2EyLzExLzFlL2E3NWMtNGFiNy05YjhiLTQzODhiMmExY2E2ZA.xml,"Ãrhus C, 8000",Store Torv 5,Til kapitalejerne i Lundgren Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-04,2015-12-09,mail@jenslundgren.dk,21702587.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Lundgren Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Lundgreen Olesen,Lundgren Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab","Bramstrup, den 4. december 2015",1769339.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-12-04,Aarhus,40407414.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21763377,indberetninger-20180424,2.5122902000000003,21702587.0,,2018-03-30T20:42:12.920Z,2015-12-09T13:40:46.244Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-29-DG,2015-12-09T13:40:46.379Z,6333.0,136107.0,942861.0,201317.0,900583.0,1784548.0,142421.0,15209.0,-12647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21702587,2014-06-30,2014-06-30,ID_15,,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzFlL2MxLzA5L2ZhOGEtNDBjYi1hYmYyLThkZWQxYmY2NzMzMg.pdf,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2EyLzExLzFlL2E3NWMtNGFiNy05YjhiLTQzODhiMmExY2E2ZA.xml,"Ãrhus C, 8000",Store Torv 5,Til kapitalejerne i Lundgren Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-04,2015-12-09,mail@jenslundgren.dk,21702587.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Lundgren Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Lundgreen Olesen,Lundgren Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab","Bramstrup, den 4. december 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-12-04,Aarhus,40407414.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21763377,indberetninger-20180424,2.5122902000000003,21702587.0,,2018-03-30T20:42:12.920Z,2015-12-09T13:40:46.244Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-29-DG,2015-12-09T13:40:46.379Z,,,,,,,,,,6217660.0,157.0,125000.0,5152382.0,1033094.0,0.0,1121733.0,122417.0,6217660.0,5095927.0,2179936.0,942861.0,942861.0,2179936.0,1065278.0,4330.0,1085701.0,122417.0,996733.0,4330.0,2915991.0,200000.0,944121.0,686169.0,5147895.0,900000.0,827000.0,2384809.0,2992.0,
21702587,2014-07-01,2015-06-30,ID_0,,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzFlL2MxLzA5L2ZhOGEtNDBjYi1hYmYyLThkZWQxYmY2NzMzMg.pdf,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2EyLzExLzFlL2E3NWMtNGFiNy05YjhiLTQzODhiMmExY2E2ZA.xml,"Ãrhus C, 8000",Store Torv 5,Til kapitalejerne i Lundgren Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-04,2015-12-09,mail@jenslundgren.dk,21702587.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Lundgren Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Lundgreen Olesen,Lundgren Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab","Bramstrup, den 4. december 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-12-04,Aarhus,40407414.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21763377,indberetninger-20180424,2.5122902000000003,21702587.0,,2018-03-30T20:42:12.920Z,2015-12-09T13:40:46.244Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-29-DG,2015-12-09T13:40:46.379Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21702587,2014-07-01,2015-06-30,ID_1,,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzFlL2MxLzA5L2ZhOGEtNDBjYi1hYmYyLThkZWQxYmY2NzMzMg.pdf,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2EyLzExLzFlL2E3NWMtNGFiNy05YjhiLTQzODhiMmExY2E2ZA.xml,"Ãrhus C, 8000",Store Torv 5,Til kapitalejerne i Lundgren Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-04,2015-12-09,mail@jenslundgren.dk,21702587.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Lundgren Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Lundgreen Olesen,Lundgren Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab","Bramstrup, den 4. december 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-12-04,Aarhus,40407414.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21763377,indberetninger-20180424,2.5122902000000003,21702587.0,,2018-03-30T20:42:12.920Z,2015-12-09T13:40:46.244Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-29-DG,2015-12-09T13:40:46.379Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21702587,2014-07-01,2015-06-30,ID_10,,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzFlL2MxLzA5L2ZhOGEtNDBjYi1hYmYyLThkZWQxYmY2NzMzMg.pdf,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2EyLzExLzFlL2E3NWMtNGFiNy05YjhiLTQzODhiMmExY2E2ZA.xml,"Ãrhus C, 8000",Store Torv 5,Til kapitalejerne i Lundgren Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-04,2015-12-09,mail@jenslundgren.dk,21702587.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Lundgren Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Lundgreen Olesen,Lundgren Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab","Bramstrup, den 4. december 2015",76884.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-12-04,Aarhus,40407414.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21763377,indberetninger-20180424,2.5122902000000003,21702587.0,,2018-03-30T20:42:12.920Z,2015-12-09T13:40:46.244Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-29-DG,2015-12-09T13:40:46.379Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21702587,2014-07-01,2015-06-30,ID_12,,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzFlL2MxLzA5L2ZhOGEtNDBjYi1hYmYyLThkZWQxYmY2NzMzMg.pdf,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2EyLzExLzFlL2E3NWMtNGFiNy05YjhiLTQzODhiMmExY2E2ZA.xml,"Ãrhus C, 8000",Store Torv 5,Til kapitalejerne i Lundgren Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-04,2015-12-09,mail@jenslundgren.dk,21702587.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Lundgren Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Lundgreen Olesen,Lundgren Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab","Bramstrup, den 4. december 2015",76884.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-12-04,Aarhus,40407414.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21763377,indberetninger-20180424,2.5122902000000003,21702587.0,,2018-03-30T20:42:12.920Z,2015-12-09T13:40:46.244Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-29-DG,2015-12-09T13:40:46.379Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21702587,2014-07-01,2015-06-30,ID_16,,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzFlL2MxLzA5L2ZhOGEtNDBjYi1hYmYyLThkZWQxYmY2NzMzMg.pdf,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2EyLzExLzFlL2E3NWMtNGFiNy05YjhiLTQzODhiMmExY2E2ZA.xml,"Ãrhus C, 8000",Store Torv 5,Til kapitalejerne i Lundgren Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-04,2015-12-09,mail@jenslundgren.dk,21702587.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Lundgren Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Lundgreen Olesen,Lundgren Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab","Bramstrup, den 4. december 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-12-04,Aarhus,40407414.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21763377,indberetninger-20180424,2.5122902000000003,21702587.0,,2018-03-30T20:42:12.920Z,2015-12-09T13:40:46.244Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-29-DG,2015-12-09T13:40:46.379Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21702587,2014-07-01,2015-06-30,ID_17,,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzLzg3LzFlL2MxLzA5L2ZhOGEtNDBjYi1hYmYyLThkZWQxYmY2NzMzMg.pdf,http://regnskaber.virk.dk/78520712/ZG9rdW1lbnRsYWdlcjovLzAzL2M4L2EyLzExLzFlL2E3NWMtNGFiNy05YjhiLTQzODhiMmExY2E2ZA.xml,"Ãrhus C, 8000",Store Torv 5,Til kapitalejerne i Lundgren Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er ledelsens opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",2015-12-04,2015-12-09,mail@jenslundgren.dk,21702587.0,14343849.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Lundgren Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter ledelsens opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Lundgreen Olesen,Lundgren Holding ApS,"Abel & JÃ¸rgensen, Registreret revisionsanpartsselskab","Bramstrup, den 4. december 2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-07-01,2015-12-04,Aarhus,40407414.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:21763377,indberetninger-20180424,2.5122902000000003,21702587.0,,2018-03-30T20:42:12.920Z,2015-12-09T13:40:46.244Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-29-DG,2015-12-09T13:40:46.379Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
