entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ProposedDividendRecognisedInEquity,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
28991037,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2RkLzgwLzQ0LzI4NDAtNGUwMS04ZWY5LTg5OTMzYzI1ZDYyNg.pdf,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzcwL2UyL2M1LzA0ODUtNDc3ZC04ZWE4LWI0MTM5NTIyOTI0MQ.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-31,2019-01-31,2005-08-30,2019-04-01,28991037.0,32087310.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Anders JÃ¸rgensen Holding ApS.,Ãrsrapport,Flemming Jensen,Anders JÃ¸rgensen Holding ApS,Regnskab & BogfÃ¸ring ApS,KÃ¸benhavn,2017-01-01,2017-12-31,-48417.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26949156,indberetninger-20180424,2.5097342,28991037.0,AWnyc3NKRYGX6_YTGpC7,2019-04-06T11:41:19.658Z,2019-04-06T11:40:45.232Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-53-CE,2019-04-06T11:40:45.591Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28991037,2017-01-01,2017-12-31,ID_5,,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2RkLzgwLzQ0LzI4NDAtNGUwMS04ZWY5LTg5OTMzYzI1ZDYyNg.pdf,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzcwL2UyL2M1LzA0ODUtNDc3ZC04ZWE4LWI0MTM5NTIyOTI0MQ.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-31,2019-01-31,2005-08-30,2019-04-01,28991037.0,32087310.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Anders JÃ¸rgensen Holding ApS.,Ãrsrapport,Flemming Jensen,Anders JÃ¸rgensen Holding ApS,Regnskab & BogfÃ¸ring ApS,KÃ¸benhavn,2017-01-01,2017-12-31,75053.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26949156,indberetninger-20180424,2.5097342,28991037.0,AWnyc3NKRYGX6_YTGpC7,2019-04-06T11:41:19.658Z,2019-04-06T11:40:45.232Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-53-CE,2019-04-06T11:40:45.591Z,-6280.0,23470.0,75027.0,-6280.0,4136.0,-26.0,,,,,,,,,,,,,,,,,,,,
28991037,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2RkLzgwLzQ0LzI4NDAtNGUwMS04ZWY5LTg5OTMzYzI1ZDYyNg.pdf,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzcwL2UyL2M1LzA0ODUtNDc3ZC04ZWE4LWI0MTM5NTIyOTI0MQ.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-31,2019-01-31,2005-08-30,2019-04-01,28991037.0,32087310.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Anders JÃ¸rgensen Holding ApS.,Ãrsrapport,Flemming Jensen,Anders JÃ¸rgensen Holding ApS,Regnskab & BogfÃ¸ring ApS,KÃ¸benhavn,2017-01-01,2017-12-31,100000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26949156,indberetninger-20180424,2.5097342,28991037.0,AWnyc3NKRYGX6_YTGpC7,2019-04-06T11:41:19.658Z,2019-04-06T11:40:45.232Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-53-CE,2019-04-06T11:40:45.591Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28991037,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2RkLzgwLzQ0LzI4NDAtNGUwMS04ZWY5LTg5OTMzYzI1ZDYyNg.pdf,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzcwL2UyL2M1LzA0ODUtNDc3ZC04ZWE4LWI0MTM5NTIyOTI0MQ.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-31,2019-01-31,2005-08-30,2019-04-01,28991037.0,32087310.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Anders JÃ¸rgensen Holding ApS.,Ãrsrapport,Flemming Jensen,Anders JÃ¸rgensen Holding ApS,Regnskab & BogfÃ¸ring ApS,KÃ¸benhavn,2017-01-01,2017-12-31,23470.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26949156,indberetninger-20180424,2.5097342,28991037.0,AWnyc3NKRYGX6_YTGpC7,2019-04-06T11:41:19.658Z,2019-04-06T11:40:45.232Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-53-CE,2019-04-06T11:40:45.591Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28991037,2017-12-31,2017-12-31,ID_3,,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2RkLzgwLzQ0LzI4NDAtNGUwMS04ZWY5LTg5OTMzYzI1ZDYyNg.pdf,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzcwL2UyL2M1LzA0ODUtNDc3ZC04ZWE4LWI0MTM5NTIyOTI0MQ.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-31,2019-01-31,2005-08-30,2019-04-01,28991037.0,32087310.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Anders JÃ¸rgensen Holding ApS.,Ãrsrapport,Flemming Jensen,Anders JÃ¸rgensen Holding ApS,Regnskab & BogfÃ¸ring ApS,KÃ¸benhavn,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26949156,indberetninger-20180424,2.5097342,28991037.0,AWnyc3NKRYGX6_YTGpC7,2019-04-06T11:41:19.658Z,2019-04-06T11:40:45.232Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-53-CE,2019-04-06T11:40:45.591Z,,,,,,,1079457.0,28185.0,125000.0,109146.0,1073207.0,1079457.0,6250.0,970311.0,970311.0,970311.0,100000.0,2896.0,845311.0,6250.0,80961.0,62961.0,18000.0,0.0,6250.0,
28991037,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2RkLzgwLzQ0LzI4NDAtNGUwMS04ZWY5LTg5OTMzYzI1ZDYyNg.pdf,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzcwL2UyL2M1LzA0ODUtNDc3ZC04ZWE4LWI0MTM5NTIyOTI0MQ.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-31,2019-01-31,2005-08-30,2019-04-01,28991037.0,32087310.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Anders JÃ¸rgensen Holding ApS.,Ãrsrapport,Flemming Jensen,Anders JÃ¸rgensen Holding ApS,Regnskab & BogfÃ¸ring ApS,KÃ¸benhavn,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26949156,indberetninger-20180424,2.5097342,28991037.0,AWnyc3NKRYGX6_YTGpC7,2019-04-06T11:41:19.658Z,2019-04-06T11:40:45.232Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-53-CE,2019-04-06T11:40:45.591Z,,,,,,,,,,,,,,,,,,,,,,,,,,Anders JÃ¸rgensen
28991037,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2RkLzgwLzQ0LzI4NDAtNGUwMS04ZWY5LTg5OTMzYzI1ZDYyNg.pdf,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzcwL2UyL2M1LzA0ODUtNDc3ZC04ZWE4LWI0MTM5NTIyOTI0MQ.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-31,2019-01-31,2005-08-30,2019-04-01,28991037.0,32087310.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Anders JÃ¸rgensen Holding ApS.,Ãrsrapport,Flemming Jensen,Anders JÃ¸rgensen Holding ApS,Regnskab & BogfÃ¸ring ApS,KÃ¸benhavn,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26949156,indberetninger-20180424,2.5097342,28991037.0,AWnyc3NKRYGX6_YTGpC7,2019-04-06T11:41:19.658Z,2019-04-06T11:40:45.232Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-53-CE,2019-04-06T11:40:45.591Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28991037,2018-01-01,2018-12-31,ID_10,,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2RkLzgwLzQ0LzI4NDAtNGUwMS04ZWY5LTg5OTMzYzI1ZDYyNg.pdf,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzcwL2UyL2M1LzA0ODUtNDc3ZC04ZWE4LWI0MTM5NTIyOTI0MQ.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-31,2019-01-31,2005-08-30,2019-04-01,28991037.0,32087310.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Anders JÃ¸rgensen Holding ApS.,Ãrsrapport,Flemming Jensen,Anders JÃ¸rgensen Holding ApS,Regnskab & BogfÃ¸ring ApS,KÃ¸benhavn,2017-01-01,2017-12-31,-2097.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26949156,indberetninger-20180424,2.5097342,28991037.0,AWnyc3NKRYGX6_YTGpC7,2019-04-06T11:41:19.658Z,2019-04-06T11:40:45.232Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-53-CE,2019-04-06T11:40:45.591Z,,,,,,,,,,,,,,,,,,,,,,,,,,
28991037,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2RkLzgwLzQ0LzI4NDAtNGUwMS04ZWY5LTg5OTMzYzI1ZDYyNg.pdf,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzcwL2UyL2M1LzA0ODUtNDc3ZC04ZWE4LWI0MTM5NTIyOTI0MQ.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-31,2019-01-31,2005-08-30,2019-04-01,28991037.0,32087310.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Anders JÃ¸rgensen Holding ApS.,Ãrsrapport,Flemming Jensen,Anders JÃ¸rgensen Holding ApS,Regnskab & BogfÃ¸ring ApS,KÃ¸benhavn,2017-01-01,2017-12-31,249856.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26949156,indberetninger-20180424,2.5097342,28991037.0,AWnyc3NKRYGX6_YTGpC7,2019-04-06T11:41:19.658Z,2019-04-06T11:40:45.232Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-53-CE,2019-04-06T11:40:45.591Z,-6265.0,143953.0,248686.0,-6265.0,29.0,-1170.0,,,,,,,,,,,,,,,,,,,,
28991037,2018-01-01,2018-12-31,ID_6,,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2RkLzgwLzQ0LzI4NDAtNGUwMS04ZWY5LTg5OTMzYzI1ZDYyNg.pdf,http://regnskaber.virk.dk/73019982/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzcwL2UyL2M1LzA0ODUtNDc3ZC04ZWE4LWI0MTM5NTIyOTI0MQ.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-01-31,2019-01-31,2005-08-30,2019-04-01,28991037.0,32087310.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Anders JÃ¸rgensen Holding ApS.,Ãrsrapport,Flemming Jensen,Anders JÃ¸rgensen Holding ApS,Regnskab & BogfÃ¸ring ApS,KÃ¸benhavn,2017-01-01,2017-12-31,108000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26949156,indberetninger-20180424,2.5097342,28991037.0,AWnyc3NKRYGX6_YTGpC7,2019-04-06T11:41:19.658Z,2019-04-06T11:40:45.232Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-53-CE,2019-04-06T11:40:45.591Z,,,,,,,,,,,,,,,,,,,,,,,,,,
