entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
29834180,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzgxLzg3LzZkLzdhODgtNDlmZC04OTFkLTIwMjNkYjgzYjFmZQ.xhtml,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI4L2RlLzFhLzdmMTYtNGFkNi1iYTJmLTZhY2Q1NGI3ZWYwZA.pdf,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzA5L2UyLzM4LzE4ZTQtNGQ4Mi04MzU5LTRiODYyZjQ3N2VkYQ.xml,true,Danmark,DK,Roskilde,4000.0,4.0,Hovedvejen,UgerlÃ¸se,4350.0,45.0,TjÃ¸rneholm,4000 Roskilde,Hovedvejen 4,Til ledelsen i ViCars.dk ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-07,3500.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med administrationsselskabet Vicars.dk Holding ApS forÂ skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter somÂ udbytteskat og royaltyskat.</p>",info@vicars.dk,171406.0,219466.0,29834180.0,mne6154,1008543298.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Iben Green Madsen,Mogens Milland,Mogens Henning Milland,VICARS.DK ApS,Iben Green Madsen,2077.0,6827.0,UgerlÃ¸se,2017-01-01,2017-12-31,38381.0,49310.0,44560.0,2018-12-31,2018-01-01,true,2019-05-07,Roskilde,10929.0,20985464.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199520,indberetninger-20180424,2.5949414,29834180.0,AWrfYBN0RYGX6_YTH6Qe,2019-05-22T11:50:23.974Z,2019-05-22T11:49:36.216Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-40-MB,2019-05-22T11:49:36.455Z,,,,,,,,,,,,,,,,,,,,,,
29834180,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzgxLzg3LzZkLzdhODgtNDlmZC04OTFkLTIwMjNkYjgzYjFmZQ.xhtml,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI4L2RlLzFhLzdmMTYtNGFkNi1iYTJmLTZhY2Q1NGI3ZWYwZA.pdf,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzA5L2UyLzM4LzE4ZTQtNGQ4Mi04MzU5LTRiODYyZjQ3N2VkYQ.xml,true,Danmark,DK,Roskilde,4000.0,4.0,Hovedvejen,UgerlÃ¸se,4350.0,45.0,TjÃ¸rneholm,4000 Roskilde,Hovedvejen 4,Til ledelsen i ViCars.dk ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-07,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med administrationsselskabet Vicars.dk Holding ApS forÂ skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter somÂ udbytteskat og royaltyskat.</p>",info@vicars.dk,,,29834180.0,mne6154,1008543298.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Iben Green Madsen,Mogens Milland,Mogens Henning Milland,VICARS.DK ApS,Iben Green Madsen,,,UgerlÃ¸se,2017-01-01,2017-12-31,38381.0,,,2018-12-31,2018-01-01,true,2019-05-07,Roskilde,,20985464.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199520,indberetninger-20180424,2.5949414,29834180.0,AWrfYBN0RYGX6_YTH6Qe,2019-05-22T11:50:23.974Z,2019-05-22T11:49:36.216Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-40-MB,2019-05-22T11:49:36.455Z,,,,,,,,,,,,,,,,,,,,,,
29834180,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzgxLzg3LzZkLzdhODgtNDlmZC04OTFkLTIwMjNkYjgzYjFmZQ.xhtml,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI4L2RlLzFhLzdmMTYtNGFkNi1iYTJmLTZhY2Q1NGI3ZWYwZA.pdf,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzA5L2UyLzM4LzE4ZTQtNGQ4Mi04MzU5LTRiODYyZjQ3N2VkYQ.xml,true,Danmark,DK,Roskilde,4000.0,4.0,Hovedvejen,UgerlÃ¸se,4350.0,45.0,TjÃ¸rneholm,4000 Roskilde,Hovedvejen 4,Til ledelsen i ViCars.dk ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-07,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med administrationsselskabet Vicars.dk Holding ApS forÂ skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter somÂ udbytteskat og royaltyskat.</p>",info@vicars.dk,,,29834180.0,mne6154,1008543298.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Iben Green Madsen,Mogens Milland,Mogens Henning Milland,VICARS.DK ApS,Iben Green Madsen,,,UgerlÃ¸se,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,2019-05-07,Roskilde,,20985464.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199520,indberetninger-20180424,2.5949414,29834180.0,AWrfYBN0RYGX6_YTH6Qe,2019-05-22T11:50:23.974Z,2019-05-22T11:49:36.216Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-40-MB,2019-05-22T11:49:36.455Z,418159.0,103679.0,125000.0,391661.0,1101.0,224062.0,26498.0,418159.0,194097.0,26498.0,161695.0,19865.0,26498.0,99062.0,194097.0,287982.0,190732.0,9301.0,23101.0,76284.0,,
29834180,2018-01-01,2018-01-01,c10,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzgxLzg3LzZkLzdhODgtNDlmZC04OTFkLTIwMjNkYjgzYjFmZQ.xhtml,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI4L2RlLzFhLzdmMTYtNGFkNi1iYTJmLTZhY2Q1NGI3ZWYwZA.pdf,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzA5L2UyLzM4LzE4ZTQtNGQ4Mi04MzU5LTRiODYyZjQ3N2VkYQ.xml,true,Danmark,DK,Roskilde,4000.0,4.0,Hovedvejen,UgerlÃ¸se,4350.0,45.0,TjÃ¸rneholm,4000 Roskilde,Hovedvejen 4,Til ledelsen i ViCars.dk ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-07,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med administrationsselskabet Vicars.dk Holding ApS forÂ skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter somÂ udbytteskat og royaltyskat.</p>",info@vicars.dk,,,29834180.0,mne6154,1008543298.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Iben Green Madsen,Mogens Milland,Mogens Henning Milland,VICARS.DK ApS,Iben Green Madsen,,,UgerlÃ¸se,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,2019-05-07,Roskilde,,20985464.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199520,indberetninger-20180424,2.5949414,29834180.0,AWrfYBN0RYGX6_YTH6Qe,2019-05-22T11:50:23.974Z,2019-05-22T11:49:36.216Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-40-MB,2019-05-22T11:49:36.455Z,,,,,,99062.0,,,,,,,,,,,,,,,,
29834180,2018-01-01,2018-01-01,c11,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzgxLzg3LzZkLzdhODgtNDlmZC04OTFkLTIwMjNkYjgzYjFmZQ.xhtml,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI4L2RlLzFhLzdmMTYtNGFkNi1iYTJmLTZhY2Q1NGI3ZWYwZA.pdf,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzA5L2UyLzM4LzE4ZTQtNGQ4Mi04MzU5LTRiODYyZjQ3N2VkYQ.xml,true,Danmark,DK,Roskilde,4000.0,4.0,Hovedvejen,UgerlÃ¸se,4350.0,45.0,TjÃ¸rneholm,4000 Roskilde,Hovedvejen 4,Til ledelsen i ViCars.dk ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-07,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med administrationsselskabet Vicars.dk Holding ApS forÂ skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter somÂ udbytteskat og royaltyskat.</p>",info@vicars.dk,,,29834180.0,mne6154,1008543298.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Iben Green Madsen,Mogens Milland,Mogens Henning Milland,VICARS.DK ApS,Iben Green Madsen,,,UgerlÃ¸se,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,2019-05-07,Roskilde,,20985464.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199520,indberetninger-20180424,2.5949414,29834180.0,AWrfYBN0RYGX6_YTH6Qe,2019-05-22T11:50:23.974Z,2019-05-22T11:49:36.216Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-40-MB,2019-05-22T11:49:36.455Z,,,,,,224062.0,,,,,,,,,,,,,,,,
29834180,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzgxLzg3LzZkLzdhODgtNDlmZC04OTFkLTIwMjNkYjgzYjFmZQ.xhtml,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI4L2RlLzFhLzdmMTYtNGFkNi1iYTJmLTZhY2Q1NGI3ZWYwZA.pdf,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzA5L2UyLzM4LzE4ZTQtNGQ4Mi04MzU5LTRiODYyZjQ3N2VkYQ.xml,true,Danmark,DK,Roskilde,4000.0,4.0,Hovedvejen,UgerlÃ¸se,4350.0,45.0,TjÃ¸rneholm,4000 Roskilde,Hovedvejen 4,Til ledelsen i ViCars.dk ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-07,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med administrationsselskabet Vicars.dk Holding ApS forÂ skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter somÂ udbytteskat og royaltyskat.</p>",info@vicars.dk,,,29834180.0,mne6154,1008543298.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Iben Green Madsen,Mogens Milland,Mogens Henning Milland,VICARS.DK ApS,Iben Green Madsen,,,UgerlÃ¸se,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,2019-05-07,Roskilde,,20985464.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199520,indberetninger-20180424,2.5949414,29834180.0,AWrfYBN0RYGX6_YTH6Qe,2019-05-22T11:50:23.974Z,2019-05-22T11:49:36.216Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-40-MB,2019-05-22T11:49:36.455Z,,,,,,125000.0,,,,,,,,,,,,,,,,
29834180,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzgxLzg3LzZkLzdhODgtNDlmZC04OTFkLTIwMjNkYjgzYjFmZQ.xhtml,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI4L2RlLzFhLzdmMTYtNGFkNi1iYTJmLTZhY2Q1NGI3ZWYwZA.pdf,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzA5L2UyLzM4LzE4ZTQtNGQ4Mi04MzU5LTRiODYyZjQ3N2VkYQ.xml,true,Danmark,DK,Roskilde,4000.0,4.0,Hovedvejen,UgerlÃ¸se,4350.0,45.0,TjÃ¸rneholm,4000 Roskilde,Hovedvejen 4,Til ledelsen i ViCars.dk ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-07,6000.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med administrationsselskabet Vicars.dk Holding ApS forÂ skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter somÂ udbytteskat og royaltyskat.</p>",info@vicars.dk,172371.0,82389.0,29834180.0,mne6154,1008543298.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Iben Green Madsen,Mogens Milland,Mogens Henning Milland,VICARS.DK ApS,Iben Green Madsen,720.0,1885.0,UgerlÃ¸se,2017-01-01,2017-12-31,-74207.0,-94817.0,-95982.0,2018-12-31,2018-01-01,true,2019-05-07,Roskilde,-20610.0,20985464.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199520,indberetninger-20180424,2.5949414,29834180.0,AWrfYBN0RYGX6_YTH6Qe,2019-05-22T11:50:23.974Z,2019-05-22T11:49:36.216Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-40-MB,2019-05-22T11:49:36.455Z,,,,,,,,,,,,,,,,,,,,,,
29834180,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzgxLzg3LzZkLzdhODgtNDlmZC04OTFkLTIwMjNkYjgzYjFmZQ.xhtml,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI4L2RlLzFhLzdmMTYtNGFkNi1iYTJmLTZhY2Q1NGI3ZWYwZA.pdf,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzA5L2UyLzM4LzE4ZTQtNGQ4Mi04MzU5LTRiODYyZjQ3N2VkYQ.xml,true,Danmark,DK,Roskilde,4000.0,4.0,Hovedvejen,UgerlÃ¸se,4350.0,45.0,TjÃ¸rneholm,4000 Roskilde,Hovedvejen 4,Til ledelsen i ViCars.dk ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-07,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med administrationsselskabet Vicars.dk Holding ApS forÂ skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter somÂ udbytteskat og royaltyskat.</p>",info@vicars.dk,,,29834180.0,mne6154,1008543298.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Iben Green Madsen,Mogens Milland,Mogens Henning Milland,VICARS.DK ApS,Iben Green Madsen,,,UgerlÃ¸se,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,2019-05-07,Roskilde,,20985464.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199520,indberetninger-20180424,2.5949414,29834180.0,AWrfYBN0RYGX6_YTH6Qe,2019-05-22T11:50:23.974Z,2019-05-22T11:49:36.216Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-40-MB,2019-05-22T11:49:36.455Z,,,,,,,,,,,,,,,,,,,,,52886252.0,IGM REVISION V/IBEN GREEN MADSEN
29834180,2018-01-01,2018-12-31,c12,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzgxLzg3LzZkLzdhODgtNDlmZC04OTFkLTIwMjNkYjgzYjFmZQ.xhtml,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI4L2RlLzFhLzdmMTYtNGFkNi1iYTJmLTZhY2Q1NGI3ZWYwZA.pdf,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzA5L2UyLzM4LzE4ZTQtNGQ4Mi04MzU5LTRiODYyZjQ3N2VkYQ.xml,true,Danmark,DK,Roskilde,4000.0,4.0,Hovedvejen,UgerlÃ¸se,4350.0,45.0,TjÃ¸rneholm,4000 Roskilde,Hovedvejen 4,Til ledelsen i ViCars.dk ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-07,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med administrationsselskabet Vicars.dk Holding ApS forÂ skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter somÂ udbytteskat og royaltyskat.</p>",info@vicars.dk,,,29834180.0,mne6154,1008543298.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Iben Green Madsen,Mogens Milland,Mogens Henning Milland,VICARS.DK ApS,Iben Green Madsen,,,UgerlÃ¸se,2017-01-01,2017-12-31,-74207.0,,,2018-12-31,2018-01-01,true,2019-05-07,Roskilde,,20985464.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199520,indberetninger-20180424,2.5949414,29834180.0,AWrfYBN0RYGX6_YTH6Qe,2019-05-22T11:50:23.974Z,2019-05-22T11:49:36.216Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-40-MB,2019-05-22T11:49:36.455Z,,,,,,,,,,,,,,,,,,,,,,
29834180,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzgxLzg3LzZkLzdhODgtNDlmZC04OTFkLTIwMjNkYjgzYjFmZQ.xhtml,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzg0LzI4L2RlLzFhLzdmMTYtNGFkNi1iYTJmLTZhY2Q1NGI3ZWYwZA.pdf,http://regnskaber.virk.dk/08143892/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzA5L2UyLzM4LzE4ZTQtNGQ4Mi04MzU5LTRiODYyZjQ3N2VkYQ.xml,true,Danmark,DK,Roskilde,4000.0,4.0,Hovedvejen,UgerlÃ¸se,4350.0,45.0,TjÃ¸rneholm,4000 Roskilde,Hovedvejen 4,Til ledelsen i ViCars.dk ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-07,2019-05-07,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med administrationsselskabet Vicars.dk Holding ApS forÂ skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter somÂ udbytteskat og royaltyskat.</p>",info@vicars.dk,,,29834180.0,mne6154,1008543298.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Iben Green Madsen,Mogens Milland,Mogens Henning Milland,VICARS.DK ApS,Iben Green Madsen,,,UgerlÃ¸se,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,2019-05-07,Roskilde,,20985464.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27199520,indberetninger-20180424,2.5949414,29834180.0,AWrfYBN0RYGX6_YTH6Qe,2019-05-22T11:50:23.974Z,2019-05-22T11:49:36.216Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-40-MB,2019-05-22T11:49:36.455Z,,,,,,,,,,,,,,,,,,,,,,
