entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,RevaluationReserve,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
28661487,2015-07-01,2016-06-30,ID_7,,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2FjL2E1LzAwL2VkYjgtNDczZC05YjAyLWYzOTAwOThlYjc3Mw.pdf,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzRhLzVjLzJhMDktNDExNC04YTI2LWE3OTljYzNiYTNjZg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted & Schultz ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-11,2017-10-11,2017-10-11,27807.0,59430.0,35050469.0,28661487.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rolsted & Schultz ApS.,Ãrsrapport,Anders Christiansen,Karsten Schultz Milkowski,AC Revision ApS,Lollands Bank,Rolsted & Schultz ApS,AC Revision ApS,64083.0,Nakskov,2015-07-01,2016-06-30,-32460.0,-32460.0,31623.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-10-11,Nakskov,23420630.0,RevisionspÃ¥tegning,urn:ofk:oid:24711614,indberetninger-20180424,2.5118417999999996,28661487.0,,2018-03-27T18:14:50.347Z,2017-11-20T08:14:52.048Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-20-XW,2017-11-20T08:14:52.260Z,,,,,,,,,,,,,,,,,,,
28661487,2015-07-01,2016-06-30,ID_9,,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2FjL2E1LzAwL2VkYjgtNDczZC05YjAyLWYzOTAwOThlYjc3Mw.pdf,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzRhLzVjLzJhMDktNDExNC04YTI2LWE3OTljYzNiYTNjZg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted & Schultz ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-11,2017-10-11,2017-10-11,,,35050469.0,28661487.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rolsted & Schultz ApS.,Ãrsrapport,Anders Christiansen,Karsten Schultz Milkowski,AC Revision ApS,Lollands Bank,Rolsted & Schultz ApS,AC Revision ApS,,Nakskov,2015-07-01,2016-06-30,32460.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-10-11,Nakskov,23420630.0,RevisionspÃ¥tegning,urn:ofk:oid:24711614,indberetninger-20180424,2.5118417999999996,28661487.0,,2018-03-27T18:14:50.347Z,2017-11-20T08:14:52.048Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-20-XW,2017-11-20T08:14:52.260Z,,,,,,,,,,,,,,,,,,,
28661487,2016-06-30,2016-06-30,ID_6,,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2FjL2E1LzAwL2VkYjgtNDczZC05YjAyLWYzOTAwOThlYjc3Mw.pdf,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzRhLzVjLzJhMDktNDExNC04YTI2LWE3OTljYzNiYTNjZg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted & Schultz ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-11,2017-10-11,2017-10-11,,,35050469.0,28661487.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rolsted & Schultz ApS.,Ãrsrapport,Anders Christiansen,Karsten Schultz Milkowski,AC Revision ApS,Lollands Bank,Rolsted & Schultz ApS,AC Revision ApS,,Nakskov,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-10-11,Nakskov,23420630.0,RevisionspÃ¥tegning,urn:ofk:oid:24711614,indberetninger-20180424,2.5118417999999996,28661487.0,,2018-03-27T18:14:50.347Z,2017-11-20T08:14:52.048Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-20-XW,2017-11-20T08:14:52.260Z,1262818.0,250000.0,157931.0,1262818.0,1262818.0,1104887.0,1041462.0,1041462.0,1262818.0,9587.0,1262818.0,-303889.0,211820.0,8774.0,63425.0,36000.0,9064.0,,
28661487,2016-07-01,2017-06-30,ID_0,,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2FjL2E1LzAwL2VkYjgtNDczZC05YjAyLWYzOTAwOThlYjc3Mw.pdf,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzRhLzVjLzJhMDktNDExNC04YTI2LWE3OTljYzNiYTNjZg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted & Schultz ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-11,2017-10-11,2017-10-11,27807.0,79354.0,35050469.0,28661487.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rolsted & Schultz ApS.,Ãrsrapport,Anders Christiansen,Karsten Schultz Milkowski,AC Revision ApS,Lollands Bank,Rolsted & Schultz ApS,AC Revision ApS,62684.0,Nakskov,2015-07-01,2016-06-30,-11137.0,-11137.0,51547.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-10-11,Nakskov,23420630.0,RevisionspÃ¥tegning,urn:ofk:oid:24711614,indberetninger-20180424,2.5118417999999996,28661487.0,,2018-03-27T18:14:50.347Z,2017-11-20T08:14:52.048Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-20-XW,2017-11-20T08:14:52.260Z,,,,,,,,,,,,,,,,,,,
28661487,2016-07-01,2017-06-30,ID_1,,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2FjL2E1LzAwL2VkYjgtNDczZC05YjAyLWYzOTAwOThlYjc3Mw.pdf,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzRhLzVjLzJhMDktNDExNC04YTI2LWE3OTljYzNiYTNjZg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted & Schultz ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-11,2017-10-11,2017-10-11,,,35050469.0,28661487.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rolsted & Schultz ApS.,Ãrsrapport,Anders Christiansen,Karsten Schultz Milkowski,AC Revision ApS,Lollands Bank,Rolsted & Schultz ApS,AC Revision ApS,,Nakskov,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-10-11,Nakskov,23420630.0,RevisionspÃ¥tegning,urn:ofk:oid:24711614,indberetninger-20180424,2.5118417999999996,28661487.0,,2018-03-27T18:14:50.347Z,2017-11-20T08:14:52.048Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-20-XW,2017-11-20T08:14:52.260Z,,,,,,,,,,,,,,,,,,,
28661487,2016-07-01,2017-06-30,ID_2,,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2FjL2E1LzAwL2VkYjgtNDczZC05YjAyLWYzOTAwOThlYjc3Mw.pdf,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzRhLzVjLzJhMDktNDExNC04YTI2LWE3OTljYzNiYTNjZg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted & Schultz ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-11,2017-10-11,2017-10-11,,,35050469.0,28661487.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rolsted & Schultz ApS.,Ãrsrapport,Anders Christiansen,Karsten Schultz Milkowski,AC Revision ApS,Lollands Bank,Rolsted & Schultz ApS,AC Revision ApS,,Nakskov,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-10-11,Nakskov,23420630.0,RevisionspÃ¥tegning,urn:ofk:oid:24711614,indberetninger-20180424,2.5118417999999996,28661487.0,,2018-03-27T18:14:50.347Z,2017-11-20T08:14:52.048Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-20-XW,2017-11-20T08:14:52.260Z,,,,,,,,,,,,,,,,,,Karsten Schultz Milkowski,DirektÃ¸r
28661487,2016-07-01,2017-06-30,ID_3,,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2FjL2E1LzAwL2VkYjgtNDczZC05YjAyLWYzOTAwOThlYjc3Mw.pdf,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzRhLzVjLzJhMDktNDExNC04YTI2LWE3OTljYzNiYTNjZg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted & Schultz ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-11,2017-10-11,2017-10-11,,,35050469.0,28661487.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rolsted & Schultz ApS.,Ãrsrapport,Anders Christiansen,Karsten Schultz Milkowski,AC Revision ApS,Lollands Bank,Rolsted & Schultz ApS,AC Revision ApS,,Nakskov,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-10-11,Nakskov,23420630.0,RevisionspÃ¥tegning,urn:ofk:oid:24711614,indberetninger-20180424,2.5118417999999996,28661487.0,,2018-03-27T18:14:50.347Z,2017-11-20T08:14:52.048Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-20-XW,2017-11-20T08:14:52.260Z,,,,,,,,,,,,,,,,,,Stig Rolsted Pedersen,DirektÃ¸r
28661487,2016-07-01,2017-06-30,ID_4,,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2FjL2E1LzAwL2VkYjgtNDczZC05YjAyLWYzOTAwOThlYjc3Mw.pdf,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzRhLzVjLzJhMDktNDExNC04YTI2LWE3OTljYzNiYTNjZg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted & Schultz ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-11,2017-10-11,2017-10-11,,,35050469.0,28661487.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rolsted & Schultz ApS.,Ãrsrapport,Anders Christiansen,Karsten Schultz Milkowski,AC Revision ApS,Lollands Bank,Rolsted & Schultz ApS,AC Revision ApS,,Nakskov,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-10-11,Nakskov,23420630.0,RevisionspÃ¥tegning,urn:ofk:oid:24711614,indberetninger-20180424,2.5118417999999996,28661487.0,,2018-03-27T18:14:50.347Z,2017-11-20T08:14:52.048Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-20-XW,2017-11-20T08:14:52.260Z,,,,,,,,,,,,,,,,,,,
28661487,2016-07-01,2017-06-30,ID_8,,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2FjL2E1LzAwL2VkYjgtNDczZC05YjAyLWYzOTAwOThlYjc3Mw.pdf,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzRhLzVjLzJhMDktNDExNC04YTI2LWE3OTljYzNiYTNjZg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted & Schultz ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-11,2017-10-11,2017-10-11,,,35050469.0,28661487.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rolsted & Schultz ApS.,Ãrsrapport,Anders Christiansen,Karsten Schultz Milkowski,AC Revision ApS,Lollands Bank,Rolsted & Schultz ApS,AC Revision ApS,,Nakskov,2015-07-01,2016-06-30,11137.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-10-11,Nakskov,23420630.0,RevisionspÃ¥tegning,urn:ofk:oid:24711614,indberetninger-20180424,2.5118417999999996,28661487.0,,2018-03-27T18:14:50.347Z,2017-11-20T08:14:52.048Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-20-XW,2017-11-20T08:14:52.260Z,,,,,,,,,,,,,,,,,,,
28661487,2017-06-30,2017-06-30,ID_5,,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2FjL2E1LzAwL2VkYjgtNDczZC05YjAyLWYzOTAwOThlYjc3Mw.pdf,http://regnskaber.virk.dk/78416682/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzRhLzVjLzJhMDktNDExNC04YTI2LWE3OTljYzNiYTNjZg.xml,false,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i Rolsted & Schultz ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-10-11,2017-10-11,2017-10-11,,,35050469.0,28661487.0,35050469.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Rolsted & Schultz ApS.,Ãrsrapport,Anders Christiansen,Karsten Schultz Milkowski,AC Revision ApS,Lollands Bank,Rolsted & Schultz ApS,AC Revision ApS,,Nakskov,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,false,2017-10-11,Nakskov,23420630.0,RevisionspÃ¥tegning,urn:ofk:oid:24711614,indberetninger-20180424,2.5118417999999996,28661487.0,,2018-03-27T18:14:50.347Z,2017-11-20T08:14:52.048Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BG-20-XW,2017-11-20T08:14:52.260Z,1235010.0,250000.0,146795.0,1235010.0,1235010.0,1088215.0,1023286.0,1023286.0,1235010.0,10473.0,1235010.0,-315025.0,211820.0,8939.0,64929.0,36000.0,9517.0,,
