entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
33494718,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2U3L2RkL2RlL2Q3Y2QtNDRjOC1iMTU4LTA5YWNkZjQzYTdiYw.xhtml,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzRlLzYxLzc5Lzk0ZTUtNDNiZS1iMTY0LWIzMTNkMTMwZGQzZg.pdf,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzhhL2FkLzU1L2MyMGYtNDRkOC1iMjk5LWNhYzBjZmU3MTU3Zg.xml,true,Danmark,DK,Odense C,5000.0,"9, 1",Vesterbro,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,"25, 1",Dronningensgade,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i Friis Kloakmester ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-27,2017-03-27,86246.0,Registreret revisor,109662.0,33494718.0,1002497487.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Christina F. Knudsen,Poul-Erik Friis Knudsen,Handelsbanken,FRIIS KLOAKMESTER ApS,"HÃ¸ffner Revision A/S, Offentligt godkendte revisorer",7461.0,20956.0,Odense,2015-01-01,2015-12-31,29169.0,36911.0,23416.0,2016-12-31,2016-01-01,false,false,2017-03-27,Odense,7741.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23695617,indberetninger-20180424,2.5955422,33494718.0,,2018-03-27T11:15:40.770Z,2017-04-05T14:44:15.499Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-52-TJ,2017-04-05T14:44:15.858Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33494718,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2U3L2RkL2RlL2Q3Y2QtNDRjOC1iMTU4LTA5YWNkZjQzYTdiYw.xhtml,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzRlLzYxLzc5Lzk0ZTUtNDNiZS1iMTY0LWIzMTNkMTMwZGQzZg.pdf,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzhhL2FkLzU1L2MyMGYtNDRkOC1iMjk5LWNhYzBjZmU3MTU3Zg.xml,true,Danmark,DK,Odense C,5000.0,"9, 1",Vesterbro,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,"25, 1",Dronningensgade,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i Friis Kloakmester ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-27,2017-03-27,,Registreret revisor,,33494718.0,1002497487.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Christina F. Knudsen,Poul-Erik Friis Knudsen,Handelsbanken,FRIIS KLOAKMESTER ApS,"HÃ¸ffner Revision A/S, Offentligt godkendte revisorer",,,Odense,2015-01-01,2015-12-31,29169.0,,,2016-12-31,2016-01-01,false,false,2017-03-27,Odense,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23695617,indberetninger-20180424,2.5955422,33494718.0,,2018-03-27T11:15:40.770Z,2017-04-05T14:44:15.499Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-52-TJ,2017-04-05T14:44:15.858Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33494718,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2U3L2RkL2RlL2Q3Y2QtNDRjOC1iMTU4LTA5YWNkZjQzYTdiYw.xhtml,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzRlLzYxLzc5Lzk0ZTUtNDNiZS1iMTY0LWIzMTNkMTMwZGQzZg.pdf,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzhhL2FkLzU1L2MyMGYtNDRkOC1iMjk5LWNhYzBjZmU3MTU3Zg.xml,true,Danmark,DK,Odense C,5000.0,"9, 1",Vesterbro,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,"25, 1",Dronningensgade,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i Friis Kloakmester ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-27,2017-03-27,,Registreret revisor,,33494718.0,1002497487.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Christina F. Knudsen,Poul-Erik Friis Knudsen,Handelsbanken,FRIIS KLOAKMESTER ApS,"HÃ¸ffner Revision A/S, Offentligt godkendte revisorer",,,Odense,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,false,false,2017-03-27,Odense,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23695617,indberetninger-20180424,2.5955422,33494718.0,,2018-03-27T11:15:40.770Z,2017-04-05T14:44:15.499Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-52-TJ,2017-04-05T14:44:15.858Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33494718,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2U3L2RkL2RlL2Q3Y2QtNDRjOC1iMTU4LTA5YWNkZjQzYTdiYw.xhtml,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzRlLzYxLzc5Lzk0ZTUtNDNiZS1iMTY0LWIzMTNkMTMwZGQzZg.pdf,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzhhL2FkLzU1L2MyMGYtNDRkOC1iMjk5LWNhYzBjZmU3MTU3Zg.xml,true,Danmark,DK,Odense C,5000.0,"9, 1",Vesterbro,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,"25, 1",Dronningensgade,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i Friis Kloakmester ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-27,2017-03-27,,Registreret revisor,,33494718.0,1002497487.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Christina F. Knudsen,Poul-Erik Friis Knudsen,Handelsbanken,FRIIS KLOAKMESTER ApS,"HÃ¸ffner Revision A/S, Offentligt godkendte revisorer",,,Odense,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-03-27,Odense,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23695617,indberetninger-20180424,2.5955422,33494718.0,,2018-03-27T11:15:40.770Z,2017-04-05T14:44:15.499Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-52-TJ,2017-04-05T14:44:15.858Z,465764.0,53639.0,80000.0,403206.0,109169.0,62558.0,21270.0,465764.0,356462.0,62558.0,16345.0,62558.0,29169.0,133.0,133.0,21270.0,0.0,356462.0,71945.0,20832.0,328297.0,321043.0,23166.0,224174.0,7254.0,,
33494718,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2U3L2RkL2RlL2Q3Y2QtNDRjOC1iMTU4LTA5YWNkZjQzYTdiYw.xhtml,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzRlLzYxLzc5Lzk0ZTUtNDNiZS1iMTY0LWIzMTNkMTMwZGQzZg.pdf,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzhhL2FkLzU1L2MyMGYtNDRkOC1iMjk5LWNhYzBjZmU3MTU3Zg.xml,true,Danmark,DK,Odense C,5000.0,"9, 1",Vesterbro,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,"25, 1",Dronningensgade,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i Friis Kloakmester ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-27,2017-03-27,25451.0,Registreret revisor,175560.0,33494718.0,1002497487.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Christina F. Knudsen,Poul-Erik Friis Knudsen,Handelsbanken,FRIIS KLOAKMESTER ApS,"HÃ¸ffner Revision A/S, Offentligt godkendte revisorer",10986.0,15762.0,Odense,2015-01-01,2015-12-31,120447.0,154885.0,150109.0,2016-12-31,2016-01-01,false,false,2017-03-27,Odense,34438.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23695617,indberetninger-20180424,2.5955422,33494718.0,,2018-03-27T11:15:40.770Z,2017-04-05T14:44:15.499Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-52-TJ,2017-04-05T14:44:15.858Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33494718,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2U3L2RkL2RlL2Q3Y2QtNDRjOC1iMTU4LTA5YWNkZjQzYTdiYw.xhtml,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzRlLzYxLzc5Lzk0ZTUtNDNiZS1iMTY0LWIzMTNkMTMwZGQzZg.pdf,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzhhL2FkLzU1L2MyMGYtNDRkOC1iMjk5LWNhYzBjZmU3MTU3Zg.xml,true,Danmark,DK,Odense C,5000.0,"9, 1",Vesterbro,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,"25, 1",Dronningensgade,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i Friis Kloakmester ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-27,2017-03-27,,Registreret revisor,,33494718.0,1002497487.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Christina F. Knudsen,Poul-Erik Friis Knudsen,Handelsbanken,FRIIS KLOAKMESTER ApS,"HÃ¸ffner Revision A/S, Offentligt godkendte revisorer",,,Odense,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-03-27,Odense,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23695617,indberetninger-20180424,2.5955422,33494718.0,,2018-03-27T11:15:40.770Z,2017-04-05T14:44:15.499Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-52-TJ,2017-04-05T14:44:15.858Z,,,,,,,,,,,,,,,,,,,,,,,,,,76637415.0,HÃFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER
33494718,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2U3L2RkL2RlL2Q3Y2QtNDRjOC1iMTU4LTA5YWNkZjQzYTdiYw.xhtml,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzRlLzYxLzc5Lzk0ZTUtNDNiZS1iMTY0LWIzMTNkMTMwZGQzZg.pdf,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzhhL2FkLzU1L2MyMGYtNDRkOC1iMjk5LWNhYzBjZmU3MTU3Zg.xml,true,Danmark,DK,Odense C,5000.0,"9, 1",Vesterbro,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,"25, 1",Dronningensgade,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i Friis Kloakmester ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-27,2017-03-27,,Registreret revisor,,33494718.0,1002497487.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Christina F. Knudsen,Poul-Erik Friis Knudsen,Handelsbanken,FRIIS KLOAKMESTER ApS,"HÃ¸ffner Revision A/S, Offentligt godkendte revisorer",,,Odense,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-03-27,Odense,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23695617,indberetninger-20180424,2.5955422,33494718.0,,2018-03-27T11:15:40.770Z,2017-04-05T14:44:15.499Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-52-TJ,2017-04-05T14:44:15.858Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33494718,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2U3L2RkL2RlL2Q3Y2QtNDRjOC1iMTU4LTA5YWNkZjQzYTdiYw.xhtml,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzRlLzYxLzc5Lzk0ZTUtNDNiZS1iMTY0LWIzMTNkMTMwZGQzZg.pdf,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzhhL2FkLzU1L2MyMGYtNDRkOC1iMjk5LWNhYzBjZmU3MTU3Zg.xml,true,Danmark,DK,Odense C,5000.0,"9, 1",Vesterbro,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,"25, 1",Dronningensgade,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i Friis Kloakmester ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-27,2017-03-27,,Registreret revisor,,33494718.0,1002497487.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Christina F. Knudsen,Poul-Erik Friis Knudsen,Handelsbanken,FRIIS KLOAKMESTER ApS,"HÃ¸ffner Revision A/S, Offentligt godkendte revisorer",,,Odense,2015-01-01,2015-12-31,120447.0,,,2016-12-31,2016-01-01,false,false,2017-03-27,Odense,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23695617,indberetninger-20180424,2.5955422,33494718.0,,2018-03-27T11:15:40.770Z,2017-04-05T14:44:15.499Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-52-TJ,2017-04-05T14:44:15.858Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33494718,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2U3L2RkL2RlL2Q3Y2QtNDRjOC1iMTU4LTA5YWNkZjQzYTdiYw.xhtml,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzRlLzYxLzc5Lzk0ZTUtNDNiZS1iMTY0LWIzMTNkMTMwZGQzZg.pdf,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzhhL2FkLzU1L2MyMGYtNDRkOC1iMjk5LWNhYzBjZmU3MTU3Zg.xml,true,Danmark,DK,Odense C,5000.0,"9, 1",Vesterbro,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,"25, 1",Dronningensgade,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i Friis Kloakmester ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-27,2017-03-27,,Registreret revisor,,33494718.0,1002497487.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Christina F. Knudsen,Poul-Erik Friis Knudsen,Handelsbanken,FRIIS KLOAKMESTER ApS,"HÃ¸ffner Revision A/S, Offentligt godkendte revisorer",,,Odense,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,false,false,2017-03-27,Odense,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23695617,indberetninger-20180424,2.5955422,33494718.0,,2018-03-27T11:15:40.770Z,2017-04-05T14:44:15.499Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-52-TJ,2017-04-05T14:44:15.858Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
33494718,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2U3L2RkL2RlL2Q3Y2QtNDRjOC1iMTU4LTA5YWNkZjQzYTdiYw.xhtml,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhLzRlLzYxLzc5Lzk0ZTUtNDNiZS1iMTY0LWIzMTNkMTMwZGQzZg.pdf,http://regnskaber.virk.dk/81749433/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzhhL2FkLzU1L2MyMGYtNDRkOC1iMjk5LWNhYzBjZmU3MTU3Zg.xml,true,Danmark,DK,Odense C,5000.0,"9, 1",Vesterbro,Odense C,5000.0,16.0,Klingenberg,Odense C,5000.0,"25, 1",Dronningensgade,5000  Odense C,Vesterbro 9 b,Til den daglige ledelse i Friis Kloakmester ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-27,2017-03-27,,Registreret revisor,,33494718.0,1002497487.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Christina F. Knudsen,Poul-Erik Friis Knudsen,Handelsbanken,FRIIS KLOAKMESTER ApS,"HÃ¸ffner Revision A/S, Offentligt godkendte revisorer",,,Odense,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-03-27,Odense,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23695617,indberetninger-20180424,2.5955422,33494718.0,,2018-03-27T11:15:40.770Z,2017-04-05T14:44:15.499Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AD-52-TJ,2017-04-05T14:44:15.858Z,343611.0,0.0,80000.0,244507.0,200447.0,99104.0,14865.0,343611.0,141813.0,99104.0,8758.0,99104.0,120447.0,1351.0,1351.0,14865.0,2690.0,141813.0,71148.0,13771.0,229642.0,220125.0,33220.0,12226.0,9517.0,,
