entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,CostOfProduction,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DistributionCosts,EmailOfReportingEntity,GainsLossesFromCurrentValueAdjustmentsOfOtherInvestmentAssets,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherOperatingExpenses,OtherOperatingIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,CurrentAssets,Equity,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
34612358,2015-10-01,2016-09-30,c5,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzMzLzRlL2E3LzFlZWEtNDliNS04N2M1LTEzMmIwN2EyYmNjMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzM0L2YwLzI3L2U1MGMtNDMyYy1iOWUxLWFhNWNjMjQ5MzIxNQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzNkLzYyLzliL2QwZTgtNGRlNC1hYmI1LWI3NjIwNTRjZjMxZg.xml,true,Danmark,DK,Frederiksgerg,2000.0,2.0,Smallegade,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,74566.0,Regnskabsklasse B,0.0,2018-03-01,2018-03-01,2484.0,kn@oceanprocess.com,-449862.0,-72590.0,34612358.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,Nordea,OCEAN PROCESS A/S,Anders Kaare NÃ¸rgaard,26301.0,47261.0,0.0,Gl. Holte,2015-10-01,2016-09-30,-550734.0,-550734.0,-196901.0,2017-09-30,2016-10-01,377272.0,false,false,Vi har fortsat fravalgt revision af regnskabet for det kommende regnskabsÃ¥r,0.0,false,false,Ingen bistand,urn:ofk:oid:25136408,indberetninger-20180424,2.59279,34612358.0,,2018-04-04T03:28:40.224Z,2018-03-06T09:10:43.246Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-10-AQ,2018-03-06T09:10:43.472Z,,,,,,,,,,,,,,,,,,,,,
34612358,2015-10-01,2016-09-30,c7,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzMzLzRlL2E3LzFlZWEtNDliNS04N2M1LTEzMmIwN2EyYmNjMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzM0L2YwLzI3L2U1MGMtNDMyYy1iOWUxLWFhNWNjMjQ5MzIxNQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzNkLzYyLzliL2QwZTgtNGRlNC1hYmI1LWI3NjIwNTRjZjMxZg.xml,true,Danmark,DK,Frederiksgerg,2000.0,2.0,Smallegade,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,74566.0,Regnskabsklasse B,0.0,2018-03-01,2018-03-01,2484.0,kn@oceanprocess.com,-449862.0,-72590.0,34612358.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,Nordea,OCEAN PROCESS A/S,Anders Kaare NÃ¸rgaard,26301.0,47261.0,0.0,Gl. Holte,2015-10-01,2016-09-30,-550734.0,,-196901.0,2017-09-30,2016-10-01,377272.0,false,false,Vi har fortsat fravalgt revision af regnskabet for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:25136408,indberetninger-20180424,2.59279,34612358.0,,2018-04-04T03:28:40.224Z,2018-03-06T09:10:43.246Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-10-AQ,2018-03-06T09:10:43.472Z,,,,,,,,,,,,,,,,,,,,,
34612358,2016-09-30,2016-09-30,c9,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzMzLzRlL2E3LzFlZWEtNDliNS04N2M1LTEzMmIwN2EyYmNjMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzM0L2YwLzI3L2U1MGMtNDMyYy1iOWUxLWFhNWNjMjQ5MzIxNQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzNkLzYyLzliL2QwZTgtNGRlNC1hYmI1LWI3NjIwNTRjZjMxZg.xml,true,Danmark,DK,Frederiksgerg,2000.0,2.0,Smallegade,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,74566.0,Regnskabsklasse B,0.0,2018-03-01,2018-03-01,2484.0,kn@oceanprocess.com,-449862.0,-72590.0,34612358.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,Nordea,OCEAN PROCESS A/S,Anders Kaare NÃ¸rgaard,26301.0,47261.0,0.0,Gl. Holte,2015-10-01,2016-09-30,,,-196901.0,2017-09-30,2016-10-01,377272.0,false,false,Vi har fortsat fravalgt revision af regnskabet for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:25136408,indberetninger-20180424,2.59279,34612358.0,,2018-04-04T03:28:40.224Z,2018-03-06T09:10:43.246Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-10-AQ,2018-03-06T09:10:43.472Z,50833.0,1041500.0,353.0,449029.0,500000.0,41638.0,-58274.0,499862.0,1041500.0,1099774.0,500000.0,500000.0,999862.0,983002.0,16285.0,-558274.0,1099774.0,41285.0,116772.0,25000.0,
34612358,2016-10-01,2017-09-30,c0,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzMzLzRlL2E3LzFlZWEtNDliNS04N2M1LTEzMmIwN2EyYmNjMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzM0L2YwLzI3L2U1MGMtNDMyYy1iOWUxLWFhNWNjMjQ5MzIxNQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzNkLzYyLzliL2QwZTgtNGRlNC1hYmI1LWI3NjIwNTRjZjMxZg.xml,true,Danmark,DK,Frederiksgerg,2000.0,2.0,Smallegade,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,74566.0,Regnskabsklasse B,0.0,2018-03-01,2018-03-01,2484.0,kn@oceanprocess.com,-449862.0,-72590.0,34612358.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,Nordea,OCEAN PROCESS A/S,Anders Kaare NÃ¸rgaard,26301.0,47261.0,0.0,Gl. Holte,2015-10-01,2016-09-30,-223202.0,-223202.0,-196901.0,2017-09-30,2016-10-01,377272.0,false,false,Vi har fortsat fravalgt revision af regnskabet for det kommende regnskabsÃ¥r,0.0,false,false,Ingen bistand,urn:ofk:oid:25136408,indberetninger-20180424,2.59279,34612358.0,,2018-04-04T03:28:40.224Z,2018-03-06T09:10:43.246Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-10-AQ,2018-03-06T09:10:43.472Z,,,,,,,,,,,,,,,,,,,,,
34612358,2016-10-01,2017-09-30,c1,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzMzLzRlL2E3LzFlZWEtNDliNS04N2M1LTEzMmIwN2EyYmNjMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzM0L2YwLzI3L2U1MGMtNDMyYy1iOWUxLWFhNWNjMjQ5MzIxNQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzNkLzYyLzliL2QwZTgtNGRlNC1hYmI1LWI3NjIwNTRjZjMxZg.xml,true,Danmark,DK,Frederiksgerg,2000.0,2.0,Smallegade,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,74566.0,Regnskabsklasse B,0.0,2018-03-01,2018-03-01,2484.0,kn@oceanprocess.com,-449862.0,-72590.0,34612358.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,Nordea,OCEAN PROCESS A/S,Anders Kaare NÃ¸rgaard,26301.0,47261.0,0.0,Gl. Holte,2015-10-01,2016-09-30,,,-196901.0,2017-09-30,2016-10-01,377272.0,false,false,Vi har fortsat fravalgt revision af regnskabet for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:25136408,indberetninger-20180424,2.59279,34612358.0,,2018-04-04T03:28:40.224Z,2018-03-06T09:10:43.246Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-10-AQ,2018-03-06T09:10:43.472Z,,,,,,,,,,,,,,,,,,,,,
34612358,2016-10-01,2017-09-30,c2,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzMzLzRlL2E3LzFlZWEtNDliNS04N2M1LTEzMmIwN2EyYmNjMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzM0L2YwLzI3L2U1MGMtNDMyYy1iOWUxLWFhNWNjMjQ5MzIxNQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzNkLzYyLzliL2QwZTgtNGRlNC1hYmI1LWI3NjIwNTRjZjMxZg.xml,true,Danmark,DK,Frederiksgerg,2000.0,2.0,Smallegade,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,74566.0,Regnskabsklasse B,0.0,2018-03-01,2018-03-01,2484.0,kn@oceanprocess.com,-449862.0,-72590.0,34612358.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,Nordea,OCEAN PROCESS A/S,Anders Kaare NÃ¸rgaard,26301.0,47261.0,0.0,Gl. Holte,2015-10-01,2016-09-30,,,-196901.0,2017-09-30,2016-10-01,377272.0,false,false,Vi har fortsat fravalgt revision af regnskabet for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:25136408,indberetninger-20180424,2.59279,34612358.0,,2018-04-04T03:28:40.224Z,2018-03-06T09:10:43.246Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-10-AQ,2018-03-06T09:10:43.472Z,,,,,,,,,,,,,,,,,,,,,Anders Kaare NÃ¸rgaard
34612358,2016-10-01,2017-09-30,c3,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzMzLzRlL2E3LzFlZWEtNDliNS04N2M1LTEzMmIwN2EyYmNjMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzM0L2YwLzI3L2U1MGMtNDMyYy1iOWUxLWFhNWNjMjQ5MzIxNQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzNkLzYyLzliL2QwZTgtNGRlNC1hYmI1LWI3NjIwNTRjZjMxZg.xml,true,Danmark,DK,Frederiksgerg,2000.0,2.0,Smallegade,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,74566.0,Regnskabsklasse B,0.0,2018-03-01,2018-03-01,2484.0,kn@oceanprocess.com,-449862.0,-72590.0,34612358.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,Nordea,OCEAN PROCESS A/S,Anders Kaare NÃ¸rgaard,26301.0,47261.0,0.0,Gl. Holte,2015-10-01,2016-09-30,,,-196901.0,2017-09-30,2016-10-01,377272.0,false,false,Vi har fortsat fravalgt revision af regnskabet for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:25136408,indberetninger-20180424,2.59279,34612358.0,,2018-04-04T03:28:40.224Z,2018-03-06T09:10:43.246Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-10-AQ,2018-03-06T09:10:43.472Z,,,,,,,,,,,,,,,,,,,,,SÃ¸ren Peder Tang Hansen
34612358,2016-10-01,2017-09-30,c4,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzMzLzRlL2E3LzFlZWEtNDliNS04N2M1LTEzMmIwN2EyYmNjMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzM0L2YwLzI3L2U1MGMtNDMyYy1iOWUxLWFhNWNjMjQ5MzIxNQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzNkLzYyLzliL2QwZTgtNGRlNC1hYmI1LWI3NjIwNTRjZjMxZg.xml,true,Danmark,DK,Frederiksgerg,2000.0,2.0,Smallegade,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,74566.0,Regnskabsklasse B,0.0,2018-03-01,2018-03-01,2484.0,kn@oceanprocess.com,-449862.0,-72590.0,34612358.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,Nordea,OCEAN PROCESS A/S,Anders Kaare NÃ¸rgaard,26301.0,47261.0,0.0,Gl. Holte,2015-10-01,2016-09-30,,,-196901.0,2017-09-30,2016-10-01,377272.0,false,false,Vi har fortsat fravalgt revision af regnskabet for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:25136408,indberetninger-20180424,2.59279,34612358.0,,2018-04-04T03:28:40.224Z,2018-03-06T09:10:43.246Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-10-AQ,2018-03-06T09:10:43.472Z,,,,,,,,,,,,,,,,,,,,,Christian Erik DrejÃ¸e
34612358,2016-10-01,2017-09-30,c6,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzMzLzRlL2E3LzFlZWEtNDliNS04N2M1LTEzMmIwN2EyYmNjMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzM0L2YwLzI3L2U1MGMtNDMyYy1iOWUxLWFhNWNjMjQ5MzIxNQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzNkLzYyLzliL2QwZTgtNGRlNC1hYmI1LWI3NjIwNTRjZjMxZg.xml,true,Danmark,DK,Frederiksgerg,2000.0,2.0,Smallegade,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,74566.0,Regnskabsklasse B,0.0,2018-03-01,2018-03-01,2484.0,kn@oceanprocess.com,-449862.0,-72590.0,34612358.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,Nordea,OCEAN PROCESS A/S,Anders Kaare NÃ¸rgaard,26301.0,47261.0,0.0,Gl. Holte,2015-10-01,2016-09-30,-223202.0,,-196901.0,2017-09-30,2016-10-01,377272.0,false,false,Vi har fortsat fravalgt revision af regnskabet for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:25136408,indberetninger-20180424,2.59279,34612358.0,,2018-04-04T03:28:40.224Z,2018-03-06T09:10:43.246Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-10-AQ,2018-03-06T09:10:43.472Z,,,,,,,,,,,,,,,,,,,,,
34612358,2017-09-30,2017-09-30,c8,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1LzMzLzRlL2E3LzFlZWEtNDliNS04N2M1LTEzMmIwN2EyYmNjMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzM0L2YwLzI3L2U1MGMtNDMyYy1iOWUxLWFhNWNjMjQ5MzIxNQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2RiLzNkLzYyLzliL2QwZTgtNGRlNC1hYmI1LWI3NjIwNTRjZjMxZg.xml,true,Danmark,DK,Frederiksgerg,2000.0,2.0,Smallegade,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,74566.0,Regnskabsklasse B,0.0,2018-03-01,2018-03-01,2484.0,kn@oceanprocess.com,-449862.0,-72590.0,34612358.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,Nordea,OCEAN PROCESS A/S,Anders Kaare NÃ¸rgaard,26301.0,47261.0,0.0,Gl. Holte,2015-10-01,2016-09-30,,,-196901.0,2017-09-30,2016-10-01,377272.0,false,false,Vi har fortsat fravalgt revision af regnskabet for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:25136408,indberetninger-20180424,2.59279,34612358.0,,2018-04-04T03:28:40.224Z,2018-03-06T09:10:43.246Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-10-AQ,2018-03-06T09:10:43.472Z,0.0,682389.0,723.0,0.0,500000.0,182389.0,-281476.0,0.0,682389.0,963865.0,500000.0,500000.0,500000.0,830318.0,5403.0,-781476.0,963865.0,181666.0,133547.0,176263.0,
