entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,InformationOnTypeOfSubmittedReport,Inventories,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,PropertyPlantAndEquipment,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpense,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,CurrentAssets,DevelopmentProjectsInProgressAndPrepaymentsForIntangibleAssets,Equity,Goodwill,IntangibleAssets,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
34612358,2016-10-01,2017-09-30,c11,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2M2L2Y0L2FlLzA4OGUtNGUyZS1hOGQ1LTQzOWFjNmI3N2NlMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2FlL2NjL2ZjL2ZjOTItNDNkNS1iOTlkLWY2NWYwMDZjNTUzOQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1LzkyLzA5LzQ4ODctNGU3OS1hNDdkLTMxOTI3ZTlhNGVkNg.xml,true,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,"Regnskabsklasse B, mikrovirksomhed",2019-03-10,2019-03-10,kn@oceanprocess.com,34612358.0,500000.0,Ãrsrapport,0.0,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,OCEAN PROCESS A/S,Kaare NÃ¸rgaard,Gl. Holte,2016-10-01,2017-09-30,-223202.0,0.0,2018-09-30,2017-10-01,false,false,true,false,false,true,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26800667,indberetninger-20180424,2.5947871,34612358.0,AWlnDuURRYGX6_YTFuI9,2019-03-10T10:04:22.500Z,2019-03-10T10:03:42.434Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-26-PG,2019-03-10T10:03:42.591Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34612358,2016-10-01,2017-09-30,c5,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2M2L2Y0L2FlLzA4OGUtNGUyZS1hOGQ1LTQzOWFjNmI3N2NlMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2FlL2NjL2ZjL2ZjOTItNDNkNS1iOTlkLWY2NWYwMDZjNTUzOQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1LzkyLzA5LzQ4ODctNGU3OS1hNDdkLTMxOTI3ZTlhNGVkNg.xml,true,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,"Regnskabsklasse B, mikrovirksomhed",2019-03-10,2019-03-10,kn@oceanprocess.com,34612358.0,500000.0,Ãrsrapport,0.0,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,OCEAN PROCESS A/S,Kaare NÃ¸rgaard,Gl. Holte,2016-10-01,2017-09-30,-223202.0,0.0,2018-09-30,2017-10-01,false,false,true,false,false,true,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26800667,indberetninger-20180424,2.5947871,34612358.0,AWlnDuURRYGX6_YTFuI9,2019-03-10T10:04:22.500Z,2019-03-10T10:03:42.434Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-26-PG,2019-03-10T10:03:42.591Z,449862.0,0.0,124311.0,252961.0,-26301.0,-223202.0,-196901.0,377272.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34612358,2016-10-01,2017-09-30,c7,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2M2L2Y0L2FlLzA4OGUtNGUyZS1hOGQ1LTQzOWFjNmI3N2NlMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2FlL2NjL2ZjL2ZjOTItNDNkNS1iOTlkLWY2NWYwMDZjNTUzOQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1LzkyLzA5LzQ4ODctNGU3OS1hNDdkLTMxOTI3ZTlhNGVkNg.xml,true,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,"Regnskabsklasse B, mikrovirksomhed",2019-03-10,2019-03-10,kn@oceanprocess.com,34612358.0,500000.0,Ãrsrapport,0.0,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,OCEAN PROCESS A/S,Kaare NÃ¸rgaard,Gl. Holte,2016-10-01,2017-09-30,0.0,0.0,2018-09-30,2017-10-01,false,false,true,false,false,true,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26800667,indberetninger-20180424,2.5947871,34612358.0,AWlnDuURRYGX6_YTFuI9,2019-03-10T10:04:22.500Z,2019-03-10T10:03:42.434Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-26-PG,2019-03-10T10:03:42.591Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34612358,2016-10-01,2017-09-30,c9,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2M2L2Y0L2FlLzA4OGUtNGUyZS1hOGQ1LTQzOWFjNmI3N2NlMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2FlL2NjL2ZjL2ZjOTItNDNkNS1iOTlkLWY2NWYwMDZjNTUzOQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1LzkyLzA5LzQ4ODctNGU3OS1hNDdkLTMxOTI3ZTlhNGVkNg.xml,true,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,"Regnskabsklasse B, mikrovirksomhed",2019-03-10,2019-03-10,kn@oceanprocess.com,34612358.0,500000.0,Ãrsrapport,0.0,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,OCEAN PROCESS A/S,Kaare NÃ¸rgaard,Gl. Holte,2016-10-01,2017-09-30,0.0,0.0,2018-09-30,2017-10-01,false,false,true,false,false,true,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26800667,indberetninger-20180424,2.5947871,34612358.0,AWlnDuURRYGX6_YTFuI9,2019-03-10T10:04:22.500Z,2019-03-10T10:03:42.434Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-26-PG,2019-03-10T10:03:42.591Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34612358,2017-09-30,2017-09-30,c13,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2M2L2Y0L2FlLzA4OGUtNGUyZS1hOGQ1LTQzOWFjNmI3N2NlMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2FlL2NjL2ZjL2ZjOTItNDNkNS1iOTlkLWY2NWYwMDZjNTUzOQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1LzkyLzA5LzQ4ODctNGU3OS1hNDdkLTMxOTI3ZTlhNGVkNg.xml,true,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,"Regnskabsklasse B, mikrovirksomhed",2019-03-10,2019-03-10,kn@oceanprocess.com,34612358.0,500000.0,Ãrsrapport,0.0,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,OCEAN PROCESS A/S,Kaare NÃ¸rgaard,Gl. Holte,2016-10-01,2017-09-30,,0.0,2018-09-30,2017-10-01,false,false,true,false,false,true,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26800667,indberetninger-20180424,2.5947871,34612358.0,AWlnDuURRYGX6_YTFuI9,2019-03-10T10:04:22.500Z,2019-03-10T10:03:42.434Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-26-PG,2019-03-10T10:03:42.591Z,,,,,,,,,,0.0,682389.0,723.0,0.0,500000.0,182389.0,0.0,-281476.0,0.0,0.0,0.0,682389.0,963865.0,500000.0,500000.0,500000.0,830318.0,5403.0,0.0,-781476.0,963865.0,181666.0,133547.0,176263.0,,
34612358,2017-10-01,2018-09-30,c0,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2M2L2Y0L2FlLzA4OGUtNGUyZS1hOGQ1LTQzOWFjNmI3N2NlMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2FlL2NjL2ZjL2ZjOTItNDNkNS1iOTlkLWY2NWYwMDZjNTUzOQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1LzkyLzA5LzQ4ODctNGU3OS1hNDdkLTMxOTI3ZTlhNGVkNg.xml,true,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,"Regnskabsklasse B, mikrovirksomhed",2019-03-10,2019-03-10,kn@oceanprocess.com,34612358.0,500000.0,Ãrsrapport,0.0,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,OCEAN PROCESS A/S,Kaare NÃ¸rgaard,Gl. Holte,2016-10-01,2017-09-30,-773899.0,0.0,2018-09-30,2017-10-01,false,false,true,false,false,true,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26800667,indberetninger-20180424,2.5947871,34612358.0,AWlnDuURRYGX6_YTFuI9,2019-03-10T10:04:22.500Z,2019-03-10T10:03:42.434Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-26-PG,2019-03-10T10:03:42.591Z,0.0,0.0,122148.0,-246216.0,-27683.0,-773899.0,-246216.0,-124068.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34612358,2017-10-01,2018-09-30,c1,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2M2L2Y0L2FlLzA4OGUtNGUyZS1hOGQ1LTQzOWFjNmI3N2NlMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2FlL2NjL2ZjL2ZjOTItNDNkNS1iOTlkLWY2NWYwMDZjNTUzOQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1LzkyLzA5LzQ4ODctNGU3OS1hNDdkLTMxOTI3ZTlhNGVkNg.xml,true,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,"Regnskabsklasse B, mikrovirksomhed",2019-03-10,2019-03-10,kn@oceanprocess.com,34612358.0,500000.0,Ãrsrapport,0.0,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,OCEAN PROCESS A/S,Kaare NÃ¸rgaard,Gl. Holte,2016-10-01,2017-09-30,,0.0,2018-09-30,2017-10-01,false,false,true,false,false,true,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26800667,indberetninger-20180424,2.5947871,34612358.0,AWlnDuURRYGX6_YTFuI9,2019-03-10T10:04:22.500Z,2019-03-10T10:03:42.434Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-26-PG,2019-03-10T10:03:42.591Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34612358,2017-10-01,2018-09-30,c10,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2M2L2Y0L2FlLzA4OGUtNGUyZS1hOGQ1LTQzOWFjNmI3N2NlMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2FlL2NjL2ZjL2ZjOTItNDNkNS1iOTlkLWY2NWYwMDZjNTUzOQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1LzkyLzA5LzQ4ODctNGU3OS1hNDdkLTMxOTI3ZTlhNGVkNg.xml,true,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,"Regnskabsklasse B, mikrovirksomhed",2019-03-10,2019-03-10,kn@oceanprocess.com,34612358.0,500000.0,Ãrsrapport,0.0,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,OCEAN PROCESS A/S,Kaare NÃ¸rgaard,Gl. Holte,2016-10-01,2017-09-30,-773899.0,0.0,2018-09-30,2017-10-01,false,false,true,false,false,true,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26800667,indberetninger-20180424,2.5947871,34612358.0,AWlnDuURRYGX6_YTFuI9,2019-03-10T10:04:22.500Z,2019-03-10T10:03:42.434Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-26-PG,2019-03-10T10:03:42.591Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34612358,2017-10-01,2018-09-30,c2,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2M2L2Y0L2FlLzA4OGUtNGUyZS1hOGQ1LTQzOWFjNmI3N2NlMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2FlL2NjL2ZjL2ZjOTItNDNkNS1iOTlkLWY2NWYwMDZjNTUzOQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1LzkyLzA5LzQ4ODctNGU3OS1hNDdkLTMxOTI3ZTlhNGVkNg.xml,true,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,"Regnskabsklasse B, mikrovirksomhed",2019-03-10,2019-03-10,kn@oceanprocess.com,34612358.0,500000.0,Ãrsrapport,0.0,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,OCEAN PROCESS A/S,Kaare NÃ¸rgaard,Gl. Holte,2016-10-01,2017-09-30,,0.0,2018-09-30,2017-10-01,false,false,true,false,false,true,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26800667,indberetninger-20180424,2.5947871,34612358.0,AWlnDuURRYGX6_YTFuI9,2019-03-10T10:04:22.500Z,2019-03-10T10:03:42.434Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-26-PG,2019-03-10T10:03:42.591Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anders Kaare NÃ¸rgaard,Bestyrelsesmedlem
34612358,2017-10-01,2018-09-30,c3,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2M2L2Y0L2FlLzA4OGUtNGUyZS1hOGQ1LTQzOWFjNmI3N2NlMQ.xhtml,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2FlL2NjL2ZjL2ZjOTItNDNkNS1iOTlkLWY2NWYwMDZjNTUzOQ.pdf,http://regnskaber.virk.dk/85321643/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1LzkyLzA5LzQ4ODctNGU3OS1hNDdkLTMxOTI3ZTlhNGVkNg.xml,true,Holte,2840.0,74.0,Vejdammen,2840 Holte,Vejdammen 74,"Regnskabsklasse B, mikrovirksomhed",2019-03-10,2019-03-10,kn@oceanprocess.com,34612358.0,500000.0,Ãrsrapport,0.0,Anders Kaare NÃ¸rgaard,Anders Kaare NÃ¸rgaard,OCEAN PROCESS A/S,Kaare NÃ¸rgaard,Gl. Holte,2016-10-01,2017-09-30,,0.0,2018-09-30,2017-10-01,false,false,true,false,false,true,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26800667,indberetninger-20180424,2.5947871,34612358.0,AWlnDuURRYGX6_YTFuI9,2019-03-10T10:04:22.500Z,2019-03-10T10:03:42.434Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-26-PG,2019-03-10T10:03:42.591Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SÃ¸ren Peder Tang Hansen,Formand
