entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,NumberOfEmployees,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,IncreaseDecreaseOfEquityThroughCorrectionsOfErrors,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferencesEquity,DisposalsOfInvestments,IncreaseDecreaseOfRevaluationsAndDevaluationsOfInvestmentsThroughNetExchangeDifferences,OtherAdjustmentsRelatedToInvestments,RevaluationsOfInvestmentsOfTheYear
36438517,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YyL2ZlLzNhLzJlM2MtNDY5Ny1iYmE3LTE2MTRhODc2OWI1Mw.pdf,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzIyLzY5LzgxL2RlZTAtNDMwZS05MjdjLTczYWE3YjIzNzE1ZA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Nibe,9240.0,12.0,Strandgade,9210 Aalborg SÃ,VissebakkegÃ¥rd 11,DK-9000 Aalborg,Visionsvej 51,"Til kapitalejerne i Lars Fogh, Aalborg ApS",117587.0,-242072.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-02,1964-04-01,2017-06-02,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat samt for fÃ¦llesregistrering af moms.,646341.0,20222670.0,36438517.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lars Fogh, Aalborg ApS.",13098988.0,Ãrsrapport,495100.0,302306.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,Lars Fogh,Lars Fogh,Nordea Bank,Advokaterne i Nibe,"Lars Fogh, Aalborg ApS",BDO Statsautoriseret revisionsaktieselskab,-495110.0,292186.0,10.0,-10120.0,Aalborg,2015-01-01,2015-12-31,13666890.0,13542405.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-06-02,Aalborg,124485.0,urn:ofk:oid:24151924,indberetninger-20180424,2.5118437,36438517.0,,2018-03-29T05:50:07.625Z,2017-06-08T14:13:43.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-ZD,2017-06-08T14:13:43.912Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36438517,2015-01-01,2015-12-31,c177,,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YyL2ZlLzNhLzJlM2MtNDY5Ny1iYmE3LTE2MTRhODc2OWI1Mw.pdf,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzIyLzY5LzgxL2RlZTAtNDMwZS05MjdjLTczYWE3YjIzNzE1ZA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Nibe,9240.0,12.0,Strandgade,9210 Aalborg SÃ,VissebakkegÃ¥rd 11,DK-9000 Aalborg,Visionsvej 51,"Til kapitalejerne i Lars Fogh, Aalborg ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-02,1964-04-01,2017-06-02,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat samt for fÃ¦llesregistrering af moms.,,20222670.0,36438517.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lars Fogh, Aalborg ApS.",,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,Lars Fogh,Lars Fogh,Nordea Bank,Advokaterne i Nibe,"Lars Fogh, Aalborg ApS",BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-06-02,Aalborg,,urn:ofk:oid:24151924,indberetninger-20180424,2.5118437,36438517.0,,2018-03-29T05:50:07.625Z,2017-06-08T14:13:43.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-ZD,2017-06-08T14:13:43.912Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36438517,2015-01-01,2015-12-31,c179,,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YyL2ZlLzNhLzJlM2MtNDY5Ny1iYmE3LTE2MTRhODc2OWI1Mw.pdf,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzIyLzY5LzgxL2RlZTAtNDMwZS05MjdjLTczYWE3YjIzNzE1ZA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Nibe,9240.0,12.0,Strandgade,9210 Aalborg SÃ,VissebakkegÃ¥rd 11,DK-9000 Aalborg,Visionsvej 51,"Til kapitalejerne i Lars Fogh, Aalborg ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-02,1964-04-01,2017-06-02,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat samt for fÃ¦llesregistrering af moms.,,20222670.0,36438517.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lars Fogh, Aalborg ApS.",,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,Lars Fogh,Lars Fogh,Nordea Bank,Advokaterne i Nibe,"Lars Fogh, Aalborg ApS",BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,262000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-06-02,Aalborg,,urn:ofk:oid:24151924,indberetninger-20180424,2.5118437,36438517.0,,2018-03-29T05:50:07.625Z,2017-06-08T14:13:43.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-ZD,2017-06-08T14:13:43.912Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36438517,2015-01-01,2015-12-31,c185,,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YyL2ZlLzNhLzJlM2MtNDY5Ny1iYmE3LTE2MTRhODc2OWI1Mw.pdf,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzIyLzY5LzgxL2RlZTAtNDMwZS05MjdjLTczYWE3YjIzNzE1ZA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Nibe,9240.0,12.0,Strandgade,9210 Aalborg SÃ,VissebakkegÃ¥rd 11,DK-9000 Aalborg,Visionsvej 51,"Til kapitalejerne i Lars Fogh, Aalborg ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-02,1964-04-01,2017-06-02,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat samt for fÃ¦llesregistrering af moms.,,20222670.0,36438517.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lars Fogh, Aalborg ApS.",,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,Lars Fogh,Lars Fogh,Nordea Bank,Advokaterne i Nibe,"Lars Fogh, Aalborg ApS",BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,10731479.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-06-02,Aalborg,,urn:ofk:oid:24151924,indberetninger-20180424,2.5118437,36438517.0,,2018-03-29T05:50:07.625Z,2017-06-08T14:13:43.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-ZD,2017-06-08T14:13:43.912Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36438517,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YyL2ZlLzNhLzJlM2MtNDY5Ny1iYmE3LTE2MTRhODc2OWI1Mw.pdf,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzIyLzY5LzgxL2RlZTAtNDMwZS05MjdjLTczYWE3YjIzNzE1ZA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Nibe,9240.0,12.0,Strandgade,9210 Aalborg SÃ,VissebakkegÃ¥rd 11,DK-9000 Aalborg,Visionsvej 51,"Til kapitalejerne i Lars Fogh, Aalborg ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-02,1964-04-01,2017-06-02,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat samt for fÃ¦llesregistrering af moms.,,20222670.0,36438517.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lars Fogh, Aalborg ApS.",,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,Lars Fogh,Lars Fogh,Nordea Bank,Advokaterne i Nibe,"Lars Fogh, Aalborg ApS",BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,2673411.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-06-02,Aalborg,,urn:ofk:oid:24151924,indberetninger-20180424,2.5118437,36438517.0,,2018-03-29T05:50:07.625Z,2017-06-08T14:13:43.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-ZD,2017-06-08T14:13:43.912Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36438517,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YyL2ZlLzNhLzJlM2MtNDY5Ny1iYmE3LTE2MTRhODc2OWI1Mw.pdf,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzIyLzY5LzgxL2RlZTAtNDMwZS05MjdjLTczYWE3YjIzNzE1ZA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Nibe,9240.0,12.0,Strandgade,9210 Aalborg SÃ,VissebakkegÃ¥rd 11,DK-9000 Aalborg,Visionsvej 51,"Til kapitalejerne i Lars Fogh, Aalborg ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-02,1964-04-01,2017-06-02,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat samt for fÃ¦llesregistrering af moms.,,20222670.0,36438517.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lars Fogh, Aalborg ApS.",,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,Lars Fogh,Lars Fogh,Nordea Bank,Advokaterne i Nibe,"Lars Fogh, Aalborg ApS",BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-06-02,Aalborg,,urn:ofk:oid:24151924,indberetninger-20180424,2.5118437,36438517.0,,2018-03-29T05:50:07.625Z,2017-06-08T14:13:43.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-ZD,2017-06-08T14:13:43.912Z,171016310.0,2383.0,306743.0,176304.0,155861503.0,171016310.0,15154807.0,162020631.0,6599598.0,155421033.0,162020631.0,1.0,0.0,0.0,107015787.0,48538973.0,15154807.0,5447.0,15069110.0,8993296.0,4166713.0,3929327.0,0.0,80250.0,720952.0,,,,,,,,,,
36438517,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YyL2ZlLzNhLzJlM2MtNDY5Ny1iYmE3LTE2MTRhODc2OWI1Mw.pdf,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzIyLzY5LzgxL2RlZTAtNDMwZS05MjdjLTczYWE3YjIzNzE1ZA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Nibe,9240.0,12.0,Strandgade,9210 Aalborg SÃ,VissebakkegÃ¥rd 11,DK-9000 Aalborg,Visionsvej 51,"Til kapitalejerne i Lars Fogh, Aalborg ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-02,1964-04-01,2017-06-02,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat samt for fÃ¦llesregistrering af moms.,,20222670.0,36438517.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lars Fogh, Aalborg ApS.",,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,Lars Fogh,Lars Fogh,Nordea Bank,Advokaterne i Nibe,"Lars Fogh, Aalborg ApS",BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-06-02,Aalborg,,urn:ofk:oid:24151924,indberetninger-20180424,2.5118437,36438517.0,,2018-03-29T05:50:07.625Z,2017-06-08T14:13:43.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-ZD,2017-06-08T14:13:43.912Z,,,,,306743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36438517,2016-01-01,2016-01-01,c235,,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YyL2ZlLzNhLzJlM2MtNDY5Ny1iYmE3LTE2MTRhODc2OWI1Mw.pdf,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzIyLzY5LzgxL2RlZTAtNDMwZS05MjdjLTczYWE3YjIzNzE1ZA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Nibe,9240.0,12.0,Strandgade,9210 Aalborg SÃ,VissebakkegÃ¥rd 11,DK-9000 Aalborg,Visionsvej 51,"Til kapitalejerne i Lars Fogh, Aalborg ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-02,1964-04-01,2017-06-02,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat samt for fÃ¦llesregistrering af moms.,,20222670.0,36438517.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lars Fogh, Aalborg ApS.",,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,Lars Fogh,Lars Fogh,Nordea Bank,Advokaterne i Nibe,"Lars Fogh, Aalborg ApS",BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-06-02,Aalborg,,urn:ofk:oid:24151924,indberetninger-20180424,2.5118437,36438517.0,,2018-03-29T05:50:07.625Z,2017-06-08T14:13:43.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-ZD,2017-06-08T14:13:43.912Z,,,,,107015787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36438517,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YyL2ZlLzNhLzJlM2MtNDY5Ny1iYmE3LTE2MTRhODc2OWI1Mw.pdf,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzIyLzY5LzgxL2RlZTAtNDMwZS05MjdjLTczYWE3YjIzNzE1ZA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Nibe,9240.0,12.0,Strandgade,9210 Aalborg SÃ,VissebakkegÃ¥rd 11,DK-9000 Aalborg,Visionsvej 51,"Til kapitalejerne i Lars Fogh, Aalborg ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-02,1964-04-01,2017-06-02,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat samt for fÃ¦llesregistrering af moms.,,20222670.0,36438517.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lars Fogh, Aalborg ApS.",,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,Lars Fogh,Lars Fogh,Nordea Bank,Advokaterne i Nibe,"Lars Fogh, Aalborg ApS",BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-06-02,Aalborg,,urn:ofk:oid:24151924,indberetninger-20180424,2.5118437,36438517.0,,2018-03-29T05:50:07.625Z,2017-06-08T14:13:43.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-ZD,2017-06-08T14:13:43.912Z,,,,,48538973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36438517,2016-01-01,2016-01-01,c257,,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YyL2ZlLzNhLzJlM2MtNDY5Ny1iYmE3LTE2MTRhODc2OWI1Mw.pdf,http://regnskaber.virk.dk/71583463/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzIyLzY5LzgxL2RlZTAtNDMwZS05MjdjLTczYWE3YjIzNzE1ZA.xml,true,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,15.0,Prinsensgade,Nibe,9240.0,12.0,Strandgade,9210 Aalborg SÃ,VissebakkegÃ¥rd 11,DK-9000 Aalborg,Visionsvej 51,"Til kapitalejerne i Lars Fogh, Aalborg ApS",,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-02,1964-04-01,2017-06-02,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat samt for fÃ¦llesregistrering af moms.,,20222670.0,36438517.0,20222670.0,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Lars Fogh, Aalborg ApS.",,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Christian Brasholt Larsen,Lars Fogh,Lars Fogh,Nordea Bank,Advokaterne i Nibe,"Lars Fogh, Aalborg ApS",BDO Statsautoriseret revisionsaktieselskab,,,,,Aalborg,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2016-12-31,2016-01-01,true,2017-06-02,Aalborg,,urn:ofk:oid:24151924,indberetninger-20180424,2.5118437,36438517.0,,2018-03-29T05:50:07.625Z,2017-06-08T14:13:43.723Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-86-ZD,2017-06-08T14:13:43.912Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
