entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,CostOfSales,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
28713258,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzc3LzEzLzI0L2E5NmUtNDI4ZS1hNDVhLWQ0NzI5OTIyMmUyMw.xhtml,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlmL2E5Lzc1LzA2ZDMtNDU1Ni1iNDQ5LWJlODg2MjQxZjg5NA.pdf,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmL2FiLzdiLzlhYzEtNGFiMy05ZmI0LWYwODZiMGE3NzE5NQ.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1",Hovedvejen,Roskilde,4000.0,43.0,Ternevej,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i AM-Byg 2005 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,287623.0,2018-04-04,2018-04-05,0.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med AM-Byg Holding ApS for skat af koncernens sambeskattede indkomstÂ og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.</p>",350270.0,150401.0,372199.0,28713258.0,mne6154,1008543298.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Ole Mathiasen,Ole Rhod Mathiasen,Nordea Bank Danmark A/S,AM-BYG 2005 ApS,Iben Green Madsen,16899.0,Roskilde,2016-01-01,2016-12-31,3638.0,5030.0,21929.0,2017-12-31,2017-01-01,810223.0,false,false,2018-04-04,Roskilde,1392.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25443998,indberetninger-20180424,2.5948195,28713258.0,AWNOIMCax8uVRSOdgbg4,2018-05-11T07:36:43.154Z,2018-05-11T07:35:57.678Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-10-JW,2018-05-11T07:35:57.918Z,,,,,,,,,,,,,,,,,,,,,,,
28713258,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzc3LzEzLzI0L2E5NmUtNDI4ZS1hNDVhLWQ0NzI5OTIyMmUyMw.xhtml,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlmL2E5Lzc1LzA2ZDMtNDU1Ni1iNDQ5LWJlODg2MjQxZjg5NA.pdf,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmL2FiLzdiLzlhYzEtNGFiMy05ZmI0LWYwODZiMGE3NzE5NQ.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1",Hovedvejen,Roskilde,4000.0,43.0,Ternevej,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i AM-Byg 2005 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,,2018-04-04,2018-04-05,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med AM-Byg Holding ApS for skat af koncernens sambeskattede indkomstÂ og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.</p>",,,,28713258.0,mne6154,1008543298.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Ole Mathiasen,Ole Rhod Mathiasen,Nordea Bank Danmark A/S,AM-BYG 2005 ApS,Iben Green Madsen,,Roskilde,2016-01-01,2016-12-31,3638.0,,,2017-12-31,2017-01-01,,false,false,2018-04-04,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25443998,indberetninger-20180424,2.5948195,28713258.0,AWNOIMCax8uVRSOdgbg4,2018-05-11T07:36:43.154Z,2018-05-11T07:35:57.678Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-10-JW,2018-05-11T07:35:57.918Z,,,,,,,,,,,,,,,,,,,,,,,
28713258,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzc3LzEzLzI0L2E5NmUtNDI4ZS1hNDVhLWQ0NzI5OTIyMmUyMw.xhtml,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlmL2E5Lzc1LzA2ZDMtNDU1Ni1iNDQ5LWJlODg2MjQxZjg5NA.pdf,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmL2FiLzdiLzlhYzEtNGFiMy05ZmI0LWYwODZiMGE3NzE5NQ.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1",Hovedvejen,Roskilde,4000.0,43.0,Ternevej,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i AM-Byg 2005 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,,2018-04-04,2018-04-05,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med AM-Byg Holding ApS for skat af koncernens sambeskattede indkomstÂ og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.</p>",,,,28713258.0,mne6154,1008543298.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Ole Mathiasen,Ole Rhod Mathiasen,Nordea Bank Danmark A/S,AM-BYG 2005 ApS,Iben Green Madsen,,Roskilde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,2018-04-04,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25443998,indberetninger-20180424,2.5948195,28713258.0,AWNOIMCax8uVRSOdgbg4,2018-05-11T07:36:43.154Z,2018-05-11T07:35:57.678Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-10-JW,2018-05-11T07:35:57.918Z,404326.0,291345.0,125000.0,404326.0,4177.0,28366.0,158223.0,0.0,404326.0,246103.0,0.0,76740.0,0.0,33223.0,246103.0,169363.0,112981.0,21713.0,0.0,0.0,58725.0,,
28713258,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzc3LzEzLzI0L2E5NmUtNDI4ZS1hNDVhLWQ0NzI5OTIyMmUyMw.xhtml,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlmL2E5Lzc1LzA2ZDMtNDU1Ni1iNDQ5LWJlODg2MjQxZjg5NA.pdf,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmL2FiLzdiLzlhYzEtNGFiMy05ZmI0LWYwODZiMGE3NzE5NQ.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1",Hovedvejen,Roskilde,4000.0,43.0,Ternevej,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i AM-Byg 2005 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,,2018-04-04,2018-04-05,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med AM-Byg Holding ApS for skat af koncernens sambeskattede indkomstÂ og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.</p>",,,,28713258.0,mne6154,1008543298.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Ole Mathiasen,Ole Rhod Mathiasen,Nordea Bank Danmark A/S,AM-BYG 2005 ApS,Iben Green Madsen,,Roskilde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,2018-04-04,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25443998,indberetninger-20180424,2.5948195,28713258.0,AWNOIMCax8uVRSOdgbg4,2018-05-11T07:36:43.154Z,2018-05-11T07:35:57.678Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-10-JW,2018-05-11T07:35:57.918Z,,,,,,,33223.0,,,,,,,,,,,,,,,,
28713258,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzc3LzEzLzI0L2E5NmUtNDI4ZS1hNDVhLWQ0NzI5OTIyMmUyMw.xhtml,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlmL2E5Lzc1LzA2ZDMtNDU1Ni1iNDQ5LWJlODg2MjQxZjg5NA.pdf,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmL2FiLzdiLzlhYzEtNGFiMy05ZmI0LWYwODZiMGE3NzE5NQ.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1",Hovedvejen,Roskilde,4000.0,43.0,Ternevej,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i AM-Byg 2005 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,,2018-04-04,2018-04-05,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med AM-Byg Holding ApS for skat af koncernens sambeskattede indkomstÂ og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.</p>",,,,28713258.0,mne6154,1008543298.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Ole Mathiasen,Ole Rhod Mathiasen,Nordea Bank Danmark A/S,AM-BYG 2005 ApS,Iben Green Madsen,,Roskilde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,2018-04-04,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25443998,indberetninger-20180424,2.5948195,28713258.0,AWNOIMCax8uVRSOdgbg4,2018-05-11T07:36:43.154Z,2018-05-11T07:35:57.678Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-10-JW,2018-05-11T07:35:57.918Z,,,,,,,158223.0,,,,,,,,,,,,,,,,
28713258,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzc3LzEzLzI0L2E5NmUtNDI4ZS1hNDVhLWQ0NzI5OTIyMmUyMw.xhtml,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlmL2E5Lzc1LzA2ZDMtNDU1Ni1iNDQ5LWJlODg2MjQxZjg5NA.pdf,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmL2FiLzdiLzlhYzEtNGFiMy05ZmI0LWYwODZiMGE3NzE5NQ.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1",Hovedvejen,Roskilde,4000.0,43.0,Ternevej,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i AM-Byg 2005 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,,2018-04-04,2018-04-05,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med AM-Byg Holding ApS for skat af koncernens sambeskattede indkomstÂ og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.</p>",,,,28713258.0,mne6154,1008543298.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Ole Mathiasen,Ole Rhod Mathiasen,Nordea Bank Danmark A/S,AM-BYG 2005 ApS,Iben Green Madsen,,Roskilde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,2018-04-04,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25443998,indberetninger-20180424,2.5948195,28713258.0,AWNOIMCax8uVRSOdgbg4,2018-05-11T07:36:43.154Z,2018-05-11T07:35:57.678Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-10-JW,2018-05-11T07:35:57.918Z,,,,,,,125000.0,,,,,,,,,,,,,,,,
28713258,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzc3LzEzLzI0L2E5NmUtNDI4ZS1hNDVhLWQ0NzI5OTIyMmUyMw.xhtml,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlmL2E5Lzc1LzA2ZDMtNDU1Ni1iNDQ5LWJlODg2MjQxZjg5NA.pdf,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmL2FiLzdiLzlhYzEtNGFiMy05ZmI0LWYwODZiMGE3NzE5NQ.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1",Hovedvejen,Roskilde,4000.0,43.0,Ternevej,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i AM-Byg 2005 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,232046.0,2018-04-04,2018-04-05,429.0,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med AM-Byg Holding ApS for skat af koncernens sambeskattede indkomstÂ og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.</p>",535416.0,196361.0,695387.0,28713258.0,mne6154,1008543298.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Ole Mathiasen,Ole Rhod Mathiasen,Nordea Bank Danmark A/S,AM-BYG 2005 ApS,Iben Green Madsen,8043.0,Roskilde,2016-01-01,2016-12-31,114930.0,151499.0,159542.0,2017-12-31,2017-01-01,1123794.0,false,false,2018-04-04,Roskilde,36569.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25443998,indberetninger-20180424,2.5948195,28713258.0,AWNOIMCax8uVRSOdgbg4,2018-05-11T07:36:43.154Z,2018-05-11T07:35:57.678Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-10-JW,2018-05-11T07:35:57.918Z,,,,,,,,,,,,,,,,,,,,,,,
28713258,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzc3LzEzLzI0L2E5NmUtNDI4ZS1hNDVhLWQ0NzI5OTIyMmUyMw.xhtml,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlmL2E5Lzc1LzA2ZDMtNDU1Ni1iNDQ5LWJlODg2MjQxZjg5NA.pdf,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmL2FiLzdiLzlhYzEtNGFiMy05ZmI0LWYwODZiMGE3NzE5NQ.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1",Hovedvejen,Roskilde,4000.0,43.0,Ternevej,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i AM-Byg 2005 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,,2018-04-04,2018-04-05,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med AM-Byg Holding ApS for skat af koncernens sambeskattede indkomstÂ og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.</p>",,,,28713258.0,mne6154,1008543298.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Ole Mathiasen,Ole Rhod Mathiasen,Nordea Bank Danmark A/S,AM-BYG 2005 ApS,Iben Green Madsen,,Roskilde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,2018-04-04,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25443998,indberetninger-20180424,2.5948195,28713258.0,AWNOIMCax8uVRSOdgbg4,2018-05-11T07:36:43.154Z,2018-05-11T07:35:57.678Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-10-JW,2018-05-11T07:35:57.918Z,,,,,,,,,,,,,,,,,,,,,,52886252.0,IGM REVISION V/IBEN GREEN MADSEN
28713258,2017-01-01,2017-12-31,c12,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzc3LzEzLzI0L2E5NmUtNDI4ZS1hNDVhLWQ0NzI5OTIyMmUyMw.xhtml,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlmL2E5Lzc1LzA2ZDMtNDU1Ni1iNDQ5LWJlODg2MjQxZjg5NA.pdf,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmL2FiLzdiLzlhYzEtNGFiMy05ZmI0LWYwODZiMGE3NzE5NQ.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1",Hovedvejen,Roskilde,4000.0,43.0,Ternevej,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i AM-Byg 2005 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,,2018-04-04,2018-04-05,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med AM-Byg Holding ApS for skat af koncernens sambeskattede indkomstÂ og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.</p>",,,,28713258.0,mne6154,1008543298.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Ole Mathiasen,Ole Rhod Mathiasen,Nordea Bank Danmark A/S,AM-BYG 2005 ApS,Iben Green Madsen,,Roskilde,2016-01-01,2016-12-31,114930.0,,,2017-12-31,2017-01-01,,false,false,2018-04-04,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25443998,indberetninger-20180424,2.5948195,28713258.0,AWNOIMCax8uVRSOdgbg4,2018-05-11T07:36:43.154Z,2018-05-11T07:35:57.678Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-10-JW,2018-05-11T07:35:57.918Z,,,,,,,,,,,,,,,,,,,,,,,
28713258,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzL2NkLzc3LzEzLzI0L2E5NmUtNDI4ZS1hNDVhLWQ0NzI5OTIyMmUyMw.xhtml,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzM4LzlmL2E5Lzc1LzA2ZDMtNDU1Ni1iNDQ5LWJlODg2MjQxZjg5NA.pdf,http://regnskaber.virk.dk/85231782/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzFmL2FiLzdiLzlhYzEtNGFiMy05ZmI0LWYwODZiMGE3NzE5NQ.xml,true,Danmark,DK,Roskilde,4000.0,"4, 1",Hovedvejen,Roskilde,4000.0,43.0,Ternevej,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i AM-Byg 2005 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,,2018-04-04,2018-04-05,,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med AM-Byg Holding ApS for skat af koncernens sambeskattede indkomstÂ og for visse eventuelle kildeskatter som udbytteskat og royaltyskat.</p>",,,,28713258.0,mne6154,1008543298.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Ole Mathiasen,Ole Rhod Mathiasen,Nordea Bank Danmark A/S,AM-BYG 2005 ApS,Iben Green Madsen,,Roskilde,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,2018-04-04,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25443998,indberetninger-20180424,2.5948195,28713258.0,AWNOIMCax8uVRSOdgbg4,2018-05-11T07:36:43.154Z,2018-05-11T07:35:57.678Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-10-JW,2018-05-11T07:35:57.918Z,,,,,,,,,,,,,,,,,,,,,,,
