entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,RetainedEarnings,NameAndSurnameOfMemberOfSupervisoryBoard
36435496,2016-01-01,2016-12-31,c10,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjLzI1LzMzLzU5MGYtNDJlYi05ZDliLWEzZTE2MTk0ZTg2Nw.xhtml,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzBhL2NiLzFmLzViZjUtNGQ1Ny05OGYyLTYxMDAxMzk0ZWUyMg.pdf,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzlkL2ViLzdhLzlhYzAtNGFiZS1iZjY0LWNmMjY1MjgwYzMwNg.xml,true,Danmark,DK,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,KÃ¸benhavn S,2300.0,125.0,Islands Brygge,2300 KÃ¸benhavn S,Islands Brygge 125,"Regnskabsklasse B, mikrovirksomhed",2018-06-12,2018-06-11,36435496.0,Ãrsrapport,Ruben Bjerg Hansen,Ruben Bjerg Hansen,Nordea,TACLE IVS,Ruben Bjerg Hansen,KÃ¸benhavn,2016-01-01,2016-12-31,0.0,2017-12-31,2017-01-01,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25790051,indberetninger-20180424,2.5949414,36435496.0,AWPxa_i_0wkEsASktpL-,2018-06-12T00:36:18.123Z,2018-06-12T00:36:10.019Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-36-HK,2018-06-12T00:36:10.581Z,,,,,,,,,,,,,,,,,,,,
36435496,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjLzI1LzMzLzU5MGYtNDJlYi05ZDliLWEzZTE2MTk0ZTg2Nw.xhtml,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzBhL2NiLzFmLzViZjUtNGQ1Ny05OGYyLTYxMDAxMzk0ZWUyMg.pdf,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzlkL2ViLzdhLzlhYzAtNGFiZS1iZjY0LWNmMjY1MjgwYzMwNg.xml,true,Danmark,DK,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,KÃ¸benhavn S,2300.0,125.0,Islands Brygge,2300 KÃ¸benhavn S,Islands Brygge 125,"Regnskabsklasse B, mikrovirksomhed",2018-06-12,2018-06-11,36435496.0,Ãrsrapport,Ruben Bjerg Hansen,Ruben Bjerg Hansen,Nordea,TACLE IVS,Ruben Bjerg Hansen,KÃ¸benhavn,2016-01-01,2016-12-31,0.0,2017-12-31,2017-01-01,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25790051,indberetninger-20180424,2.5949414,36435496.0,AWPxa_i_0wkEsASktpL-,2018-06-12T00:36:18.123Z,2018-06-12T00:36:10.019Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-36-HK,2018-06-12T00:36:10.581Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
36435496,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjLzI1LzMzLzU5MGYtNDJlYi05ZDliLWEzZTE2MTk0ZTg2Nw.xhtml,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzBhL2NiLzFmLzViZjUtNGQ1Ny05OGYyLTYxMDAxMzk0ZWUyMg.pdf,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzlkL2ViLzdhLzlhYzAtNGFiZS1iZjY0LWNmMjY1MjgwYzMwNg.xml,true,Danmark,DK,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,KÃ¸benhavn S,2300.0,125.0,Islands Brygge,2300 KÃ¸benhavn S,Islands Brygge 125,"Regnskabsklasse B, mikrovirksomhed",2018-06-12,2018-06-11,36435496.0,Ãrsrapport,Ruben Bjerg Hansen,Ruben Bjerg Hansen,Nordea,TACLE IVS,Ruben Bjerg Hansen,KÃ¸benhavn,2016-01-01,2016-12-31,0.0,2017-12-31,2017-01-01,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25790051,indberetninger-20180424,2.5949414,36435496.0,AWPxa_i_0wkEsASktpL-,2018-06-12T00:36:18.123Z,2018-06-12T00:36:10.019Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-36-HK,2018-06-12T00:36:10.581Z,,,,,,,,,,,,,,,,,,,,
36435496,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjLzI1LzMzLzU5MGYtNDJlYi05ZDliLWEzZTE2MTk0ZTg2Nw.xhtml,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzBhL2NiLzFmLzViZjUtNGQ1Ny05OGYyLTYxMDAxMzk0ZWUyMg.pdf,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzlkL2ViLzdhLzlhYzAtNGFiZS1iZjY0LWNmMjY1MjgwYzMwNg.xml,true,Danmark,DK,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,KÃ¸benhavn S,2300.0,125.0,Islands Brygge,2300 KÃ¸benhavn S,Islands Brygge 125,"Regnskabsklasse B, mikrovirksomhed",2018-06-12,2018-06-11,36435496.0,Ãrsrapport,Ruben Bjerg Hansen,Ruben Bjerg Hansen,Nordea,TACLE IVS,Ruben Bjerg Hansen,KÃ¸benhavn,2016-01-01,2016-12-31,0.0,2017-12-31,2017-01-01,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25790051,indberetninger-20180424,2.5949414,36435496.0,AWPxa_i_0wkEsASktpL-,2018-06-12T00:36:18.123Z,2018-06-12T00:36:10.019Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-36-HK,2018-06-12T00:36:10.581Z,,,,,,,,,,,,,,,,,,,,
36435496,2016-12-31,2016-12-31,c12,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjLzI1LzMzLzU5MGYtNDJlYi05ZDliLWEzZTE2MTk0ZTg2Nw.xhtml,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzBhL2NiLzFmLzViZjUtNGQ1Ny05OGYyLTYxMDAxMzk0ZWUyMg.pdf,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzlkL2ViLzdhLzlhYzAtNGFiZS1iZjY0LWNmMjY1MjgwYzMwNg.xml,true,Danmark,DK,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,KÃ¸benhavn S,2300.0,125.0,Islands Brygge,2300 KÃ¸benhavn S,Islands Brygge 125,"Regnskabsklasse B, mikrovirksomhed",2018-06-12,2018-06-11,36435496.0,Ãrsrapport,Ruben Bjerg Hansen,Ruben Bjerg Hansen,Nordea,TACLE IVS,Ruben Bjerg Hansen,KÃ¸benhavn,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25790051,indberetninger-20180424,2.5949414,36435496.0,AWPxa_i_0wkEsASktpL-,2018-06-12T00:36:18.123Z,2018-06-12T00:36:10.019Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-36-HK,2018-06-12T00:36:10.581Z,,,,,,,,,,,,,4761.0,4761.0,49800.0,4761.0,4761.0,4761.0,-45039.0,
36435496,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjLzI1LzMzLzU5MGYtNDJlYi05ZDliLWEzZTE2MTk0ZTg2Nw.xhtml,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzBhL2NiLzFmLzViZjUtNGQ1Ny05OGYyLTYxMDAxMzk0ZWUyMg.pdf,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzlkL2ViLzdhLzlhYzAtNGFiZS1iZjY0LWNmMjY1MjgwYzMwNg.xml,true,Danmark,DK,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,KÃ¸benhavn S,2300.0,125.0,Islands Brygge,2300 KÃ¸benhavn S,Islands Brygge 125,"Regnskabsklasse B, mikrovirksomhed",2018-06-12,2018-06-11,36435496.0,Ãrsrapport,Ruben Bjerg Hansen,Ruben Bjerg Hansen,Nordea,TACLE IVS,Ruben Bjerg Hansen,KÃ¸benhavn,2016-01-01,2016-12-31,0.0,2017-12-31,2017-01-01,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25790051,indberetninger-20180424,2.5949414,36435496.0,AWPxa_i_0wkEsASktpL-,2018-06-12T00:36:18.123Z,2018-06-12T00:36:10.019Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-36-HK,2018-06-12T00:36:10.581Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
36435496,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjLzI1LzMzLzU5MGYtNDJlYi05ZDliLWEzZTE2MTk0ZTg2Nw.xhtml,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzBhL2NiLzFmLzViZjUtNGQ1Ny05OGYyLTYxMDAxMzk0ZWUyMg.pdf,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzlkL2ViLzdhLzlhYzAtNGFiZS1iZjY0LWNmMjY1MjgwYzMwNg.xml,true,Danmark,DK,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,KÃ¸benhavn S,2300.0,125.0,Islands Brygge,2300 KÃ¸benhavn S,Islands Brygge 125,"Regnskabsklasse B, mikrovirksomhed",2018-06-12,2018-06-11,36435496.0,Ãrsrapport,Ruben Bjerg Hansen,Ruben Bjerg Hansen,Nordea,TACLE IVS,Ruben Bjerg Hansen,KÃ¸benhavn,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25790051,indberetninger-20180424,2.5949414,36435496.0,AWPxa_i_0wkEsASktpL-,2018-06-12T00:36:18.123Z,2018-06-12T00:36:10.019Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-36-HK,2018-06-12T00:36:10.581Z,,,,,,,,,,,,,,,,,,,,
36435496,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjLzI1LzMzLzU5MGYtNDJlYi05ZDliLWEzZTE2MTk0ZTg2Nw.xhtml,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzBhL2NiLzFmLzViZjUtNGQ1Ny05OGYyLTYxMDAxMzk0ZWUyMg.pdf,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzlkL2ViLzdhLzlhYzAtNGFiZS1iZjY0LWNmMjY1MjgwYzMwNg.xml,true,Danmark,DK,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,KÃ¸benhavn S,2300.0,125.0,Islands Brygge,2300 KÃ¸benhavn S,Islands Brygge 125,"Regnskabsklasse B, mikrovirksomhed",2018-06-12,2018-06-11,36435496.0,Ãrsrapport,Ruben Bjerg Hansen,Ruben Bjerg Hansen,Nordea,TACLE IVS,Ruben Bjerg Hansen,KÃ¸benhavn,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25790051,indberetninger-20180424,2.5949414,36435496.0,AWPxa_i_0wkEsASktpL-,2018-06-12T00:36:18.123Z,2018-06-12T00:36:10.019Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-36-HK,2018-06-12T00:36:10.581Z,,,,,,,,,,,,,,,,,,,,Christian Mulvad Sejersen
36435496,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjLzI1LzMzLzU5MGYtNDJlYi05ZDliLWEzZTE2MTk0ZTg2Nw.xhtml,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzBhL2NiLzFmLzViZjUtNGQ1Ny05OGYyLTYxMDAxMzk0ZWUyMg.pdf,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzlkL2ViLzdhLzlhYzAtNGFiZS1iZjY0LWNmMjY1MjgwYzMwNg.xml,true,Danmark,DK,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,KÃ¸benhavn S,2300.0,125.0,Islands Brygge,2300 KÃ¸benhavn S,Islands Brygge 125,"Regnskabsklasse B, mikrovirksomhed",2018-06-12,2018-06-11,36435496.0,Ãrsrapport,Ruben Bjerg Hansen,Ruben Bjerg Hansen,Nordea,TACLE IVS,Ruben Bjerg Hansen,KÃ¸benhavn,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25790051,indberetninger-20180424,2.5949414,36435496.0,AWPxa_i_0wkEsASktpL-,2018-06-12T00:36:18.123Z,2018-06-12T00:36:10.019Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-36-HK,2018-06-12T00:36:10.581Z,,,,,,,,,,,,,,,,,,,,Ruben Bjerg Hansen
36435496,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjLzI1LzMzLzU5MGYtNDJlYi05ZDliLWEzZTE2MTk0ZTg2Nw.xhtml,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzLzA3LzBhL2NiLzFmLzViZjUtNGQ1Ny05OGYyLTYxMDAxMzk0ZWUyMg.pdf,http://regnskaber.virk.dk/69453463/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzlkL2ViLzdhLzlhYzAtNGFiZS1iZjY0LWNmMjY1MjgwYzMwNg.xml,true,Danmark,DK,KÃ¸benhavn C,900.0,8.0,Vesterbrogade,KÃ¸benhavn S,2300.0,125.0,Islands Brygge,2300 KÃ¸benhavn S,Islands Brygge 125,"Regnskabsklasse B, mikrovirksomhed",2018-06-12,2018-06-11,36435496.0,Ãrsrapport,Ruben Bjerg Hansen,Ruben Bjerg Hansen,Nordea,TACLE IVS,Ruben Bjerg Hansen,KÃ¸benhavn,2016-01-01,2016-12-31,0.0,2017-12-31,2017-01-01,true,false,false,false,false,Ingen bistand,urn:ofk:oid:25790051,indberetninger-20180424,2.5949414,36435496.0,AWPxa_i_0wkEsASktpL-,2018-06-12T00:36:18.123Z,2018-06-12T00:36:10.019Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-36-HK,2018-06-12T00:36:10.581Z,,,,,,,,,,,,,,,,,,,,
