entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,Goodwill,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,PlantAndMachinery,PrepaymentsForGoods,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
31472210,2016-07-01,2017-06-30,ID_13,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5LzcyL2Y0LzYwZDAtNGU4Yi1hMGZjLWFlMmZiODNhOGJhMw.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2U1LzBhLzhhLzAwZTgtNGY3OC1hMTEyLTlmMmRiMDVjNWNlYg.xml,true,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2018-11-22,599559.0,gnbelysning@gnbelysning.dk,6700640.0,11533232.0,35050469.0,31472210.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for GN Belysning A/S.,Ãrsrapport,JÃ¸rn Christensen,Erik Hofmann Ebbe,AC Revision Aps,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,50059.0,87534.0,11488.0,Herning,2016-07-01,2017-06-30,3312905.0,4259020.0,4221545.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-22,Herning,946115.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26389913,indberetninger-20180424,2.5097342,31472210.0,AWdkSyLzet7j816DxPig,2018-11-30T11:05:26.845Z,2018-11-30T11:05:03.354Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EE-61-YP,2018-11-30T11:05:03.936Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31472210,2016-07-01,2017-06-30,ID_15,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5LzcyL2Y0LzYwZDAtNGU4Yi1hMGZjLWFlMmZiODNhOGJhMw.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2U1LzBhLzhhLzAwZTgtNGY3OC1hMTEyLTlmMmRiMDVjNWNlYg.xml,true,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2018-11-22,,gnbelysning@gnbelysning.dk,,,35050469.0,31472210.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for GN Belysning A/S.,Ãrsrapport,JÃ¸rn Christensen,Erik Hofmann Ebbe,AC Revision Aps,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,,,,Herning,2016-07-01,2017-06-30,-2500000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-22,Herning,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26389913,indberetninger-20180424,2.5097342,31472210.0,AWdkSyLzet7j816DxPig,2018-11-30T11:05:26.845Z,2018-11-30T11:05:03.354Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EE-61-YP,2018-11-30T11:05:03.936Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31472210,2016-07-01,2017-06-30,ID_17,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5LzcyL2Y0LzYwZDAtNGU4Yi1hMGZjLWFlMmZiODNhOGJhMw.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2U1LzBhLzhhLzAwZTgtNGY3OC1hMTEyLTlmMmRiMDVjNWNlYg.xml,true,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2018-11-22,,gnbelysning@gnbelysning.dk,,,35050469.0,31472210.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for GN Belysning A/S.,Ãrsrapport,JÃ¸rn Christensen,Erik Hofmann Ebbe,AC Revision Aps,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,,,,Herning,2016-07-01,2017-06-30,-812905.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-22,Herning,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26389913,indberetninger-20180424,2.5097342,31472210.0,AWdkSyLzet7j816DxPig,2018-11-30T11:05:26.845Z,2018-11-30T11:05:03.354Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EE-61-YP,2018-11-30T11:05:03.936Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31472210,2017-06-30,2017-06-30,ID_12,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5LzcyL2Y0LzYwZDAtNGU4Yi1hMGZjLWFlMmZiODNhOGJhMw.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2U1LzBhLzhhLzAwZTgtNGY3OC1hMTEyLTlmMmRiMDVjNWNlYg.xml,true,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2018-11-22,,gnbelysning@gnbelysning.dk,,,35050469.0,31472210.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for GN Belysning A/S.,Ãrsrapport,JÃ¸rn Christensen,Erik Hofmann Ebbe,AC Revision Aps,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,,,,Herning,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-22,Herning,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26389913,indberetninger-20180424,2.5097342,31472210.0,AWdkSyLzet7j816DxPig,2018-11-30T11:05:26.845Z,2018-11-30T11:05:03.354Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EE-61-YP,2018-11-30T11:05:03.936Z,57229.0,19000651.0,3687034.0,500000.0,18124047.0,110104.0,118950.0,14574548.0,653333.0,710562.0,10348172.0,19000651.0,4228543.0,120520.0,8910457.0,876604.0,1570.0,2490469.0,45522.0,1437715.0,45522.0,2500000.0,197560.0,197560.0,11574548.0,4228543.0,3380.0,4088841.0,802910.0,931784.0,3978737.0,,,
31472210,2017-07-01,2018-06-30,ID_0,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5LzcyL2Y0LzYwZDAtNGU4Yi1hMGZjLWFlMmZiODNhOGJhMw.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2U1LzBhLzhhLzAwZTgtNGY3OC1hMTEyLTlmMmRiMDVjNWNlYg.xml,true,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2018-11-22,561600.0,gnbelysning@gnbelysning.dk,6459959.0,11208057.0,35050469.0,31472210.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for GN Belysning A/S.,Ãrsrapport,JÃ¸rn Christensen,Erik Hofmann Ebbe,AC Revision Aps,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,74311.0,35631.0,0.0,Herning,2016-07-01,2017-06-30,3219586.0,4147818.0,4186498.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-22,Herning,928232.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26389913,indberetninger-20180424,2.5097342,31472210.0,AWdkSyLzet7j816DxPig,2018-11-30T11:05:26.845Z,2018-11-30T11:05:03.354Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EE-61-YP,2018-11-30T11:05:03.936Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31472210,2017-07-01,2018-06-30,ID_1,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5LzcyL2Y0LzYwZDAtNGU4Yi1hMGZjLWFlMmZiODNhOGJhMw.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2U1LzBhLzhhLzAwZTgtNGY3OC1hMTEyLTlmMmRiMDVjNWNlYg.xml,true,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2018-11-22,,gnbelysning@gnbelysning.dk,,,35050469.0,31472210.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for GN Belysning A/S.,Ãrsrapport,JÃ¸rn Christensen,Erik Hofmann Ebbe,AC Revision Aps,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,,,,Herning,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-22,Herning,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26389913,indberetninger-20180424,2.5097342,31472210.0,AWdkSyLzet7j816DxPig,2018-11-30T11:05:26.845Z,2018-11-30T11:05:03.354Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EE-61-YP,2018-11-30T11:05:03.936Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31472210,2017-07-01,2018-06-30,ID_10,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5LzcyL2Y0LzYwZDAtNGU4Yi1hMGZjLWFlMmZiODNhOGJhMw.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2U1LzBhLzhhLzAwZTgtNGY3OC1hMTEyLTlmMmRiMDVjNWNlYg.xml,true,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2018-11-22,,gnbelysning@gnbelysning.dk,,,35050469.0,31472210.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for GN Belysning A/S.,Ãrsrapport,JÃ¸rn Christensen,Erik Hofmann Ebbe,AC Revision Aps,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,,,,Herning,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-22,Herning,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26389913,indberetninger-20180424,2.5097342,31472210.0,AWdkSyLzet7j816DxPig,2018-11-30T11:05:26.845Z,2018-11-30T11:05:03.354Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EE-61-YP,2018-11-30T11:05:03.936Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anders Christiansen,Bestyrelsesmedlem,
31472210,2017-07-01,2018-06-30,ID_14,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5LzcyL2Y0LzYwZDAtNGU4Yi1hMGZjLWFlMmZiODNhOGJhMw.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2U1LzBhLzhhLzAwZTgtNGY3OC1hMTEyLTlmMmRiMDVjNWNlYg.xml,true,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2018-11-22,,gnbelysning@gnbelysning.dk,,,35050469.0,31472210.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for GN Belysning A/S.,Ãrsrapport,JÃ¸rn Christensen,Erik Hofmann Ebbe,AC Revision Aps,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,,,,Herning,2016-07-01,2017-06-30,-2500000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-22,Herning,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26389913,indberetninger-20180424,2.5097342,31472210.0,AWdkSyLzet7j816DxPig,2018-11-30T11:05:26.845Z,2018-11-30T11:05:03.354Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EE-61-YP,2018-11-30T11:05:03.936Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31472210,2017-07-01,2018-06-30,ID_16,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5LzcyL2Y0LzYwZDAtNGU4Yi1hMGZjLWFlMmZiODNhOGJhMw.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2U1LzBhLzhhLzAwZTgtNGY3OC1hMTEyLTlmMmRiMDVjNWNlYg.xml,true,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2018-11-22,,gnbelysning@gnbelysning.dk,,,35050469.0,31472210.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for GN Belysning A/S.,Ãrsrapport,JÃ¸rn Christensen,Erik Hofmann Ebbe,AC Revision Aps,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,,,,Herning,2016-07-01,2017-06-30,-719586.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-22,Herning,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26389913,indberetninger-20180424,2.5097342,31472210.0,AWdkSyLzet7j816DxPig,2018-11-30T11:05:26.845Z,2018-11-30T11:05:03.354Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EE-61-YP,2018-11-30T11:05:03.936Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31472210,2017-07-01,2018-06-30,ID_2,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5LzcyL2Y0LzYwZDAtNGU4Yi1hMGZjLWFlMmZiODNhOGJhMw.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzM2L2U1LzBhLzhhLzAwZTgtNGY3OC1hMTEyLTlmMmRiMDVjNWNlYg.xml,true,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2018-11-22,,gnbelysning@gnbelysning.dk,,,35050469.0,31472210.0,mne18323,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for GN Belysning A/S.,Ãrsrapport,JÃ¸rn Christensen,Erik Hofmann Ebbe,AC Revision Aps,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,,,,Herning,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-06-30,2017-07-01,false,2018-11-22,Herning,,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26389913,indberetninger-20180424,2.5097342,31472210.0,AWdkSyLzet7j816DxPig,2018-11-30T11:05:26.845Z,2018-11-30T11:05:03.354Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EE-61-YP,2018-11-30T11:05:03.936Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
