entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,Goodwill,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,PlantAndMachinery,PrepaymentsForGoods,PropertyPlantAndEquipment,ProposedDividend,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
31472210,2014-07-01,2015-06-30,ID_11,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1L2U3L2FhLzAxZmMtNGQxMi05NzQ3LTA0OGRiMDNiNzY0Zg.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2U5LzRhLzU2L2Q5ZDctNDQxZS05MTRhLTdkMWFiNjAxM2UzOQ.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",2016-10-06,2016-10-06,gnbelysning@gnbelysning.dk,31472210.0,71344517.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for GN Belysning A/S.,"Vi har revideret Ã¥rsregnskabet for GN Belysning A/S for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik Ebbe,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,"Herning, den 6. oktober 2016",2014-07-01,2015-06-30,-1507218.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,2016-10-06,Herning,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23213217,indberetninger-20180424,2.5118406,31472210.0,,2018-03-29T01:14:17.961Z,2016-11-29T14:15:53.081Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-77-FR,2016-11-29T14:15:53.232Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31472210,2014-07-01,2015-06-30,ID_7,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1L2U3L2FhLzAxZmMtNGQxMi05NzQ3LTA0OGRiMDNiNzY0Zg.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2U5LzRhLzU2L2Q5ZDctNDQxZS05MTRhLTdkMWFiNjAxM2UzOQ.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",2016-10-06,2016-10-06,gnbelysning@gnbelysning.dk,31472210.0,71344517.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for GN Belysning A/S.,"Vi har revideret Ã¥rsregnskabet for GN Belysning A/S for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik Ebbe,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,"Herning, den 6. oktober 2016",2014-07-01,2015-06-30,4507218.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,2016-10-06,Herning,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23213217,indberetninger-20180424,2.5118406,31472210.0,,2018-03-29T01:14:17.961Z,2016-11-29T14:15:53.081Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-77-FR,2016-11-29T14:15:53.232Z,859375.0,5756885.0,12545381.0,132746.0,16465.0,0.0,5812840.0,5929121.0,1305622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31472210,2014-07-01,2015-06-30,ID_9,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1L2U3L2FhLzAxZmMtNGQxMi05NzQ3LTA0OGRiMDNiNzY0Zg.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2U5LzRhLzU2L2Q5ZDctNDQxZS05MTRhLTdkMWFiNjAxM2UzOQ.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",2016-10-06,2016-10-06,gnbelysning@gnbelysning.dk,31472210.0,71344517.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for GN Belysning A/S.,"Vi har revideret Ã¥rsregnskabet for GN Belysning A/S for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik Ebbe,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,"Herning, den 6. oktober 2016",2014-07-01,2015-06-30,-3000000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,2016-10-06,Herning,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23213217,indberetninger-20180424,2.5118406,31472210.0,,2018-03-29T01:14:17.961Z,2016-11-29T14:15:53.081Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-77-FR,2016-11-29T14:15:53.232Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31472210,2015-06-30,2015-06-30,ID_13,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1L2U3L2FhLzAxZmMtNGQxMi05NzQ3LTA0OGRiMDNiNzY0Zg.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2U5LzRhLzU2L2Q5ZDctNDQxZS05MTRhLTdkMWFiNjAxM2UzOQ.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",2016-10-06,2016-10-06,gnbelysning@gnbelysning.dk,31472210.0,71344517.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for GN Belysning A/S.,"Vi har revideret Ã¥rsregnskabet for GN Belysning A/S for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik Ebbe,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,"Herning, den 6. oktober 2016",2014-07-01,2015-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,2016-10-06,Herning,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23213217,indberetninger-20180424,2.5118406,31472210.0,,2018-03-29T01:14:17.961Z,2016-11-29T14:15:53.081Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-77-FR,2016-11-29T14:15:53.232Z,,,,,,,,,,0.0,19605654.0,1027810.0,500000.0,16992927.0,104081.0,110100.0,11294556.0,1633333.0,1633333.0,12272272.0,19605654.0,7876791.0,111670.0,11615491.0,2612727.0,1570.0,2579913.0,867724.0,656781.0,867724.0,3000000.0,434307.0,434307.0,10794556.0,0.0,7876791.0,7446.0,3692845.0,1188113.0,1101319.0,3588764.0,,,
31472210,2015-07-01,2016-06-30,ID_0,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1L2U3L2FhLzAxZmMtNGQxMi05NzQ3LTA0OGRiMDNiNzY0Zg.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2U5LzRhLzU2L2Q5ZDctNDQxZS05MTRhLTdkMWFiNjAxM2UzOQ.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",2016-10-06,2016-10-06,gnbelysning@gnbelysning.dk,31472210.0,71344517.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for GN Belysning A/S.,"Vi har revideret Ã¥rsregnskabet for GN Belysning A/S for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik Ebbe,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,"Herning, den 6. oktober 2016",2014-07-01,2015-06-30,3967087.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,2016-10-06,Herning,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23213217,indberetninger-20180424,2.5118406,31472210.0,,2018-03-29T01:14:17.961Z,2016-11-29T14:15:53.081Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-77-FR,2016-11-29T14:15:53.232Z,776822.0,6356478.0,12277647.0,57055.0,27985.0,5424.0,5109853.0,5138923.0,1142766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31472210,2015-07-01,2016-06-30,ID_1,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1L2U3L2FhLzAxZmMtNGQxMi05NzQ3LTA0OGRiMDNiNzY0Zg.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2U5LzRhLzU2L2Q5ZDctNDQxZS05MTRhLTdkMWFiNjAxM2UzOQ.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",2016-10-06,2016-10-06,gnbelysning@gnbelysning.dk,31472210.0,71344517.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for GN Belysning A/S.,"Vi har revideret Ã¥rsregnskabet for GN Belysning A/S for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik Ebbe,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,"Herning, den 6. oktober 2016",2014-07-01,2015-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,2016-10-06,Herning,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23213217,indberetninger-20180424,2.5118406,31472210.0,,2018-03-29T01:14:17.961Z,2016-11-29T14:15:53.081Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-77-FR,2016-11-29T14:15:53.232Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JÃ¸rn Falck Christiansen,,
31472210,2015-07-01,2016-06-30,ID_10,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1L2U3L2FhLzAxZmMtNGQxMi05NzQ3LTA0OGRiMDNiNzY0Zg.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2U5LzRhLzU2L2Q5ZDctNDQxZS05MTRhLTdkMWFiNjAxM2UzOQ.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",2016-10-06,2016-10-06,gnbelysning@gnbelysning.dk,31472210.0,71344517.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for GN Belysning A/S.,"Vi har revideret Ã¥rsregnskabet for GN Belysning A/S for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik Ebbe,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,"Herning, den 6. oktober 2016",2014-07-01,2015-06-30,32913.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,2016-10-06,Herning,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23213217,indberetninger-20180424,2.5118406,31472210.0,,2018-03-29T01:14:17.961Z,2016-11-29T14:15:53.081Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-77-FR,2016-11-29T14:15:53.232Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31472210,2015-07-01,2016-06-30,ID_14,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1L2U3L2FhLzAxZmMtNGQxMi05NzQ3LTA0OGRiMDNiNzY0Zg.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2U5LzRhLzU2L2Q5ZDctNDQxZS05MTRhLTdkMWFiNjAxM2UzOQ.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",2016-10-06,2016-10-06,gnbelysning@gnbelysning.dk,31472210.0,71344517.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for GN Belysning A/S.,"Vi har revideret Ã¥rsregnskabet for GN Belysning A/S for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik Ebbe,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,"Herning, den 6. oktober 2016",2014-07-01,2015-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,2016-10-06,Herning,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23213217,indberetninger-20180424,2.5118406,31472210.0,,2018-03-29T01:14:17.961Z,2016-11-29T14:15:53.081Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-77-FR,2016-11-29T14:15:53.232Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31472210,2015-07-01,2016-06-30,ID_15,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1L2U3L2FhLzAxZmMtNGQxMi05NzQ3LTA0OGRiMDNiNzY0Zg.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2U5LzRhLzU2L2Q5ZDctNDQxZS05MTRhLTdkMWFiNjAxM2UzOQ.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",2016-10-06,2016-10-06,gnbelysning@gnbelysning.dk,31472210.0,71344517.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for GN Belysning A/S.,"Vi har revideret Ã¥rsregnskabet for GN Belysning A/S for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik Ebbe,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,"Herning, den 6. oktober 2016",2014-07-01,2015-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,2016-10-06,Herning,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23213217,indberetninger-20180424,2.5118406,31472210.0,,2018-03-29T01:14:17.961Z,2016-11-29T14:15:53.081Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-77-FR,2016-11-29T14:15:53.232Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31472210,2015-07-01,2016-06-30,ID_2,,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzL2ExL2Y1L2U3L2FhLzAxZmMtNGQxMi05NzQ3LTA0OGRiMDNiNzY0Zg.pdf,http://regnskaber.virk.dk/01227413/ZG9rdW1lbnRsYWdlcjovLzAzLzBmL2U5LzRhLzU2L2Q5ZDctNDQxZS05MTRhLTdkMWFiNjAxM2UzOQ.xml,"4900, Nakskov",Vejlegade 41,Til kapitalejerne i GN Belysning A/S,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",2016-10-06,2016-10-06,gnbelysning@gnbelysning.dk,31472210.0,71344517.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for GN Belysning A/S.,"Vi har revideret Ã¥rsregnskabet for GN Belysning A/S for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik Ebbe,Jyske Bank A/S,GN Belysning A/S,AC Revision ApS,"Herning, den 6. oktober 2016",2014-07-01,2015-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-06-30,2015-07-01,2016-10-06,Herning,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23213217,indberetninger-20180424,2.5118406,31472210.0,,2018-03-29T01:14:17.961Z,2016-11-29T14:15:53.081Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-77-FR,2016-11-29T14:15:53.232Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erik Ebbe,Bestyrelsesformand
