entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,DepreciationOfPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard
25365828,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2JhL2IyL2JiLzM5MWQtNGNjZi1iMTVlLWYxMmYxY2ZmZjIyNQ.pdf,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzg4L2U3L2I3YjItNGU4Yi04MTBlLTQ5OTk5MWFlMjkzZg.xml,true,15668.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1208 KÃ¸benhavn K,KompagnistrÃ¦de 13,DK-1561 KÃ¸benhavn V,Havneholmen 29,1895.0,12.0,Regnskabsklasse B,565224.0,2018-03-05,2000-05-01,2018-03-08,16429.0,Statsautoriseret revisor,-1800000.0,10913564.0,13242970.0,www.hudson.dk,20222670.0,25365828.0,20222670.0,mne23299,Ãrsrapport,Ole C. K. Nielsen,Peter Bisgaard,Ola Lenes,Hudson Global Resources A/S,BDO Statsautoriseret revisionsaktieselskab,272614.0,19257.0,83334.0,19257.0,83334.0,KÃ¸benhavn,680701.0,2016-01-01,2016-12-31,1809935.0,2377054.0,2312977.0,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-03-05,KÃ¸benhavn,52690.0,567119.0,70277733.0,Formand,9907559.0,urn:ofk:oid:25288611,indberetninger-20180424,2.5097342,25365828.0,AWKzUwTQx8uVRSOdfmSD,2018-04-11T06:10:34.449Z,2018-04-11T06:09:42.826Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-VA,2018-04-11T06:09:43.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25365828,2016-01-01,2016-12-31,c177,,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2JhL2IyL2JiLzM5MWQtNGNjZi1iMTVlLWYxMmYxY2ZmZjIyNQ.pdf,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzg4L2U3L2I3YjItNGU4Yi04MTBlLTQ5OTk5MWFlMjkzZg.xml,true,15668.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1208 KÃ¸benhavn K,KompagnistrÃ¦de 13,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-03-05,2000-05-01,2018-03-08,,Statsautoriseret revisor,-1800000.0,,,www.hudson.dk,20222670.0,25365828.0,20222670.0,mne23299,Ãrsrapport,Ole C. K. Nielsen,Peter Bisgaard,Ola Lenes,Hudson Global Resources A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,1800000.0,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-03-05,KÃ¸benhavn,,,70277733.0,Formand,,urn:ofk:oid:25288611,indberetninger-20180424,2.5097342,25365828.0,AWKzUwTQx8uVRSOdfmSD,2018-04-11T06:10:34.449Z,2018-04-11T06:09:42.826Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-VA,2018-04-11T06:09:43.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25365828,2016-01-01,2016-12-31,c179,,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2JhL2IyL2JiLzM5MWQtNGNjZi1iMTVlLWYxMmYxY2ZmZjIyNQ.pdf,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzg4L2U3L2I3YjItNGU4Yi04MTBlLTQ5OTk5MWFlMjkzZg.xml,true,15668.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1208 KÃ¸benhavn K,KompagnistrÃ¦de 13,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-03-05,2000-05-01,2018-03-08,,Statsautoriseret revisor,-1800000.0,,,www.hudson.dk,20222670.0,25365828.0,20222670.0,mne23299,Ãrsrapport,Ole C. K. Nielsen,Peter Bisgaard,Ola Lenes,Hudson Global Resources A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,500000.0,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-03-05,KÃ¸benhavn,,,70277733.0,Formand,,urn:ofk:oid:25288611,indberetninger-20180424,2.5097342,25365828.0,AWKzUwTQx8uVRSOdfmSD,2018-04-11T06:10:34.449Z,2018-04-11T06:09:42.826Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-VA,2018-04-11T06:09:43.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25365828,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2JhL2IyL2JiLzM5MWQtNGNjZi1iMTVlLWYxMmYxY2ZmZjIyNQ.pdf,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzg4L2U3L2I3YjItNGU4Yi04MTBlLTQ5OTk5MWFlMjkzZg.xml,true,15668.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1208 KÃ¸benhavn K,KompagnistrÃ¦de 13,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-03-05,2000-05-01,2018-03-08,,Statsautoriseret revisor,-1800000.0,,,www.hudson.dk,20222670.0,25365828.0,20222670.0,mne23299,Ãrsrapport,Ole C. K. Nielsen,Peter Bisgaard,Ola Lenes,Hudson Global Resources A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,-490065.0,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-03-05,KÃ¸benhavn,,,70277733.0,Formand,,urn:ofk:oid:25288611,indberetninger-20180424,2.5097342,25365828.0,AWKzUwTQx8uVRSOdfmSD,2018-04-11T06:10:34.449Z,2018-04-11T06:09:42.826Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-VA,2018-04-11T06:09:43.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25365828,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2JhL2IyL2JiLzM5MWQtNGNjZi1iMTVlLWYxMmYxY2ZmZjIyNQ.pdf,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzg4L2U3L2I3YjItNGU4Yi04MTBlLTQ5OTk5MWFlMjkzZg.xml,true,15668.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1208 KÃ¸benhavn K,KompagnistrÃ¦de 13,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-03-05,2000-05-01,2018-03-08,,Statsautoriseret revisor,-1800000.0,,,www.hudson.dk,20222670.0,25365828.0,20222670.0,mne23299,Ãrsrapport,Ole C. K. Nielsen,Peter Bisgaard,Ola Lenes,Hudson Global Resources A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-03-05,KÃ¸benhavn,,,70277733.0,Formand,,urn:ofk:oid:25288611,indberetninger-20180424,2.5097342,25365828.0,AWKzUwTQx8uVRSOdfmSD,2018-04-11T06:10:34.449Z,2018-04-11T06:09:42.826Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-VA,2018-04-11T06:09:43.073Z,8729314.0,3439286.0,667500.0,11812.0,276846.0,4476308.0,122370.0,8729314.0,4253006.0,249336.0,392981.0,249336.0,3001456.0,71494.0,21275.0,143645.0,1800000.0,2008808.0,200000.0,4253006.0,76269.0,4897047.0,565224.0,410057.0,4536895.0,,,,,,,
25365828,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2JhL2IyL2JiLzM5MWQtNGNjZi1iMTVlLWYxMmYxY2ZmZjIyNQ.pdf,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzg4L2U3L2I3YjItNGU4Yi04MTBlLTQ5OTk5MWFlMjkzZg.xml,true,15668.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1208 KÃ¸benhavn K,KompagnistrÃ¦de 13,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-03-05,2000-05-01,2018-03-08,,Statsautoriseret revisor,-1800000.0,,,www.hudson.dk,20222670.0,25365828.0,20222670.0,mne23299,Ãrsrapport,Ole C. K. Nielsen,Peter Bisgaard,Ola Lenes,Hudson Global Resources A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-03-05,KÃ¸benhavn,,,70277733.0,Formand,,urn:ofk:oid:25288611,indberetninger-20180424,2.5097342,25365828.0,AWKzUwTQx8uVRSOdfmSD,2018-04-11T06:10:34.449Z,2018-04-11T06:09:42.826Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-VA,2018-04-11T06:09:43.073Z,,,,,,667500.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25365828,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2JhL2IyL2JiLzM5MWQtNGNjZi1iMTVlLWYxMmYxY2ZmZjIyNQ.pdf,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzg4L2U3L2I3YjItNGU4Yi04MTBlLTQ5OTk5MWFlMjkzZg.xml,true,15668.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1208 KÃ¸benhavn K,KompagnistrÃ¦de 13,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-03-05,2000-05-01,2018-03-08,,Statsautoriseret revisor,-1800000.0,,,www.hudson.dk,20222670.0,25365828.0,20222670.0,mne23299,Ãrsrapport,Ole C. K. Nielsen,Peter Bisgaard,Ola Lenes,Hudson Global Resources A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-03-05,KÃ¸benhavn,,,70277733.0,Formand,,urn:ofk:oid:25288611,indberetninger-20180424,2.5097342,25365828.0,AWKzUwTQx8uVRSOdfmSD,2018-04-11T06:10:34.449Z,2018-04-11T06:09:42.826Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-VA,2018-04-11T06:09:43.073Z,,,,,,2008808.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25365828,2017-01-01,2017-01-01,c257,,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2JhL2IyL2JiLzM5MWQtNGNjZi1iMTVlLWYxMmYxY2ZmZjIyNQ.pdf,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzg4L2U3L2I3YjItNGU4Yi04MTBlLTQ5OTk5MWFlMjkzZg.xml,true,15668.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1208 KÃ¸benhavn K,KompagnistrÃ¦de 13,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-03-05,2000-05-01,2018-03-08,,Statsautoriseret revisor,-1800000.0,,,www.hudson.dk,20222670.0,25365828.0,20222670.0,mne23299,Ãrsrapport,Ole C. K. Nielsen,Peter Bisgaard,Ola Lenes,Hudson Global Resources A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-03-05,KÃ¸benhavn,,,70277733.0,Formand,,urn:ofk:oid:25288611,indberetninger-20180424,2.5097342,25365828.0,AWKzUwTQx8uVRSOdfmSD,2018-04-11T06:10:34.449Z,2018-04-11T06:09:42.826Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-VA,2018-04-11T06:09:43.073Z,,,,,,1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25365828,2017-01-01,2017-01-01,c453,,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2JhL2IyL2JiLzM5MWQtNGNjZi1iMTVlLWYxMmYxY2ZmZjIyNQ.pdf,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzg4L2U3L2I3YjItNGU4Yi04MTBlLTQ5OTk5MWFlMjkzZg.xml,true,15668.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1208 KÃ¸benhavn K,KompagnistrÃ¦de 13,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-03-05,2000-05-01,2018-03-08,,Statsautoriseret revisor,-1800000.0,,,www.hudson.dk,20222670.0,25365828.0,20222670.0,mne23299,Ãrsrapport,Ole C. K. Nielsen,Peter Bisgaard,Ola Lenes,Hudson Global Resources A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-03-05,KÃ¸benhavn,,,70277733.0,Formand,,urn:ofk:oid:25288611,indberetninger-20180424,2.5097342,25365828.0,AWKzUwTQx8uVRSOdfmSD,2018-04-11T06:10:34.449Z,2018-04-11T06:09:42.826Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-VA,2018-04-11T06:09:43.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,799321.0,820598.0,,,,,
25365828,2017-01-01,2017-01-01,c456,,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2JhL2IyL2JiLzM5MWQtNGNjZi1iMTVlLWYxMmYxY2ZmZjIyNQ.pdf,http://regnskaber.virk.dk/82856352/ZG9rdW1lbnRsYWdlcjovLzAzLzc2LzYyLzg4L2U3L2I3YjItNGU4Yi04MTBlLTQ5OTk5MWFlMjkzZg.xml,true,15668.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1208 KÃ¸benhavn K,KompagnistrÃ¦de 13,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,Regnskabsklasse B,,2018-03-05,2000-05-01,2018-03-08,,Statsautoriseret revisor,-1800000.0,,,www.hudson.dk,20222670.0,25365828.0,20222670.0,mne23299,Ãrsrapport,Ole C. K. Nielsen,Peter Bisgaard,Ola Lenes,Hudson Global Resources A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,2016-01-01,2016-12-31,,,,KÃ¸benhavn,2017-12-31,2017-01-01,true,2018-03-05,KÃ¸benhavn,,,70277733.0,Formand,,urn:ofk:oid:25288611,indberetninger-20180424,2.5097342,25365828.0,AWKzUwTQx8uVRSOdfmSD,2018-04-11T06:10:34.449Z,2018-04-11T06:09:42.826Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-60-VA,2018-04-11T06:09:43.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,122370.0,,,,,
