entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,DividendPaid
34889635,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzAzLzhjLzQwLzVmYWEtNDRmMi05ZTY0LTIwMzU1MWM0YmE5Ng.xhtml,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2NjL2MwL2UyL2RiNTYtNGJhZi1iYjNmLWZlNDBmNzAxYTk5MA.pdf,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzUzL2RjLzMwL2IyMjYtNDhiYi05MGMwLTI4ZTJhZGMxMWYzMw.xml,true,Herlev,2730.0,16.0,RÃ¸rbÃ¦kvej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2017-03-02,2017-04-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen forpligtelser udover sambeskatningsforpligtelsen med datterselskabet.</p>",5500.0,-5500.0,34889635.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Allan KlÃ¼ver Hansen,KLÃVER HANSEN HOLDING ApS,Regnskab - BogfÃ¸ring ApS,1.0,4523.0,450000.0,Herlev,2015-01-01,2015-12-31,449252.0,449022.0,-5500.0,2016-12-31,2016-01-01,0.0,false,false,"Revision er fravalgt for det kommende Ã¥r, da selskabet lever op til betingelserne herfor.",-230.0,false,false,Ingen bistand,urn:ofk:oid:23697411,indberetninger-20180424,2.5954075,34889635,,2018-03-27T11:23:30.215Z,2017-04-06T08:02:43.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-31-ZP,2017-04-06T08:02:44.005Z,,,,,,,,,,,,,,,,,,,,,
34889635,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzAzLzhjLzQwLzVmYWEtNDRmMi05ZTY0LTIwMzU1MWM0YmE5Ng.xhtml,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2NjL2MwL2UyL2RiNTYtNGJhZi1iYjNmLWZlNDBmNzAxYTk5MA.pdf,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzUzL2RjLzMwL2IyMjYtNDhiYi05MGMwLTI4ZTJhZGMxMWYzMw.xml,true,Herlev,2730.0,16.0,RÃ¸rbÃ¦kvej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2017-03-02,2017-04-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen forpligtelser udover sambeskatningsforpligtelsen med datterselskabet.</p>",,,34889635.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Allan KlÃ¼ver Hansen,KLÃVER HANSEN HOLDING ApS,Regnskab - BogfÃ¸ring ApS,,,,Herlev,2015-01-01,2015-12-31,40000.0,,,2016-12-31,2016-01-01,,false,false,"Revision er fravalgt for det kommende Ã¥r, da selskabet lever op til betingelserne herfor.",,false,false,Ingen bistand,urn:ofk:oid:23697411,indberetninger-20180424,2.5954075,34889635,,2018-03-27T11:23:30.215Z,2017-04-06T08:02:43.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-31-ZP,2017-04-06T08:02:44.005Z,,,,,,,,,,,,,,,,,,,,,
34889635,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzAzLzhjLzQwLzVmYWEtNDRmMi05ZTY0LTIwMzU1MWM0YmE5Ng.xhtml,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2NjL2MwL2UyL2RiNTYtNGJhZi1iYjNmLWZlNDBmNzAxYTk5MA.pdf,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzUzL2RjLzMwL2IyMjYtNDhiYi05MGMwLTI4ZTJhZGMxMWYzMw.xml,true,Herlev,2730.0,16.0,RÃ¸rbÃ¦kvej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2017-03-02,2017-04-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen forpligtelser udover sambeskatningsforpligtelsen med datterselskabet.</p>",,,34889635.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Allan KlÃ¼ver Hansen,KLÃVER HANSEN HOLDING ApS,Regnskab - BogfÃ¸ring ApS,,,,Herlev,2015-01-01,2015-12-31,409252.0,,,2016-12-31,2016-01-01,,false,false,"Revision er fravalgt for det kommende Ã¥r, da selskabet lever op til betingelserne herfor.",,false,false,Ingen bistand,urn:ofk:oid:23697411,indberetninger-20180424,2.5954075,34889635,,2018-03-27T11:23:30.215Z,2017-04-06T08:02:43.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-31-ZP,2017-04-06T08:02:44.005Z,,,,,,,,,,,,,,,,,,,,,
34889635,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzAzLzhjLzQwLzVmYWEtNDRmMi05ZTY0LTIwMzU1MWM0YmE5Ng.xhtml,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2NjL2MwL2UyL2RiNTYtNGJhZi1iYjNmLWZlNDBmNzAxYTk5MA.pdf,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzUzL2RjLzMwL2IyMjYtNDhiYi05MGMwLTI4ZTJhZGMxMWYzMw.xml,true,Herlev,2730.0,16.0,RÃ¸rbÃ¦kvej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2017-03-02,2017-04-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen forpligtelser udover sambeskatningsforpligtelsen med datterselskabet.</p>",,,34889635.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Allan KlÃ¼ver Hansen,KLÃVER HANSEN HOLDING ApS,Regnskab - BogfÃ¸ring ApS,,,,Herlev,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,"Revision er fravalgt for det kommende Ã¥r, da selskabet lever op til betingelserne herfor.",,false,false,Ingen bistand,urn:ofk:oid:23697411,indberetninger-20180424,2.5954075,34889635,,2018-03-27T11:23:30.215Z,2017-04-06T08:02:43.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-31-ZP,2017-04-06T08:02:44.005Z,777440.0,597566.0,80000.0,697440.0,772440.0,777440.0,5000.0,80000.0,80000.0,80000.0,0.0,2473.0,40000.0,652440.0,5000.0,99874.0,68402.0,0.0,28999.0,5000.0,
34889635,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzAzLzhjLzQwLzVmYWEtNDRmMi05ZTY0LTIwMzU1MWM0YmE5Ng.xhtml,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2NjL2MwL2UyL2RiNTYtNGJhZi1iYjNmLWZlNDBmNzAxYTk5MA.pdf,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzUzL2RjLzMwL2IyMjYtNDhiYi05MGMwLTI4ZTJhZGMxMWYzMw.xml,true,Herlev,2730.0,16.0,RÃ¸rbÃ¦kvej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2017-03-02,2017-04-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen forpligtelser udover sambeskatningsforpligtelsen med datterselskabet.</p>",,,34889635.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Allan KlÃ¼ver Hansen,KLÃVER HANSEN HOLDING ApS,Regnskab - BogfÃ¸ring ApS,,,,Herlev,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,"Revision er fravalgt for det kommende Ã¥r, da selskabet lever op til betingelserne herfor.",,false,false,Ingen bistand,urn:ofk:oid:23697411,indberetninger-20180424,2.5954075,34889635,,2018-03-27T11:23:30.215Z,2017-04-06T08:02:43.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-31-ZP,2017-04-06T08:02:44.005Z,,,,,652440.0,,,,,,,,,,,,,,,,
34889635,2016-01-01,2016-01-01,c11,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzAzLzhjLzQwLzVmYWEtNDRmMi05ZTY0LTIwMzU1MWM0YmE5Ng.xhtml,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2NjL2MwL2UyL2RiNTYtNGJhZi1iYjNmLWZlNDBmNzAxYTk5MA.pdf,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzUzL2RjLzMwL2IyMjYtNDhiYi05MGMwLTI4ZTJhZGMxMWYzMw.xml,true,Herlev,2730.0,16.0,RÃ¸rbÃ¦kvej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2017-03-02,2017-04-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen forpligtelser udover sambeskatningsforpligtelsen med datterselskabet.</p>",,,34889635.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Allan KlÃ¼ver Hansen,KLÃVER HANSEN HOLDING ApS,Regnskab - BogfÃ¸ring ApS,,,,Herlev,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,"Revision er fravalgt for det kommende Ã¥r, da selskabet lever op til betingelserne herfor.",,false,false,Ingen bistand,urn:ofk:oid:23697411,indberetninger-20180424,2.5954075,34889635,,2018-03-27T11:23:30.215Z,2017-04-06T08:02:43.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-31-ZP,2017-04-06T08:02:44.005Z,,,,,40000.0,,,,,,,,,,,,,,,,
34889635,2016-01-01,2016-01-01,c12,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzAzLzhjLzQwLzVmYWEtNDRmMi05ZTY0LTIwMzU1MWM0YmE5Ng.xhtml,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2NjL2MwL2UyL2RiNTYtNGJhZi1iYjNmLWZlNDBmNzAxYTk5MA.pdf,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzUzL2RjLzMwL2IyMjYtNDhiYi05MGMwLTI4ZTJhZGMxMWYzMw.xml,true,Herlev,2730.0,16.0,RÃ¸rbÃ¦kvej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2017-03-02,2017-04-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen forpligtelser udover sambeskatningsforpligtelsen med datterselskabet.</p>",,,34889635.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Allan KlÃ¼ver Hansen,KLÃVER HANSEN HOLDING ApS,Regnskab - BogfÃ¸ring ApS,,,,Herlev,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,"Revision er fravalgt for det kommende Ã¥r, da selskabet lever op til betingelserne herfor.",,false,false,Ingen bistand,urn:ofk:oid:23697411,indberetninger-20180424,2.5954075,34889635,,2018-03-27T11:23:30.215Z,2017-04-06T08:02:43.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-31-ZP,2017-04-06T08:02:44.005Z,,,,,772440.0,,,,,,,,,,,,,,,,
34889635,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzAzLzhjLzQwLzVmYWEtNDRmMi05ZTY0LTIwMzU1MWM0YmE5Ng.xhtml,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2NjL2MwL2UyL2RiNTYtNGJhZi1iYjNmLWZlNDBmNzAxYTk5MA.pdf,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzUzL2RjLzMwL2IyMjYtNDhiYi05MGMwLTI4ZTJhZGMxMWYzMw.xml,true,Herlev,2730.0,16.0,RÃ¸rbÃ¦kvej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2017-03-02,2017-04-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen forpligtelser udover sambeskatningsforpligtelsen med datterselskabet.</p>",,,34889635.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Allan KlÃ¼ver Hansen,KLÃVER HANSEN HOLDING ApS,Regnskab - BogfÃ¸ring ApS,,,,Herlev,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,"Revision er fravalgt for det kommende Ã¥r, da selskabet lever op til betingelserne herfor.",,false,false,Ingen bistand,urn:ofk:oid:23697411,indberetninger-20180424,2.5954075,34889635,,2018-03-27T11:23:30.215Z,2017-04-06T08:02:43.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-31-ZP,2017-04-06T08:02:44.005Z,,,,,80000.0,,,,,,,,,,,,,,,,
34889635,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzAzLzhjLzQwLzVmYWEtNDRmMi05ZTY0LTIwMzU1MWM0YmE5Ng.xhtml,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2NjL2MwL2UyL2RiNTYtNGJhZi1iYjNmLWZlNDBmNzAxYTk5MA.pdf,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzUzL2RjLzMwL2IyMjYtNDhiYi05MGMwLTI4ZTJhZGMxMWYzMw.xml,true,Herlev,2730.0,16.0,RÃ¸rbÃ¦kvej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2017-03-02,2017-04-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen forpligtelser udover sambeskatningsforpligtelsen med datterselskabet.</p>",6250.0,-6250.0,34889635.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Allan KlÃ¼ver Hansen,KLÃVER HANSEN HOLDING ApS,Regnskab - BogfÃ¸ring ApS,36.0,12370.0,600000.0,Herlev,2015-01-01,2015-12-31,604684.0,606084.0,-6250.0,2016-12-31,2016-01-01,0.0,false,false,"Revision er fravalgt for det kommende Ã¥r, da selskabet lever op til betingelserne herfor.",1400.0,false,false,Ingen bistand,urn:ofk:oid:23697411,indberetninger-20180424,2.5954075,34889635,,2018-03-27T11:23:30.215Z,2017-04-06T08:02:43.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-31-ZP,2017-04-06T08:02:44.005Z,,,,,,,,,,,,,,,,,,,,,40000.0
34889635,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzliLzAzLzhjLzQwLzVmYWEtNDRmMi05ZTY0LTIwMzU1MWM0YmE5Ng.xhtml,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzk4L2NjL2MwL2UyL2RiNTYtNGJhZi1iYjNmLWZlNDBmNzAxYTk5MA.pdf,http://regnskaber.virk.dk/53698843/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzUzL2RjLzMwL2IyMjYtNDhiYi05MGMwLTI4ZTJhZGMxMWYzMw.xml,true,Herlev,2730.0,16.0,RÃ¸rbÃ¦kvej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2017-03-02,2017-04-06,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ingen forpligtelser udover sambeskatningsforpligtelsen med datterselskabet.</p>",,,34889635.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Henrik BÃ¼hrmann-Ottesen,Allan KlÃ¼ver Hansen,KLÃVER HANSEN HOLDING ApS,Regnskab - BogfÃ¸ring ApS,,,,Herlev,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,"Revision er fravalgt for det kommende Ã¥r, da selskabet lever op til betingelserne herfor.",,false,false,Ingen bistand,urn:ofk:oid:23697411,indberetninger-20180424,2.5954075,34889635,,2018-03-27T11:23:30.215Z,2017-04-06T08:02:43.796Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-31-ZP,2017-04-06T08:02:44.005Z,,,,,,,,,,,,,,,,,,,,,
