entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,ExchangeRateLoss,ExchangeRateProfit,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
28839154,2017-06-01,2018-05-31,c54,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M4LzU3Lzk5L2QxNzItNGYzYi1hMDMyLTVhNDIxNDcyOGFkMA.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzg3L2FiL2I3LzgyMjAtNDIzYi1iM2U1LWNjMzU2ZTgwMzBlMQ.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) ApS,0.0,Regnskabsklasse B,2019-10-20,2019-10-20,2599.0,Statsaut. revisor,157.0,0.0,313987.0,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Daniel S Hindman,Beierholm,Resources Global Professionals (Denmark) ApS,Beierholm,19120.0,1617.0,1617.0,KÃ¸benhavn Ã,2017-06-01,2018-05-31,293885.0,311388.0,KÃ¸benhavn,2019-05-31,2018-06-01,true,2019-10-20,SÃ¸borg,0.0,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27935830,indberetninger-20180424,2.5118406,28839154.0,AW3sqt4aIXJRhhXBOwiz,2019-10-21T04:54:48.062Z,2019-10-21T04:54:43.276Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-81-TH,2019-10-21T04:54:43.450Z,,,,,,,,,,,,,,,,,
28839154,2017-06-01,2018-05-31,c69,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M4LzU3Lzk5L2QxNzItNGYzYi1hMDMyLTVhNDIxNDcyOGFkMA.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzg3L2FiL2I3LzgyMjAtNDIzYi1iM2U1LWNjMzU2ZTgwMzBlMQ.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) ApS,,Regnskabsklasse B,2019-10-20,2019-10-20,,Statsaut. revisor,,,,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Daniel S Hindman,Beierholm,Resources Global Professionals (Denmark) ApS,Beierholm,,,,KÃ¸benhavn Ã,2017-06-01,2018-05-31,293885.0,,KÃ¸benhavn,2019-05-31,2018-06-01,true,2019-10-20,SÃ¸borg,,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27935830,indberetninger-20180424,2.5118406,28839154.0,AW3sqt4aIXJRhhXBOwiz,2019-10-21T04:54:48.062Z,2019-10-21T04:54:43.276Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-81-TH,2019-10-21T04:54:43.450Z,,,,,,,,,,,,,,,,,
28839154,2018-05-31,2018-05-31,c72,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M4LzU3Lzk5L2QxNzItNGYzYi1hMDMyLTVhNDIxNDcyOGFkMA.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzg3L2FiL2I3LzgyMjAtNDIzYi1iM2U1LWNjMzU2ZTgwMzBlMQ.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) ApS,,Regnskabsklasse B,2019-10-20,2019-10-20,,Statsaut. revisor,,,,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Daniel S Hindman,Beierholm,Resources Global Professionals (Denmark) ApS,Beierholm,,,,KÃ¸benhavn Ã,2017-06-01,2018-05-31,,,KÃ¸benhavn,2019-05-31,2018-06-01,true,2019-10-20,SÃ¸borg,,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27935830,indberetninger-20180424,2.5118406,28839154.0,AW3sqt4aIXJRhhXBOwiz,2019-10-21T04:54:48.062Z,2019-10-21T04:54:43.276Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-81-TH,2019-10-21T04:54:43.450Z,2019245.0,1469505.0,500000.0,2019245.0,9557.0,1776729.0,2019245.0,242516.0,66196.0,17272.0,1276729.0,242516.0,549740.0,0.0,176320.0,522911.0,
28839154,2018-06-01,2019-05-31,c1,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M4LzU3Lzk5L2QxNzItNGYzYi1hMDMyLTVhNDIxNDcyOGFkMA.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzg3L2FiL2I3LzgyMjAtNDIzYi1iM2U1LWNjMzU2ZTgwMzBlMQ.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) ApS,0.0,Regnskabsklasse B,2019-10-20,2019-10-20,0.0,Statsaut. revisor,0.0,22491.0,2126449.0,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Daniel S Hindman,Beierholm,Resources Global Professionals (Denmark) ApS,Beierholm,18363.0,24184.0,1693.0,KÃ¸benhavn Ã,2017-06-01,2018-05-31,2132270.0,2126449.0,KÃ¸benhavn,2019-05-31,2018-06-01,true,2019-10-20,SÃ¸borg,0.0,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27935830,indberetninger-20180424,2.5118406,28839154.0,AW3sqt4aIXJRhhXBOwiz,2019-10-21T04:54:48.062Z,2019-10-21T04:54:43.276Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-81-TH,2019-10-21T04:54:43.450Z,,,,,,,,,,,,,,,,,
28839154,2018-06-01,2019-05-31,c101,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M4LzU3Lzk5L2QxNzItNGYzYi1hMDMyLTVhNDIxNDcyOGFkMA.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzg3L2FiL2I3LzgyMjAtNDIzYi1iM2U1LWNjMzU2ZTgwMzBlMQ.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) ApS,,Regnskabsklasse B,2019-10-20,2019-10-20,,Statsaut. revisor,,,,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Daniel S Hindman,Beierholm,Resources Global Professionals (Denmark) ApS,Beierholm,,,,KÃ¸benhavn Ã,2017-06-01,2018-05-31,,,KÃ¸benhavn,2019-05-31,2018-06-01,true,2019-10-20,SÃ¸borg,,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27935830,indberetninger-20180424,2.5118406,28839154.0,AW3sqt4aIXJRhhXBOwiz,2019-10-21T04:54:48.062Z,2019-10-21T04:54:43.276Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-81-TH,2019-10-21T04:54:43.450Z,,,,,,,,,,,,,,,,,
28839154,2018-06-01,2019-05-31,c129,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M4LzU3Lzk5L2QxNzItNGYzYi1hMDMyLTVhNDIxNDcyOGFkMA.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzg3L2FiL2I3LzgyMjAtNDIzYi1iM2U1LWNjMzU2ZTgwMzBlMQ.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) ApS,,Regnskabsklasse B,2019-10-20,2019-10-20,,Statsaut. revisor,,,,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Daniel S Hindman,Beierholm,Resources Global Professionals (Denmark) ApS,Beierholm,,,,KÃ¸benhavn Ã,2017-06-01,2018-05-31,2132270.0,,KÃ¸benhavn,2019-05-31,2018-06-01,true,2019-10-20,SÃ¸borg,,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27935830,indberetninger-20180424,2.5118406,28839154.0,AW3sqt4aIXJRhhXBOwiz,2019-10-21T04:54:48.062Z,2019-10-21T04:54:43.276Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-81-TH,2019-10-21T04:54:43.450Z,,,,,,,,,,,,,,,,,
28839154,2018-06-01,2019-05-31,c1968,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M4LzU3Lzk5L2QxNzItNGYzYi1hMDMyLTVhNDIxNDcyOGFkMA.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzg3L2FiL2I3LzgyMjAtNDIzYi1iM2U1LWNjMzU2ZTgwMzBlMQ.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) ApS,,Regnskabsklasse B,2019-10-20,2019-10-20,,Statsaut. revisor,,,,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Daniel S Hindman,Beierholm,Resources Global Professionals (Denmark) ApS,Beierholm,,,,KÃ¸benhavn Ã,2017-06-01,2018-05-31,,,KÃ¸benhavn,2019-05-31,2018-06-01,true,2019-10-20,SÃ¸borg,,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27935830,indberetninger-20180424,2.5118406,28839154.0,AW3sqt4aIXJRhhXBOwiz,2019-10-21T04:54:48.062Z,2019-10-21T04:54:43.276Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-81-TH,2019-10-21T04:54:43.450Z,,,,,,,,,,,,,,,,,
28839154,2018-06-01,2019-05-31,c68,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M4LzU3Lzk5L2QxNzItNGYzYi1hMDMyLTVhNDIxNDcyOGFkMA.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzg3L2FiL2I3LzgyMjAtNDIzYi1iM2U1LWNjMzU2ZTgwMzBlMQ.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) ApS,,Regnskabsklasse B,2019-10-20,2019-10-20,,Statsaut. revisor,,,,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Daniel S Hindman,Beierholm,Resources Global Professionals (Denmark) ApS,Beierholm,,,,KÃ¸benhavn Ã,2017-06-01,2018-05-31,2132270.0,,KÃ¸benhavn,2019-05-31,2018-06-01,true,2019-10-20,SÃ¸borg,,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27935830,indberetninger-20180424,2.5118406,28839154.0,AW3sqt4aIXJRhhXBOwiz,2019-10-21T04:54:48.062Z,2019-10-21T04:54:43.276Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-81-TH,2019-10-21T04:54:43.450Z,,,,,,,,,,,,,,,,,
28839154,2018-06-01,2019-05-31,c86,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M4LzU3Lzk5L2QxNzItNGYzYi1hMDMyLTVhNDIxNDcyOGFkMA.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzg3L2FiL2I3LzgyMjAtNDIzYi1iM2U1LWNjMzU2ZTgwMzBlMQ.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) ApS,,Regnskabsklasse B,2019-10-20,2019-10-20,,Statsaut. revisor,,,,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Daniel S Hindman,Beierholm,Resources Global Professionals (Denmark) ApS,Beierholm,,,,KÃ¸benhavn Ã,2017-06-01,2018-05-31,,,KÃ¸benhavn,2019-05-31,2018-06-01,true,2019-10-20,SÃ¸borg,,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27935830,indberetninger-20180424,2.5118406,28839154.0,AW3sqt4aIXJRhhXBOwiz,2019-10-21T04:54:48.062Z,2019-10-21T04:54:43.276Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-81-TH,2019-10-21T04:54:43.450Z,,,,,,,,,,,,,,,,,Jennifer Yue Ryu
28839154,2018-06-01,2019-05-31,c87,,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M4LzU3Lzk5L2QxNzItNGYzYi1hMDMyLTVhNDIxNDcyOGFkMA.pdf,http://regnskaber.virk.dk/45193882/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzg3L2FiL2I3LzgyMjAtNDIzYi1iM2U1LWNjMzU2ZTgwMzBlMQ.xml,true,Danmark,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,KÃ¸benhavn Ã,2100.0,21.0,Sundkrogsgade,9200 Aalborg SV,Voergaardvej 2,Til den daglige ledelse i Resources Global Professionals (Denmark) ApS,,Regnskabsklasse B,2019-10-20,2019-10-20,,Statsaut. revisor,,,,32895468.0,28839154.0,mne33339,Ãrsrapport,Henrik Knudsen,Kate W. Duchene,Daniel S Hindman,Beierholm,Resources Global Professionals (Denmark) ApS,Beierholm,,,,KÃ¸benhavn Ã,2017-06-01,2018-05-31,,,KÃ¸benhavn,2019-05-31,2018-06-01,true,2019-10-20,SÃ¸borg,,Formand / Chairman,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27935830,indberetninger-20180424,2.5118406,28839154.0,AW3sqt4aIXJRhhXBOwiz,2019-10-21T04:54:48.062Z,2019-10-21T04:54:43.276Z,regnskab,0.0,,2019-05-31,2018-06-01,X19-DC-81-TH,2019-10-21T04:54:43.450Z,,,,,,,,,,,,,,,,,Alice Jane Washington
