entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxReceivables,ShorttermTradePayables,AddressOfAuditorCountry,EmailOfAuditor,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
27511147,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzdlL2NlLzkxL2RmNGMtNDk3Yi04Y2NkLWI3ZDE3YWYxMTE3NQ.pdf,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNmLzBiLzAzLzBjODktNGI0ZC04NDJhLTQ4ZTI3YmUyNWMzNQ.xml,Esbjerg V,6710.0,24.0,Skyttens Kvarter,"6700, Esbjerg","Skolegade, 85, 2. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2019-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,27511147.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Carsten Prisfeldt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Prisfeldt,Carsten Prisfeldt,Carsten Prisfeldt Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Esbjerg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27455020,indberetninger-20180424,2.5118406,27511147.0,AWtAk1kfRYGX6_YTIm7N,2019-06-10T08:49:44.249Z,2019-06-10T08:48:46.298Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-BU,2019-06-10T08:48:46.439Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27511147,2017-01-01,2017-01-01,c735,,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzdlL2NlLzkxL2RmNGMtNDk3Yi04Y2NkLWI3ZDE3YWYxMTE3NQ.pdf,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNmLzBiLzAzLzBjODktNGI0ZC04NDJhLTQ4ZTI3YmUyNWMzNQ.xml,Esbjerg V,6710.0,24.0,Skyttens Kvarter,"6700, Esbjerg","Skolegade, 85, 2. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2019-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,588671.0,27511147.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Carsten Prisfeldt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Prisfeldt,Carsten Prisfeldt,Carsten Prisfeldt Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Esbjerg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27455020,indberetninger-20180424,2.5118406,27511147.0,AWtAk1kfRYGX6_YTIm7N,2019-06-10T08:49:44.249Z,2019-06-10T08:48:46.298Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-BU,2019-06-10T08:48:46.439Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27511147,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzdlL2NlLzkxL2RmNGMtNDk3Yi04Y2NkLWI3ZDE3YWYxMTE3NQ.pdf,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNmLzBiLzAzLzBjODktNGI0ZC04NDJhLTQ4ZTI3YmUyNWMzNQ.xml,Esbjerg V,6710.0,24.0,Skyttens Kvarter,"6700, Esbjerg","Skolegade, 85, 2. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2019-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,3735859.0,27511147.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Carsten Prisfeldt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Prisfeldt,Carsten Prisfeldt,Carsten Prisfeldt Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Esbjerg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27455020,indberetninger-20180424,2.5118406,27511147.0,AWtAk1kfRYGX6_YTIm7N,2019-06-10T08:49:44.249Z,2019-06-10T08:48:46.298Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-BU,2019-06-10T08:48:46.439Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27511147,2017-01-01,2017-01-01,c744,,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzdlL2NlLzkxL2RmNGMtNDk3Yi04Y2NkLWI3ZDE3YWYxMTE3NQ.pdf,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNmLzBiLzAzLzBjODktNGI0ZC04NDJhLTQ4ZTI3YmUyNWMzNQ.xml,Esbjerg V,6710.0,24.0,Skyttens Kvarter,"6700, Esbjerg","Skolegade, 85, 2. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2019-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,50000.0,27511147.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Carsten Prisfeldt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Prisfeldt,Carsten Prisfeldt,Carsten Prisfeldt Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Esbjerg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27455020,indberetninger-20180424,2.5118406,27511147.0,AWtAk1kfRYGX6_YTIm7N,2019-06-10T08:49:44.249Z,2019-06-10T08:48:46.298Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-BU,2019-06-10T08:48:46.439Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27511147,2017-01-01,2017-12-31,c109,,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzdlL2NlLzkxL2RmNGMtNDk3Yi04Y2NkLWI3ZDE3YWYxMTE3NQ.pdf,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNmLzBiLzAzLzBjODktNGI0ZC04NDJhLTQ4ZTI3YmUyNWMzNQ.xml,Esbjerg V,6710.0,24.0,Skyttens Kvarter,"6700, Esbjerg","Skolegade, 85, 2. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2019-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,,27511147.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Carsten Prisfeldt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Prisfeldt,Carsten Prisfeldt,Carsten Prisfeldt Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Esbjerg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27455020,indberetninger-20180424,2.5118406,27511147.0,AWtAk1kfRYGX6_YTIm7N,2019-06-10T08:49:44.249Z,2019-06-10T08:48:46.298Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-BU,2019-06-10T08:48:46.439Z,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27511147,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzdlL2NlLzkxL2RmNGMtNDk3Yi04Y2NkLWI3ZDE3YWYxMTE3NQ.pdf,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNmLzBiLzAzLzBjODktNGI0ZC04NDJhLTQ4ZTI3YmUyNWMzNQ.xml,Esbjerg V,6710.0,24.0,Skyttens Kvarter,"6700, Esbjerg","Skolegade, 85, 2. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2019-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,,27511147.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Carsten Prisfeldt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Prisfeldt,Carsten Prisfeldt,Carsten Prisfeldt Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Esbjerg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27455020,indberetninger-20180424,2.5118406,27511147.0,AWtAk1kfRYGX6_YTIm7N,2019-06-10T08:49:44.249Z,2019-06-10T08:48:46.298Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-BU,2019-06-10T08:48:46.439Z,23876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27511147,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzdlL2NlLzkxL2RmNGMtNDk3Yi04Y2NkLWI3ZDE3YWYxMTE3NQ.pdf,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNmLzBiLzAzLzBjODktNGI0ZC04NDJhLTQ4ZTI3YmUyNWMzNQ.xml,Esbjerg V,6710.0,24.0,Skyttens Kvarter,"6700, Esbjerg","Skolegade, 85, 2. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2019-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,,27511147.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Carsten Prisfeldt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Prisfeldt,Carsten Prisfeldt,Carsten Prisfeldt Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Esbjerg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27455020,indberetninger-20180424,2.5118406,27511147.0,AWtAk1kfRYGX6_YTIm7N,2019-06-10T08:49:44.249Z,2019-06-10T08:48:46.298Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-BU,2019-06-10T08:48:46.439Z,291380.0,-19859.0,217504.0,136.0,114727.0,312236.0,-19859.0,20856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27511147,2017-01-01,2017-12-31,c475,,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzdlL2NlLzkxL2RmNGMtNDk3Yi04Y2NkLWI3ZDE3YWYxMTE3NQ.pdf,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNmLzBiLzAzLzBjODktNGI0ZC04NDJhLTQ4ZTI3YmUyNWMzNQ.xml,Esbjerg V,6710.0,24.0,Skyttens Kvarter,"6700, Esbjerg","Skolegade, 85, 2. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2019-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,,27511147.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Carsten Prisfeldt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Prisfeldt,Carsten Prisfeldt,Carsten Prisfeldt Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Esbjerg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27455020,indberetninger-20180424,2.5118406,27511147.0,AWtAk1kfRYGX6_YTIm7N,2019-06-10T08:49:44.249Z,2019-06-10T08:48:46.298Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-BU,2019-06-10T08:48:46.439Z,217504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27511147,2017-01-01,2017-12-31,c736,,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzdlL2NlLzkxL2RmNGMtNDk3Yi04Y2NkLWI3ZDE3YWYxMTE3NQ.pdf,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNmLzBiLzAzLzBjODktNGI0ZC04NDJhLTQ4ZTI3YmUyNWMzNQ.xml,Esbjerg V,6710.0,24.0,Skyttens Kvarter,"6700, Esbjerg","Skolegade, 85, 2. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2019-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,,27511147.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Carsten Prisfeldt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Prisfeldt,Carsten Prisfeldt,Carsten Prisfeldt Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Esbjerg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27455020,indberetninger-20180424,2.5118406,27511147.0,AWtAk1kfRYGX6_YTIm7N,2019-06-10T08:49:44.249Z,2019-06-10T08:48:46.298Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-BU,2019-06-10T08:48:46.439Z,217504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27511147,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzdlL2NlLzkxL2RmNGMtNDk3Yi04Y2NkLWI3ZDE3YWYxMTE3NQ.pdf,http://regnskaber.virk.dk/74111572/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzNmLzBiLzAzLzBjODktNGI0ZC04NDJhLTQ4ZTI3YmUyNWMzNQ.xml,Esbjerg V,6710.0,24.0,Skyttens Kvarter,"6700, Esbjerg","Skolegade, 85, 2. sal",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-29,2019-05-29,2019-05-29,Andre eksterne omkostninger omfatter omkostninger til administration.,,27511147.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Carsten Prisfeldt Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carsten Prisfeldt,Carsten Prisfeldt,Carsten Prisfeldt Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Esbjerg V,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-05-29,Esbjerg,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27455020,indberetninger-20180424,2.5118406,27511147.0,AWtAk1kfRYGX6_YTIm7N,2019-06-10T08:49:44.249Z,2019-06-10T08:48:46.298Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-BU,2019-06-10T08:48:46.439Z,23876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
