entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdministrativeExpenses,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,ImpairmentOfFinancialAssets,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
28855680,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2E2LzExLzM2L2JhZmYtNDk4MC1hODAyLTY2YmE4MDY3MjQ5OA.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZmL2Y2LzVhLzMwZmQtNGFiYi04MGY3LTk4ZDI1ZGY3MjEzOQ.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzUzLzVmLzE0L2IyNzQtNDAyYS04NzczLTBiODM0ZTdjOGRiOA.xml,true,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,0.0,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-29,2016-06-29,Registreret Revisor,70205091.0,0.0,28855680.0,1002557164.0,64778.0,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,27880.0,7125.0,Karlslunde,2014-01-01,2014-12-31,-302509.0,-99783.0,-7125.0,2015-12-31,2015-01-01,false,false,2016-06-29,Klippinge,202726.0,86129554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22790407,indberetninger-20180424,2.5949402000000004,28855680.0,,2018-03-29T15:18:13.082Z,2016-06-29T13:35:27.246Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-61-GW,2016-06-29T13:35:27.402Z,,,,,,,,,,,,,,,,,,,,
28855680,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2E2LzExLzM2L2JhZmYtNDk4MC1hODAyLTY2YmE4MDY3MjQ5OA.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZmL2Y2LzVhLzMwZmQtNGFiYi04MGY3LTk4ZDI1ZGY3MjEzOQ.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzUzLzVmLzE0L2IyNzQtNDAyYS04NzczLTBiODM0ZTdjOGRiOA.xml,true,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-29,2016-06-29,Registreret Revisor,70205091.0,,28855680.0,1002557164.0,,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,,,Karlslunde,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,false,false,2016-06-29,Klippinge,,86129554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22790407,indberetninger-20180424,2.5949402000000004,28855680.0,,2018-03-29T15:18:13.082Z,2016-06-29T13:35:27.246Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-61-GW,2016-06-29T13:35:27.402Z,,,,,,,,,,,,,,,,,,,,
28855680,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2E2LzExLzM2L2JhZmYtNDk4MC1hODAyLTY2YmE4MDY3MjQ5OA.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZmL2Y2LzVhLzMwZmQtNGFiYi04MGY3LTk4ZDI1ZGY3MjEzOQ.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzUzLzVmLzE0L2IyNzQtNDAyYS04NzczLTBiODM0ZTdjOGRiOA.xml,true,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-29,2016-06-29,Registreret Revisor,70205091.0,,28855680.0,1002557164.0,,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,,,Karlslunde,2014-01-01,2014-12-31,-302509.0,,,2015-12-31,2015-01-01,false,false,2016-06-29,Klippinge,,86129554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22790407,indberetninger-20180424,2.5949402000000004,28855680.0,,2018-03-29T15:18:13.082Z,2016-06-29T13:35:27.246Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-61-GW,2016-06-29T13:35:27.402Z,,,,,,,,,,,,,,,,,,,,
28855680,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2E2LzExLzM2L2JhZmYtNDk4MC1hODAyLTY2YmE4MDY3MjQ5OA.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZmL2Y2LzVhLzMwZmQtNGFiYi04MGY3LTk4ZDI1ZGY3MjEzOQ.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzUzLzVmLzE0L2IyNzQtNDAyYS04NzczLTBiODM0ZTdjOGRiOA.xml,true,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-29,2016-06-29,Registreret Revisor,70205091.0,,28855680.0,1002557164.0,,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,,,Karlslunde,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-06-29,Klippinge,,86129554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22790407,indberetninger-20180424,2.5949402000000004,28855680.0,,2018-03-29T15:18:13.082Z,2016-06-29T13:35:27.246Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-61-GW,2016-06-29T13:35:27.402Z,2732609.0,250000.0,65243.0,2013233.0,2732609.0,719376.0,2667366.0,22432.0,2644934.0,2667366.0,-258.0,65243.0,206145.0,-560578.0,2117666.0,719376.0,65243.0,719634.0,,
28855680,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2E2LzExLzM2L2JhZmYtNDk4MC1hODAyLTY2YmE4MDY3MjQ5OA.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZmL2Y2LzVhLzMwZmQtNGFiYi04MGY3LTk4ZDI1ZGY3MjEzOQ.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzUzLzVmLzE0L2IyNzQtNDAyYS04NzczLTBiODM0ZTdjOGRiOA.xml,true,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,9505.0,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-29,2016-06-29,Registreret Revisor,70205091.0,-9505.0,28855680.0,1002557164.0,822303.0,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,28682.0,0.0,Karlslunde,2014-01-01,2014-12-31,-833291.0,-860490.0,-9505.0,2015-12-31,2015-01-01,false,false,2016-06-29,Klippinge,-27199.0,86129554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22790407,indberetninger-20180424,2.5949402000000004,28855680.0,,2018-03-29T15:18:13.082Z,2016-06-29T13:35:27.246Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-61-GW,2016-06-29T13:35:27.402Z,,,,,,,,,,,,,,,,,,,,
28855680,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2E2LzExLzM2L2JhZmYtNDk4MC1hODAyLTY2YmE4MDY3MjQ5OA.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZmL2Y2LzVhLzMwZmQtNGFiYi04MGY3LTk4ZDI1ZGY3MjEzOQ.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzUzLzVmLzE0L2IyNzQtNDAyYS04NzczLTBiODM0ZTdjOGRiOA.xml,true,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-29,2016-06-29,Registreret Revisor,70205091.0,,28855680.0,1002557164.0,,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,,,Karlslunde,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-06-29,Klippinge,,86129554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22790407,indberetninger-20180424,2.5949402000000004,28855680.0,,2018-03-29T15:18:13.082Z,2016-06-29T13:35:27.246Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-61-GW,2016-06-29T13:35:27.402Z,,,,,,,,,,,,,,,,,,,78646411.0,LOKALREVISION REGISTRERET REVISIONSANPARTSSELSKAB
28855680,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2E2LzExLzM2L2JhZmYtNDk4MC1hODAyLTY2YmE4MDY3MjQ5OA.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZmL2Y2LzVhLzMwZmQtNGFiYi04MGY3LTk4ZDI1ZGY3MjEzOQ.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzUzLzVmLzE0L2IyNzQtNDAyYS04NzczLTBiODM0ZTdjOGRiOA.xml,true,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-29,2016-06-29,Registreret Revisor,70205091.0,,28855680.0,1002557164.0,,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,,,Karlslunde,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-06-29,Klippinge,,86129554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22790407,indberetninger-20180424,2.5949402000000004,28855680.0,,2018-03-29T15:18:13.082Z,2016-06-29T13:35:27.246Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-61-GW,2016-06-29T13:35:27.402Z,,,,,,,,,,,,,,,,,,,,
28855680,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2E2LzExLzM2L2JhZmYtNDk4MC1hODAyLTY2YmE4MDY3MjQ5OA.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZmL2Y2LzVhLzMwZmQtNGFiYi04MGY3LTk4ZDI1ZGY3MjEzOQ.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzUzLzVmLzE0L2IyNzQtNDAyYS04NzczLTBiODM0ZTdjOGRiOA.xml,true,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-29,2016-06-29,Registreret Revisor,70205091.0,,28855680.0,1002557164.0,,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,,,Karlslunde,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,false,false,2016-06-29,Klippinge,,86129554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22790407,indberetninger-20180424,2.5949402000000004,28855680.0,,2018-03-29T15:18:13.082Z,2016-06-29T13:35:27.246Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-61-GW,2016-06-29T13:35:27.402Z,,,,,,,,,,,,,,,,,,,,
28855680,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2E2LzExLzM2L2JhZmYtNDk4MC1hODAyLTY2YmE4MDY3MjQ5OA.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZmL2Y2LzVhLzMwZmQtNGFiYi04MGY3LTk4ZDI1ZGY3MjEzOQ.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzUzLzVmLzE0L2IyNzQtNDAyYS04NzczLTBiODM0ZTdjOGRiOA.xml,true,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-29,2016-06-29,Registreret Revisor,70205091.0,,28855680.0,1002557164.0,,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,,,Karlslunde,2014-01-01,2014-12-31,-833291.0,,,2015-12-31,2015-01-01,false,false,2016-06-29,Klippinge,,86129554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22790407,indberetninger-20180424,2.5949402000000004,28855680.0,,2018-03-29T15:18:13.082Z,2016-06-29T13:35:27.246Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-61-GW,2016-06-29T13:35:27.402Z,,,,,,,,,,,,,,,,,,,,
28855680,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3L2E2LzExLzM2L2JhZmYtNDk4MC1hODAyLTY2YmE4MDY3MjQ5OA.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzZmL2Y2LzVhLzMwZmQtNGFiYi04MGY3LTk4ZDI1ZGY3MjEzOQ.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzUzLzVmLzE0L2IyNzQtNDAyYS04NzczLTBiODM0ZTdjOGRiOA.xml,true,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-29,2016-06-29,Registreret Revisor,70205091.0,,28855680.0,1002557164.0,,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,,,Karlslunde,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-06-29,Klippinge,,86129554.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22790407,indberetninger-20180424,2.5949402000000004,28855680.0,,2018-03-29T15:18:13.082Z,2016-06-29T13:35:27.246Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-61-GW,2016-06-29T13:35:27.402Z,2461977.0,250000.0,56667.0,1740186.0,2461977.0,721791.0,2405310.0,20662.0,2384648.0,2405310.0,1751.0,56667.0,766589.0,-1393869.0,2117466.0,721791.0,56667.0,720040.0,,
