entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,ExtraordinaryProfitLossBeforeTax,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromInvestmentsInAssociates,IncomeFromInvestmentsInGroupEnterprises,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,OtherShorttermPayables,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermReceivables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameOfAuditFirm
28855680,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzEwLzA2LzE3YjktNGFhNS1iMzgwLTU0Nzg3NzYwY2M2Nw.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzg5LzI0L2FjL2M5YmQtNDU1MS1hMGY2LWVkY2ViMzlhNjE3Mw.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzVhLzc3LzI3LzUyNmYtNGViNC04YjAxLTRmMDVjZmIxODVkZg.xml,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-07-03,2015-07-03,Registreret Revisor,3536.0,70205091.0,0.0,78646411.0,28855680.0,1002557164.0,0.0,0.0,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,0.0,0.0,4500.0,-258.0,Karlslunde,2013-01-01,2013-12-31,236363.0,3536.0,-4500.0,2014-12-31,2014-01-01,2015-07-03,Klippinge,-232827.0,86129554.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5647647,indberetninger-20180424,2.59278,28855680.0,,2018-03-30T09:03:30.447Z,2015-07-03T13:02:38.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-03-WN,2015-07-03T13:02:38.696Z,,,,,,,,,,,,,,,,,,,,,,
28855680,2013-01-01,2013-12-31,c6,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzEwLzA2LzE3YjktNGFhNS1iMzgwLTU0Nzg3NzYwY2M2Nw.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzg5LzI0L2FjL2M5YmQtNDU1MS1hMGY2LWVkY2ViMzlhNjE3Mw.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzVhLzc3LzI3LzUyNmYtNGViNC04YjAxLTRmMDVjZmIxODVkZg.xml,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-07-03,2015-07-03,Registreret Revisor,,70205091.0,0.0,78646411.0,28855680.0,1002557164.0,,,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,,0.0,,-258.0,Karlslunde,2013-01-01,2013-12-31,8036.0,,,2014-12-31,2014-01-01,2015-07-03,Klippinge,,86129554.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5647647,indberetninger-20180424,2.59278,28855680.0,,2018-03-30T09:03:30.447Z,2015-07-03T13:02:38.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-03-WN,2015-07-03T13:02:38.696Z,,,,,,,,,,,,,,,,,,,,,,
28855680,2013-01-01,2013-12-31,c8,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzEwLzA2LzE3YjktNGFhNS1iMzgwLTU0Nzg3NzYwY2M2Nw.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzg5LzI0L2FjL2M5YmQtNDU1MS1hMGY2LWVkY2ViMzlhNjE3Mw.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzVhLzc3LzI3LzUyNmYtNGViNC04YjAxLTRmMDVjZmIxODVkZg.xml,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-07-03,2015-07-03,Registreret Revisor,,70205091.0,0.0,78646411.0,28855680.0,1002557164.0,,,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,,0.0,,-258.0,Karlslunde,2013-01-01,2013-12-31,228327.0,,,2014-12-31,2014-01-01,2015-07-03,Klippinge,,86129554.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5647647,indberetninger-20180424,2.59278,28855680.0,,2018-03-30T09:03:30.447Z,2015-07-03T13:02:38.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-03-WN,2015-07-03T13:02:38.696Z,,,,,,,,,,,,,,,,,,,,,,
28855680,2013-12-31,2013-12-31,c10,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzEwLzA2LzE3YjktNGFhNS1iMzgwLTU0Nzg3NzYwY2M2Nw.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzg5LzI0L2FjL2M5YmQtNDU1MS1hMGY2LWVkY2ViMzlhNjE3Mw.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzVhLzc3LzI3LzUyNmYtNGViNC04YjAxLTRmMDVjZmIxODVkZg.xml,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-07-03,2015-07-03,Registreret Revisor,,70205091.0,0.0,78646411.0,28855680.0,1002557164.0,,,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,,0.0,,-258.0,Karlslunde,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-07-03,Klippinge,,86129554.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5647647,indberetninger-20180424,2.59278,28855680.0,,2018-03-30T09:03:30.447Z,2015-07-03T13:02:38.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-03-WN,2015-07-03T13:02:38.696Z,2944227.0,250000.0,283352.0,211302.0,2244473.0,2944227.0,699754.0,2660875.0,22403.0,2638472.0,2660875.0,58050.0,135076.0,-258069.0,2117466.0,699754.0,463530.0,231224.0,283352.0,14000.0,5000.0,
28855680,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzEwLzA2LzE3YjktNGFhNS1iMzgwLTU0Nzg3NzYwY2M2Nw.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzg5LzI0L2FjL2M5YmQtNDU1MS1hMGY2LWVkY2ViMzlhNjE3Mw.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzVhLzc3LzI3LzUyNmYtNGViNC04YjAxLTRmMDVjZmIxODVkZg.xml,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-07-03,2015-07-03,Registreret Revisor,-99783.0,70205091.0,0.0,78646411.0,28855680.0,1002557164.0,0.0,0.0,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,27880.0,0.0,7125.0,-258.0,Karlslunde,2013-01-01,2013-12-31,-302509.0,-99783.0,-7125.0,2014-12-31,2014-01-01,2015-07-03,Klippinge,202726.0,86129554.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5647647,indberetninger-20180424,2.59278,28855680.0,,2018-03-30T09:03:30.447Z,2015-07-03T13:02:38.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-03-WN,2015-07-03T13:02:38.696Z,,,,,,,,,,,,,,,,,,,,,,
28855680,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzEwLzA2LzE3YjktNGFhNS1iMzgwLTU0Nzg3NzYwY2M2Nw.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzg5LzI0L2FjL2M5YmQtNDU1MS1hMGY2LWVkY2ViMzlhNjE3Mw.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzVhLzc3LzI3LzUyNmYtNGViNC04YjAxLTRmMDVjZmIxODVkZg.xml,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-07-03,2015-07-03,Registreret Revisor,,70205091.0,0.0,78646411.0,28855680.0,1002557164.0,,,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,,0.0,,-258.0,Karlslunde,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-07-03,Klippinge,,86129554.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5647647,indberetninger-20180424,2.59278,28855680.0,,2018-03-30T09:03:30.447Z,2015-07-03T13:02:38.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-03-WN,2015-07-03T13:02:38.696Z,,,,,,,,,,,,,,,,,,,,,,LOKALREVISION REGISTRERET REVISIONSANPARTSSELSKAB
28855680,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzEwLzA2LzE3YjktNGFhNS1iMzgwLTU0Nzg3NzYwY2M2Nw.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzg5LzI0L2FjL2M5YmQtNDU1MS1hMGY2LWVkY2ViMzlhNjE3Mw.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzVhLzc3LzI3LzUyNmYtNGViNC04YjAxLTRmMDVjZmIxODVkZg.xml,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-07-03,2015-07-03,Registreret Revisor,,70205091.0,0.0,78646411.0,28855680.0,1002557164.0,,,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,,0.0,,-258.0,Karlslunde,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-07-03,Klippinge,,86129554.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5647647,indberetninger-20180424,2.59278,28855680.0,,2018-03-30T09:03:30.447Z,2015-07-03T13:02:38.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-03-WN,2015-07-03T13:02:38.696Z,,,,,,,,,,,,,,,,,,,,,,
28855680,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzEwLzA2LzE3YjktNGFhNS1iMzgwLTU0Nzg3NzYwY2M2Nw.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzg5LzI0L2FjL2M5YmQtNDU1MS1hMGY2LWVkY2ViMzlhNjE3Mw.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzVhLzc3LzI3LzUyNmYtNGViNC04YjAxLTRmMDVjZmIxODVkZg.xml,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-07-03,2015-07-03,Registreret Revisor,,70205091.0,0.0,78646411.0,28855680.0,1002557164.0,,,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,,0.0,,-258.0,Karlslunde,2013-01-01,2013-12-31,0.0,,,2014-12-31,2014-01-01,2015-07-03,Klippinge,,86129554.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5647647,indberetninger-20180424,2.59278,28855680.0,,2018-03-30T09:03:30.447Z,2015-07-03T13:02:38.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-03-WN,2015-07-03T13:02:38.696Z,,,,,,,,,,,,,,,,,,,,,,
28855680,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzEwLzA2LzE3YjktNGFhNS1iMzgwLTU0Nzg3NzYwY2M2Nw.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzg5LzI0L2FjL2M5YmQtNDU1MS1hMGY2LWVkY2ViMzlhNjE3Mw.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzVhLzc3LzI3LzUyNmYtNGViNC04YjAxLTRmMDVjZmIxODVkZg.xml,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-07-03,2015-07-03,Registreret Revisor,,70205091.0,0.0,78646411.0,28855680.0,1002557164.0,,,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,,0.0,,-258.0,Karlslunde,2013-01-01,2013-12-31,-302509.0,,,2014-12-31,2014-01-01,2015-07-03,Klippinge,,86129554.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5647647,indberetninger-20180424,2.59278,28855680.0,,2018-03-30T09:03:30.447Z,2015-07-03T13:02:38.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-03-WN,2015-07-03T13:02:38.696Z,,,,,,,,,,,,,,,,,,,,,,
28855680,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2M4LzEwLzA2LzE3YjktNGFhNS1iMzgwLTU0Nzg3NzYwY2M2Nw.xhtml,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzg5LzI0L2FjL2M5YmQtNDU1MS1hMGY2LWVkY2ViMzlhNjE3Mw.pdf,http://regnskaber.virk.dk/08655882/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzVhLzc3LzI3LzUyNmYtNGViNC04YjAxLTRmMDVjZmIxODVkZg.xml,Danmark,DK,Klippinge,4672.0,6.0,Nygade,Karlslunde,2690.0,38.0,Silovej,4672  Klippinge,Nygade 6,Til den daglige ledelse i A.P.P. Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-07-03,2015-07-03,Registreret Revisor,,70205091.0,0.0,78646411.0,28855680.0,1002557164.0,,,-64778.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans JÃ¸rgen Rasmussen,Khalid Sabir,Khalid Sabir,A.P.P. HOLDING ApS,Hans JÃ¸rgen Rasmussen,,0.0,,-258.0,Karlslunde,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-07-03,Klippinge,,86129554.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5647647,indberetninger-20180424,2.59278,28855680.0,,2018-03-30T09:03:30.447Z,2015-07-03T13:02:38.647Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-03-WN,2015-07-03T13:02:38.696Z,2732609.0,250000.0,65243.0,0.0,2013233.0,2732609.0,719376.0,2667366.0,22432.0,2644934.0,2667366.0,65243.0,206145.0,-560578.0,2117666.0,719376.0,0.0,0.0,65243.0,0.0,719634.0,
