entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsShorttermLiabilitiesOtherThanProvisions,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,RevaluationReserve,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
21046809,2017-07-01,2018-06-30,ID_6,,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2FmLzQ2LzBkLzlkZWQtNDA5Zi1iZTU1LWNmY2RjMjVlNzlmMw.pdf,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzL2NkL2FjLzNiL2ZlLzBmZjItNGM4ZS05NzdlLTRhM2U4YjFiMjAwMA.xml,true,"5000, Odense C",Lottrups GÃ¥rd 9,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-07-29,2019-07-29,1998-08-11,2019-07-29,21046809.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Odense Antik og Brugtmarked ApS.,Ãrsrapport,Preben Peder Buch,Odense Antik og Brugtmarked ApS,4AUDIT,Otterup,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2019-06-30,2018-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27702602,indberetninger-20180424,2.5095456,21046809.0,AWw9Hi55IXJRhhXBMXVz,2019-07-29T09:44:59.631Z,2019-07-29T09:44:43.206Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CB-45-GQ,2019-07-29T09:44:43.401Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21046809,2017-07-01,2018-06-30,ID_7,,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2FmLzQ2LzBkLzlkZWQtNDA5Zi1iZTU1LWNmY2RjMjVlNzlmMw.pdf,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzL2NkL2FjLzNiL2ZlLzBmZjItNGM4ZS05NzdlLTRhM2U4YjFiMjAwMA.xml,true,"5000, Odense C",Lottrups GÃ¥rd 9,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-07-29,2019-07-29,1998-08-11,2019-07-29,21046809.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Odense Antik og Brugtmarked ApS.,Ãrsrapport,Preben Peder Buch,Odense Antik og Brugtmarked ApS,4AUDIT,Otterup,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2019-06-30,2018-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27702602,indberetninger-20180424,2.5095456,21046809.0,AWw9Hi55IXJRhhXBMXVz,2019-07-29T09:44:59.631Z,2019-07-29T09:44:43.206Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CB-45-GQ,2019-07-29T09:44:43.401Z,112136.0,382109.0,199927.0,54636.0,70046.0,269973.0,15410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21046809,2017-07-01,2018-06-30,ID_9,,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2FmLzQ2LzBkLzlkZWQtNDA5Zi1iZTU1LWNmY2RjMjVlNzlmMw.pdf,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzL2NkL2FjLzNiL2ZlLzBmZjItNGM4ZS05NzdlLTRhM2U4YjFiMjAwMA.xml,true,"5000, Odense C",Lottrups GÃ¥rd 9,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-07-29,2019-07-29,1998-08-11,2019-07-29,21046809.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Odense Antik og Brugtmarked ApS.,Ãrsrapport,Preben Peder Buch,Odense Antik og Brugtmarked ApS,4AUDIT,Otterup,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2019-06-30,2018-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27702602,indberetninger-20180424,2.5095456,21046809.0,AWw9Hi55IXJRhhXBMXVz,2019-07-29T09:44:59.631Z,2019-07-29T09:44:43.206Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CB-45-GQ,2019-07-29T09:44:43.401Z,,,,54636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21046809,2018-06-30,2018-06-30,ID_4,,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2FmLzQ2LzBkLzlkZWQtNDA5Zi1iZTU1LWNmY2RjMjVlNzlmMw.pdf,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzL2NkL2FjLzNiL2ZlLzBmZjItNGM4ZS05NzdlLTRhM2U4YjFiMjAwMA.xml,true,"5000, Odense C",Lottrups GÃ¥rd 9,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-07-29,2019-07-29,1998-08-11,2019-07-29,21046809.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Odense Antik og Brugtmarked ApS.,Ãrsrapport,Preben Peder Buch,Odense Antik og Brugtmarked ApS,4AUDIT,Otterup,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2019-06-30,2018-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27702602,indberetninger-20180424,2.5095456,21046809.0,AWw9Hi55IXJRhhXBMXVz,2019-07-29T09:44:59.631Z,2019-07-29T09:44:43.206Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CB-45-GQ,2019-07-29T09:44:43.401Z,,,,,,,,6015495.0,1466.0,125000.0,82992.0,203387.0,1599178.0,0.0,5932503.0,6015495.0,3917423.0,483305.0,1893554.0,1410249.0,5932503.0,18449.0,81526.0,5932503.0,498894.0,498894.0,-873361.0,2347539.0,1058772.0,0.0,2023869.0,111009.0,632252.0,81526.0,0.0,
21046809,2018-07-01,2019-06-30,ID_0,,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2FmLzQ2LzBkLzlkZWQtNDA5Zi1iZTU1LWNmY2RjMjVlNzlmMw.pdf,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzL2NkL2FjLzNiL2ZlLzBmZjItNGM4ZS05NzdlLTRhM2U4YjFiMjAwMA.xml,true,"5000, Odense C",Lottrups GÃ¥rd 9,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-07-29,2019-07-29,1998-08-11,2019-07-29,21046809.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Odense Antik og Brugtmarked ApS.,Ãrsrapport,Preben Peder Buch,Odense Antik og Brugtmarked ApS,4AUDIT,Otterup,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2019-06-30,2018-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27702602,indberetninger-20180424,2.5095456,21046809.0,AWw9Hi55IXJRhhXBMXVz,2019-07-29T09:44:59.631Z,2019-07-29T09:44:43.206Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CB-45-GQ,2019-07-29T09:44:43.401Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preben Peder Buch
21046809,2018-07-01,2019-06-30,ID_1,,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2FmLzQ2LzBkLzlkZWQtNDA5Zi1iZTU1LWNmY2RjMjVlNzlmMw.pdf,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzL2NkL2FjLzNiL2ZlLzBmZjItNGM4ZS05NzdlLTRhM2U4YjFiMjAwMA.xml,true,"5000, Odense C",Lottrups GÃ¥rd 9,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-07-29,2019-07-29,1998-08-11,2019-07-29,21046809.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Odense Antik og Brugtmarked ApS.,Ãrsrapport,Preben Peder Buch,Odense Antik og Brugtmarked ApS,4AUDIT,Otterup,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2019-06-30,2018-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27702602,indberetninger-20180424,2.5095456,21046809.0,AWw9Hi55IXJRhhXBMXVz,2019-07-29T09:44:59.631Z,2019-07-29T09:44:43.206Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CB-45-GQ,2019-07-29T09:44:43.401Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21046809,2018-07-01,2019-06-30,ID_2,,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2FmLzQ2LzBkLzlkZWQtNDA5Zi1iZTU1LWNmY2RjMjVlNzlmMw.pdf,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzL2NkL2FjLzNiL2ZlLzBmZjItNGM4ZS05NzdlLTRhM2U4YjFiMjAwMA.xml,true,"5000, Odense C",Lottrups GÃ¥rd 9,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-07-29,2019-07-29,1998-08-11,2019-07-29,21046809.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Odense Antik og Brugtmarked ApS.,Ãrsrapport,Preben Peder Buch,Odense Antik og Brugtmarked ApS,4AUDIT,Otterup,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2019-06-30,2018-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27702602,indberetninger-20180424,2.5095456,21046809.0,AWw9Hi55IXJRhhXBMXVz,2019-07-29T09:44:59.631Z,2019-07-29T09:44:43.206Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CB-45-GQ,2019-07-29T09:44:43.401Z,171548.0,343225.0,141608.0,14664.0,30069.0,171677.0,15405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21046809,2018-07-01,2019-06-30,ID_5,,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2FmLzQ2LzBkLzlkZWQtNDA5Zi1iZTU1LWNmY2RjMjVlNzlmMw.pdf,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzL2NkL2FjLzNiL2ZlLzBmZjItNGM4ZS05NzdlLTRhM2U4YjFiMjAwMA.xml,true,"5000, Odense C",Lottrups GÃ¥rd 9,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-07-29,2019-07-29,1998-08-11,2019-07-29,21046809.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Odense Antik og Brugtmarked ApS.,Ãrsrapport,Preben Peder Buch,Odense Antik og Brugtmarked ApS,4AUDIT,Otterup,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2019-06-30,2018-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27702602,indberetninger-20180424,2.5095456,21046809.0,AWw9Hi55IXJRhhXBMXVz,2019-07-29T09:44:59.631Z,2019-07-29T09:44:43.206Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CB-45-GQ,2019-07-29T09:44:43.401Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21046809,2018-07-01,2019-06-30,ID_8,,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2FmLzQ2LzBkLzlkZWQtNDA5Zi1iZTU1LWNmY2RjMjVlNzlmMw.pdf,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzL2NkL2FjLzNiL2ZlLzBmZjItNGM4ZS05NzdlLTRhM2U4YjFiMjAwMA.xml,true,"5000, Odense C",Lottrups GÃ¥rd 9,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-07-29,2019-07-29,1998-08-11,2019-07-29,21046809.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Odense Antik og Brugtmarked ApS.,Ãrsrapport,Preben Peder Buch,Odense Antik og Brugtmarked ApS,4AUDIT,Otterup,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2019-06-30,2018-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27702602,indberetninger-20180424,2.5095456,21046809.0,AWw9Hi55IXJRhhXBMXVz,2019-07-29T09:44:59.631Z,2019-07-29T09:44:43.206Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CB-45-GQ,2019-07-29T09:44:43.401Z,,,,14664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21046809,2019-06-30,2019-06-30,ID_3,,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2FmLzQ2LzBkLzlkZWQtNDA5Zi1iZTU1LWNmY2RjMjVlNzlmMw.pdf,http://regnskaber.virk.dk/90864012/ZG9rdW1lbnRsYWdlcjovLzAzL2NkL2FjLzNiL2ZlLzBmZjItNGM4ZS05NzdlLTRhM2U4YjFiMjAwMA.xml,true,"5000, Odense C",Lottrups GÃ¥rd 9,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-07-29,2019-07-29,1998-08-11,2019-07-29,21046809.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Odense Antik og Brugtmarked ApS.,Ãrsrapport,Preben Peder Buch,Odense Antik og Brugtmarked ApS,4AUDIT,Otterup,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"480, Nordfyns",2019-06-30,2018-07-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:27702602,indberetninger-20180424,2.5095456,21046809.0,AWw9Hi55IXJRhhXBMXVz,2019-07-29T09:44:59.631Z,2019-07-29T09:44:43.206Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CB-45-GQ,2019-07-29T09:44:43.401Z,,,,,,,,6489329.0,3826.0,125000.0,7826.0,236842.0,2003842.0,181136.0,6300367.0,6489329.0,3861188.0,415876.0,1788125.0,1372249.0,6481503.0,203.0,4000.0,6481503.0,624299.0,624299.0,-817130.0,2695972.0,1000597.0,45000.0,2073063.0,104881.0,683955.0,4000.0,1585.0,
