entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementByExecutiveAndSupervisoryBoards,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
33165595,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2E2LzM5L2RlL2I2MzYtNGYxMi05NDg2LTk1YTRkNDgxNzFmOA.xhtml,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzVkL2FiL2NjL2RhZTUtNDdhNy04YjgwLTY0NTQ0NTU2ZDdmOA.pdf,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY2LzQ5L2FlL2I3OGEtNDVkZS1hNzcxLWRiOWZmYjhhNjY1OQ.xml,true,Danmark,Ringsted,4100.0,6.0,Torvet,Slagelse,4200.0,1.0,KildegÃ¥rdsvej,4200 Slagelse,Kildegaardsvej 1,Regnskabsklasse B,2016-05-30,2016-05-30,0.0,33165595.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud-Aage HÃ¸jland Petersen,Knud Aage HÃ¸jland Petersen,Danske Bank,HÃJLAND FINANS ApS,Knud-Aage HÃ¸jland Petersen,2014-01-01,2014-12-31,0.0,0.0,0.0,2015-12-31,2015-01-01,0.0,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Bestyrelsen og direktion har behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥r 2015 for selskabet HÃ¸jland Finans ApS.</p>",Generalforsamlingen har valgt at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,61711410.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22645348,indberetninger-20180424,2.595548,33165595.0,,2018-03-29T03:10:11.437Z,2016-06-08T23:38:50.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AF-50-AZ,2016-06-08T23:38:51.097Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33165595,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2E2LzM5L2RlL2I2MzYtNGYxMi05NDg2LTk1YTRkNDgxNzFmOA.xhtml,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzVkL2FiL2NjL2RhZTUtNDdhNy04YjgwLTY0NTQ0NTU2ZDdmOA.pdf,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY2LzQ5L2FlL2I3OGEtNDVkZS1hNzcxLWRiOWZmYjhhNjY1OQ.xml,true,Danmark,Ringsted,4100.0,6.0,Torvet,Slagelse,4200.0,1.0,KildegÃ¥rdsvej,4200 Slagelse,Kildegaardsvej 1,Regnskabsklasse B,2016-05-30,2016-05-30,,33165595.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud-Aage HÃ¸jland Petersen,Knud Aage HÃ¸jland Petersen,Danske Bank,HÃJLAND FINANS ApS,Knud-Aage HÃ¸jland Petersen,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Bestyrelsen og direktion har behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥r 2015 for selskabet HÃ¸jland Finans ApS.</p>",Generalforsamlingen har valgt at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,61711410.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22645348,indberetninger-20180424,2.595548,33165595.0,,2018-03-29T03:10:11.437Z,2016-06-08T23:38:50.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AF-50-AZ,2016-06-08T23:38:51.097Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33165595,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2E2LzM5L2RlL2I2MzYtNGYxMi05NDg2LTk1YTRkNDgxNzFmOA.xhtml,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzVkL2FiL2NjL2RhZTUtNDdhNy04YjgwLTY0NTQ0NTU2ZDdmOA.pdf,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY2LzQ5L2FlL2I3OGEtNDVkZS1hNzcxLWRiOWZmYjhhNjY1OQ.xml,true,Danmark,Ringsted,4100.0,6.0,Torvet,Slagelse,4200.0,1.0,KildegÃ¥rdsvej,4200 Slagelse,Kildegaardsvej 1,Regnskabsklasse B,2016-05-30,2016-05-30,,33165595.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud-Aage HÃ¸jland Petersen,Knud Aage HÃ¸jland Petersen,Danske Bank,HÃJLAND FINANS ApS,Knud-Aage HÃ¸jland Petersen,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Bestyrelsen og direktion har behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥r 2015 for selskabet HÃ¸jland Finans ApS.</p>",Generalforsamlingen har valgt at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,61711410.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22645348,indberetninger-20180424,2.595548,33165595.0,,2018-03-29T03:10:11.437Z,2016-06-08T23:38:50.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AF-50-AZ,2016-06-08T23:38:51.097Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33165595,2014-01-01,2014-12-31,c8,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2E2LzM5L2RlL2I2MzYtNGYxMi05NDg2LTk1YTRkNDgxNzFmOA.xhtml,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzVkL2FiL2NjL2RhZTUtNDdhNy04YjgwLTY0NTQ0NTU2ZDdmOA.pdf,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY2LzQ5L2FlL2I3OGEtNDVkZS1hNzcxLWRiOWZmYjhhNjY1OQ.xml,true,Danmark,Ringsted,4100.0,6.0,Torvet,Slagelse,4200.0,1.0,KildegÃ¥rdsvej,4200 Slagelse,Kildegaardsvej 1,Regnskabsklasse B,2016-05-30,2016-05-30,,33165595.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud-Aage HÃ¸jland Petersen,Knud Aage HÃ¸jland Petersen,Danske Bank,HÃJLAND FINANS ApS,Knud-Aage HÃ¸jland Petersen,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Bestyrelsen og direktion har behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥r 2015 for selskabet HÃ¸jland Finans ApS.</p>",Generalforsamlingen har valgt at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,61711410.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22645348,indberetninger-20180424,2.595548,33165595.0,,2018-03-29T03:10:11.437Z,2016-06-08T23:38:50.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AF-50-AZ,2016-06-08T23:38:51.097Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33165595,2014-12-31,2014-12-31,c10,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2E2LzM5L2RlL2I2MzYtNGYxMi05NDg2LTk1YTRkNDgxNzFmOA.xhtml,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzVkL2FiL2NjL2RhZTUtNDdhNy04YjgwLTY0NTQ0NTU2ZDdmOA.pdf,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY2LzQ5L2FlL2I3OGEtNDVkZS1hNzcxLWRiOWZmYjhhNjY1OQ.xml,true,Danmark,Ringsted,4100.0,6.0,Torvet,Slagelse,4200.0,1.0,KildegÃ¥rdsvej,4200 Slagelse,Kildegaardsvej 1,Regnskabsklasse B,2016-05-30,2016-05-30,,33165595.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud-Aage HÃ¸jland Petersen,Knud Aage HÃ¸jland Petersen,Danske Bank,HÃJLAND FINANS ApS,Knud-Aage HÃ¸jland Petersen,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Bestyrelsen og direktion har behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥r 2015 for selskabet HÃ¸jland Finans ApS.</p>",Generalforsamlingen har valgt at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,61711410.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22645348,indberetninger-20180424,2.595548,33165595.0,,2018-03-29T03:10:11.437Z,2016-06-08T23:38:50.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AF-50-AZ,2016-06-08T23:38:51.097Z,80000.0,80000.0,0.0,80000.0,80000.0,80000.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33165595,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2E2LzM5L2RlL2I2MzYtNGYxMi05NDg2LTk1YTRkNDgxNzFmOA.xhtml,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzVkL2FiL2NjL2RhZTUtNDdhNy04YjgwLTY0NTQ0NTU2ZDdmOA.pdf,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY2LzQ5L2FlL2I3OGEtNDVkZS1hNzcxLWRiOWZmYjhhNjY1OQ.xml,true,Danmark,Ringsted,4100.0,6.0,Torvet,Slagelse,4200.0,1.0,KildegÃ¥rdsvej,4200 Slagelse,Kildegaardsvej 1,Regnskabsklasse B,2016-05-30,2016-05-30,0.0,33165595.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud-Aage HÃ¸jland Petersen,Knud Aage HÃ¸jland Petersen,Danske Bank,HÃJLAND FINANS ApS,Knud-Aage HÃ¸jland Petersen,2014-01-01,2014-12-31,0.0,0.0,0.0,2015-12-31,2015-01-01,0.0,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Bestyrelsen og direktion har behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥r 2015 for selskabet HÃ¸jland Finans ApS.</p>",Generalforsamlingen har valgt at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,61711410.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22645348,indberetninger-20180424,2.595548,33165595.0,,2018-03-29T03:10:11.437Z,2016-06-08T23:38:50.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AF-50-AZ,2016-06-08T23:38:51.097Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33165595,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2E2LzM5L2RlL2I2MzYtNGYxMi05NDg2LTk1YTRkNDgxNzFmOA.xhtml,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzVkL2FiL2NjL2RhZTUtNDdhNy04YjgwLTY0NTQ0NTU2ZDdmOA.pdf,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY2LzQ5L2FlL2I3OGEtNDVkZS1hNzcxLWRiOWZmYjhhNjY1OQ.xml,true,Danmark,Ringsted,4100.0,6.0,Torvet,Slagelse,4200.0,1.0,KildegÃ¥rdsvej,4200 Slagelse,Kildegaardsvej 1,Regnskabsklasse B,2016-05-30,2016-05-30,,33165595.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud-Aage HÃ¸jland Petersen,Knud Aage HÃ¸jland Petersen,Danske Bank,HÃJLAND FINANS ApS,Knud-Aage HÃ¸jland Petersen,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Bestyrelsen og direktion har behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥r 2015 for selskabet HÃ¸jland Finans ApS.</p>",Generalforsamlingen har valgt at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,61711410.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22645348,indberetninger-20180424,2.595548,33165595.0,,2018-03-29T03:10:11.437Z,2016-06-08T23:38:50.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AF-50-AZ,2016-06-08T23:38:51.097Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33165595,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2E2LzM5L2RlL2I2MzYtNGYxMi05NDg2LTk1YTRkNDgxNzFmOA.xhtml,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzVkL2FiL2NjL2RhZTUtNDdhNy04YjgwLTY0NTQ0NTU2ZDdmOA.pdf,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY2LzQ5L2FlL2I3OGEtNDVkZS1hNzcxLWRiOWZmYjhhNjY1OQ.xml,true,Danmark,Ringsted,4100.0,6.0,Torvet,Slagelse,4200.0,1.0,KildegÃ¥rdsvej,4200 Slagelse,Kildegaardsvej 1,Regnskabsklasse B,2016-05-30,2016-05-30,,33165595.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud-Aage HÃ¸jland Petersen,Knud Aage HÃ¸jland Petersen,Danske Bank,HÃJLAND FINANS ApS,Knud-Aage HÃ¸jland Petersen,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Bestyrelsen og direktion har behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥r 2015 for selskabet HÃ¸jland Finans ApS.</p>",Generalforsamlingen har valgt at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,61711410.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22645348,indberetninger-20180424,2.595548,33165595.0,,2018-03-29T03:10:11.437Z,2016-06-08T23:38:50.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AF-50-AZ,2016-06-08T23:38:51.097Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33165595,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2E2LzM5L2RlL2I2MzYtNGYxMi05NDg2LTk1YTRkNDgxNzFmOA.xhtml,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzVkL2FiL2NjL2RhZTUtNDdhNy04YjgwLTY0NTQ0NTU2ZDdmOA.pdf,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY2LzQ5L2FlL2I3OGEtNDVkZS1hNzcxLWRiOWZmYjhhNjY1OQ.xml,true,Danmark,Ringsted,4100.0,6.0,Torvet,Slagelse,4200.0,1.0,KildegÃ¥rdsvej,4200 Slagelse,Kildegaardsvej 1,Regnskabsklasse B,2016-05-30,2016-05-30,,33165595.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud-Aage HÃ¸jland Petersen,Knud Aage HÃ¸jland Petersen,Danske Bank,HÃJLAND FINANS ApS,Knud-Aage HÃ¸jland Petersen,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Bestyrelsen og direktion har behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥r 2015 for selskabet HÃ¸jland Finans ApS.</p>",Generalforsamlingen har valgt at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,61711410.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22645348,indberetninger-20180424,2.595548,33165595.0,,2018-03-29T03:10:11.437Z,2016-06-08T23:38:50.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AF-50-AZ,2016-06-08T23:38:51.097Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33165595,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzL2NmL2E2LzM5L2RlL2I2MzYtNGYxMi05NDg2LTk1YTRkNDgxNzFmOA.xhtml,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzVkL2FiL2NjL2RhZTUtNDdhNy04YjgwLTY0NTQ0NTU2ZDdmOA.pdf,http://regnskaber.virk.dk/59556133/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzY2LzQ5L2FlL2I3OGEtNDVkZS1hNzcxLWRiOWZmYjhhNjY1OQ.xml,true,Danmark,Ringsted,4100.0,6.0,Torvet,Slagelse,4200.0,1.0,KildegÃ¥rdsvej,4200 Slagelse,Kildegaardsvej 1,Regnskabsklasse B,2016-05-30,2016-05-30,,33165595.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Knud-Aage HÃ¸jland Petersen,Knud Aage HÃ¸jland Petersen,Danske Bank,HÃJLAND FINANS ApS,Knud-Aage HÃ¸jland Petersen,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,"<p xmlns=""http://www.w3.org/1999/xhtml"">Bestyrelsen og direktion har behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥r 2015 for selskabet HÃ¸jland Finans ApS.</p>",Generalforsamlingen har valgt at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,61711410.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:22645348,indberetninger-20180424,2.595548,33165595.0,,2018-03-29T03:10:11.437Z,2016-06-08T23:38:50.928Z,regnskab,0.0,,2015-12-31,2015-01-01,X15-AF-50-AZ,2016-06-08T23:38:51.097Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
