entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
33599900,2011-04-18,2012-09-30,ID_4,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8vcGRmcy8zMzU5OTkwMDtBcFM0OTIxOTg7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8veGJybHMvWC04ODEzRjQ3Qi0yMDE0MDIxMF8xMTQzMjBfNTY3.xml,"4700, NÃ¦stved",Farvergade 9 B,Til den daglige ledelse i All White ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",2011-04-18,2014-01-24,22779.0,0.0,-6733.0,33599900.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013 for All White ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thorlejf FuglÃ¸,All White ApS,", ENGELSTED PETERSEN",14267.0,"Ringsted, den 12. november 2013",-43779.0,-43779.0,-29512.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ringsted, 329",2013-09-30,2012-10-01,2013-11-12,NÃ¦stved,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14115538,indberetninger-20180424,2.5122635,33599900.0,,2018-03-31T19:30:23.505Z,2014-02-10T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-421.820,2014-02-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
33599900,2011-04-18,2012-09-30,ID_6,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8vcGRmcy8zMzU5OTkwMDtBcFM0OTIxOTg7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8veGJybHMvWC04ODEzRjQ3Qi0yMDE0MDIxMF8xMTQzMjBfNTY3.xml,"4700, NÃ¦stved",Farvergade 9 B,Til den daglige ledelse i All White ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",2011-04-18,2014-01-24,,,,33599900.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013 for All White ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thorlejf FuglÃ¸,All White ApS,", ENGELSTED PETERSEN",,"Ringsted, den 12. november 2013",43779.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ringsted, 329",2013-09-30,2012-10-01,2013-11-12,NÃ¦stved,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14115538,indberetninger-20180424,2.5122635,33599900.0,,2018-03-31T19:30:23.505Z,2014-02-10T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-421.820,2014-02-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
33599900,2011-04-18,2012-09-30,ID_8,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8vcGRmcy8zMzU5OTkwMDtBcFM0OTIxOTg7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8veGJybHMvWC04ODEzRjQ3Qi0yMDE0MDIxMF8xMTQzMjBfNTY3.xml,"4700, NÃ¦stved",Farvergade 9 B,Til den daglige ledelse i All White ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",2011-04-18,2014-01-24,,,,33599900.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013 for All White ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thorlejf FuglÃ¸,All White ApS,", ENGELSTED PETERSEN",,"Ringsted, den 12. november 2013",43779.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ringsted, 329",2013-09-30,2012-10-01,2013-11-12,NÃ¦stved,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14115538,indberetninger-20180424,2.5122635,33599900.0,,2018-03-31T19:30:23.505Z,2014-02-10T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-421.820,2014-02-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
33599900,2012-09-30,2012-09-30,ID_10,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8vcGRmcy8zMzU5OTkwMDtBcFM0OTIxOTg7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8veGJybHMvWC04ODEzRjQ3Qi0yMDE0MDIxMF8xMTQzMjBfNTY3.xml,"4700, NÃ¦stved",Farvergade 9 B,Til den daglige ledelse i All White ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",2011-04-18,2014-01-24,,,,33599900.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013 for All White ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thorlejf FuglÃ¸,All White ApS,", ENGELSTED PETERSEN",,"Ringsted, den 12. november 2013",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ringsted, 329",2013-09-30,2012-10-01,2013-11-12,NÃ¦stved,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14115538,indberetninger-20180424,2.5122635,33599900.0,,2018-03-31T19:30:23.505Z,2014-02-10T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-421.820,2014-02-10T23:00:00.000Z,525431.0,49228.0,101000.0,463431.0,30000.0,156221.0,32000.0,316590.0,525431.0,369210.0,30000.0,316590.0,62000.0,125168.0,85960.0,32000.0,55221.0,369210.0,145556.0,97613.0,98486.0,11653.0,
33599900,2012-10-01,2013-09-30,ID_0,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8vcGRmcy8zMzU5OTkwMDtBcFM0OTIxOTg7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8veGJybHMvWC04ODEzRjQ3Qi0yMDE0MDIxMF8xMTQzMjBfNTY3.xml,"4700, NÃ¦stved",Farvergade 9 B,Til den daglige ledelse i All White ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",2011-04-18,2014-01-24,,,,33599900.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013 for All White ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thorlejf FuglÃ¸,All White ApS,", ENGELSTED PETERSEN",,"Ringsted, den 12. november 2013",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ringsted, 329",2013-09-30,2012-10-01,2013-11-12,NÃ¦stved,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14115538,indberetninger-20180424,2.5122635,33599900.0,,2018-03-31T19:30:23.505Z,2014-02-10T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-421.820,2014-02-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
33599900,2012-10-01,2013-09-30,ID_1,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8vcGRmcy8zMzU5OTkwMDtBcFM0OTIxOTg7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8veGJybHMvWC04ODEzRjQ3Qi0yMDE0MDIxMF8xMTQzMjBfNTY3.xml,"4700, NÃ¦stved",Farvergade 9 B,Til den daglige ledelse i All White ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",2011-04-18,2014-01-24,,,,33599900.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013 for All White ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thorlejf FuglÃ¸,All White ApS,", ENGELSTED PETERSEN",,"Ringsted, den 12. november 2013",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ringsted, 329",2013-09-30,2012-10-01,2013-11-12,NÃ¦stved,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14115538,indberetninger-20180424,2.5122635,33599900.0,,2018-03-31T19:30:23.505Z,2014-02-10T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-421.820,2014-02-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
33599900,2012-10-01,2013-09-30,ID_11,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8vcGRmcy8zMzU5OTkwMDtBcFM0OTIxOTg7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8veGJybHMvWC04ODEzRjQ3Qi0yMDE0MDIxMF8xMTQzMjBfNTY3.xml,"4700, NÃ¦stved",Farvergade 9 B,Til den daglige ledelse i All White ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",2011-04-18,2014-01-24,,,,33599900.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013 for All White ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thorlejf FuglÃ¸,All White ApS,", ENGELSTED PETERSEN",,"Ringsted, den 12. november 2013",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ringsted, 329",2013-09-30,2012-10-01,2013-11-12,NÃ¦stved,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14115538,indberetninger-20180424,2.5122635,33599900.0,,2018-03-31T19:30:23.505Z,2014-02-10T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-421.820,2014-02-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
33599900,2012-10-01,2013-09-30,ID_12,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8vcGRmcy8zMzU5OTkwMDtBcFM0OTIxOTg7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8veGJybHMvWC04ODEzRjQ3Qi0yMDE0MDIxMF8xMTQzMjBfNTY3.xml,"4700, NÃ¦stved",Farvergade 9 B,Til den daglige ledelse i All White ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",2011-04-18,2014-01-24,,,,33599900.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013 for All White ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thorlejf FuglÃ¸,All White ApS,", ENGELSTED PETERSEN",,"Ringsted, den 12. november 2013",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ringsted, 329",2013-09-30,2012-10-01,2013-11-12,NÃ¦stved,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14115538,indberetninger-20180424,2.5122635,33599900.0,,2018-03-31T19:30:23.505Z,2014-02-10T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-421.820,2014-02-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
33599900,2012-10-01,2013-09-30,ID_13,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8vcGRmcy8zMzU5OTkwMDtBcFM0OTIxOTg7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8veGJybHMvWC04ODEzRjQ3Qi0yMDE0MDIxMF8xMTQzMjBfNTY3.xml,"4700, NÃ¦stved",Farvergade 9 B,Til den daglige ledelse i All White ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",2011-04-18,2014-01-24,,,,33599900.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013 for All White ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thorlejf FuglÃ¸,All White ApS,", ENGELSTED PETERSEN",,"Ringsted, den 12. november 2013",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ringsted, 329",2013-09-30,2012-10-01,2013-11-12,NÃ¦stved,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14115538,indberetninger-20180424,2.5122635,33599900.0,,2018-03-31T19:30:23.505Z,2014-02-10T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-421.820,2014-02-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,
33599900,2012-10-01,2013-09-30,ID_2,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8vcGRmcy8zMzU5OTkwMDtBcFM0OTIxOTg7MjAxMjEwMDE7MjAxMzA5MzA7UjtS.pdf,http://regnskaber.virk.dk/00999533/Y3ZyLmRrOi8veGJybHMvWC04ODEzRjQ3Qi0yMDE0MDIxMF8xMTQzMjBfNTY3.xml,"4700, NÃ¦stved",Farvergade 9 B,Til den daglige ledelse i All White ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013.",2011-04-18,2014-01-24,,,,33599900.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2012 - 30. september 2013 for All White ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thorlejf FuglÃ¸,All White ApS,", ENGELSTED PETERSEN",,"Ringsted, den 12. november 2013",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Ringsted, 329",2013-09-30,2012-10-01,2013-11-12,NÃ¦stved,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14115538,indberetninger-20180424,2.5122635,33599900.0,,2018-03-31T19:30:23.505Z,2014-02-10T23:00:00.000Z,regnskab,0.0,,2013-09-30,2012-10-01,13-421.820,2014-02-10T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,Thorlejf FuglÃ¸
