entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,ProfitLossFromOrdinaryActivitiesBeforeTax,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTaxReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard
30726782,2015-10-01,2016-09-30,ID_10,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzhkLzU3L2YwLzk3MmItNGZlOS1iMmE2LTI1YjMyYmYwOGQ1MA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAyLzliLzg3LzkzYzktNGM2MC1hZWU3LTliYjFmNmEwZTUzZA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-10,2018-01-10,2007-07-11,2018-01-30,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,-1000000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-09-30,2016-10-01,false,2018-01-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25003884,indberetninger-20180424,2.5116892,30726782.0,,2018-04-03T17:45:17.213Z,2018-01-31T14:18:57.945Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-66-MW,2018-01-31T14:18:58.127Z,,,,,,,,,,,,,,,,,,,,,,,,,,
30726782,2015-10-01,2016-09-30,ID_12,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzhkLzU3L2YwLzk3MmItNGZlOS1iMmE2LTI1YjMyYmYwOGQ1MA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAyLzliLzg3LzkzYzktNGM2MC1hZWU3LTliYjFmNmEwZTUzZA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-10,2018-01-10,2007-07-11,2018-01-30,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,-68024.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-09-30,2016-10-01,false,2018-01-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25003884,indberetninger-20180424,2.5116892,30726782.0,,2018-04-03T17:45:17.213Z,2018-01-31T14:18:57.945Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-66-MW,2018-01-31T14:18:58.127Z,,,,,,,,,,,,,,,,,,,,,,,,,,
30726782,2015-10-01,2016-09-30,ID_8,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzhkLzU3L2YwLzk3MmItNGZlOS1iMmE2LTI1YjMyYmYwOGQ1MA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAyLzliLzg3LzkzYzktNGM2MC1hZWU3LTliYjFmNmEwZTUzZA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-10,2018-01-10,2007-07-11,2018-01-30,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,1068024.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-09-30,2016-10-01,false,2018-01-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25003884,indberetninger-20180424,2.5116892,30726782.0,,2018-04-03T17:45:17.213Z,2018-01-31T14:18:57.945Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-66-MW,2018-01-31T14:18:58.127Z,82108.0,-31934.0,1101076.0,1059441.0,401.0,-8583.0,,,,,,,,,,,,,,,,,,,,
30726782,2016-09-30,2016-09-30,ID_7,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzhkLzU3L2YwLzk3MmItNGZlOS1iMmE2LTI1YjMyYmYwOGQ1MA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAyLzliLzg3LzkzYzktNGM2MC1hZWU3LTliYjFmNmEwZTUzZA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-10,2018-01-10,2007-07-11,2018-01-30,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-09-30,2016-10-01,false,2018-01-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25003884,indberetninger-20180424,2.5116892,30726782.0,,2018-04-03T17:45:17.213Z,2018-01-31T14:18:57.945Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-66-MW,2018-01-31T14:18:58.127Z,,,,,,,4243214.0,55535.0,125000.0,355381.0,203288.0,2123943.0,4243214.0,2119271.0,3887833.0,2527608.0,3887833.0,20000.0,1000000.0,998943.0,2119271.0,299846.0,0.0,0.0,41550.0,
30726782,2016-10-01,2017-09-30,ID_0,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzhkLzU3L2YwLzk3MmItNGZlOS1iMmE2LTI1YjMyYmYwOGQ1MA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAyLzliLzg3LzkzYzktNGM2MC1hZWU3LTliYjFmNmEwZTUzZA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-10,2018-01-10,2007-07-11,2018-01-30,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,2146479.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-09-30,2016-10-01,false,2018-01-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25003884,indberetninger-20180424,2.5116892,30726782.0,,2018-04-03T17:45:17.213Z,2018-01-31T14:18:57.945Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-66-MW,2018-01-31T14:18:58.127Z,84330.0,-25303.0,2184108.0,2135141.0,254.0,-11338.0,,,,,,,,,,,,,,,,,,,,
30726782,2016-10-01,2017-09-30,ID_1,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzhkLzU3L2YwLzk3MmItNGZlOS1iMmE2LTI1YjMyYmYwOGQ1MA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAyLzliLzg3LzkzYzktNGM2MC1hZWU3LTliYjFmNmEwZTUzZA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-10,2018-01-10,2007-07-11,2018-01-30,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-09-30,2016-10-01,false,2018-01-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25003884,indberetninger-20180424,2.5116892,30726782.0,,2018-04-03T17:45:17.213Z,2018-01-31T14:18:57.945Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-66-MW,2018-01-31T14:18:58.127Z,,,,,,,,,,,,,,,,,,,,,,,,,,
30726782,2016-10-01,2017-09-30,ID_11,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzhkLzU3L2YwLzk3MmItNGZlOS1iMmE2LTI1YjMyYmYwOGQ1MA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAyLzliLzg3LzkzYzktNGM2MC1hZWU3LTliYjFmNmEwZTUzZA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-10,2018-01-10,2007-07-11,2018-01-30,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,-1146479.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-09-30,2016-10-01,false,2018-01-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25003884,indberetninger-20180424,2.5116892,30726782.0,,2018-04-03T17:45:17.213Z,2018-01-31T14:18:57.945Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-66-MW,2018-01-31T14:18:58.127Z,,,,,,,,,,,,,,,,,,,,,,,,,,
30726782,2016-10-01,2017-09-30,ID_2,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzhkLzU3L2YwLzk3MmItNGZlOS1iMmE2LTI1YjMyYmYwOGQ1MA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAyLzliLzg3LzkzYzktNGM2MC1hZWU3LTliYjFmNmEwZTUzZA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-10,2018-01-10,2007-07-11,2018-01-30,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-09-30,2016-10-01,false,2018-01-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25003884,indberetninger-20180424,2.5116892,30726782.0,,2018-04-03T17:45:17.213Z,2018-01-31T14:18:57.945Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-66-MW,2018-01-31T14:18:58.127Z,,,,,,,,,,,,,,,,,,,,,,,,,,
30726782,2016-10-01,2017-09-30,ID_3,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzhkLzU3L2YwLzk3MmItNGZlOS1iMmE2LTI1YjMyYmYwOGQ1MA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAyLzliLzg3LzkzYzktNGM2MC1hZWU3LTliYjFmNmEwZTUzZA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-10,2018-01-10,2007-07-11,2018-01-30,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-09-30,2016-10-01,false,2018-01-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25003884,indberetninger-20180424,2.5116892,30726782.0,,2018-04-03T17:45:17.213Z,2018-01-31T14:18:57.945Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-66-MW,2018-01-31T14:18:58.127Z,,,,,,,,,,,,,,,,,,,,,,,,,,Morten VillekjÃ¦r
30726782,2016-10-01,2017-09-30,ID_4,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2M2LzhkLzU3L2YwLzk3MmItNGZlOS1iMmE2LTI1YjMyYmYwOGQ1MA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAyLzliLzg3LzkzYzktNGM2MC1hZWU3LTliYjFmNmEwZTUzZA.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2018-01-10,2018-01-10,2007-07-11,2018-01-30,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2017-09-30,2016-10-01,false,2018-01-10,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:25003884,indberetninger-20180424,2.5116892,30726782.0,,2018-04-03T17:45:17.213Z,2018-01-31T14:18:57.945Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-66-MW,2018-01-31T14:18:58.127Z,,,,,,,,,,,,,,,,,,,,,,,,,,
