entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,ProfitLossFromOrdinaryActivitiesBeforeTax,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTaxReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard
30726782,2016-10-01,2017-09-30,ID_10,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzk3LzA5L2JlL2NhMTEtNDdkYi1iNDYwLWEzYTFhNDM3YWZkZA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzA4LzE0LzI1Lzg0Y2UtNDE2YS1hM2Q5LWE4YjNiNTk2ODVlOQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-18,2019-01-18,2007-07-11,2019-01-18,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,-1000000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2019-01-18,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26591686,indberetninger-20180424,2.511692,30726782.0,AWh5_YQLet7j816Dx2wv,2019-01-23T09:14:57.901Z,2019-01-23T09:14:43.385Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AF-41-CZ,2019-01-23T09:14:43.641Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30726782,2016-10-01,2017-09-30,ID_12,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzk3LzA5L2JlL2NhMTEtNDdkYi1iNDYwLWEzYTFhNDM3YWZkZA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzA4LzE0LzI1Lzg0Y2UtNDE2YS1hM2Q5LWE4YjNiNTk2ODVlOQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-18,2019-01-18,2007-07-11,2019-01-18,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,-1146479.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2019-01-18,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26591686,indberetninger-20180424,2.511692,30726782.0,AWh5_YQLet7j816Dx2wv,2019-01-23T09:14:57.901Z,2019-01-23T09:14:43.385Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AF-41-CZ,2019-01-23T09:14:43.641Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30726782,2016-10-01,2017-09-30,ID_8,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzk3LzA5L2JlL2NhMTEtNDdkYi1iNDYwLWEzYTFhNDM3YWZkZA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzA4LzE0LzI1Lzg0Y2UtNDE2YS1hM2Q5LWE4YjNiNTk2ODVlOQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-18,2019-01-18,2007-07-11,2019-01-18,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,2146479.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2019-01-18,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26591686,indberetninger-20180424,2.511692,30726782.0,AWh5_YQLet7j816Dx2wv,2019-01-23T09:14:57.901Z,2019-01-23T09:14:43.385Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AF-41-CZ,2019-01-23T09:14:43.641Z,84330.0,-25303.0,2184108.0,2135141.0,254.0,-11338.0,,,,,,,,,,,,,,,,,,,,,
30726782,2017-09-30,2017-09-30,ID_7,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzk3LzA5L2JlL2NhMTEtNDdkYi1iNDYwLWEzYTFhNDM3YWZkZA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzA4LzE0LzI1Lzg0Y2UtNDE2YS1hM2Q5LWE4YjNiNTk2ODVlOQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-18,2019-01-18,2007-07-11,2019-01-18,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2019-01-18,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26591686,indberetninger-20180424,2.511692,30726782.0,AWh5_YQLet7j816Dx2wv,2019-01-23T09:14:57.901Z,2019-01-23T09:14:43.385Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AF-41-CZ,2019-01-23T09:14:43.641Z,,,,,,,6544655.0,70752.0,125000.0,1318284.0,73076.0,3270421.0,6544655.0,3274234.0,5226371.0,3516780.0,5226371.0,1709591.0,20000.0,1000000.0,2145421.0,3274234.0,1247532.0,44.0,957153.0,1098138.0,
30726782,2017-10-01,2018-09-30,ID_0,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzk3LzA5L2JlL2NhMTEtNDdkYi1iNDYwLWEzYTFhNDM3YWZkZA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzA4LzE0LzI1Lzg0Y2UtNDE2YS1hM2Q5LWE4YjNiNTk2ODVlOQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-18,2019-01-18,2007-07-11,2019-01-18,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,185488.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2019-01-18,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26591686,indberetninger-20180424,2.511692,30726782.0,AWh5_YQLet7j816Dx2wv,2019-01-23T09:14:57.901Z,2019-01-23T09:14:43.385Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AF-41-CZ,2019-01-23T09:14:43.641Z,88033.0,-15720.0,206022.0,179696.0,401.0,-5792.0,,,,,,,,,,,,,,,,,,,,,
30726782,2017-10-01,2018-09-30,ID_1,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzk3LzA5L2JlL2NhMTEtNDdkYi1iNDYwLWEzYTFhNDM3YWZkZA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzA4LzE0LzI1Lzg0Y2UtNDE2YS1hM2Q5LWE4YjNiNTk2ODVlOQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-18,2019-01-18,2007-07-11,2019-01-18,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2019-01-18,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26591686,indberetninger-20180424,2.511692,30726782.0,AWh5_YQLet7j816Dx2wv,2019-01-23T09:14:57.901Z,2019-01-23T09:14:43.385Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AF-41-CZ,2019-01-23T09:14:43.641Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30726782,2017-10-01,2018-09-30,ID_11,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzk3LzA5L2JlL2NhMTEtNDdkYi1iNDYwLWEzYTFhNDM3YWZkZA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzA4LzE0LzI1Lzg0Y2UtNDE2YS1hM2Q5LWE4YjNiNTk2ODVlOQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-18,2019-01-18,2007-07-11,2019-01-18,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,1314512.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2019-01-18,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26591686,indberetninger-20180424,2.511692,30726782.0,AWh5_YQLet7j816Dx2wv,2019-01-23T09:14:57.901Z,2019-01-23T09:14:43.385Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AF-41-CZ,2019-01-23T09:14:43.641Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30726782,2017-10-01,2018-09-30,ID_2,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzk3LzA5L2JlL2NhMTEtNDdkYi1iNDYwLWEzYTFhNDM3YWZkZA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzA4LzE0LzI1Lzg0Y2UtNDE2YS1hM2Q5LWE4YjNiNTk2ODVlOQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-18,2019-01-18,2007-07-11,2019-01-18,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2019-01-18,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26591686,indberetninger-20180424,2.511692,30726782.0,AWh5_YQLet7j816Dx2wv,2019-01-23T09:14:57.901Z,2019-01-23T09:14:43.385Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AF-41-CZ,2019-01-23T09:14:43.641Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30726782,2017-10-01,2018-09-30,ID_3,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzk3LzA5L2JlL2NhMTEtNDdkYi1iNDYwLWEzYTFhNDM3YWZkZA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzA4LzE0LzI1Lzg0Y2UtNDE2YS1hM2Q5LWE4YjNiNTk2ODVlOQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-18,2019-01-18,2007-07-11,2019-01-18,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2019-01-18,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26591686,indberetninger-20180424,2.511692,30726782.0,AWh5_YQLet7j816Dx2wv,2019-01-23T09:14:57.901Z,2019-01-23T09:14:43.385Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AF-41-CZ,2019-01-23T09:14:43.641Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Morten VillekjÃ¦r
30726782,2017-10-01,2018-09-30,ID_4,,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzY0Lzk3LzA5L2JlL2NhMTEtNDdkYi1iNDYwLWEzYTFhNDM3YWZkZA.pdf,http://regnskaber.virk.dk/28762703/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzA4LzE0LzI1Lzg0Y2UtNDE2YS1hM2Q5LWE4YjNiNTk2ODVlOQ.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i CSIS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-01-18,2019-01-18,2007-07-11,2019-01-18,39463113.0,30726782.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CSIS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Klaus Juel Rasmussen,KRESTON CM,CSIS Holding ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2018-09-30,2017-10-01,false,2019-01-18,KÃ¸benhavn,RevisionspÃ¥tegning,urn:ofk:oid:26591686,indberetninger-20180424,2.511692,30726782.0,AWh5_YQLet7j816Dx2wv,2019-01-23T09:14:57.901Z,2019-01-23T09:14:43.385Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AF-41-CZ,2019-01-23T09:14:43.641Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
