entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
33152396,2016-01-01,2016-12-31,c10,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzE0Lzc1LzQ5LzJmZTYtNGJkNC05MDFlLWNmY2Y3YmViZGMxYw.xhtml,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzFiL2UzLzU5LzhlNDgtNDJiNy04MDRmLWU3MjA2MjIwOTJiZQ.pdf,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzI2L2M5LzA2LzA5MjctNDlkYy1iZmQ0LTlhOGMxZmI2Y2QxOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,Svendborg,5700.0,105.0,MÃ¸llergade,5750 Ringe,Algade 2,Til den daglige ledelse i Hvass Arkitekter ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-24,2018-05-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",33152396.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Kristian Hvass,Kristian Hvass,HVASS ARKITEKTER ApS,Korsgaard Revision A/S,Svendborg,2016-01-01,2016-12-31,-4713.0,2017-12-31,2017-01-01,false,false,2018-05-24,Ringe,41619176.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603080,indberetninger-20180424,2.5949432999999997,33152396.0,AWOwfwwS0wkEsASktK5F,2018-05-30T10:02:02.369Z,2018-05-30T10:01:43.034Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-76-CE,2018-05-30T10:01:43.429Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33152396,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzE0Lzc1LzQ5LzJmZTYtNGJkNC05MDFlLWNmY2Y3YmViZGMxYw.xhtml,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzFiL2UzLzU5LzhlNDgtNDJiNy04MDRmLWU3MjA2MjIwOTJiZQ.pdf,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzI2L2M5LzA2LzA5MjctNDlkYy1iZmQ0LTlhOGMxZmI2Y2QxOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,Svendborg,5700.0,105.0,MÃ¸llergade,5750 Ringe,Algade 2,Til den daglige ledelse i Hvass Arkitekter ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-24,2018-05-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",33152396.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Kristian Hvass,Kristian Hvass,HVASS ARKITEKTER ApS,Korsgaard Revision A/S,Svendborg,2016-01-01,2016-12-31,59093.0,2017-12-31,2017-01-01,false,false,2018-05-24,Ringe,41619176.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603080,indberetninger-20180424,2.5949432999999997,33152396.0,AWOwfwwS0wkEsASktK5F,2018-05-30T10:02:02.369Z,2018-05-30T10:01:43.034Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-76-CE,2018-05-30T10:01:43.429Z,1.0,5823.0,585457.0,26303.0,643806.0,469.0,78360.0,-564977.0,19267.0,,,,,,,,,,,,,,,,,,,,,,,
33152396,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzE0Lzc1LzQ5LzJmZTYtNGJkNC05MDFlLWNmY2Y3YmViZGMxYw.xhtml,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzFiL2UzLzU5LzhlNDgtNDJiNy04MDRmLWU3MjA2MjIwOTJiZQ.pdf,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzI2L2M5LzA2LzA5MjctNDlkYy1iZmQ0LTlhOGMxZmI2Y2QxOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,Svendborg,5700.0,105.0,MÃ¸llergade,5750 Ringe,Algade 2,Til den daglige ledelse i Hvass Arkitekter ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-24,2018-05-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",33152396.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Kristian Hvass,Kristian Hvass,HVASS ARKITEKTER ApS,Korsgaard Revision A/S,Svendborg,2016-01-01,2016-12-31,0.0,2017-12-31,2017-01-01,false,false,2018-05-24,Ringe,41619176.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603080,indberetninger-20180424,2.5949432999999997,33152396.0,AWOwfwwS0wkEsASktK5F,2018-05-30T10:02:02.369Z,2018-05-30T10:01:43.034Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-76-CE,2018-05-30T10:01:43.429Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33152396,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzE0Lzc1LzQ5LzJmZTYtNGJkNC05MDFlLWNmY2Y3YmViZGMxYw.xhtml,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzFiL2UzLzU5LzhlNDgtNDJiNy04MDRmLWU3MjA2MjIwOTJiZQ.pdf,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzI2L2M5LzA2LzA5MjctNDlkYy1iZmQ0LTlhOGMxZmI2Y2QxOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,Svendborg,5700.0,105.0,MÃ¸llergade,5750 Ringe,Algade 2,Til den daglige ledelse i Hvass Arkitekter ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-24,2018-05-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",33152396.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Kristian Hvass,Kristian Hvass,HVASS ARKITEKTER ApS,Korsgaard Revision A/S,Svendborg,2016-01-01,2016-12-31,63806.0,2017-12-31,2017-01-01,false,false,2018-05-24,Ringe,41619176.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603080,indberetninger-20180424,2.5949432999999997,33152396.0,AWOwfwwS0wkEsASktK5F,2018-05-30T10:02:02.369Z,2018-05-30T10:01:43.034Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-76-CE,2018-05-30T10:01:43.429Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33152396,2016-12-31,2016-12-31,c12,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzE0Lzc1LzQ5LzJmZTYtNGJkNC05MDFlLWNmY2Y3YmViZGMxYw.xhtml,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzFiL2UzLzU5LzhlNDgtNDJiNy04MDRmLWU3MjA2MjIwOTJiZQ.pdf,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzI2L2M5LzA2LzA5MjctNDlkYy1iZmQ0LTlhOGMxZmI2Y2QxOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,Svendborg,5700.0,105.0,MÃ¸llergade,5750 Ringe,Algade 2,Til den daglige ledelse i Hvass Arkitekter ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-24,2018-05-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",33152396.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Kristian Hvass,Kristian Hvass,HVASS ARKITEKTER ApS,Korsgaard Revision A/S,Svendborg,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,2018-05-24,Ringe,41619176.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603080,indberetninger-20180424,2.5949432999999997,33152396.0,AWOwfwwS0wkEsASktK5F,2018-05-30T10:02:02.369Z,2018-05-30T10:01:43.034Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-76-CE,2018-05-30T10:01:43.429Z,,,,,,,,,,320655.0,112303.0,80000.0,131849.0,284474.0,320655.0,36181.0,188806.0,188806.0,188806.0,16204.0,19546.0,0.0,63806.0,140668.0,36181.0,7429.0,19546.0,0.0,12548.0,0.0,,
33152396,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzE0Lzc1LzQ5LzJmZTYtNGJkNC05MDFlLWNmY2Y3YmViZGMxYw.xhtml,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzFiL2UzLzU5LzhlNDgtNDJiNy04MDRmLWU3MjA2MjIwOTJiZQ.pdf,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzI2L2M5LzA2LzA5MjctNDlkYy1iZmQ0LTlhOGMxZmI2Y2QxOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,Svendborg,5700.0,105.0,MÃ¸llergade,5750 Ringe,Algade 2,Til den daglige ledelse i Hvass Arkitekter ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-24,2018-05-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",33152396.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Kristian Hvass,Kristian Hvass,HVASS ARKITEKTER ApS,Korsgaard Revision A/S,Svendborg,2016-01-01,2016-12-31,125895.0,2017-12-31,2017-01-01,false,false,2018-05-24,Ringe,41619176.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603080,indberetninger-20180424,2.5949432999999997,33152396.0,AWOwfwwS0wkEsASktK5F,2018-05-30T10:02:02.369Z,2018-05-30T10:01:43.034Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-76-CE,2018-05-30T10:01:43.429Z,1.0,0.0,592293.0,-52645.0,808901.0,426.0,163537.0,-644938.0,37642.0,,,,,,,,,,,,,,,,,,,,,,,
33152396,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzE0Lzc1LzQ5LzJmZTYtNGJkNC05MDFlLWNmY2Y3YmViZGMxYw.xhtml,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzFiL2UzLzU5LzhlNDgtNDJiNy04MDRmLWU3MjA2MjIwOTJiZQ.pdf,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzI2L2M5LzA2LzA5MjctNDlkYy1iZmQ0LTlhOGMxZmI2Y2QxOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,Svendborg,5700.0,105.0,MÃ¸llergade,5750 Ringe,Algade 2,Til den daglige ledelse i Hvass Arkitekter ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-24,2018-05-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",33152396.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Kristian Hvass,Kristian Hvass,HVASS ARKITEKTER ApS,Korsgaard Revision A/S,Svendborg,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,2018-05-24,Ringe,41619176.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603080,indberetninger-20180424,2.5949432999999997,33152396.0,AWOwfwwS0wkEsASktK5F,2018-05-30T10:02:02.369Z,2018-05-30T10:01:43.034Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-76-CE,2018-05-30T10:01:43.429Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13835640.0,KORSGAARD REVISION A/S
33152396,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzE0Lzc1LzQ5LzJmZTYtNGJkNC05MDFlLWNmY2Y3YmViZGMxYw.xhtml,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzFiL2UzLzU5LzhlNDgtNDJiNy04MDRmLWU3MjA2MjIwOTJiZQ.pdf,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzI2L2M5LzA2LzA5MjctNDlkYy1iZmQ0LTlhOGMxZmI2Y2QxOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,Svendborg,5700.0,105.0,MÃ¸llergade,5750 Ringe,Algade 2,Til den daglige ledelse i Hvass Arkitekter ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-24,2018-05-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",33152396.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Kristian Hvass,Kristian Hvass,HVASS ARKITEKTER ApS,Korsgaard Revision A/S,Svendborg,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,2018-05-24,Ringe,41619176.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603080,indberetninger-20180424,2.5949432999999997,33152396.0,AWOwfwwS0wkEsASktK5F,2018-05-30T10:02:02.369Z,2018-05-30T10:01:43.034Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-76-CE,2018-05-30T10:01:43.429Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33152396,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzE0Lzc1LzQ5LzJmZTYtNGJkNC05MDFlLWNmY2Y3YmViZGMxYw.xhtml,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzFiL2UzLzU5LzhlNDgtNDJiNy04MDRmLWU3MjA2MjIwOTJiZQ.pdf,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzI2L2M5LzA2LzA5MjctNDlkYy1iZmQ0LTlhOGMxZmI2Y2QxOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,Svendborg,5700.0,105.0,MÃ¸llergade,5750 Ringe,Algade 2,Til den daglige ledelse i Hvass Arkitekter ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-24,2018-05-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",33152396.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Kristian Hvass,Kristian Hvass,HVASS ARKITEKTER ApS,Korsgaard Revision A/S,Svendborg,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,2018-05-24,Ringe,41619176.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603080,indberetninger-20180424,2.5949432999999997,33152396.0,AWOwfwwS0wkEsASktK5F,2018-05-30T10:02:02.369Z,2018-05-30T10:01:43.034Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-76-CE,2018-05-30T10:01:43.429Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13835640.0,KORSGAARD REVISION A/S
33152396,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzE0Lzc1LzQ5LzJmZTYtNGJkNC05MDFlLWNmY2Y3YmViZGMxYw.xhtml,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzFiL2UzLzU5LzhlNDgtNDJiNy04MDRmLWU3MjA2MjIwOTJiZQ.pdf,http://regnskaber.virk.dk/69325133/ZG9rdW1lbnRsYWdlcjovLzAzLzk3LzI2L2M5LzA2LzA5MjctNDlkYy1iZmQ0LTlhOGMxZmI2Y2QxOQ.xml,true,Danmark,DK,Ringe,5750.0,2.0,Algade,Svendborg,5700.0,105.0,MÃ¸llergade,5750 Ringe,Algade 2,Til den daglige ledelse i Hvass Arkitekter ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-24,2018-05-30,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",33152396.0,mne17139,1000633584.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anders Korsgaard,Kristian Hvass,Kristian Hvass,HVASS ARKITEKTER ApS,Korsgaard Revision A/S,Svendborg,2016-01-01,2016-12-31,50000.0,2017-12-31,2017-01-01,false,false,2018-05-24,Ringe,41619176.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603080,indberetninger-20180424,2.5949432999999997,33152396.0,AWOwfwwS0wkEsASktK5F,2018-05-30T10:02:02.369Z,2018-05-30T10:01:43.034Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-76-CE,2018-05-30T10:01:43.429Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
