entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
29220662,2016-07-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2ZhLzJhL2Y2L2FjMjItNGFkOS1hODczLTIyM2JmMzE4N2Y4NQ.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzkyL2JlL2ZiLzFkNjItNDk2Ni1iZDJiLTE5Zjk1MjVkMDMxMA.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2006-01-02,2018-05-31,36563877.0,29220662.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2016-07-01,2016-12-31,573506.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2017-12-31,2017-01-01,true,2018-05-31,Ãrhus,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25745436,indberetninger-20180424,2.5118437,29220662.0,AWPZmGhr0wkEsASktgKe,2018-06-07T09:34:40.812Z,2018-06-07T09:33:50.976Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-KW,2018-06-07T09:33:51.218Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29220662,2016-07-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2ZhLzJhL2Y2L2FjMjItNGFkOS1hODczLTIyM2JmMzE4N2Y4NQ.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzkyL2JlL2ZiLzFkNjItNDk2Ni1iZDJiLTE5Zjk1MjVkMDMxMA.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2006-01-02,2018-05-31,36563877.0,29220662.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2016-07-01,2016-12-31,-3971952.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2017-12-31,2017-01-01,true,2018-05-31,Ãrhus,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25745436,indberetninger-20180424,2.5118437,29220662.0,AWPZmGhr0wkEsASktgKe,2018-06-07T09:34:40.812Z,2018-06-07T09:33:50.976Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-KW,2018-06-07T09:33:51.218Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29220662,2016-07-01,2016-12-31,ID_8,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2ZhLzJhL2Y2L2FjMjItNGFkOS1hODczLTIyM2JmMzE4N2Y4NQ.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzkyL2JlL2ZiLzFkNjItNDk2Ni1iZDJiLTE5Zjk1MjVkMDMxMA.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2006-01-02,2018-05-31,36563877.0,29220662.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2016-07-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2017-12-31,2017-01-01,true,2018-05-31,Ãrhus,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25745436,indberetninger-20180424,2.5118437,29220662.0,AWPZmGhr0wkEsASktgKe,2018-06-07T09:34:40.812Z,2018-06-07T09:33:50.976Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-KW,2018-06-07T09:33:51.218Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29220662,2016-07-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2ZhLzJhL2Y2L2FjMjItNGFkOS1hODczLTIyM2JmMzE4N2Y4NQ.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzkyL2JlL2ZiLzFkNjItNDk2Ni1iZDJiLTE5Zjk1MjVkMDMxMA.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2006-01-02,2018-05-31,36563877.0,29220662.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2016-07-01,2016-12-31,3398446.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2017-12-31,2017-01-01,true,2018-05-31,Ãrhus,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25745436,indberetninger-20180424,2.5118437,29220662.0,AWPZmGhr0wkEsASktgKe,2018-06-07T09:34:40.812Z,2018-06-07T09:33:50.976Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-KW,2018-06-07T09:33:51.218Z,,68113.0,-13745.0,3971952.0,183102.0,4057234.0,-13745.0,15962.0,658788.0,,,,,,,,,,,,,,,,,,,,,,,,,
29220662,2016-12-31,2016-12-31,ID_6,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2ZhLzJhL2Y2L2FjMjItNGFkOS1hODczLTIyM2JmMzE4N2Y4NQ.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzkyL2JlL2ZiLzFkNjItNDk2Ni1iZDJiLTE5Zjk1MjVkMDMxMA.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2006-01-02,2018-05-31,36563877.0,29220662.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2016-07-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2017-12-31,2017-01-01,true,2018-05-31,Ãrhus,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25745436,indberetninger-20180424,2.5118437,29220662.0,AWPZmGhr0wkEsASktgKe,2018-06-07T09:34:40.812Z,2018-06-07T09:33:50.976Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-KW,2018-06-07T09:33:51.218Z,,,,,,,,,,31958142.0,0.0,125000.0,6201227.0,9405077.0,31958142.0,20151965.0,25756915.0,1087742.0,24669173.0,25756915.0,17565528.0,8125.0,2401099.0,2401099.0,12588360.0,-3308283.0,1412037.0,20151965.0,1169401.0,6201227.0,6193102.0,0.0,5000.0,
29220662,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2ZhLzJhL2Y2L2FjMjItNGFkOS1hODczLTIyM2JmMzE4N2Y4NQ.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzkyL2JlL2ZiLzFkNjItNDk2Ni1iZDJiLTE5Zjk1MjVkMDMxMA.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2006-01-02,2018-05-31,36563877.0,29220662.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2016-07-01,2016-12-31,2509083.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2017-12-31,2017-01-01,true,2018-05-31,Ãrhus,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25745436,indberetninger-20180424,2.5118437,29220662.0,AWPZmGhr0wkEsASktgKe,2018-06-07T09:34:40.812Z,2018-06-07T09:33:50.976Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-KW,2018-06-07T09:33:51.218Z,,72196.0,-20056.0,2869905.0,175363.0,2943081.0,-20056.0,9935.0,433998.0,,,,,,,,,,,,,,,,,,,,,,,,,
29220662,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2ZhLzJhL2Y2L2FjMjItNGFkOS1hODczLTIyM2JmMzE4N2Y4NQ.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzkyL2JlL2ZiLzFkNjItNDk2Ni1iZDJiLTE5Zjk1MjVkMDMxMA.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2006-01-02,2018-05-31,36563877.0,29220662.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2016-07-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2017-12-31,2017-01-01,true,2018-05-31,Ãrhus,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25745436,indberetninger-20180424,2.5118437,29220662.0,AWPZmGhr0wkEsASktgKe,2018-06-07T09:34:40.812Z,2018-06-07T09:33:50.976Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-KW,2018-06-07T09:33:51.218Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29220662,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2ZhLzJhL2Y2L2FjMjItNGFkOS1hODczLTIyM2JmMzE4N2Y4NQ.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzkyL2JlL2ZiLzFkNjItNDk2Ni1iZDJiLTE5Zjk1MjVkMDMxMA.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2006-01-02,2018-05-31,36563877.0,29220662.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2016-07-01,2016-12-31,-2869905.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2017-12-31,2017-01-01,true,2018-05-31,Ãrhus,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25745436,indberetninger-20180424,2.5118437,29220662.0,AWPZmGhr0wkEsASktgKe,2018-06-07T09:34:40.812Z,2018-06-07T09:33:50.976Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-KW,2018-06-07T09:33:51.218Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29220662,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2ZhLzJhL2Y2L2FjMjItNGFkOS1hODczLTIyM2JmMzE4N2Y4NQ.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzkyL2JlL2ZiLzFkNjItNDk2Ni1iZDJiLTE5Zjk1MjVkMDMxMA.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2006-01-02,2018-05-31,36563877.0,29220662.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2016-07-01,2016-12-31,360822.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2017-12-31,2017-01-01,true,2018-05-31,Ãrhus,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25745436,indberetninger-20180424,2.5118437,29220662.0,AWPZmGhr0wkEsASktgKe,2018-06-07T09:34:40.812Z,2018-06-07T09:33:50.976Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-KW,2018-06-07T09:33:51.218Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29220662,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2ZhLzJhL2Y2L2FjMjItNGFkOS1hODczLTIyM2JmMzE4N2Y4NQ.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzBhLzkyL2JlL2ZiLzFkNjItNDk2Ni1iZDJiLTE5Zjk1MjVkMDMxMA.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-05-31,2018-05-31,2006-01-02,2018-05-31,36563877.0,29220662.0,36563877.0,mne34520,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2016-07-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Aarhus, 0",2017-12-31,2017-01-01,true,2018-05-31,Ãrhus,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25745436,indberetninger-20180424,2.5118437,29220662.0,AWPZmGhr0wkEsASktgKe,2018-06-07T09:34:40.812Z,2018-06-07T09:33:50.976Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-38-KW,2018-06-07T09:33:51.218Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
