entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
29220662,2015-07-01,2016-06-30,ID_10,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzY0L2MxLzhiLzllZWMtNGNlMS05MzM0LTdiNDFlM2ZhNzBjYg.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzI5L2ZlL2I3LzU1MDktNGJhNi1hYjlkLTg0MDkzODU5MDYwYQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2006-01-02,2017-05-31,36563877.0,29220662.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 31-12-2016 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2015-07-01,2016-06-30,91008.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-07-01,false,2017-05-24,Horsens,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24180526,indberetninger-20180424,2.5097342,29220662.0,,2018-03-29T08:36:53.322Z,2017-06-12T15:57:36.998Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AM-58-FT,2017-06-12T15:57:37.129Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29220662,2015-07-01,2016-06-30,ID_6,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzY0L2MxLzhiLzllZWMtNGNlMS05MzM0LTdiNDFlM2ZhNzBjYg.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzI5L2ZlL2I3LzU1MDktNGJhNi1hYjlkLTg0MDkzODU5MDYwYQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2006-01-02,2017-05-31,36563877.0,29220662.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 31-12-2016 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2015-07-01,2016-06-30,2105796.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-07-01,false,2017-05-24,Horsens,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24180526,indberetninger-20180424,2.5097342,29220662.0,,2018-03-29T08:36:53.322Z,2017-06-12T15:57:36.998Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AM-58-FT,2017-06-12T15:57:37.129Z,0.0,-19744.0,2196804.0,0.0,2141153.0,-19744.0,35906.0,35357.0,,,,,,,,,,,,,,,,,,,,,,,
29220662,2015-07-01,2016-06-30,ID_8,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzY0L2MxLzhiLzllZWMtNGNlMS05MzM0LTdiNDFlM2ZhNzBjYg.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzI5L2ZlL2I3LzU1MDktNGJhNi1hYjlkLTg0MDkzODU5MDYwYQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2006-01-02,2017-05-31,36563877.0,29220662.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 31-12-2016 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2015-07-01,2016-06-30,-2196804.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-07-01,false,2017-05-24,Horsens,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24180526,indberetninger-20180424,2.5097342,29220662.0,,2018-03-29T08:36:53.322Z,2017-06-12T15:57:36.998Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AM-58-FT,2017-06-12T15:57:37.129Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29220662,2016-06-30,2016-06-30,ID_5,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzY0L2MxLzhiLzllZWMtNGNlMS05MzM0LTdiNDFlM2ZhNzBjYg.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzI5L2ZlL2I3LzU1MDktNGJhNi1hYjlkLTg0MDkzODU5MDYwYQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2006-01-02,2017-05-31,36563877.0,29220662.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 31-12-2016 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-07-01,false,2017-05-24,Horsens,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24180526,indberetninger-20180424,2.5097342,29220662.0,,2018-03-29T08:36:53.322Z,2017-06-12T15:57:36.998Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AM-58-FT,2017-06-12T15:57:37.129Z,,,,,,,,,29102963.0,125000.0,6175000.0,6006631.0,29102963.0,21354021.0,22927963.0,25000.0,22902963.0,22927963.0,15764528.0,0.0,1742311.0,1742311.0,9759408.0,-3877777.0,3772204.0,21354021.0,1812288.0,6175000.0,6175000.0,5000.0,
29220662,2016-07-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzY0L2MxLzhiLzllZWMtNGNlMS05MzM0LTdiNDFlM2ZhNzBjYg.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzI5L2ZlL2I3LzU1MDktNGJhNi1hYjlkLTg0MDkzODU5MDYwYQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2006-01-02,2017-05-31,36563877.0,29220662.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 31-12-2016 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2015-07-01,2016-06-30,3398446.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-07-01,false,2017-05-24,Horsens,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24180526,indberetninger-20180424,2.5097342,29220662.0,,2018-03-29T08:36:53.322Z,2017-06-12T15:57:36.998Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AM-58-FT,2017-06-12T15:57:37.129Z,68113.0,-13745.0,3971952.0,183102.0,4057234.0,-13745.0,15962.0,658788.0,,,,,,,,,,,,,,,,,,,,,,,
29220662,2016-07-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzY0L2MxLzhiLzllZWMtNGNlMS05MzM0LTdiNDFlM2ZhNzBjYg.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzI5L2ZlL2I3LzU1MDktNGJhNi1hYjlkLTg0MDkzODU5MDYwYQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2006-01-02,2017-05-31,36563877.0,29220662.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 31-12-2016 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-07-01,false,2017-05-24,Horsens,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24180526,indberetninger-20180424,2.5097342,29220662.0,,2018-03-29T08:36:53.322Z,2017-06-12T15:57:36.998Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AM-58-FT,2017-06-12T15:57:37.129Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29220662,2016-07-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzY0L2MxLzhiLzllZWMtNGNlMS05MzM0LTdiNDFlM2ZhNzBjYg.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzI5L2ZlL2I3LzU1MDktNGJhNi1hYjlkLTg0MDkzODU5MDYwYQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2006-01-02,2017-05-31,36563877.0,29220662.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 31-12-2016 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-07-01,false,2017-05-24,Horsens,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24180526,indberetninger-20180424,2.5097342,29220662.0,,2018-03-29T08:36:53.322Z,2017-06-12T15:57:36.998Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AM-58-FT,2017-06-12T15:57:37.129Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bent  Kristensen
29220662,2016-07-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzY0L2MxLzhiLzllZWMtNGNlMS05MzM0LTdiNDFlM2ZhNzBjYg.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzI5L2ZlL2I3LzU1MDktNGJhNi1hYjlkLTg0MDkzODU5MDYwYQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2006-01-02,2017-05-31,36563877.0,29220662.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 31-12-2016 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-07-01,false,2017-05-24,Horsens,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24180526,indberetninger-20180424,2.5097342,29220662.0,,2018-03-29T08:36:53.322Z,2017-06-12T15:57:36.998Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AM-58-FT,2017-06-12T15:57:37.129Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29220662,2016-07-01,2016-12-31,ID_7,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzY0L2MxLzhiLzllZWMtNGNlMS05MzM0LTdiNDFlM2ZhNzBjYg.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzI5L2ZlL2I3LzU1MDktNGJhNi1hYjlkLTg0MDkzODU5MDYwYQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2006-01-02,2017-05-31,36563877.0,29220662.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 31-12-2016 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2015-07-01,2016-06-30,-3971952.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-07-01,false,2017-05-24,Horsens,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24180526,indberetninger-20180424,2.5097342,29220662.0,,2018-03-29T08:36:53.322Z,2017-06-12T15:57:36.998Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AM-58-FT,2017-06-12T15:57:37.129Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29220662,2016-07-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzY0L2MxLzhiLzllZWMtNGNlMS05MzM0LTdiNDFlM2ZhNzBjYg.pdf,http://regnskaber.virk.dk/26602292/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzI5L2ZlL2I3LzU1MDktNGJhNi1hYjlkLTg0MDkzODU5MDYwYQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i KrekÃ¦r Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2006-01-02,2017-05-31,36563877.0,29220662.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2016 - 31-12-2016 for KrekÃ¦r Invest ApS.,Ãrsrapport,Dennis Veje  Rasmussen,Lars Boje,LMO Erhvervsrevision,KrekÃ¦r Invest ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Malling,2015-07-01,2016-06-30,573506.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2016-12-31,2016-07-01,false,2017-05-24,Horsens,Administrerende direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24180526,indberetninger-20180424,2.5097342,29220662.0,,2018-03-29T08:36:53.322Z,2017-06-12T15:57:36.998Z,regnskab,0.0,,2016-12-31,2016-07-01,X17-AM-58-FT,2017-06-12T15:57:37.129Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
