entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,DisclosureOfOwnership,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividend,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables
21242276,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2MzL2Q3Lzk2LzZkMDUtNGI4NC1iMTY5LTk2ZmExMjUzZTg5Mw.xhtml,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzJlL2I3LzA4L2QyY2QtNDJmMi1hZDE2LTA5YzZkYTRmZDM3Nw.pdf,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzMzLzg3L2ZkLzU0ZDUtNDQ0MS04M2VlLWE3Y2E3YThkOWNmZA.xml,Roskilde,4000.0,3.0,SÃ¸ndervang,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-02,2016-03-03,36002.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ove Hougaard Poulsen, SÃ¸ndervang 3, 4000 Roskilde, 100%.</p>",441589.0,722787.0,28842562.0,21242276.0,4156.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Ove Poulsen,Ove Hougaard Poulsen,HR REVISION,OP CONSULT ApS,"HR REVISION, Kenneth Barrett",315.0,6865.0,Roskilde,2014-01-01,2014-12-31,193868.0,255902.0,245196.0,2015-12-31,2015-01-01,2016-03-02,Roskilde,62034.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22095348,indberetninger-20180424,2.5924714,21242276.0,,2018-03-29T03:38:57.019Z,2016-03-12T13:04:41.839Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-34-NW,2016-03-12T13:04:41.996Z,,,,,,,,,,,,,,,,,,,
21242276,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2MzL2Q3Lzk2LzZkMDUtNGI4NC1iMTY5LTk2ZmExMjUzZTg5Mw.xhtml,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzJlL2I3LzA4L2QyY2QtNDJmMi1hZDE2LTA5YzZkYTRmZDM3Nw.pdf,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzMzLzg3L2ZkLzU0ZDUtNDQ0MS04M2VlLWE3Y2E3YThkOWNmZA.xml,Roskilde,4000.0,3.0,SÃ¸ndervang,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-02,2016-03-03,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ove Hougaard Poulsen, SÃ¸ndervang 3, 4000 Roskilde, 100%.</p>",,,28842562.0,21242276.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Ove Poulsen,Ove Hougaard Poulsen,HR REVISION,OP CONSULT ApS,"HR REVISION, Kenneth Barrett",,,Roskilde,2014-01-01,2014-12-31,100000.0,,,2015-12-31,2015-01-01,2016-03-02,Roskilde,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22095348,indberetninger-20180424,2.5924714,21242276.0,,2018-03-29T03:38:57.019Z,2016-03-12T13:04:41.839Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-34-NW,2016-03-12T13:04:41.996Z,,,,,,,,,,,,,,,,,,,
21242276,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2MzL2Q3Lzk2LzZkMDUtNGI4NC1iMTY5LTk2ZmExMjUzZTg5Mw.xhtml,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzJlL2I3LzA4L2QyY2QtNDJmMi1hZDE2LTA5YzZkYTRmZDM3Nw.pdf,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzMzLzg3L2ZkLzU0ZDUtNDQ0MS04M2VlLWE3Y2E3YThkOWNmZA.xml,Roskilde,4000.0,3.0,SÃ¸ndervang,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-02,2016-03-03,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ove Hougaard Poulsen, SÃ¸ndervang 3, 4000 Roskilde, 100%.</p>",,,28842562.0,21242276.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Ove Poulsen,Ove Hougaard Poulsen,HR REVISION,OP CONSULT ApS,"HR REVISION, Kenneth Barrett",,,Roskilde,2014-01-01,2014-12-31,93868.0,,,2015-12-31,2015-01-01,2016-03-02,Roskilde,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22095348,indberetninger-20180424,2.5924714,21242276.0,,2018-03-29T03:38:57.019Z,2016-03-12T13:04:41.839Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-34-NW,2016-03-12T13:04:41.996Z,,,,,,,,,,,,,,,,,,,
21242276,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2MzL2Q3Lzk2LzZkMDUtNGI4NC1iMTY5LTk2ZmExMjUzZTg5Mw.xhtml,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzJlL2I3LzA4L2QyY2QtNDJmMi1hZDE2LTA5YzZkYTRmZDM3Nw.pdf,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzMzLzg3L2ZkLzU0ZDUtNDQ0MS04M2VlLWE3Y2E3YThkOWNmZA.xml,Roskilde,4000.0,3.0,SÃ¸ndervang,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-02,2016-03-03,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ove Hougaard Poulsen, SÃ¸ndervang 3, 4000 Roskilde, 100%.</p>",,,28842562.0,21242276.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Ove Poulsen,Ove Hougaard Poulsen,HR REVISION,OP CONSULT ApS,"HR REVISION, Kenneth Barrett",,,Roskilde,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-02,Roskilde,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22095348,indberetninger-20180424,2.5924714,21242276.0,,2018-03-29T03:38:57.019Z,2016-03-12T13:04:41.839Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-34-NW,2016-03-12T13:04:41.996Z,658580.0,453456.0,125000.0,550581.0,403683.0,107999.0,658580.0,254897.0,107999.0,80703.0,107999.0,100000.0,278683.0,254897.0,860.0,97125.0,60034.0,13300.0,97125.0
21242276,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2MzL2Q3Lzk2LzZkMDUtNGI4NC1iMTY5LTk2ZmExMjUzZTg5Mw.xhtml,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzJlL2I3LzA4L2QyY2QtNDJmMi1hZDE2LTA5YzZkYTRmZDM3Nw.pdf,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzMzLzg3L2ZkLzU0ZDUtNDQ0MS04M2VlLWE3Y2E3YThkOWNmZA.xml,Roskilde,4000.0,3.0,SÃ¸ndervang,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-02,2016-03-03,36000.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ove Hougaard Poulsen, SÃ¸ndervang 3, 4000 Roskilde, 100%.</p>",533951.0,668825.0,28842562.0,21242276.0,17653.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Ove Poulsen,Ove Hougaard Poulsen,HR REVISION,OP CONSULT ApS,"HR REVISION, Kenneth Barrett",2761.0,1940.0,Roskilde,2014-01-01,2014-12-31,87906.0,115706.0,98874.0,2015-12-31,2015-01-01,2016-03-02,Roskilde,27800.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22095348,indberetninger-20180424,2.5924714,21242276.0,,2018-03-29T03:38:57.019Z,2016-03-12T13:04:41.839Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-34-NW,2016-03-12T13:04:41.996Z,,,,,,,,,,,,,,,,,,,
21242276,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2MzL2Q3Lzk2LzZkMDUtNGI4NC1iMTY5LTk2ZmExMjUzZTg5Mw.xhtml,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzJlL2I3LzA4L2QyY2QtNDJmMi1hZDE2LTA5YzZkYTRmZDM3Nw.pdf,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzMzLzg3L2ZkLzU0ZDUtNDQ0MS04M2VlLWE3Y2E3YThkOWNmZA.xml,Roskilde,4000.0,3.0,SÃ¸ndervang,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-02,2016-03-03,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ove Hougaard Poulsen, SÃ¸ndervang 3, 4000 Roskilde, 100%.</p>",,,28842562.0,21242276.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Ove Poulsen,Ove Hougaard Poulsen,HR REVISION,OP CONSULT ApS,"HR REVISION, Kenneth Barrett",,,Roskilde,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-02,Roskilde,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22095348,indberetninger-20180424,2.5924714,21242276.0,,2018-03-29T03:38:57.019Z,2016-03-12T13:04:41.839Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-34-NW,2016-03-12T13:04:41.996Z,,,,,,,,,,,,,,,,,,,
21242276,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2MzL2Q3Lzk2LzZkMDUtNGI4NC1iMTY5LTk2ZmExMjUzZTg5Mw.xhtml,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzJlL2I3LzA4L2QyY2QtNDJmMi1hZDE2LTA5YzZkYTRmZDM3Nw.pdf,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzMzLzg3L2ZkLzU0ZDUtNDQ0MS04M2VlLWE3Y2E3YThkOWNmZA.xml,Roskilde,4000.0,3.0,SÃ¸ndervang,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-02,2016-03-03,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ove Hougaard Poulsen, SÃ¸ndervang 3, 4000 Roskilde, 100%.</p>",,,28842562.0,21242276.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Ove Poulsen,Ove Hougaard Poulsen,HR REVISION,OP CONSULT ApS,"HR REVISION, Kenneth Barrett",,,Roskilde,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-02,Roskilde,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22095348,indberetninger-20180424,2.5924714,21242276.0,,2018-03-29T03:38:57.019Z,2016-03-12T13:04:41.839Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-34-NW,2016-03-12T13:04:41.996Z,,,,,,,,,,,,,,,,,,,
21242276,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2MzL2Q3Lzk2LzZkMDUtNGI4NC1iMTY5LTk2ZmExMjUzZTg5Mw.xhtml,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzJlL2I3LzA4L2QyY2QtNDJmMi1hZDE2LTA5YzZkYTRmZDM3Nw.pdf,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzMzLzg3L2ZkLzU0ZDUtNDQ0MS04M2VlLWE3Y2E3YThkOWNmZA.xml,Roskilde,4000.0,3.0,SÃ¸ndervang,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-02,2016-03-03,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ove Hougaard Poulsen, SÃ¸ndervang 3, 4000 Roskilde, 100%.</p>",,,28842562.0,21242276.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Ove Poulsen,Ove Hougaard Poulsen,HR REVISION,OP CONSULT ApS,"HR REVISION, Kenneth Barrett",,,Roskilde,2014-01-01,2014-12-31,100000.0,,,2015-12-31,2015-01-01,2016-03-02,Roskilde,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22095348,indberetninger-20180424,2.5924714,21242276.0,,2018-03-29T03:38:57.019Z,2016-03-12T13:04:41.839Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-34-NW,2016-03-12T13:04:41.996Z,,,,,,,,,,,,,,,,,,,
21242276,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2MzL2Q3Lzk2LzZkMDUtNGI4NC1iMTY5LTk2ZmExMjUzZTg5Mw.xhtml,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzJlL2I3LzA4L2QyY2QtNDJmMi1hZDE2LTA5YzZkYTRmZDM3Nw.pdf,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzMzLzg3L2ZkLzU0ZDUtNDQ0MS04M2VlLWE3Y2E3YThkOWNmZA.xml,Roskilde,4000.0,3.0,SÃ¸ndervang,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-02,2016-03-03,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ove Hougaard Poulsen, SÃ¸ndervang 3, 4000 Roskilde, 100%.</p>",,,28842562.0,21242276.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Ove Poulsen,Ove Hougaard Poulsen,HR REVISION,OP CONSULT ApS,"HR REVISION, Kenneth Barrett",,,Roskilde,2014-01-01,2014-12-31,-12094.0,,,2015-12-31,2015-01-01,2016-03-02,Roskilde,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22095348,indberetninger-20180424,2.5924714,21242276.0,,2018-03-29T03:38:57.019Z,2016-03-12T13:04:41.839Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-34-NW,2016-03-12T13:04:41.996Z,,,,,,,,,,,,,,,,,,,
21242276,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2MzL2Q3Lzk2LzZkMDUtNGI4NC1iMTY5LTk2ZmExMjUzZTg5Mw.xhtml,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzJlL2I3LzA4L2QyY2QtNDJmMi1hZDE2LTA5YzZkYTRmZDM3Nw.pdf,http://regnskaber.virk.dk/67224212/ZG9rdW1lbnRsYWdlcjovLzAzLzk0LzMzLzg3L2ZkLzU0ZDUtNDQ0MS04M2VlLWE3Y2E3YThkOWNmZA.xml,Roskilde,4000.0,3.0,SÃ¸ndervang,4000 Roskilde,Vinkelvej 3,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-02,2016-03-03,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ove Hougaard Poulsen, SÃ¸ndervang 3, 4000 Roskilde, 100%.</p>",,,28842562.0,21242276.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kenneth Barrett,Ove Poulsen,Ove Hougaard Poulsen,HR REVISION,OP CONSULT ApS,"HR REVISION, Kenneth Barrett",,,Roskilde,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-02,Roskilde,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22095348,indberetninger-20180424,2.5924714,21242276.0,,2018-03-29T03:38:57.019Z,2016-03-12T13:04:41.839Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-34-NW,2016-03-12T13:04:41.996Z,668513.0,516593.0,125000.0,596513.0,391590.0,72000.0,668513.0,276923.0,72000.0,140563.0,72000.0,100000.0,266590.0,276923.0,860.0,79920.0,21800.0,13700.0,79920.0
