entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMemberOfSupervisoryBoardApprovingStatementOfExecutiveAndSupervisoryBoard,DescriptionOfMethodsOfDividends,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OpinionOnAuditedFinancialStatements,OtherShorttermReceivables,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOfExecutiveAndSupervisoryBoardsResponsibilityForFinancialStatements,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,CurrentTaxExpense,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,NameAndSurnameOfAuditor,NameOfAuditFirm,IncreaseOfCapital,NameAndSurnameOfMemberOfSupervisoryBoard,DescriptionOfAuditor
32 29 68 66,2011-01-01,2011-12-31,c121,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8vcGRmcy8zMjI5Njg2NjtBcFM0NjAwMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8veGJybHMvWC1DNkM2MTY0MC0yMDEzMDUxN18xMjU2MjhfMDQ3.xml,7400 Herning,Industrivej Nord 9,7330 Brande,Gl. KÃ¦rvej 17,7400 Herning,Industrivej Nord 9,Til kapitalejerne i Klinkenborg ApS,Regnskabsklasse B,2013-05-16,2013-05-16,2009-07-10,2013-05-16,formand,"Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.",Andre eksterne omkostninger omfatter omkostninger til ejendom og administration  m.v.,Finansielle indtÃ¦gter og omkostninger indeholder renter vedrÃ¸rende finansielle aktiver og forpligtelser.,32296866.0,30700228.0,"Vi har revideret Ã¥rsregnskabet for Klinkenborg ApS for regnskabsÃ¥ret 1. januar - 31. december 2012. Ãrsregnskabet omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Orla Bek,Niels Peter Olesen,Klinkenborg ApS,KPMG,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",6549.0,Brande,-102892.0,Brande,2012-12-31,2012-01-01,2013-05-16,Herning,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:20355703,indberetninger-20180424,2.5097535,32296866.0,,2018-04-01T17:40:12.537Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-144.354,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32 29 68 66,2011-01-01,2011-12-31,c13,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8vcGRmcy8zMjI5Njg2NjtBcFM0NjAwMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8veGJybHMvWC1DNkM2MTY0MC0yMDEzMDUxN18xMjU2MjhfMDQ3.xml,7400 Herning,Industrivej Nord 9,7330 Brande,Gl. KÃ¦rvej 17,7400 Herning,Industrivej Nord 9,Til kapitalejerne i Klinkenborg ApS,Regnskabsklasse B,2013-05-16,2013-05-16,2009-07-10,2013-05-16,formand,"Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.",Andre eksterne omkostninger omfatter omkostninger til ejendom og administration  m.v.,Finansielle indtÃ¦gter og omkostninger indeholder renter vedrÃ¸rende finansielle aktiver og forpligtelser.,32296866.0,30700228.0,"Vi har revideret Ã¥rsregnskabet for Klinkenborg ApS for regnskabsÃ¥ret 1. januar - 31. december 2012. Ãrsregnskabet omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Orla Bek,Niels Peter Olesen,Klinkenborg ApS,KPMG,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",6549.0,Brande,-102892.0,Brande,2012-12-31,2012-01-01,2013-05-16,Herning,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:20355703,indberetninger-20180424,2.5097535,32296866.0,,2018-04-01T17:40:12.537Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-144.354,2013-05-17T22:00:00.000Z,-34298.0,-24666.0,112820.0,-112820.0,296.0,-137190.0,-24666.0,34298.0,-34298.0,,,,,,,,,,,,,,,,,,,,,
32 29 68 66,2011-12-31,2011-12-31,c14,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8vcGRmcy8zMjI5Njg2NjtBcFM0NjAwMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8veGJybHMvWC1DNkM2MTY0MC0yMDEzMDUxN18xMjU2MjhfMDQ3.xml,7400 Herning,Industrivej Nord 9,7330 Brande,Gl. KÃ¦rvej 17,7400 Herning,Industrivej Nord 9,Til kapitalejerne i Klinkenborg ApS,Regnskabsklasse B,2013-05-16,2013-05-16,2009-07-10,2013-05-16,formand,"Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.",Andre eksterne omkostninger omfatter omkostninger til ejendom og administration  m.v.,Finansielle indtÃ¦gter og omkostninger indeholder renter vedrÃ¸rende finansielle aktiver og forpligtelser.,32296866.0,30700228.0,"Vi har revideret Ã¥rsregnskabet for Klinkenborg ApS for regnskabsÃ¥ret 1. januar - 31. december 2012. Ãrsregnskabet omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Orla Bek,Niels Peter Olesen,Klinkenborg ApS,KPMG,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",6549.0,Brande,,Brande,2012-12-31,2012-01-01,2013-05-16,Herning,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:20355703,indberetninger-20180424,2.5097535,32296866.0,,2018-04-01T17:40:12.537Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-144.354,2013-05-17T22:00:00.000Z,,,,,,,,,,2431394.0,125000.0,69087.0,-55473.0,2362307.0,2431394.0,2486867.0,2362307.0,6250.0,2362307.0,-180473.0,2486867.0,2480617.0,69087.0,28240.0,34298.0,,,,,
32 29 68 66,2012-01-01,2012-01-01,c182,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8vcGRmcy8zMjI5Njg2NjtBcFM0NjAwMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8veGJybHMvWC1DNkM2MTY0MC0yMDEzMDUxN18xMjU2MjhfMDQ3.xml,7400 Herning,Industrivej Nord 9,7330 Brande,Gl. KÃ¦rvej 17,7400 Herning,Industrivej Nord 9,Til kapitalejerne i Klinkenborg ApS,Regnskabsklasse B,2013-05-16,2013-05-16,2009-07-10,2013-05-16,formand,"Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.",Andre eksterne omkostninger omfatter omkostninger til ejendom og administration  m.v.,Finansielle indtÃ¦gter og omkostninger indeholder renter vedrÃ¸rende finansielle aktiver og forpligtelser.,32296866.0,30700228.0,"Vi har revideret Ã¥rsregnskabet for Klinkenborg ApS for regnskabsÃ¥ret 1. januar - 31. december 2012. Ãrsregnskabet omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Orla Bek,Niels Peter Olesen,Klinkenborg ApS,KPMG,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",6549.0,Brande,,Brande,2012-12-31,2012-01-01,2013-05-16,Herning,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:20355703,indberetninger-20180424,2.5097535,32296866.0,,2018-04-01T17:40:12.537Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-144.354,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,125000.0,,,,,,,,,,,,,,,,,
32 29 68 66,2012-01-01,2012-01-01,c200,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8vcGRmcy8zMjI5Njg2NjtBcFM0NjAwMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8veGJybHMvWC1DNkM2MTY0MC0yMDEzMDUxN18xMjU2MjhfMDQ3.xml,7400 Herning,Industrivej Nord 9,7330 Brande,Gl. KÃ¦rvej 17,7400 Herning,Industrivej Nord 9,Til kapitalejerne i Klinkenborg ApS,Regnskabsklasse B,2013-05-16,2013-05-16,2009-07-10,2013-05-16,formand,"Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.",Andre eksterne omkostninger omfatter omkostninger til ejendom og administration  m.v.,Finansielle indtÃ¦gter og omkostninger indeholder renter vedrÃ¸rende finansielle aktiver og forpligtelser.,32296866.0,30700228.0,"Vi har revideret Ã¥rsregnskabet for Klinkenborg ApS for regnskabsÃ¥ret 1. januar - 31. december 2012. Ãrsregnskabet omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Orla Bek,Niels Peter Olesen,Klinkenborg ApS,KPMG,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",6549.0,Brande,,Brande,2012-12-31,2012-01-01,2013-05-16,Herning,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:20355703,indberetninger-20180424,2.5097535,32296866.0,,2018-04-01T17:40:12.537Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-144.354,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,-180473.0,,,,,,,,,,,,,,,,,
32 29 68 66,2012-01-01,2012-01-01,c377,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8vcGRmcy8zMjI5Njg2NjtBcFM0NjAwMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8veGJybHMvWC1DNkM2MTY0MC0yMDEzMDUxN18xMjU2MjhfMDQ3.xml,7400 Herning,Industrivej Nord 9,7330 Brande,Gl. KÃ¦rvej 17,7400 Herning,Industrivej Nord 9,Til kapitalejerne i Klinkenborg ApS,Regnskabsklasse B,2013-05-16,2013-05-16,2009-07-10,2013-05-16,formand,"Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.",Andre eksterne omkostninger omfatter omkostninger til ejendom og administration  m.v.,Finansielle indtÃ¦gter og omkostninger indeholder renter vedrÃ¸rende finansielle aktiver og forpligtelser.,32296866.0,30700228.0,"Vi har revideret Ã¥rsregnskabet for Klinkenborg ApS for regnskabsÃ¥ret 1. januar - 31. december 2012. Ãrsregnskabet omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Orla Bek,Niels Peter Olesen,Klinkenborg ApS,KPMG,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",6549.0,Brande,,Brande,2012-12-31,2012-01-01,2013-05-16,Herning,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:20355703,indberetninger-20180424,2.5097535,32296866.0,,2018-04-01T17:40:12.537Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-144.354,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,125000.0,,,,,,,,,,,,,,,,,
32 29 68 66,2012-01-01,2012-01-01,c380,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8vcGRmcy8zMjI5Njg2NjtBcFM0NjAwMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8veGJybHMvWC1DNkM2MTY0MC0yMDEzMDUxN18xMjU2MjhfMDQ3.xml,7400 Herning,Industrivej Nord 9,7330 Brande,Gl. KÃ¦rvej 17,7400 Herning,Industrivej Nord 9,Til kapitalejerne i Klinkenborg ApS,Regnskabsklasse B,2013-05-16,2013-05-16,2009-07-10,2013-05-16,formand,"Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.",Andre eksterne omkostninger omfatter omkostninger til ejendom og administration  m.v.,Finansielle indtÃ¦gter og omkostninger indeholder renter vedrÃ¸rende finansielle aktiver og forpligtelser.,32296866.0,30700228.0,"Vi har revideret Ã¥rsregnskabet for Klinkenborg ApS for regnskabsÃ¥ret 1. januar - 31. december 2012. Ãrsregnskabet omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Orla Bek,Niels Peter Olesen,Klinkenborg ApS,KPMG,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",6549.0,Brande,,Brande,2012-12-31,2012-01-01,2013-05-16,Herning,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:20355703,indberetninger-20180424,2.5097535,32296866.0,,2018-04-01T17:40:12.537Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-144.354,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,125000.0,,,,,,,,,,,,,,,,,
32 29 68 66,2012-01-01,2012-12-31,c11,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8vcGRmcy8zMjI5Njg2NjtBcFM0NjAwMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8veGJybHMvWC1DNkM2MTY0MC0yMDEzMDUxN18xMjU2MjhfMDQ3.xml,7400 Herning,Industrivej Nord 9,7330 Brande,Gl. KÃ¦rvej 17,7400 Herning,Industrivej Nord 9,Til kapitalejerne i Klinkenborg ApS,Regnskabsklasse B,2013-05-16,2013-05-16,2009-07-10,2013-05-16,formand,"Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.",Andre eksterne omkostninger omfatter omkostninger til ejendom og administration  m.v.,Finansielle indtÃ¦gter og omkostninger indeholder renter vedrÃ¸rende finansielle aktiver og forpligtelser.,32296866.0,30700228.0,"Vi har revideret Ã¥rsregnskabet for Klinkenborg ApS for regnskabsÃ¥ret 1. januar - 31. december 2012. Ãrsregnskabet omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Orla Bek,Niels Peter Olesen,Klinkenborg ApS,KPMG,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",6549.0,Brande,-49855.0,Brande,2012-12-31,2012-01-01,2013-05-16,Herning,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:20355703,indberetninger-20180424,2.5097535,32296866.0,,2018-04-01T17:40:12.537Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-144.354,2013-05-17T22:00:00.000Z,-16619.0,-33025.0,34237.0,-34237.0,788.0,-66474.0,-33025.0,16619.0,-16619.0,,,,,,,,,,,,,,,,,Orla Bek,KPMG,,,
32 29 68 66,2012-01-01,2012-12-31,c120,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8vcGRmcy8zMjI5Njg2NjtBcFM0NjAwMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8veGJybHMvWC1DNkM2MTY0MC0yMDEzMDUxN18xMjU2MjhfMDQ3.xml,7400 Herning,Industrivej Nord 9,7330 Brande,Gl. KÃ¦rvej 17,7400 Herning,Industrivej Nord 9,Til kapitalejerne i Klinkenborg ApS,Regnskabsklasse B,2013-05-16,2013-05-16,2009-07-10,2013-05-16,formand,"Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.",Andre eksterne omkostninger omfatter omkostninger til ejendom og administration  m.v.,Finansielle indtÃ¦gter og omkostninger indeholder renter vedrÃ¸rende finansielle aktiver og forpligtelser.,32296866.0,30700228.0,"Vi har revideret Ã¥rsregnskabet for Klinkenborg ApS for regnskabsÃ¥ret 1. januar - 31. december 2012. Ãrsregnskabet omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Orla Bek,Niels Peter Olesen,Klinkenborg ApS,KPMG,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",6549.0,Brande,-49855.0,Brande,2012-12-31,2012-01-01,2013-05-16,Herning,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:20355703,indberetninger-20180424,2.5097535,32296866.0,,2018-04-01T17:40:12.537Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-144.354,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32 29 68 66,2012-01-01,2012-12-31,c183,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8vcGRmcy8zMjI5Njg2NjtBcFM0NjAwMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/66869223/Y3ZyLmRrOi8veGJybHMvWC1DNkM2MTY0MC0yMDEzMDUxN18xMjU2MjhfMDQ3.xml,7400 Herning,Industrivej Nord 9,7330 Brande,Gl. KÃ¦rvej 17,7400 Herning,Industrivej Nord 9,Til kapitalejerne i Klinkenborg ApS,Regnskabsklasse B,2013-05-16,2013-05-16,2009-07-10,2013-05-16,formand,"Udbytte, som forventes udbetalt for Ã¥ret, vises som en sÃ¦rskilt post under egenkapitalen.",Andre eksterne omkostninger omfatter omkostninger til ejendom og administration  m.v.,Finansielle indtÃ¦gter og omkostninger indeholder renter vedrÃ¸rende finansielle aktiver og forpligtelser.,32296866.0,30700228.0,"Vi har revideret Ã¥rsregnskabet for Klinkenborg ApS for regnskabsÃ¥ret 1. januar - 31. december 2012. Ãrsregnskabet omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Orla Bek,Niels Peter Olesen,Klinkenborg ApS,KPMG,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2012 i overensstemmelse med Ã¥rsregnskabsloven.",6549.0,Brande,,Brande,2012-12-31,2012-01-01,2013-05-16,Herning,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",urn:ofk:oid:20355703,indberetninger-20180424,2.5097535,32296866.0,,2018-04-01T17:40:12.537Z,2013-05-17T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-144.354,2013-05-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,
