entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SocialSecurityContributions,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid
26752353,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZiLzAzLzY2L2Y1MjItNDRiZC1iNTdkLTg1NTU5YjQ2ZDJjOA.xhtml,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ExLzBjL2FmLzhiNjEtNGVjNi04ZTZjLWQ1Y2UwNjIyNzRiMQ.pdf,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzQ1L2IxLzY5L2NmNzUtNDc1ZS05NjFhLTdkM2RkMzAwYjU5Yw.xml,true,Danmark,DK,Frederikssund,3660.0,7.0,Torvet,Frederikssund,3600.0,59.0,Amsterdamhusene,3600 Frederikssund,Amsterdamhusene 59,Regnskabsklasse B,2018-02-11,pe@b-thomsen.dk,63595.0,440480.0,26752353.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Erik Bilstrup Thomsen,Poul Erik Bilstrup Thomsen,Handelsbanken,HAMMOCK ApS,Poul Erik Bilstrup Thomsen,0.0,117396.0,2016-01-01,2016-12-31,0.0,-41292.0,-41292.0,2017-12-31,2017-01-01,504075.0,false,false,3772.0,Selskabet opfylder betingelserne for fravalg af revision.,0.0,false,false,Ingen bistand,360604.0,urn:ofk:oid:25046051,indberetninger-20180424,2.5952864,26752353,,2018-04-03T20:00:05.325Z,2018-02-11T15:16:42.391Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-89-CR,2018-02-11T15:16:42.550Z,,,,,,,,,,,,,,,,,,,
26752353,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZiLzAzLzY2L2Y1MjItNDRiZC1iNTdkLTg1NTU5YjQ2ZDJjOA.xhtml,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ExLzBjL2FmLzhiNjEtNGVjNi04ZTZjLWQ1Y2UwNjIyNzRiMQ.pdf,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzQ1L2IxLzY5L2NmNzUtNDc1ZS05NjFhLTdkM2RkMzAwYjU5Yw.xml,true,Danmark,DK,Frederikssund,3660.0,7.0,Torvet,Frederikssund,3600.0,59.0,Amsterdamhusene,3600 Frederikssund,Amsterdamhusene 59,Regnskabsklasse B,2018-02-11,pe@b-thomsen.dk,,,26752353.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Erik Bilstrup Thomsen,Poul Erik Bilstrup Thomsen,Handelsbanken,HAMMOCK ApS,Poul Erik Bilstrup Thomsen,,,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,Selskabet opfylder betingelserne for fravalg af revision.,,false,false,Ingen bistand,,urn:ofk:oid:25046051,indberetninger-20180424,2.5952864,26752353,,2018-04-03T20:00:05.325Z,2018-02-11T15:16:42.391Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-89-CR,2018-02-11T15:16:42.550Z,,,,,,,,,,,,,,,,,,,
26752353,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZiLzAzLzY2L2Y1MjItNDRiZC1iNTdkLTg1NTU5YjQ2ZDJjOA.xhtml,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ExLzBjL2FmLzhiNjEtNGVjNi04ZTZjLWQ1Y2UwNjIyNzRiMQ.pdf,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzQ1L2IxLzY5L2NmNzUtNDc1ZS05NjFhLTdkM2RkMzAwYjU5Yw.xml,true,Danmark,DK,Frederikssund,3660.0,7.0,Torvet,Frederikssund,3600.0,59.0,Amsterdamhusene,3600 Frederikssund,Amsterdamhusene 59,Regnskabsklasse B,2018-02-11,pe@b-thomsen.dk,,,26752353.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Erik Bilstrup Thomsen,Poul Erik Bilstrup Thomsen,Handelsbanken,HAMMOCK ApS,Poul Erik Bilstrup Thomsen,,,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,Selskabet opfylder betingelserne for fravalg af revision.,,false,false,Ingen bistand,,urn:ofk:oid:25046051,indberetninger-20180424,2.5952864,26752353,,2018-04-03T20:00:05.325Z,2018-02-11T15:16:42.391Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-89-CR,2018-02-11T15:16:42.550Z,,,,,,,,,,,,,,,,,,,
26752353,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZiLzAzLzY2L2Y1MjItNDRiZC1iNTdkLTg1NTU5YjQ2ZDJjOA.xhtml,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ExLzBjL2FmLzhiNjEtNGVjNi04ZTZjLWQ1Y2UwNjIyNzRiMQ.pdf,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzQ1L2IxLzY5L2NmNzUtNDc1ZS05NjFhLTdkM2RkMzAwYjU5Yw.xml,true,Danmark,DK,Frederikssund,3660.0,7.0,Torvet,Frederikssund,3600.0,59.0,Amsterdamhusene,3600 Frederikssund,Amsterdamhusene 59,Regnskabsklasse B,2018-02-11,pe@b-thomsen.dk,,,26752353.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Erik Bilstrup Thomsen,Poul Erik Bilstrup Thomsen,Handelsbanken,HAMMOCK ApS,Poul Erik Bilstrup Thomsen,,,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,,false,false,,Selskabet opfylder betingelserne for fravalg af revision.,,false,false,Ingen bistand,,urn:ofk:oid:25046051,indberetninger-20180424,2.5952864,26752353,,2018-04-03T20:00:05.325Z,2018-02-11T15:16:42.391Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-89-CR,2018-02-11T15:16:42.550Z,,,,,,,,,,,,,,,,,,,
26752353,2016-12-31,2016-12-31,c10,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZiLzAzLzY2L2Y1MjItNDRiZC1iNTdkLTg1NTU5YjQ2ZDJjOA.xhtml,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ExLzBjL2FmLzhiNjEtNGVjNi04ZTZjLWQ1Y2UwNjIyNzRiMQ.pdf,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzQ1L2IxLzY5L2NmNzUtNDc1ZS05NjFhLTdkM2RkMzAwYjU5Yw.xml,true,Danmark,DK,Frederikssund,3660.0,7.0,Torvet,Frederikssund,3600.0,59.0,Amsterdamhusene,3600 Frederikssund,Amsterdamhusene 59,Regnskabsklasse B,2018-02-11,pe@b-thomsen.dk,,,26752353.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Erik Bilstrup Thomsen,Poul Erik Bilstrup Thomsen,Handelsbanken,HAMMOCK ApS,Poul Erik Bilstrup Thomsen,,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,Selskabet opfylder betingelserne for fravalg af revision.,,false,false,Ingen bistand,,urn:ofk:oid:25046051,indberetninger-20180424,2.5952864,26752353,,2018-04-03T20:00:05.325Z,2018-02-11T15:16:42.391Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-89-CR,2018-02-11T15:16:42.550Z,128935.0,89185.0,125000.0,128935.0,53226.0,128935.0,75709.0,0.0,0.0,0.0,75709.0,0.0,-71774.0,75709.0,0.0,39750.0,0.0,39750.0,
26752353,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZiLzAzLzY2L2Y1MjItNDRiZC1iNTdkLTg1NTU5YjQ2ZDJjOA.xhtml,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ExLzBjL2FmLzhiNjEtNGVjNi04ZTZjLWQ1Y2UwNjIyNzRiMQ.pdf,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzQ1L2IxLzY5L2NmNzUtNDc1ZS05NjFhLTdkM2RkMzAwYjU5Yw.xml,true,Danmark,DK,Frederikssund,3660.0,7.0,Torvet,Frederikssund,3600.0,59.0,Amsterdamhusene,3600 Frederikssund,Amsterdamhusene 59,Regnskabsklasse B,2018-02-11,pe@b-thomsen.dk,,,26752353.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Erik Bilstrup Thomsen,Poul Erik Bilstrup Thomsen,Handelsbanken,HAMMOCK ApS,Poul Erik Bilstrup Thomsen,,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,Selskabet opfylder betingelserne for fravalg af revision.,,false,false,Ingen bistand,,urn:ofk:oid:25046051,indberetninger-20180424,2.5952864,26752353,,2018-04-03T20:00:05.325Z,2018-02-11T15:16:42.391Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-89-CR,2018-02-11T15:16:42.550Z,,,,,53226.0,,,,,,,,,,,,,,
26752353,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZiLzAzLzY2L2Y1MjItNDRiZC1iNTdkLTg1NTU5YjQ2ZDJjOA.xhtml,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ExLzBjL2FmLzhiNjEtNGVjNi04ZTZjLWQ1Y2UwNjIyNzRiMQ.pdf,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzQ1L2IxLzY5L2NmNzUtNDc1ZS05NjFhLTdkM2RkMzAwYjU5Yw.xml,true,Danmark,DK,Frederikssund,3660.0,7.0,Torvet,Frederikssund,3600.0,59.0,Amsterdamhusene,3600 Frederikssund,Amsterdamhusene 59,Regnskabsklasse B,2018-02-11,pe@b-thomsen.dk,,,26752353.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Erik Bilstrup Thomsen,Poul Erik Bilstrup Thomsen,Handelsbanken,HAMMOCK ApS,Poul Erik Bilstrup Thomsen,,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,Selskabet opfylder betingelserne for fravalg af revision.,,false,false,Ingen bistand,,urn:ofk:oid:25046051,indberetninger-20180424,2.5952864,26752353,,2018-04-03T20:00:05.325Z,2018-02-11T15:16:42.391Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-89-CR,2018-02-11T15:16:42.550Z,,,,,53226.0,,,,,,,,,,,,,,
26752353,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZiLzAzLzY2L2Y1MjItNDRiZC1iNTdkLTg1NTU5YjQ2ZDJjOA.xhtml,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ExLzBjL2FmLzhiNjEtNGVjNi04ZTZjLWQ1Y2UwNjIyNzRiMQ.pdf,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzQ1L2IxLzY5L2NmNzUtNDc1ZS05NjFhLTdkM2RkMzAwYjU5Yw.xml,true,Danmark,DK,Frederikssund,3660.0,7.0,Torvet,Frederikssund,3600.0,59.0,Amsterdamhusene,3600 Frederikssund,Amsterdamhusene 59,Regnskabsklasse B,2018-02-11,pe@b-thomsen.dk,20834.0,131091.0,26752353.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Erik Bilstrup Thomsen,Poul Erik Bilstrup Thomsen,Handelsbanken,HAMMOCK ApS,Poul Erik Bilstrup Thomsen,0.0,39327.0,2016-01-01,2016-12-31,-29872.0,-29872.0,-29872.0,2017-12-31,2017-01-01,151925.0,false,false,1636.0,Selskabet opfylder betingelserne for fravalg af revision.,0.0,false,false,Ingen bistand,120000.0,urn:ofk:oid:25046051,indberetninger-20180424,2.5952864,26752353,,2018-04-03T20:00:05.325Z,2018-02-11T15:16:42.391Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-89-CR,2018-02-11T15:16:42.550Z,,,,,,,,,,,,,,,,,,,0.0
26752353,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZiLzAzLzY2L2Y1MjItNDRiZC1iNTdkLTg1NTU5YjQ2ZDJjOA.xhtml,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ExLzBjL2FmLzhiNjEtNGVjNi04ZTZjLWQ1Y2UwNjIyNzRiMQ.pdf,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzQ1L2IxLzY5L2NmNzUtNDc1ZS05NjFhLTdkM2RkMzAwYjU5Yw.xml,true,Danmark,DK,Frederikssund,3660.0,7.0,Torvet,Frederikssund,3600.0,59.0,Amsterdamhusene,3600 Frederikssund,Amsterdamhusene 59,Regnskabsklasse B,2018-02-11,pe@b-thomsen.dk,,,26752353.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Erik Bilstrup Thomsen,Poul Erik Bilstrup Thomsen,Handelsbanken,HAMMOCK ApS,Poul Erik Bilstrup Thomsen,,,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,false,false,,Selskabet opfylder betingelserne for fravalg af revision.,,false,false,Ingen bistand,,urn:ofk:oid:25046051,indberetninger-20180424,2.5952864,26752353,,2018-04-03T20:00:05.325Z,2018-02-11T15:16:42.391Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-89-CR,2018-02-11T15:16:42.550Z,,,,,,,,,,,,,,,,,,,
26752353,2017-01-01,2017-12-31,c13,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZiLzAzLzY2L2Y1MjItNDRiZC1iNTdkLTg1NTU5YjQ2ZDJjOA.xhtml,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2ExLzBjL2FmLzhiNjEtNGVjNi04ZTZjLWQ1Y2UwNjIyNzRiMQ.pdf,http://regnskaber.virk.dk/35325762/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzQ1L2IxLzY5L2NmNzUtNDc1ZS05NjFhLTdkM2RkMzAwYjU5Yw.xml,true,Danmark,DK,Frederikssund,3660.0,7.0,Torvet,Frederikssund,3600.0,59.0,Amsterdamhusene,3600 Frederikssund,Amsterdamhusene 59,Regnskabsklasse B,2018-02-11,pe@b-thomsen.dk,,,26752353.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Erik Bilstrup Thomsen,Poul Erik Bilstrup Thomsen,Handelsbanken,HAMMOCK ApS,Poul Erik Bilstrup Thomsen,,,2016-01-01,2016-12-31,-29872.0,,,2017-12-31,2017-01-01,,false,false,,Selskabet opfylder betingelserne for fravalg af revision.,,false,false,Ingen bistand,,urn:ofk:oid:25046051,indberetninger-20180424,2.5952864,26752353,,2018-04-03T20:00:05.325Z,2018-02-11T15:16:42.391Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-89-CR,2018-02-11T15:16:42.550Z,,,,,,,,,,,,,,,,,,,0.0
