entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmailOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,RetainedEarnings
35528431,2013-11-14,2014-12-31,c2,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzM2Lzc5L2Y3L2NmODMtNDZhMC1iZjk5LTAxNjE4OWNkYjA5Yw.xhtml,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzMwL2Y5L2U0L2MwNjEtNGVkMS05MjlkLWUxOTM5MDRlYTk4NQ.pdf,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM2LzE5LzFmLzljYTAtNGZiNi1iOTg5LTYxMGY4ZTJlZGI5Nw.xml,true,Danmark,DK,Kongens Lyngby,2800.0,244.0,Klampenborgvej,Kgs. Lyngby,2800.0,13.0,Fort Alle,2800 Kongens Lyngby,Fort Alle 13,Regnskabsklasse B,2016-05-31,2016-05-31,mail@immobiliare-cph.dk,0.0,35528431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Bonafede,Jan Poul Sissener Bonafede,Jyske Bank,AVERI HOLDING ApS,Jan Bonafede,Gladsaxe,2013-11-14,2014-12-31,0.0,0.0,0.0,2015-12-31,2015-01-01,0.0,false,false,"Direktionen anser fortsat, at betingelserne for fravalg af revision vil vÃ¦re opfyldt for 2016.",0.0,false,false,Administrerende DirektÃ¸r,Ingen bistand,urn:ofk:oid:22545013,indberetninger-20180424,2.595548,35528431.0,,2018-03-28T17:01:11.202Z,2016-06-01T03:34:51.879Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-54-ML,2016-06-01T03:34:52.038Z,,,,,,,,
35528431,2013-11-14,2014-12-31,c4,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzM2Lzc5L2Y3L2NmODMtNDZhMC1iZjk5LTAxNjE4OWNkYjA5Yw.xhtml,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzMwL2Y5L2U0L2MwNjEtNGVkMS05MjlkLWUxOTM5MDRlYTk4NQ.pdf,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM2LzE5LzFmLzljYTAtNGZiNi1iOTg5LTYxMGY4ZTJlZGI5Nw.xml,true,Danmark,DK,Kongens Lyngby,2800.0,244.0,Klampenborgvej,Kgs. Lyngby,2800.0,13.0,Fort Alle,2800 Kongens Lyngby,Fort Alle 13,Regnskabsklasse B,2016-05-31,2016-05-31,mail@immobiliare-cph.dk,,35528431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Bonafede,Jan Poul Sissener Bonafede,Jyske Bank,AVERI HOLDING ApS,Jan Bonafede,Gladsaxe,2013-11-14,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,"Direktionen anser fortsat, at betingelserne for fravalg af revision vil vÃ¦re opfyldt for 2016.",,false,false,Administrerende DirektÃ¸r,Ingen bistand,urn:ofk:oid:22545013,indberetninger-20180424,2.595548,35528431.0,,2018-03-28T17:01:11.202Z,2016-06-01T03:34:51.879Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-54-ML,2016-06-01T03:34:52.038Z,,,,,,,,
35528431,2013-11-14,2014-12-31,c6,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzM2Lzc5L2Y3L2NmODMtNDZhMC1iZjk5LTAxNjE4OWNkYjA5Yw.xhtml,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzMwL2Y5L2U0L2MwNjEtNGVkMS05MjlkLWUxOTM5MDRlYTk4NQ.pdf,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM2LzE5LzFmLzljYTAtNGZiNi1iOTg5LTYxMGY4ZTJlZGI5Nw.xml,true,Danmark,DK,Kongens Lyngby,2800.0,244.0,Klampenborgvej,Kgs. Lyngby,2800.0,13.0,Fort Alle,2800 Kongens Lyngby,Fort Alle 13,Regnskabsklasse B,2016-05-31,2016-05-31,mail@immobiliare-cph.dk,,35528431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Bonafede,Jan Poul Sissener Bonafede,Jyske Bank,AVERI HOLDING ApS,Jan Bonafede,Gladsaxe,2013-11-14,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,"Direktionen anser fortsat, at betingelserne for fravalg af revision vil vÃ¦re opfyldt for 2016.",,false,false,Administrerende DirektÃ¸r,Ingen bistand,urn:ofk:oid:22545013,indberetninger-20180424,2.595548,35528431.0,,2018-03-28T17:01:11.202Z,2016-06-01T03:34:51.879Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-54-ML,2016-06-01T03:34:52.038Z,,,,,,,,
35528431,2013-11-14,2014-12-31,c8,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzM2Lzc5L2Y3L2NmODMtNDZhMC1iZjk5LTAxNjE4OWNkYjA5Yw.xhtml,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzMwL2Y5L2U0L2MwNjEtNGVkMS05MjlkLWUxOTM5MDRlYTk4NQ.pdf,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM2LzE5LzFmLzljYTAtNGZiNi1iOTg5LTYxMGY4ZTJlZGI5Nw.xml,true,Danmark,DK,Kongens Lyngby,2800.0,244.0,Klampenborgvej,Kgs. Lyngby,2800.0,13.0,Fort Alle,2800 Kongens Lyngby,Fort Alle 13,Regnskabsklasse B,2016-05-31,2016-05-31,mail@immobiliare-cph.dk,,35528431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Bonafede,Jan Poul Sissener Bonafede,Jyske Bank,AVERI HOLDING ApS,Jan Bonafede,Gladsaxe,2013-11-14,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,"Direktionen anser fortsat, at betingelserne for fravalg af revision vil vÃ¦re opfyldt for 2016.",,false,false,Administrerende DirektÃ¸r,Ingen bistand,urn:ofk:oid:22545013,indberetninger-20180424,2.595548,35528431.0,,2018-03-28T17:01:11.202Z,2016-06-01T03:34:51.879Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-54-ML,2016-06-01T03:34:52.038Z,,,,,,,,
35528431,2014-12-31,2014-12-31,c10,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzM2Lzc5L2Y3L2NmODMtNDZhMC1iZjk5LTAxNjE4OWNkYjA5Yw.xhtml,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzMwL2Y5L2U0L2MwNjEtNGVkMS05MjlkLWUxOTM5MDRlYTk4NQ.pdf,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM2LzE5LzFmLzljYTAtNGZiNi1iOTg5LTYxMGY4ZTJlZGI5Nw.xml,true,Danmark,DK,Kongens Lyngby,2800.0,244.0,Klampenborgvej,Kgs. Lyngby,2800.0,13.0,Fort Alle,2800 Kongens Lyngby,Fort Alle 13,Regnskabsklasse B,2016-05-31,2016-05-31,mail@immobiliare-cph.dk,,35528431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Bonafede,Jan Poul Sissener Bonafede,Jyske Bank,AVERI HOLDING ApS,Jan Bonafede,Gladsaxe,2013-11-14,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,"Direktionen anser fortsat, at betingelserne for fravalg af revision vil vÃ¦re opfyldt for 2016.",,false,false,Administrerende DirektÃ¸r,Ingen bistand,urn:ofk:oid:22545013,indberetninger-20180424,2.595548,35528431.0,,2018-03-28T17:01:11.202Z,2016-06-01T03:34:51.879Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-54-ML,2016-06-01T03:34:52.038Z,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,80000.0,0.0
35528431,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzM2Lzc5L2Y3L2NmODMtNDZhMC1iZjk5LTAxNjE4OWNkYjA5Yw.xhtml,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzMwL2Y5L2U0L2MwNjEtNGVkMS05MjlkLWUxOTM5MDRlYTk4NQ.pdf,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM2LzE5LzFmLzljYTAtNGZiNi1iOTg5LTYxMGY4ZTJlZGI5Nw.xml,true,Danmark,DK,Kongens Lyngby,2800.0,244.0,Klampenborgvej,Kgs. Lyngby,2800.0,13.0,Fort Alle,2800 Kongens Lyngby,Fort Alle 13,Regnskabsklasse B,2016-05-31,2016-05-31,mail@immobiliare-cph.dk,0.0,35528431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Bonafede,Jan Poul Sissener Bonafede,Jyske Bank,AVERI HOLDING ApS,Jan Bonafede,Gladsaxe,2013-11-14,2014-12-31,0.0,0.0,0.0,2015-12-31,2015-01-01,0.0,false,false,"Direktionen anser fortsat, at betingelserne for fravalg af revision vil vÃ¦re opfyldt for 2016.",0.0,false,false,Administrerende DirektÃ¸r,Ingen bistand,urn:ofk:oid:22545013,indberetninger-20180424,2.595548,35528431.0,,2018-03-28T17:01:11.202Z,2016-06-01T03:34:51.879Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-54-ML,2016-06-01T03:34:52.038Z,,,,,,,,
35528431,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzM2Lzc5L2Y3L2NmODMtNDZhMC1iZjk5LTAxNjE4OWNkYjA5Yw.xhtml,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzMwL2Y5L2U0L2MwNjEtNGVkMS05MjlkLWUxOTM5MDRlYTk4NQ.pdf,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM2LzE5LzFmLzljYTAtNGZiNi1iOTg5LTYxMGY4ZTJlZGI5Nw.xml,true,Danmark,DK,Kongens Lyngby,2800.0,244.0,Klampenborgvej,Kgs. Lyngby,2800.0,13.0,Fort Alle,2800 Kongens Lyngby,Fort Alle 13,Regnskabsklasse B,2016-05-31,2016-05-31,mail@immobiliare-cph.dk,,35528431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Bonafede,Jan Poul Sissener Bonafede,Jyske Bank,AVERI HOLDING ApS,Jan Bonafede,Gladsaxe,2013-11-14,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,"Direktionen anser fortsat, at betingelserne for fravalg af revision vil vÃ¦re opfyldt for 2016.",,false,false,Administrerende DirektÃ¸r,Ingen bistand,urn:ofk:oid:22545013,indberetninger-20180424,2.595548,35528431.0,,2018-03-28T17:01:11.202Z,2016-06-01T03:34:51.879Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-54-ML,2016-06-01T03:34:52.038Z,,,,,,,,
35528431,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzM2Lzc5L2Y3L2NmODMtNDZhMC1iZjk5LTAxNjE4OWNkYjA5Yw.xhtml,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzMwL2Y5L2U0L2MwNjEtNGVkMS05MjlkLWUxOTM5MDRlYTk4NQ.pdf,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM2LzE5LzFmLzljYTAtNGZiNi1iOTg5LTYxMGY4ZTJlZGI5Nw.xml,true,Danmark,DK,Kongens Lyngby,2800.0,244.0,Klampenborgvej,Kgs. Lyngby,2800.0,13.0,Fort Alle,2800 Kongens Lyngby,Fort Alle 13,Regnskabsklasse B,2016-05-31,2016-05-31,mail@immobiliare-cph.dk,,35528431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Bonafede,Jan Poul Sissener Bonafede,Jyske Bank,AVERI HOLDING ApS,Jan Bonafede,Gladsaxe,2013-11-14,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,"Direktionen anser fortsat, at betingelserne for fravalg af revision vil vÃ¦re opfyldt for 2016.",,false,false,Administrerende DirektÃ¸r,Ingen bistand,urn:ofk:oid:22545013,indberetninger-20180424,2.595548,35528431.0,,2018-03-28T17:01:11.202Z,2016-06-01T03:34:51.879Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-54-ML,2016-06-01T03:34:52.038Z,,,,,,,,
35528431,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzM2Lzc5L2Y3L2NmODMtNDZhMC1iZjk5LTAxNjE4OWNkYjA5Yw.xhtml,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzMwL2Y5L2U0L2MwNjEtNGVkMS05MjlkLWUxOTM5MDRlYTk4NQ.pdf,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM2LzE5LzFmLzljYTAtNGZiNi1iOTg5LTYxMGY4ZTJlZGI5Nw.xml,true,Danmark,DK,Kongens Lyngby,2800.0,244.0,Klampenborgvej,Kgs. Lyngby,2800.0,13.0,Fort Alle,2800 Kongens Lyngby,Fort Alle 13,Regnskabsklasse B,2016-05-31,2016-05-31,mail@immobiliare-cph.dk,,35528431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Bonafede,Jan Poul Sissener Bonafede,Jyske Bank,AVERI HOLDING ApS,Jan Bonafede,Gladsaxe,2013-11-14,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,"Direktionen anser fortsat, at betingelserne for fravalg af revision vil vÃ¦re opfyldt for 2016.",,false,false,Administrerende DirektÃ¸r,Ingen bistand,urn:ofk:oid:22545013,indberetninger-20180424,2.595548,35528431.0,,2018-03-28T17:01:11.202Z,2016-06-01T03:34:51.879Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-54-ML,2016-06-01T03:34:52.038Z,,,,,,,,
35528431,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzM2Lzc5L2Y3L2NmODMtNDZhMC1iZjk5LTAxNjE4OWNkYjA5Yw.xhtml,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzMwL2Y5L2U0L2MwNjEtNGVkMS05MjlkLWUxOTM5MDRlYTk4NQ.pdf,http://regnskaber.virk.dk/13482553/ZG9rdW1lbnRsYWdlcjovLzAzL2M0LzM2LzE5LzFmLzljYTAtNGZiNi1iOTg5LTYxMGY4ZTJlZGI5Nw.xml,true,Danmark,DK,Kongens Lyngby,2800.0,244.0,Klampenborgvej,Kgs. Lyngby,2800.0,13.0,Fort Alle,2800 Kongens Lyngby,Fort Alle 13,Regnskabsklasse B,2016-05-31,2016-05-31,mail@immobiliare-cph.dk,,35528431.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Bonafede,Jan Poul Sissener Bonafede,Jyske Bank,AVERI HOLDING ApS,Jan Bonafede,Gladsaxe,2013-11-14,2014-12-31,0.0,,,2015-12-31,2015-01-01,,false,false,"Direktionen anser fortsat, at betingelserne for fravalg af revision vil vÃ¦re opfyldt for 2016.",,false,false,Administrerende DirektÃ¸r,Ingen bistand,urn:ofk:oid:22545013,indberetninger-20180424,2.595548,35528431.0,,2018-03-28T17:01:11.202Z,2016-06-01T03:34:51.879Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-54-ML,2016-06-01T03:34:52.038Z,,,,,,,,
