entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions
30562860,2015-10-01,2016-09-30,c2,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzMzLzYxLzM4L2VhMmUtNDRiZi05MzAzLTgxZGU5ZWI2ZTQ0ZQ.xhtml,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzMwLzYyLzIyLzRjMmMtNGYxNS05MTBiLTMzMmI0MmRjMzUyZA.pdf,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2E5Lzk1LzAxLzliODQtNGRlOS1iODM0LWNmZTBjNzdhYWY1MQ.xml,true,Roskilde,4000.0,27.0,EgernvÃ¦nget,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-02-25,2018-02-26,0.0,30562860.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mie Blomgren Lauritzen,Mie Blomgren Lauritzen,BLOMGREN-LAURITZEN HOLDING ApS,Jesper Toftgaard-Hansen,Roskilde,2015-10-01,2016-09-30,0.0,0.0,0.0,2017-09-30,2016-10-01,0.0,false,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for 2017/18 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",0.0,false,false,Ingen bistand,urn:ofk:oid:25104183,indberetninger-20180424,2.5955422,30562860.0,,2018-04-04T00:41:14.955Z,2018-02-27T23:53:45.967Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-27-KQ,2018-02-27T23:53:46.153Z,,,,,,,,,,,,,
30562860,2015-10-01,2016-09-30,c4,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzMzLzYxLzM4L2VhMmUtNDRiZi05MzAzLTgxZGU5ZWI2ZTQ0ZQ.xhtml,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzMwLzYyLzIyLzRjMmMtNGYxNS05MTBiLTMzMmI0MmRjMzUyZA.pdf,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2E5Lzk1LzAxLzliODQtNGRlOS1iODM0LWNmZTBjNzdhYWY1MQ.xml,true,Roskilde,4000.0,27.0,EgernvÃ¦nget,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-02-25,2018-02-26,,30562860.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mie Blomgren Lauritzen,Mie Blomgren Lauritzen,BLOMGREN-LAURITZEN HOLDING ApS,Jesper Toftgaard-Hansen,Roskilde,2015-10-01,2016-09-30,0.0,,,2017-09-30,2016-10-01,,false,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for 2017/18 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:25104183,indberetninger-20180424,2.5955422,30562860.0,,2018-04-04T00:41:14.955Z,2018-02-27T23:53:45.967Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-27-KQ,2018-02-27T23:53:46.153Z,,,,,,,,,,,,,
30562860,2016-09-30,2016-09-30,c6,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzMzLzYxLzM4L2VhMmUtNDRiZi05MzAzLTgxZGU5ZWI2ZTQ0ZQ.xhtml,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzMwLzYyLzIyLzRjMmMtNGYxNS05MTBiLTMzMmI0MmRjMzUyZA.pdf,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2E5Lzk1LzAxLzliODQtNGRlOS1iODM0LWNmZTBjNzdhYWY1MQ.xml,true,Roskilde,4000.0,27.0,EgernvÃ¦nget,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-02-25,2018-02-26,,30562860.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mie Blomgren Lauritzen,Mie Blomgren Lauritzen,BLOMGREN-LAURITZEN HOLDING ApS,Jesper Toftgaard-Hansen,Roskilde,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,,false,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for 2017/18 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:25104183,indberetninger-20180424,2.5955422,30562860.0,,2018-04-04T00:41:14.955Z,2018-02-27T23:53:45.967Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-27-KQ,2018-02-27T23:53:46.153Z,0.0,125000.0,-30113.0,0.0,30113.0,0.0,0.0,26113.0,26113.0,0.0,4000.0,-155113.0,4000.0
30562860,2016-10-01,2016-10-01,c7,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzMzLzYxLzM4L2VhMmUtNDRiZi05MzAzLTgxZGU5ZWI2ZTQ0ZQ.xhtml,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzMwLzYyLzIyLzRjMmMtNGYxNS05MTBiLTMzMmI0MmRjMzUyZA.pdf,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2E5Lzk1LzAxLzliODQtNGRlOS1iODM0LWNmZTBjNzdhYWY1MQ.xml,true,Roskilde,4000.0,27.0,EgernvÃ¦nget,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-02-25,2018-02-26,,30562860.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mie Blomgren Lauritzen,Mie Blomgren Lauritzen,BLOMGREN-LAURITZEN HOLDING ApS,Jesper Toftgaard-Hansen,Roskilde,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,,false,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for 2017/18 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:25104183,indberetninger-20180424,2.5955422,30562860.0,,2018-04-04T00:41:14.955Z,2018-02-27T23:53:45.967Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-27-KQ,2018-02-27T23:53:46.153Z,,,125000.0,,,,,,,,,,
30562860,2016-10-01,2016-10-01,c8,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzMzLzYxLzM4L2VhMmUtNDRiZi05MzAzLTgxZGU5ZWI2ZTQ0ZQ.xhtml,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzMwLzYyLzIyLzRjMmMtNGYxNS05MTBiLTMzMmI0MmRjMzUyZA.pdf,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2E5Lzk1LzAxLzliODQtNGRlOS1iODM0LWNmZTBjNzdhYWY1MQ.xml,true,Roskilde,4000.0,27.0,EgernvÃ¦nget,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-02-25,2018-02-26,,30562860.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mie Blomgren Lauritzen,Mie Blomgren Lauritzen,BLOMGREN-LAURITZEN HOLDING ApS,Jesper Toftgaard-Hansen,Roskilde,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,,false,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for 2017/18 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:25104183,indberetninger-20180424,2.5955422,30562860.0,,2018-04-04T00:41:14.955Z,2018-02-27T23:53:45.967Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-27-KQ,2018-02-27T23:53:46.153Z,,,-155113.0,,,,,,,,,,
30562860,2016-10-01,2016-10-01,c9,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzMzLzYxLzM4L2VhMmUtNDRiZi05MzAzLTgxZGU5ZWI2ZTQ0ZQ.xhtml,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzMwLzYyLzIyLzRjMmMtNGYxNS05MTBiLTMzMmI0MmRjMzUyZA.pdf,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2E5Lzk1LzAxLzliODQtNGRlOS1iODM0LWNmZTBjNzdhYWY1MQ.xml,true,Roskilde,4000.0,27.0,EgernvÃ¦nget,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-02-25,2018-02-26,,30562860.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mie Blomgren Lauritzen,Mie Blomgren Lauritzen,BLOMGREN-LAURITZEN HOLDING ApS,Jesper Toftgaard-Hansen,Roskilde,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,,false,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for 2017/18 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:25104183,indberetninger-20180424,2.5955422,30562860.0,,2018-04-04T00:41:14.955Z,2018-02-27T23:53:45.967Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-27-KQ,2018-02-27T23:53:46.153Z,,,-30113.0,,,,,,,,,,
30562860,2016-10-01,2017-09-30,c0,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzMzLzYxLzM4L2VhMmUtNDRiZi05MzAzLTgxZGU5ZWI2ZTQ0ZQ.xhtml,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzMwLzYyLzIyLzRjMmMtNGYxNS05MTBiLTMzMmI0MmRjMzUyZA.pdf,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2E5Lzk1LzAxLzliODQtNGRlOS1iODM0LWNmZTBjNzdhYWY1MQ.xml,true,Roskilde,4000.0,27.0,EgernvÃ¦nget,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-02-25,2018-02-26,0.0,30562860.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mie Blomgren Lauritzen,Mie Blomgren Lauritzen,BLOMGREN-LAURITZEN HOLDING ApS,Jesper Toftgaard-Hansen,Roskilde,2015-10-01,2016-09-30,0.0,0.0,0.0,2017-09-30,2016-10-01,0.0,false,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for 2017/18 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",0.0,false,false,Ingen bistand,urn:ofk:oid:25104183,indberetninger-20180424,2.5955422,30562860.0,,2018-04-04T00:41:14.955Z,2018-02-27T23:53:45.967Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-27-KQ,2018-02-27T23:53:46.153Z,,,,,,,,,,,,,
30562860,2016-10-01,2017-09-30,c1,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzMzLzYxLzM4L2VhMmUtNDRiZi05MzAzLTgxZGU5ZWI2ZTQ0ZQ.xhtml,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzMwLzYyLzIyLzRjMmMtNGYxNS05MTBiLTMzMmI0MmRjMzUyZA.pdf,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2E5Lzk1LzAxLzliODQtNGRlOS1iODM0LWNmZTBjNzdhYWY1MQ.xml,true,Roskilde,4000.0,27.0,EgernvÃ¦nget,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-02-25,2018-02-26,,30562860.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mie Blomgren Lauritzen,Mie Blomgren Lauritzen,BLOMGREN-LAURITZEN HOLDING ApS,Jesper Toftgaard-Hansen,Roskilde,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,,false,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for 2017/18 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:25104183,indberetninger-20180424,2.5955422,30562860.0,,2018-04-04T00:41:14.955Z,2018-02-27T23:53:45.967Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-27-KQ,2018-02-27T23:53:46.153Z,,,,,,,,,,,,,
30562860,2016-10-01,2017-09-30,c10,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzMzLzYxLzM4L2VhMmUtNDRiZi05MzAzLTgxZGU5ZWI2ZTQ0ZQ.xhtml,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzMwLzYyLzIyLzRjMmMtNGYxNS05MTBiLTMzMmI0MmRjMzUyZA.pdf,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2E5Lzk1LzAxLzliODQtNGRlOS1iODM0LWNmZTBjNzdhYWY1MQ.xml,true,Roskilde,4000.0,27.0,EgernvÃ¦nget,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-02-25,2018-02-26,,30562860.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mie Blomgren Lauritzen,Mie Blomgren Lauritzen,BLOMGREN-LAURITZEN HOLDING ApS,Jesper Toftgaard-Hansen,Roskilde,2015-10-01,2016-09-30,0.0,,,2017-09-30,2016-10-01,,false,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for 2017/18 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:25104183,indberetninger-20180424,2.5955422,30562860.0,,2018-04-04T00:41:14.955Z,2018-02-27T23:53:45.967Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-27-KQ,2018-02-27T23:53:46.153Z,,,,,,,,,,,,,
30562860,2016-10-01,2017-09-30,c3,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzMzLzYxLzM4L2VhMmUtNDRiZi05MzAzLTgxZGU5ZWI2ZTQ0ZQ.xhtml,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzMwLzYyLzIyLzRjMmMtNGYxNS05MTBiLTMzMmI0MmRjMzUyZA.pdf,http://regnskaber.virk.dk/06826503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4L2E5Lzk1LzAxLzliODQtNGRlOS1iODM0LWNmZTBjNzdhYWY1MQ.xml,true,Roskilde,4000.0,27.0,EgernvÃ¦nget,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2018-02-25,2018-02-26,,30562860.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mie Blomgren Lauritzen,Mie Blomgren Lauritzen,BLOMGREN-LAURITZEN HOLDING ApS,Jesper Toftgaard-Hansen,Roskilde,2015-10-01,2016-09-30,0.0,,,2017-09-30,2016-10-01,,false,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for 2017/18 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:25104183,indberetninger-20180424,2.5955422,30562860.0,,2018-04-04T00:41:14.955Z,2018-02-27T23:53:45.967Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AE-27-KQ,2018-02-27T23:53:46.153Z,,,,,,,,,,,,,
