entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LandAndBuildings,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
32146821,2016-10-01,2017-09-30,ID_6,,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzFhLzkzLzFjLzg3NmItNGRmMy1iNzRlLThiZTE2ZDc2ZTI0NQ.pdf,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVkL2RjLzM1Lzc3MmYtNGY0YS05OTU3LTExNjUzMDUyOWZmMA.xml,true,"Odense C, 5000",Lottrups GÃ¥rd 9,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-14,2019-03-14,2009-05-05,2019-03-14,32146821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CDMS INVEST ApS.,Ãrsrapport,Busra Anik,CDMS INVEST ApS,4Audit,Ikast,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26842871,indberetninger-20180424,2.5097403999999996,32146821.0,AWmQxLFARYGX6_YTF-8u,2019-03-18T12:27:36.827Z,2019-03-18T12:26:42.543Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-95-WK,2019-03-18T12:26:42.662Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32146821,2016-10-01,2017-09-30,ID_7,,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzFhLzkzLzFjLzg3NmItNGRmMy1iNzRlLThiZTE2ZDc2ZTI0NQ.pdf,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVkL2RjLzM1Lzc3MmYtNGY0YS05OTU3LTExNjUzMDUyOWZmMA.xml,true,"Odense C, 5000",Lottrups GÃ¥rd 9,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-14,2019-03-14,2009-05-05,2019-03-14,32146821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CDMS INVEST ApS.,Ãrsrapport,Busra Anik,CDMS INVEST ApS,4Audit,Ikast,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26842871,indberetninger-20180424,2.5097403999999996,32146821.0,AWmQxLFARYGX6_YTF-8u,2019-03-18T12:27:36.827Z,2019-03-18T12:26:42.543Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-95-WK,2019-03-18T12:26:42.662Z,88765.0,1500169.0,316503.0,59464.0,-1391357.0,-1331895.0,-1272431.0,59462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32146821,2016-10-01,2017-09-30,ID_9,,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzFhLzkzLzFjLzg3NmItNGRmMy1iNzRlLThiZTE2ZDc2ZTI0NQ.pdf,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVkL2RjLzM1Lzc3MmYtNGY0YS05OTU3LTExNjUzMDUyOWZmMA.xml,true,"Odense C, 5000",Lottrups GÃ¥rd 9,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-14,2019-03-14,2009-05-05,2019-03-14,32146821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CDMS INVEST ApS.,Ãrsrapport,Busra Anik,CDMS INVEST ApS,4Audit,Ikast,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26842871,indberetninger-20180424,2.5097403999999996,32146821.0,AWmQxLFARYGX6_YTF-8u,2019-03-18T12:27:36.827Z,2019-03-18T12:26:42.543Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-95-WK,2019-03-18T12:26:42.662Z,,,,,-1391357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32146821,2017-09-30,2017-09-30,ID_4,,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzFhLzkzLzFjLzg3NmItNGRmMy1iNzRlLThiZTE2ZDc2ZTI0NQ.pdf,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVkL2RjLzM1Lzc3MmYtNGY0YS05OTU3LTExNjUzMDUyOWZmMA.xml,true,"Odense C, 5000",Lottrups GÃ¥rd 9,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-14,2019-03-14,2009-05-05,2019-03-14,32146821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CDMS INVEST ApS.,Ãrsrapport,Busra Anik,CDMS INVEST ApS,4Audit,Ikast,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26842871,indberetninger-20180424,2.5097403999999996,32146821.0,AWmQxLFARYGX6_YTF-8u,2019-03-18T12:27:36.827Z,2019-03-18T12:26:42.543Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-95-WK,2019-03-18T12:26:42.662Z,,,,,,,,,12297591.0,25234.0,125000.0,8047451.0,10372602.0,317900.0,4003400.0,157544.0,12297591.0,1924989.0,317900.0,4250140.0,125000.0,84423.0,663768.0,89196.0,4250140.0,10247602.0,1194225.0,125000.0,1924989.0,639258.0,7579317.0,6627261.0,288288.0,7083.0,
32146821,2017-10-01,2018-09-30,ID_0,,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzFhLzkzLzFjLzg3NmItNGRmMy1iNzRlLThiZTE2ZDc2ZTI0NQ.pdf,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVkL2RjLzM1Lzc3MmYtNGY0YS05OTU3LTExNjUzMDUyOWZmMA.xml,true,"Odense C, 5000",Lottrups GÃ¥rd 9,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-14,2019-03-14,2009-05-05,2019-03-14,32146821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CDMS INVEST ApS.,Ãrsrapport,Busra Anik,CDMS INVEST ApS,4Audit,Ikast,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26842871,indberetninger-20180424,2.5097403999999996,32146821.0,AWmQxLFARYGX6_YTF-8u,2019-03-18T12:27:36.827Z,2019-03-18T12:26:42.543Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-95-WK,2019-03-18T12:26:42.662Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Busra Anik
32146821,2017-10-01,2018-09-30,ID_1,,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzFhLzkzLzFjLzg3NmItNGRmMy1iNzRlLThiZTE2ZDc2ZTI0NQ.pdf,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVkL2RjLzM1Lzc3MmYtNGY0YS05OTU3LTExNjUzMDUyOWZmMA.xml,true,"Odense C, 5000",Lottrups GÃ¥rd 9,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-14,2019-03-14,2009-05-05,2019-03-14,32146821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CDMS INVEST ApS.,Ãrsrapport,Busra Anik,CDMS INVEST ApS,4Audit,Ikast,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26842871,indberetninger-20180424,2.5097403999999996,32146821.0,AWmQxLFARYGX6_YTF-8u,2019-03-18T12:27:36.827Z,2019-03-18T12:26:42.543Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-95-WK,2019-03-18T12:26:42.662Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32146821,2017-10-01,2018-09-30,ID_2,,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzFhLzkzLzFjLzg3NmItNGRmMy1iNzRlLThiZTE2ZDc2ZTI0NQ.pdf,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVkL2RjLzM1Lzc3MmYtNGY0YS05OTU3LTExNjUzMDUyOWZmMA.xml,true,"Odense C, 5000",Lottrups GÃ¥rd 9,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-14,2019-03-14,2009-05-05,2019-03-14,32146821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CDMS INVEST ApS.,Ãrsrapport,Busra Anik,CDMS INVEST ApS,4Audit,Ikast,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26842871,indberetninger-20180424,2.5097403999999996,32146821.0,AWmQxLFARYGX6_YTF-8u,2019-03-18T12:27:36.827Z,2019-03-18T12:26:42.543Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-95-WK,2019-03-18T12:26:42.662Z,51226.0,854972.0,556610.0,55961.0,-405549.0,-405549.0,-349588.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32146821,2017-10-01,2018-09-30,ID_5,,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzFhLzkzLzFjLzg3NmItNGRmMy1iNzRlLThiZTE2ZDc2ZTI0NQ.pdf,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVkL2RjLzM1Lzc3MmYtNGY0YS05OTU3LTExNjUzMDUyOWZmMA.xml,true,"Odense C, 5000",Lottrups GÃ¥rd 9,2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-14,2019-03-14,2009-05-05,2019-03-14,32146821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CDMS INVEST ApS.,Ãrsrapport,Busra Anik,CDMS INVEST ApS,4Audit,Ikast,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26842871,indberetninger-20180424,2.5097403999999996,32146821.0,AWmQxLFARYGX6_YTF-8u,2019-03-18T12:27:36.827Z,2019-03-18T12:26:42.543Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-95-WK,2019-03-18T12:26:42.662Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32146821,2017-10-01,2018-09-30,ID_8,,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzFhLzkzLzFjLzg3NmItNGRmMy1iNzRlLThiZTE2ZDc2ZTI0NQ.pdf,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVkL2RjLzM1Lzc3MmYtNGY0YS05OTU3LTExNjUzMDUyOWZmMA.xml,true,"Odense C, 5000",Lottrups GÃ¥rd 9,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-14,2019-03-14,2009-05-05,2019-03-14,32146821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CDMS INVEST ApS.,Ãrsrapport,Busra Anik,CDMS INVEST ApS,4Audit,Ikast,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26842871,indberetninger-20180424,2.5097403999999996,32146821.0,AWmQxLFARYGX6_YTF-8u,2019-03-18T12:27:36.827Z,2019-03-18T12:26:42.543Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-95-WK,2019-03-18T12:26:42.662Z,,,,,-405549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32146821,2018-09-30,2018-09-30,ID_3,,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzljLzFhLzkzLzFjLzg3NmItNGRmMy1iNzRlLThiZTE2ZDc2ZTI0NQ.pdf,http://regnskaber.virk.dk/12864123/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzVkL2RjLzM1Lzc3MmYtNGY0YS05OTU3LTExNjUzMDUyOWZmMA.xml,true,"Odense C, 5000",Lottrups GÃ¥rd 9,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-14,2019-03-14,2009-05-05,2019-03-14,32146821.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for CDMS INVEST ApS.,Ãrsrapport,Busra Anik,CDMS INVEST ApS,4Audit,Ikast,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:26842871,indberetninger-20180424,2.5097403999999996,32146821.0,AWmQxLFARYGX6_YTF-8u,2019-03-18T12:27:36.827Z,2019-03-18T12:26:42.543Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AS-95-WK,2019-03-18T12:26:42.662Z,,,,,,,,,11974464.0,25234.0,125000.0,7775550.0,9967053.0,317900.0,4003400.0,147361.0,11974464.0,2007411.0,317900.0,4198914.0,125000.0,32378.0,680368.0,48153.0,4198914.0,9842053.0,1155045.0,125000.0,2007411.0,815410.0,7307416.0,6597048.0,30000.0,4578.0,
