entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
30282922,2013-01-01,2013-12-31,c6,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzJhLzY5L2ZmLzI0NWYtNGIwZC1hZjE1LTUzZTUzNDVkMDNlOQ.xhtml,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2I1L2ExL2MyMTQtNGI0MC05MTAxLTc0NjMwNzViOTE4OQ.pdf,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzA2L2FmL2E0L2RjYzAtNGY1Mi05NWU1LTNjYTY5MjI1NDNhYQ.xml,VanlÃ¸se,2720.0,1.0,SkjulhÃ¸j AllÃ©,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Sportspubben VanlÃ¸se ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-01,2015-05-01,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktiviteter bestÃ¥r af at drive vÃ¦rtshus og diskoteksvirksomhed og hermed forbundne ydelser.</p>",316148.0,-100365.0,223731.0,30282922.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Torben Rylander,Revisionsfirmaet Revico ApS,SPORTSPUBBEN VANLÃSE ApS,Poul Mahrt,7948.0,Frederiksberg,2013-01-01,2013-12-31,-100365.0,-100365.0,-92417.0,2014-12-31,2014-01-01,2015-05-01,Frederiksberg,38718271.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5499474,indberetninger-20180424,2.595548,30282922.0,,2018-03-30T17:35:24.218Z,2015-06-11T01:27:20.352Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-51-TV,2015-06-11T01:27:20.410Z,,,,,,,,,,,,,,,,,,,,,,
30282922,2013-01-01,2013-12-31,c8,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzJhLzY5L2ZmLzI0NWYtNGIwZC1hZjE1LTUzZTUzNDVkMDNlOQ.xhtml,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2I1L2ExL2MyMTQtNGI0MC05MTAxLTc0NjMwNzViOTE4OQ.pdf,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzA2L2FmL2E0L2RjYzAtNGY1Mi05NWU1LTNjYTY5MjI1NDNhYQ.xml,VanlÃ¸se,2720.0,1.0,SkjulhÃ¸j AllÃ©,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Sportspubben VanlÃ¸se ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-01,2015-05-01,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktiviteter bestÃ¥r af at drive vÃ¦rtshus og diskoteksvirksomhed og hermed forbundne ydelser.</p>",,,,30282922.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Torben Rylander,Revisionsfirmaet Revico ApS,SPORTSPUBBEN VANLÃSE ApS,Poul Mahrt,,Frederiksberg,2013-01-01,2013-12-31,-100365.0,,,2014-12-31,2014-01-01,2015-05-01,Frederiksberg,38718271.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5499474,indberetninger-20180424,2.595548,30282922.0,,2018-03-30T17:35:24.218Z,2015-06-11T01:27:20.352Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-51-TV,2015-06-11T01:27:20.410Z,,,,,,,,,,,,,,,,,,,,,,
30282922,2013-12-31,2013-12-31,c10,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzJhLzY5L2ZmLzI0NWYtNGIwZC1hZjE1LTUzZTUzNDVkMDNlOQ.xhtml,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2I1L2ExL2MyMTQtNGI0MC05MTAxLTc0NjMwNzViOTE4OQ.pdf,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzA2L2FmL2E0L2RjYzAtNGY1Mi05NWU1LTNjYTY5MjI1NDNhYQ.xml,VanlÃ¸se,2720.0,1.0,SkjulhÃ¸j AllÃ©,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Sportspubben VanlÃ¸se ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-01,2015-05-01,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktiviteter bestÃ¥r af at drive vÃ¦rtshus og diskoteksvirksomhed og hermed forbundne ydelser.</p>",,,,30282922.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Torben Rylander,Revisionsfirmaet Revico ApS,SPORTSPUBBEN VANLÃSE ApS,Poul Mahrt,,Frederiksberg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-01,Frederiksberg,38718271.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5499474,indberetninger-20180424,2.595548,30282922.0,,2018-03-30T17:35:24.218Z,2015-06-11T01:27:20.352Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-51-TV,2015-06-11T01:27:20.410Z,239707.0,0.0,128000.0,225307.0,-425835.0,18903.0,239707.0,665542.0,14400.0,14400.0,14400.0,542889.0,39786.0,18903.0,-553835.0,92890.0,665542.0,206404.0,153363.0,29763.0,13255.0,
30282922,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzJhLzY5L2ZmLzI0NWYtNGIwZC1hZjE1LTUzZTUzNDVkMDNlOQ.xhtml,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2I1L2ExL2MyMTQtNGI0MC05MTAxLTc0NjMwNzViOTE4OQ.pdf,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzA2L2FmL2E0L2RjYzAtNGY1Mi05NWU1LTNjYTY5MjI1NDNhYQ.xml,VanlÃ¸se,2720.0,1.0,SkjulhÃ¸j AllÃ©,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Sportspubben VanlÃ¸se ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-01,2015-05-01,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktiviteter bestÃ¥r af at drive vÃ¦rtshus og diskoteksvirksomhed og hermed forbundne ydelser.</p>",378931.0,-131894.0,259666.0,30282922.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Torben Rylander,Revisionsfirmaet Revico ApS,SPORTSPUBBEN VANLÃSE ApS,Poul Mahrt,12629.0,Frederiksberg,2013-01-01,2013-12-31,-131894.0,-131894.0,-119265.0,2014-12-31,2014-01-01,2015-05-01,Frederiksberg,38718271.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5499474,indberetninger-20180424,2.595548,30282922.0,,2018-03-30T17:35:24.218Z,2015-06-11T01:27:20.352Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-51-TV,2015-06-11T01:27:20.410Z,,,,,,,,,,,,,,,,,,,,,,
30282922,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzJhLzY5L2ZmLzI0NWYtNGIwZC1hZjE1LTUzZTUzNDVkMDNlOQ.xhtml,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2I1L2ExL2MyMTQtNGI0MC05MTAxLTc0NjMwNzViOTE4OQ.pdf,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzA2L2FmL2E0L2RjYzAtNGY1Mi05NWU1LTNjYTY5MjI1NDNhYQ.xml,VanlÃ¸se,2720.0,1.0,SkjulhÃ¸j AllÃ©,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Sportspubben VanlÃ¸se ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-01,2015-05-01,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktiviteter bestÃ¥r af at drive vÃ¦rtshus og diskoteksvirksomhed og hermed forbundne ydelser.</p>",,,,30282922.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Torben Rylander,Revisionsfirmaet Revico ApS,SPORTSPUBBEN VANLÃSE ApS,Poul Mahrt,,Frederiksberg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-01,Frederiksberg,38718271.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5499474,indberetninger-20180424,2.595548,30282922.0,,2018-03-30T17:35:24.218Z,2015-06-11T01:27:20.352Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-51-TV,2015-06-11T01:27:20.410Z,,,,,,,,,,,,,,,,,,,,,,Lars Christian JilsÃ¸
30282922,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzJhLzY5L2ZmLzI0NWYtNGIwZC1hZjE1LTUzZTUzNDVkMDNlOQ.xhtml,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2I1L2ExL2MyMTQtNGI0MC05MTAxLTc0NjMwNzViOTE4OQ.pdf,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzA2L2FmL2E0L2RjYzAtNGY1Mi05NWU1LTNjYTY5MjI1NDNhYQ.xml,VanlÃ¸se,2720.0,1.0,SkjulhÃ¸j AllÃ©,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Sportspubben VanlÃ¸se ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-01,2015-05-01,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktiviteter bestÃ¥r af at drive vÃ¦rtshus og diskoteksvirksomhed og hermed forbundne ydelser.</p>",,,,30282922.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Torben Rylander,Revisionsfirmaet Revico ApS,SPORTSPUBBEN VANLÃSE ApS,Poul Mahrt,,Frederiksberg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-01,Frederiksberg,38718271.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5499474,indberetninger-20180424,2.595548,30282922.0,,2018-03-30T17:35:24.218Z,2015-06-11T01:27:20.352Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-51-TV,2015-06-11T01:27:20.410Z,,,,,,,,,,,,,,,,,,,,,,Torben Rylander
30282922,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzJhLzY5L2ZmLzI0NWYtNGIwZC1hZjE1LTUzZTUzNDVkMDNlOQ.xhtml,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2I1L2ExL2MyMTQtNGI0MC05MTAxLTc0NjMwNzViOTE4OQ.pdf,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzA2L2FmL2E0L2RjYzAtNGY1Mi05NWU1LTNjYTY5MjI1NDNhYQ.xml,VanlÃ¸se,2720.0,1.0,SkjulhÃ¸j AllÃ©,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Sportspubben VanlÃ¸se ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-01,2015-05-01,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktiviteter bestÃ¥r af at drive vÃ¦rtshus og diskoteksvirksomhed og hermed forbundne ydelser.</p>",,,,30282922.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Torben Rylander,Revisionsfirmaet Revico ApS,SPORTSPUBBEN VANLÃSE ApS,Poul Mahrt,,Frederiksberg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-01,Frederiksberg,38718271.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5499474,indberetninger-20180424,2.595548,30282922.0,,2018-03-30T17:35:24.218Z,2015-06-11T01:27:20.352Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-51-TV,2015-06-11T01:27:20.410Z,,,,,,,,,,,,,,,,,,,,,,Michael Andre Friedstrup Olsen
30282922,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzJhLzY5L2ZmLzI0NWYtNGIwZC1hZjE1LTUzZTUzNDVkMDNlOQ.xhtml,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2I1L2ExL2MyMTQtNGI0MC05MTAxLTc0NjMwNzViOTE4OQ.pdf,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzA2L2FmL2E0L2RjYzAtNGY1Mi05NWU1LTNjYTY5MjI1NDNhYQ.xml,VanlÃ¸se,2720.0,1.0,SkjulhÃ¸j AllÃ©,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Sportspubben VanlÃ¸se ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-01,2015-05-01,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktiviteter bestÃ¥r af at drive vÃ¦rtshus og diskoteksvirksomhed og hermed forbundne ydelser.</p>",,,,30282922.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Torben Rylander,Revisionsfirmaet Revico ApS,SPORTSPUBBEN VANLÃSE ApS,Poul Mahrt,,Frederiksberg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-01,Frederiksberg,38718271.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5499474,indberetninger-20180424,2.595548,30282922.0,,2018-03-30T17:35:24.218Z,2015-06-11T01:27:20.352Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-51-TV,2015-06-11T01:27:20.410Z,,,,,,,,,,,,,,,,,,,,,,Henrik Hvidt Andersen
30282922,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzJhLzY5L2ZmLzI0NWYtNGIwZC1hZjE1LTUzZTUzNDVkMDNlOQ.xhtml,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2I1L2ExL2MyMTQtNGI0MC05MTAxLTc0NjMwNzViOTE4OQ.pdf,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzA2L2FmL2E0L2RjYzAtNGY1Mi05NWU1LTNjYTY5MjI1NDNhYQ.xml,VanlÃ¸se,2720.0,1.0,SkjulhÃ¸j AllÃ©,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Sportspubben VanlÃ¸se ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-01,2015-05-01,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktiviteter bestÃ¥r af at drive vÃ¦rtshus og diskoteksvirksomhed og hermed forbundne ydelser.</p>",,,,30282922.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Torben Rylander,Revisionsfirmaet Revico ApS,SPORTSPUBBEN VANLÃSE ApS,Poul Mahrt,,Frederiksberg,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-05-01,Frederiksberg,38718271.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5499474,indberetninger-20180424,2.595548,30282922.0,,2018-03-30T17:35:24.218Z,2015-06-11T01:27:20.352Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-51-TV,2015-06-11T01:27:20.410Z,,,,,,,,,,,,,,,,,,,,,,
30282922,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzJhLzY5L2ZmLzI0NWYtNGIwZC1hZjE1LTUzZTUzNDVkMDNlOQ.xhtml,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2I1L2ExL2MyMTQtNGI0MC05MTAxLTc0NjMwNzViOTE4OQ.pdf,http://regnskaber.virk.dk/22928203/ZG9rdW1lbnRsYWdlcjovLzAzLzRiLzA2L2FmL2E0L2RjYzAtNGY1Mi05NWU1LTNjYTY5MjI1NDNhYQ.xml,VanlÃ¸se,2720.0,1.0,SkjulhÃ¸j AllÃ©,1862 Frederiksberg C,Rathsacksvej 4,Til den daglige ledelse i Sportspubben VanlÃ¸se ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-05-01,2015-05-01,Statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktiviteter bestÃ¥r af at drive vÃ¦rtshus og diskoteksvirksomhed og hermed forbundne ydelser.</p>",,,,30282922.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Poul Mahrt,Torben Rylander,Revisionsfirmaet Revico ApS,SPORTSPUBBEN VANLÃSE ApS,Poul Mahrt,,Frederiksberg,2013-01-01,2013-12-31,-131894.0,,,2014-12-31,2014-01-01,2015-05-01,Frederiksberg,38718271.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5499474,indberetninger-20180424,2.595548,30282922.0,,2018-03-30T17:35:24.218Z,2015-06-11T01:27:20.352Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-51-TV,2015-06-11T01:27:20.410Z,,,,,,,,,,,,,,,,,,,,,,
