entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfReviewedFinancialStatement,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,DepositsShorttermLiabilitiesOtherThanProvisions,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
30519337,2015-05-01,2016-04-30,ID_10,,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2YwLzJmLzM0ODMtNDRkNi04MDRhLTg1YTFhNTA5OTcyNA.pdf,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2VlLzQyLzA3LzVmZjktNDQ5ZS05ZjVkLTBmOWE2YTE3M2E0OQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Dollface ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-27,2017-09-27,2017-09-27,39463113.0,30519337.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for Dollface ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Dollface ApS for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Lillie Fielitz Ãstergaard Steffensen,KRESTON CM,Dollface ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-05-01,2016-04-30,15682.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-04-30,2016-05-01,false,2017-09-27,KÃ¸benhavn,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:24557231,indberetninger-20180424,2.5118406,30519337.0,,2018-03-27T10:22:05.219Z,2017-10-03T10:50:45.632Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-TS,2017-10-03T10:50:45.808Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30519337,2015-05-01,2016-04-30,ID_7,,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2YwLzJmLzM0ODMtNDRkNi04MDRhLTg1YTFhNTA5OTcyNA.pdf,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2VlLzQyLzA3LzVmZjktNDQ5ZS05ZjVkLTBmOWE2YTE3M2E0OQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Dollface ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-27,2017-09-27,2017-09-27,39463113.0,30519337.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for Dollface ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Dollface ApS for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Lillie Fielitz Ãstergaard Steffensen,KRESTON CM,Dollface ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-04-30,2016-05-01,false,2017-09-27,KÃ¸benhavn,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:24557231,indberetninger-20180424,2.5118406,30519337.0,,2018-03-27T10:22:05.219Z,2017-10-03T10:50:45.632Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-TS,2017-10-03T10:50:45.808Z,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30519337,2015-05-01,2016-04-30,ID_8,,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2YwLzJmLzM0ODMtNDRkNi04MDRhLTg1YTFhNTA5OTcyNA.pdf,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2VlLzQyLzA3LzVmZjktNDQ5ZS05ZjVkLTBmOWE2YTE3M2E0OQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Dollface ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-27,2017-09-27,2017-09-27,39463113.0,30519337.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for Dollface ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Dollface ApS for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Lillie Fielitz Ãstergaard Steffensen,KRESTON CM,Dollface ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-05-01,2016-04-30,-15682.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-04-30,2016-05-01,false,2017-09-27,KÃ¸benhavn,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:24557231,indberetninger-20180424,2.5118406,30519337.0,,2018-03-27T10:22:05.219Z,2017-10-03T10:50:45.632Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-TS,2017-10-03T10:50:45.808Z,,1399.0,391968.0,1252.0,432625.0,-15682.0,39258.0,53688.0,,,,,,,,,,,,,,,,,,,,,,,,,
30519337,2016-04-30,2016-04-30,ID_5,,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2YwLzJmLzM0ODMtNDRkNi04MDRhLTg1YTFhNTA5OTcyNA.pdf,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2VlLzQyLzA3LzVmZjktNDQ5ZS05ZjVkLTBmOWE2YTE3M2E0OQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Dollface ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-27,2017-09-27,2017-09-27,39463113.0,30519337.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for Dollface ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Dollface ApS for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Lillie Fielitz Ãstergaard Steffensen,KRESTON CM,Dollface ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-04-30,2016-05-01,false,2017-09-27,KÃ¸benhavn,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:24557231,indberetninger-20180424,2.5118406,30519337.0,,2018-03-27T10:22:05.219Z,2017-10-03T10:50:45.632Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-TS,2017-10-03T10:50:45.808Z,,,,,,,,,178741.0,70306.0,125000.0,139569.0,26581.0,91800.0,-383144.0,12591.0,54247.0,178741.0,561885.0,26581.0,54247.0,39172.0,186822.0,12591.0,-508144.0,561885.0,152265.0,0.0,56713.0,15016.0,74285.0,14070.0,
30519337,2016-05-01,2017-04-30,ID_0,,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2YwLzJmLzM0ODMtNDRkNi04MDRhLTg1YTFhNTA5OTcyNA.pdf,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2VlLzQyLzA3LzVmZjktNDQ5ZS05ZjVkLTBmOWE2YTE3M2E0OQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Dollface ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-27,2017-09-27,2017-09-27,39463113.0,30519337.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for Dollface ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Dollface ApS for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Lillie Fielitz Ãstergaard Steffensen,KRESTON CM,Dollface ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-05-01,2016-04-30,-76937.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-04-30,2016-05-01,false,2017-09-27,KÃ¸benhavn,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:24557231,indberetninger-20180424,2.5118406,30519337.0,,2018-03-27T10:22:05.219Z,2017-10-03T10:50:45.632Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-TS,2017-10-03T10:50:45.808Z,,2798.0,337964.0,4523.0,268424.0,-76937.0,-72338.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,
30519337,2016-05-01,2017-04-30,ID_1,,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2YwLzJmLzM0ODMtNDRkNi04MDRhLTg1YTFhNTA5OTcyNA.pdf,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2VlLzQyLzA3LzVmZjktNDQ5ZS05ZjVkLTBmOWE2YTE3M2E0OQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Dollface ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-27,2017-09-27,2017-09-27,39463113.0,30519337.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for Dollface ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Dollface ApS for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Lillie Fielitz Ãstergaard Steffensen,KRESTON CM,Dollface ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-04-30,2016-05-01,false,2017-09-27,KÃ¸benhavn,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:24557231,indberetninger-20180424,2.5118406,30519337.0,,2018-03-27T10:22:05.219Z,2017-10-03T10:50:45.632Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-TS,2017-10-03T10:50:45.808Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30519337,2016-05-01,2017-04-30,ID_2,,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2YwLzJmLzM0ODMtNDRkNi04MDRhLTg1YTFhNTA5OTcyNA.pdf,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2VlLzQyLzA3LzVmZjktNDQ5ZS05ZjVkLTBmOWE2YTE3M2E0OQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Dollface ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-27,2017-09-27,2017-09-27,39463113.0,30519337.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for Dollface ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Dollface ApS for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Lillie Fielitz Ãstergaard Steffensen,KRESTON CM,Dollface ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-04-30,2016-05-01,false,2017-09-27,KÃ¸benhavn,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:24557231,indberetninger-20180424,2.5118406,30519337.0,,2018-03-27T10:22:05.219Z,2017-10-03T10:50:45.632Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-TS,2017-10-03T10:50:45.808Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lillie Fielitz Ãstergaard Steffensen
30519337,2016-05-01,2017-04-30,ID_3,,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2YwLzJmLzM0ODMtNDRkNi04MDRhLTg1YTFhNTA5OTcyNA.pdf,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2VlLzQyLzA3LzVmZjktNDQ5ZS05ZjVkLTBmOWE2YTE3M2E0OQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Dollface ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-27,2017-09-27,2017-09-27,39463113.0,30519337.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for Dollface ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Dollface ApS for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Lillie Fielitz Ãstergaard Steffensen,KRESTON CM,Dollface ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-04-30,2016-05-01,false,2017-09-27,KÃ¸benhavn,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:24557231,indberetninger-20180424,2.5118406,30519337.0,,2018-03-27T10:22:05.219Z,2017-10-03T10:50:45.632Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-TS,2017-10-03T10:50:45.808Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30519337,2016-05-01,2017-04-30,ID_6,,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2YwLzJmLzM0ODMtNDRkNi04MDRhLTg1YTFhNTA5OTcyNA.pdf,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2VlLzQyLzA3LzVmZjktNDQ5ZS05ZjVkLTBmOWE2YTE3M2E0OQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Dollface ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-27,2017-09-27,2017-09-27,39463113.0,30519337.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for Dollface ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Dollface ApS for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Lillie Fielitz Ãstergaard Steffensen,KRESTON CM,Dollface ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-05-01,2016-04-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-04-30,2016-05-01,false,2017-09-27,KÃ¸benhavn,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:24557231,indberetninger-20180424,2.5118406,30519337.0,,2018-03-27T10:22:05.219Z,2017-10-03T10:50:45.632Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-TS,2017-10-03T10:50:45.808Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30519337,2016-05-01,2017-04-30,ID_9,,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2ViL2YwLzJmLzM0ODMtNDRkNi04MDRhLTg1YTFhNTA5OTcyNA.pdf,http://regnskaber.virk.dk/73391503/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2VlLzQyLzA3LzVmZjktNDQ5ZS05ZjVkLTBmOWE2YTE3M2E0OQ.xml,true,"KÃ¸benhavn K, 1304",Adelgade 15,Til kapitalejerne i Dollface ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017.",2017-09-27,2017-09-27,2017-09-27,39463113.0,30519337.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017 for Dollface ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Dollface ApS for regnskabsÃ¥ret 1. maj 2016 - 30. april 2017, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Lillie Fielitz Ãstergaard Steffensen,KRESTON CM,Dollface ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",KÃ¸benhavn,2015-05-01,2016-04-30,76937.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-04-30,2016-05-01,false,2017-09-27,KÃ¸benhavn,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:24557231,indberetninger-20180424,2.5118406,30519337.0,,2018-03-27T10:22:05.219Z,2017-10-03T10:50:45.632Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AX-80-TS,2017-10-03T10:50:45.808Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
