entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard
24216578,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2FhLzYwL2RlLzQzY2YtNDczNS1iZmI0LTZhYWE3MThlY2Q2Mg.pdf,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRlLzQ3LzEwLzdlYzgtNDU4My05NWZiLTA5YzI2NWIzOGU4NQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Vodskov,9310.0,14.0,Henrik Stampes Vej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-02-23,2017-02-23,1992-06-29,2017-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,24216578.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for Investeringsselskabet af 29/6-1992 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Laursen,Nils Bell,Nils Bell,"Redmark, Statsautoriseret Revisionspartnerselskab",Nordjyske Bank,Investeringsselskabet af 29/6-1992 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Vodskov,2015-01-01,2015-12-31,106000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-02-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871812,indberetninger-20180424,2.5124211,24216578.0,,2018-03-28T01:35:23.571Z,2017-05-16T12:00:47.958Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-KV,2017-05-16T12:00:48.129Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
24216578,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2FhLzYwL2RlLzQzY2YtNDczNS1iZmI0LTZhYWE3MThlY2Q2Mg.pdf,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRlLzQ3LzEwLzdlYzgtNDU4My05NWZiLTA5YzI2NWIzOGU4NQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Vodskov,9310.0,14.0,Henrik Stampes Vej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-02-23,2017-02-23,1992-06-29,2017-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,24216578.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for Investeringsselskabet af 29/6-1992 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Laursen,Nils Bell,Nils Bell,"Redmark, Statsautoriseret Revisionspartnerselskab",Nordjyske Bank,Investeringsselskabet af 29/6-1992 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Vodskov,2015-01-01,2015-12-31,106000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-02-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871812,indberetninger-20180424,2.5124211,24216578.0,,2018-03-28T01:35:23.571Z,2017-05-16T12:00:47.958Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-KV,2017-05-16T12:00:48.129Z,-28000.0,212000.0,50000.0,6000.0,140000.0,-28000.0,34000.0,,,,,,,,,,,,,,,,,,,,
24216578,2015-12-31,2015-12-31,c4,,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2FhLzYwL2RlLzQzY2YtNDczNS1iZmI0LTZhYWE3MThlY2Q2Mg.pdf,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRlLzQ3LzEwLzdlYzgtNDU4My05NWZiLTA5YzI2NWIzOGU4NQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Vodskov,9310.0,14.0,Henrik Stampes Vej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-02-23,2017-02-23,1992-06-29,2017-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,24216578.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for Investeringsselskabet af 29/6-1992 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Laursen,Nils Bell,Nils Bell,"Redmark, Statsautoriseret Revisionspartnerselskab",Nordjyske Bank,Investeringsselskabet af 29/6-1992 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Vodskov,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-02-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871812,indberetninger-20180424,2.5124211,24216578.0,,2018-03-28T01:35:23.571Z,2017-05-16T12:00:47.958Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-KV,2017-05-16T12:00:48.129Z,,,,,,,,1743000.0,21000.0,270000.0,247000.0,710000.0,1743000.0,877000.0,1496000.0,1496000.0,1496000.0,226000.0,855000.0,156000.0,156000.0,440000.0,226000.0,877000.0,0.0,22000.0,
24216578,2016-01-01,2016-12-31,c1,,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2FhLzYwL2RlLzQzY2YtNDczNS1iZmI0LTZhYWE3MThlY2Q2Mg.pdf,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRlLzQ3LzEwLzdlYzgtNDU4My05NWZiLTA5YzI2NWIzOGU4NQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Vodskov,9310.0,14.0,Henrik Stampes Vej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-02-23,2017-02-23,1992-06-29,2017-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,24216578.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for Investeringsselskabet af 29/6-1992 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Laursen,Nils Bell,Nils Bell,"Redmark, Statsautoriseret Revisionspartnerselskab",Nordjyske Bank,Investeringsselskabet af 29/6-1992 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Vodskov,2015-01-01,2015-12-31,125709.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-02-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871812,indberetninger-20180424,2.5124211,24216578.0,,2018-03-28T01:35:23.571Z,2017-05-16T12:00:47.958Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-KV,2017-05-16T12:00:48.129Z,-27086.0,221730.0,39501.0,6022.0,161165.0,-27086.0,35456.0,,,,,,,,,,,,,,,,,,,,
24216578,2016-01-01,2016-12-31,c122,,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2FhLzYwL2RlLzQzY2YtNDczNS1iZmI0LTZhYWE3MThlY2Q2Mg.pdf,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRlLzQ3LzEwLzdlYzgtNDU4My05NWZiLTA5YzI2NWIzOGU4NQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Vodskov,9310.0,14.0,Henrik Stampes Vej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-02-23,2017-02-23,1992-06-29,2017-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,24216578.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for Investeringsselskabet af 29/6-1992 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Laursen,Nils Bell,Nils Bell,"Redmark, Statsautoriseret Revisionspartnerselskab",Nordjyske Bank,Investeringsselskabet af 29/6-1992 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Vodskov,2015-01-01,2015-12-31,125709.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-02-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871812,indberetninger-20180424,2.5124211,24216578.0,,2018-03-28T01:35:23.571Z,2017-05-16T12:00:47.958Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-KV,2017-05-16T12:00:48.129Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
24216578,2016-01-01,2016-12-31,c32,,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2FhLzYwL2RlLzQzY2YtNDczNS1iZmI0LTZhYWE3MThlY2Q2Mg.pdf,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRlLzQ3LzEwLzdlYzgtNDU4My05NWZiLTA5YzI2NWIzOGU4NQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Vodskov,9310.0,14.0,Henrik Stampes Vej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-02-23,2017-02-23,1992-06-29,2017-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,24216578.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for Investeringsselskabet af 29/6-1992 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Laursen,Nils Bell,Nils Bell,"Redmark, Statsautoriseret Revisionspartnerselskab",Nordjyske Bank,Investeringsselskabet af 29/6-1992 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Vodskov,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-02-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871812,indberetninger-20180424,2.5124211,24216578.0,,2018-03-28T01:35:23.571Z,2017-05-16T12:00:47.958Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-KV,2017-05-16T12:00:48.129Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Nils Bell
24216578,2016-01-01,2016-12-31,c48,,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2FhLzYwL2RlLzQzY2YtNDczNS1iZmI0LTZhYWE3MThlY2Q2Mg.pdf,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRlLzQ3LzEwLzdlYzgtNDU4My05NWZiLTA5YzI2NWIzOGU4NQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Vodskov,9310.0,14.0,Henrik Stampes Vej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-02-23,2017-02-23,1992-06-29,2017-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,24216578.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for Investeringsselskabet af 29/6-1992 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Laursen,Nils Bell,Nils Bell,"Redmark, Statsautoriseret Revisionspartnerselskab",Nordjyske Bank,Investeringsselskabet af 29/6-1992 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Vodskov,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-02-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871812,indberetninger-20180424,2.5124211,24216578.0,,2018-03-28T01:35:23.571Z,2017-05-16T12:00:47.958Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-KV,2017-05-16T12:00:48.129Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Christina TÃ¸nder Bell
24216578,2016-01-01,2016-12-31,c49,,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2FhLzYwL2RlLzQzY2YtNDczNS1iZmI0LTZhYWE3MThlY2Q2Mg.pdf,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRlLzQ3LzEwLzdlYzgtNDU4My05NWZiLTA5YzI2NWIzOGU4NQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Vodskov,9310.0,14.0,Henrik Stampes Vej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-02-23,2017-02-23,1992-06-29,2017-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,24216578.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for Investeringsselskabet af 29/6-1992 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Laursen,Nils Bell,Nils Bell,"Redmark, Statsautoriseret Revisionspartnerselskab",Nordjyske Bank,Investeringsselskabet af 29/6-1992 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Vodskov,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-02-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871812,indberetninger-20180424,2.5124211,24216578.0,,2018-03-28T01:35:23.571Z,2017-05-16T12:00:47.958Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-KV,2017-05-16T12:00:48.129Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Christer TÃ¸nder Bell
24216578,2016-01-01,2016-12-31,c71,,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2FhLzYwL2RlLzQzY2YtNDczNS1iZmI0LTZhYWE3MThlY2Q2Mg.pdf,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRlLzQ3LzEwLzdlYzgtNDU4My05NWZiLTA5YzI2NWIzOGU4NQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Vodskov,9310.0,14.0,Henrik Stampes Vej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-02-23,2017-02-23,1992-06-29,2017-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,24216578.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for Investeringsselskabet af 29/6-1992 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Laursen,Nils Bell,Nils Bell,"Redmark, Statsautoriseret Revisionspartnerselskab",Nordjyske Bank,Investeringsselskabet af 29/6-1992 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Vodskov,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-02-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871812,indberetninger-20180424,2.5124211,24216578.0,,2018-03-28T01:35:23.571Z,2017-05-16T12:00:47.958Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-KV,2017-05-16T12:00:48.129Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
24216578,2016-01-01,2016-12-31,c88,,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2FhLzYwL2RlLzQzY2YtNDczNS1iZmI0LTZhYWE3MThlY2Q2Mg.pdf,http://regnskaber.virk.dk/87561242/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzRlLzQ3LzEwLzdlYzgtNDU4My05NWZiLTA5YzI2NWIzOGU4NQ.xml,Danmark,Aalborg,9000.0,6.0,Hasseris Bymidte,Vodskov,9310.0,14.0,Henrik Stampes Vej,"9000, Aalborg","Hasseris Bymidte, 6",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-02-23,2017-02-23,1992-06-29,2017-05-13,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,aalborg@redmark.dk,29442789.0,24216578.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2016 for Investeringsselskabet af 29/6-1992 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Per Laursen,Nils Bell,Nils Bell,"Redmark, Statsautoriseret Revisionspartnerselskab",Nordjyske Bank,Investeringsselskabet af 29/6-1992 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Vodskov,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,2017-02-23,Aalborg,98183333.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23871812,indberetninger-20180424,2.5124211,24216578.0,,2018-03-28T01:35:23.571Z,2017-05-16T12:00:47.958Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-30-KV,2017-05-16T12:00:48.129Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
