entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossResult,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherExternalExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RawMaterialsAndConsumablesUsed,RestOfOtherFinanceExpenses,Revenue,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,Provisions,ProvisionsForInvestmentsInGroupAssociates,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
29688117,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzlmL2RmLzZiLzg1MzItNDc4Ni05NGUxLTMzMGJlZTI3MGZiYw.pdf,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzgyLzg3LzU2Lzc2MDItNDg3ZS1hMzZjLWIyY2JjZTI0YThiYw.xml,true,"2605, BrÃ¸ndby","Park AllÃ© 350A, 2.",Til den daglige ledelse i CASA-SHARE ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2006-07-12,2019-05-31,Tim@pree.to,29198535.0,29688117.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CASA-SHARE ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Jeppe Ormholt SchrÃ¸der,CR Statsautoriseret Revisionsaktieselskab,Danske Bank,CASA-SHARE ApS,CR Statsautoriseret Revisionsaktieselskab,SÃ¸borg,2017-01-01,2017-12-31,-24883.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,BrÃ¸ndby,35380073.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27503638,indberetninger-20180424,2.509595,29688117.0,AWtVp82sGQc-fA3G3J7D,2019-06-14T11:04:11.020Z,2019-06-14T11:03:08.352Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-55-HX,2019-06-14T11:03:08.554Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29688117,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzlmL2RmLzZiLzg1MzItNDc4Ni05NGUxLTMzMGJlZTI3MGZiYw.pdf,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzgyLzg3LzU2Lzc2MDItNDg3ZS1hMzZjLWIyY2JjZTI0YThiYw.xml,true,"2605, BrÃ¸ndby","Park AllÃ© 350A, 2.",Til den daglige ledelse i CASA-SHARE ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2006-07-12,2019-05-31,Tim@pree.to,29198535.0,29688117.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CASA-SHARE ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Jeppe Ormholt SchrÃ¸der,CR Statsautoriseret Revisionsaktieselskab,Danske Bank,CASA-SHARE ApS,CR Statsautoriseret Revisionsaktieselskab,SÃ¸borg,2017-01-01,2017-12-31,95245.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,BrÃ¸ndby,35380073.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27503638,indberetninger-20180424,2.509595,29688117.0,AWtVp82sGQc-fA3G3J7D,2019-06-14T11:04:11.020Z,2019-06-14T11:03:08.352Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-55-HX,2019-06-14T11:03:08.554Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29688117,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzlmL2RmLzZiLzg1MzItNDc4Ni05NGUxLTMzMGJlZTI3MGZiYw.pdf,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzgyLzg3LzU2Lzc2MDItNDg3ZS1hMzZjLWIyY2JjZTI0YThiYw.xml,true,"2605, BrÃ¸ndby","Park AllÃ© 350A, 2.",Til den daglige ledelse i CASA-SHARE ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2006-07-12,2019-05-31,Tim@pree.to,29198535.0,29688117.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CASA-SHARE ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Jeppe Ormholt SchrÃ¸der,CR Statsautoriseret Revisionsaktieselskab,Danske Bank,CASA-SHARE ApS,CR Statsautoriseret Revisionsaktieselskab,SÃ¸borg,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,BrÃ¸ndby,35380073.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27503638,indberetninger-20180424,2.509595,29688117.0,AWtVp82sGQc-fA3G3J7D,2019-06-14T11:04:11.020Z,2019-06-14T11:03:08.352Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-55-HX,2019-06-14T11:03:08.554Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29688117,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzlmL2RmLzZiLzg1MzItNDc4Ni05NGUxLTMzMGJlZTI3MGZiYw.pdf,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzgyLzg3LzU2Lzc2MDItNDg3ZS1hMzZjLWIyY2JjZTI0YThiYw.xml,true,"2605, BrÃ¸ndby","Park AllÃ© 350A, 2.",Til den daglige ledelse i CASA-SHARE ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2006-07-12,2019-05-31,Tim@pree.to,29198535.0,29688117.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CASA-SHARE ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Jeppe Ormholt SchrÃ¸der,CR Statsautoriseret Revisionsaktieselskab,Danske Bank,CASA-SHARE ApS,CR Statsautoriseret Revisionsaktieselskab,SÃ¸borg,2017-01-01,2017-12-31,70362.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,BrÃ¸ndby,35380073.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27503638,indberetninger-20180424,2.509595,29688117.0,AWtVp82sGQc-fA3G3J7D,2019-06-14T11:04:11.020Z,2019-06-14T11:03:08.352Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-55-HX,2019-06-14T11:03:08.554Z,761965.0,877695.0,2968.0,59762.0,77.0,93641.0,115730.0,23758.0,25134.0,961215.0,23279.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29688117,2017-12-31,2017-12-31,ID_6,,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzlmL2RmLzZiLzg1MzItNDc4Ni05NGUxLTMzMGJlZTI3MGZiYw.pdf,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzgyLzg3LzU2Lzc2MDItNDg3ZS1hMzZjLWIyY2JjZTI0YThiYw.xml,true,"2605, BrÃ¸ndby","Park AllÃ© 350A, 2.",Til den daglige ledelse i CASA-SHARE ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2006-07-12,2019-05-31,Tim@pree.to,29198535.0,29688117.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CASA-SHARE ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Jeppe Ormholt SchrÃ¸der,CR Statsautoriseret Revisionsaktieselskab,Danske Bank,CASA-SHARE ApS,CR Statsautoriseret Revisionsaktieselskab,SÃ¸borg,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,BrÃ¸ndby,35380073.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27503638,indberetninger-20180424,2.509595,29688117.0,AWtVp82sGQc-fA3G3J7D,2019-06-14T11:04:11.020Z,2019-06-14T11:03:08.352Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-55-HX,2019-06-14T11:03:08.554Z,,,,,,,,,,,,265192.0,180495.0,125000.0,192815.0,-199260.0,265192.0,464452.0,162164.0,72377.0,72377.0,162164.0,72377.0,171787.0,0.0,0.0,44526.0,-368786.0,0.0,302288.0,120000.0,12320.0,0.0,7210.0,10500.0,5110.0,
29688117,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzlmL2RmLzZiLzg1MzItNDc4Ni05NGUxLTMzMGJlZTI3MGZiYw.pdf,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzgyLzg3LzU2Lzc2MDItNDg3ZS1hMzZjLWIyY2JjZTI0YThiYw.xml,true,"2605, BrÃ¸ndby","Park AllÃ© 350A, 2.",Til den daglige ledelse i CASA-SHARE ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2006-07-12,2019-05-31,Tim@pree.to,29198535.0,29688117.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CASA-SHARE ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Jeppe Ormholt SchrÃ¸der,CR Statsautoriseret Revisionsaktieselskab,Danske Bank,CASA-SHARE ApS,CR Statsautoriseret Revisionsaktieselskab,SÃ¸borg,2017-01-01,2017-12-31,-37720.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,BrÃ¸ndby,35380073.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27503638,indberetninger-20180424,2.509595,29688117.0,AWtVp82sGQc-fA3G3J7D,2019-06-14T11:04:11.020Z,2019-06-14T11:03:08.352Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-55-HX,2019-06-14T11:03:08.554Z,588670.0,687225.0,-100286.0,39579.0,2.0,-19834.0,98555.0,0.0,18105.0,726804.0,17886.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29688117,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzlmL2RmLzZiLzg1MzItNDc4Ni05NGUxLTMzMGJlZTI3MGZiYw.pdf,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzgyLzg3LzU2Lzc2MDItNDg3ZS1hMzZjLWIyY2JjZTI0YThiYw.xml,true,"2605, BrÃ¸ndby","Park AllÃ© 350A, 2.",Til den daglige ledelse i CASA-SHARE ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2006-07-12,2019-05-31,Tim@pree.to,29198535.0,29688117.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CASA-SHARE ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Jeppe Ormholt SchrÃ¸der,CR Statsautoriseret Revisionsaktieselskab,Danske Bank,CASA-SHARE ApS,CR Statsautoriseret Revisionsaktieselskab,SÃ¸borg,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,BrÃ¸ndby,35380073.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27503638,indberetninger-20180424,2.509595,29688117.0,AWtVp82sGQc-fA3G3J7D,2019-06-14T11:04:11.020Z,2019-06-14T11:03:08.352Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-55-HX,2019-06-14T11:03:08.554Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29688117,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzlmL2RmLzZiLzg1MzItNDc4Ni05NGUxLTMzMGJlZTI3MGZiYw.pdf,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzgyLzg3LzU2Lzc2MDItNDg3ZS1hMzZjLWIyY2JjZTI0YThiYw.xml,true,"2605, BrÃ¸ndby","Park AllÃ© 350A, 2.",Til den daglige ledelse i CASA-SHARE ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2006-07-12,2019-05-31,Tim@pree.to,29198535.0,29688117.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CASA-SHARE ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Jeppe Ormholt SchrÃ¸der,CR Statsautoriseret Revisionsaktieselskab,Danske Bank,CASA-SHARE ApS,CR Statsautoriseret Revisionsaktieselskab,SÃ¸borg,2017-01-01,2017-12-31,6806.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,BrÃ¸ndby,35380073.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27503638,indberetninger-20180424,2.509595,29688117.0,AWtVp82sGQc-fA3G3J7D,2019-06-14T11:04:11.020Z,2019-06-14T11:03:08.352Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-55-HX,2019-06-14T11:03:08.554Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29688117,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzlmL2RmLzZiLzg1MzItNDc4Ni05NGUxLTMzMGJlZTI3MGZiYw.pdf,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzgyLzg3LzU2Lzc2MDItNDg3ZS1hMzZjLWIyY2JjZTI0YThiYw.xml,true,"2605, BrÃ¸ndby","Park AllÃ© 350A, 2.",Til den daglige ledelse i CASA-SHARE ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2006-07-12,2019-05-31,Tim@pree.to,29198535.0,29688117.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CASA-SHARE ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Jeppe Ormholt SchrÃ¸der,CR Statsautoriseret Revisionsaktieselskab,Danske Bank,CASA-SHARE ApS,CR Statsautoriseret Revisionsaktieselskab,SÃ¸borg,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,BrÃ¸ndby,35380073.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27503638,indberetninger-20180424,2.509595,29688117.0,AWtVp82sGQc-fA3G3J7D,2019-06-14T11:04:11.020Z,2019-06-14T11:03:08.352Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-55-HX,2019-06-14T11:03:08.554Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29688117,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzlmL2RmLzZiLzg1MzItNDc4Ni05NGUxLTMzMGJlZTI3MGZiYw.pdf,http://regnskaber.virk.dk/71188692/ZG9rdW1lbnRsYWdlcjovLzAzLzg2LzgyLzg3LzU2Lzc2MDItNDg3ZS1hMzZjLWIyY2JjZTI0YThiYw.xml,true,"2605, BrÃ¸ndby","Park AllÃ© 350A, 2.",Til den daglige ledelse i CASA-SHARE ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-31,2019-05-31,2006-07-12,2019-05-31,Tim@pree.to,29198535.0,29688117.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for CASA-SHARE ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Jeppe Ormholt SchrÃ¸der,CR Statsautoriseret Revisionsaktieselskab,Danske Bank,CASA-SHARE ApS,CR Statsautoriseret Revisionsaktieselskab,SÃ¸borg,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-12-31,2018-01-01,false,2019-05-31,BrÃ¸ndby,35380073.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27503638,indberetninger-20180424,2.509595,29688117.0,AWtVp82sGQc-fA3G3J7D,2019-06-14T11:04:11.020Z,2019-06-14T11:03:08.352Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-55-HX,2019-06-14T11:03:08.554Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeppe Ormholt SchrÃ¸der
