entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,NameOfAuditFirm,TypeOfAuditorAssistance
18545748,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IyLzlkLzg1L2E1OTItNGQ4OS1hZDc5LWM3MTg2MzFjMGQxZg.pdf,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzkzLzQ3LzhkL2M5OWItNDNiNC05YzUyLWJiMzM4OWM4ZDlhOQ.xml,true,Hirtshals,9850.0,18.0,Havnegade,Hirtshals,9850.0,13.0,NÃ¸rregade,9850 Hirtshals,KÃ¦rmark 14,DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i HG 70 Mianda. Hirtshals ApS,-56499.0,8404.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-04-20,1995-05-08,2018-05-09,Statsautoriseret revisor,429858.0,-46750.0,20222670.0,18545748.0,20222670.0,mne28666,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HG 70 Mianda. Hirtshals ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Larsen,Poul Erik Andreasen,Poul Erik Andreasen,Jyske Bank A/S,HG 70 Mianda. Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,7586.0,74836.0,38393.0,Hirtshals,2016-01-01,2016-12-31,-464956.0,-513051.0,-476608.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-12-31,2017-01-01,true,2018-04-20,Hirtshals,3408.0,-48095.0,+45 82 43 83 03,418864.0,urn:ofk:oid:25438364,indberetninger-20180424,2.5118406,18545748.0,AWNE3rs7x8uVRSOdgZdJ,2018-05-09T12:28:19.889Z,2018-05-09T12:27:16.330Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-10-DZ,2018-05-09T12:27:16.491Z,,,,,,,,,,,,,,,,,,,
18545748,2016-01-01,2016-12-31,c179,,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IyLzlkLzg1L2E1OTItNGQ4OS1hZDc5LWM3MTg2MzFjMGQxZg.pdf,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzkzLzQ3LzhkL2M5OWItNDNiNC05YzUyLWJiMzM4OWM4ZDlhOQ.xml,true,Hirtshals,9850.0,18.0,Havnegade,Hirtshals,9850.0,13.0,NÃ¸rregade,9850 Hirtshals,KÃ¦rmark 14,DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i HG 70 Mianda. Hirtshals ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-04-20,1995-05-08,2018-05-09,Statsautoriseret revisor,,,20222670.0,18545748.0,20222670.0,mne28666,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HG 70 Mianda. Hirtshals ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Larsen,Poul Erik Andreasen,Poul Erik Andreasen,Jyske Bank A/S,HG 70 Mianda. Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hirtshals,2016-01-01,2016-12-31,500000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-12-31,2017-01-01,true,2018-04-20,Hirtshals,,,+45 82 43 83 03,,urn:ofk:oid:25438364,indberetninger-20180424,2.5118406,18545748.0,AWNE3rs7x8uVRSOdgZdJ,2018-05-09T12:28:19.889Z,2018-05-09T12:27:16.330Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-10-DZ,2018-05-09T12:27:16.491Z,,,,,,,,,,,,,,,,,,,
18545748,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IyLzlkLzg1L2E1OTItNGQ4OS1hZDc5LWM3MTg2MzFjMGQxZg.pdf,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzkzLzQ3LzhkL2M5OWItNDNiNC05YzUyLWJiMzM4OWM4ZDlhOQ.xml,true,Hirtshals,9850.0,18.0,Havnegade,Hirtshals,9850.0,13.0,NÃ¸rregade,9850 Hirtshals,KÃ¦rmark 14,DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i HG 70 Mianda. Hirtshals ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-04-20,1995-05-08,2018-05-09,Statsautoriseret revisor,,,20222670.0,18545748.0,20222670.0,mne28666,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HG 70 Mianda. Hirtshals ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Larsen,Poul Erik Andreasen,Poul Erik Andreasen,Jyske Bank A/S,HG 70 Mianda. Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hirtshals,2016-01-01,2016-12-31,-964956.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-12-31,2017-01-01,true,2018-04-20,Hirtshals,,,+45 82 43 83 03,,urn:ofk:oid:25438364,indberetninger-20180424,2.5118406,18545748.0,AWNE3rs7x8uVRSOdgZdJ,2018-05-09T12:28:19.889Z,2018-05-09T12:27:16.330Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-10-DZ,2018-05-09T12:27:16.491Z,,,,,,,,,,,,,,,,,,,
18545748,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IyLzlkLzg1L2E1OTItNGQ4OS1hZDc5LWM3MTg2MzFjMGQxZg.pdf,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzkzLzQ3LzhkL2M5OWItNDNiNC05YzUyLWJiMzM4OWM4ZDlhOQ.xml,true,Hirtshals,9850.0,18.0,Havnegade,Hirtshals,9850.0,13.0,NÃ¸rregade,9850 Hirtshals,KÃ¦rmark 14,DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i HG 70 Mianda. Hirtshals ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-04-20,1995-05-08,2018-05-09,Statsautoriseret revisor,,,20222670.0,18545748.0,20222670.0,mne28666,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HG 70 Mianda. Hirtshals ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Larsen,Poul Erik Andreasen,Poul Erik Andreasen,Jyske Bank A/S,HG 70 Mianda. Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hirtshals,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-12-31,2017-01-01,true,2018-04-20,Hirtshals,,,+45 82 43 83 03,,urn:ofk:oid:25438364,indberetninger-20180424,2.5118406,18545748.0,AWNE3rs7x8uVRSOdgZdJ,2018-05-09T12:28:19.889Z,2018-05-09T12:27:16.330Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-10-DZ,2018-05-09T12:27:16.491Z,3056524.0,2179856.0,200000.0,124096.0,3011384.0,3056524.0,45140.0,1100.0,1100.0,1100.0,744897.0,45140.0,2811384.0,744897.0,45140.0,130671.0,6575.0,,
18545748,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IyLzlkLzg1L2E1OTItNGQ4OS1hZDc5LWM3MTg2MzFjMGQxZg.pdf,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzkzLzQ3LzhkL2M5OWItNDNiNC05YzUyLWJiMzM4OWM4ZDlhOQ.xml,true,Hirtshals,9850.0,18.0,Havnegade,Hirtshals,9850.0,13.0,NÃ¸rregade,9850 Hirtshals,KÃ¦rmark 14,DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i HG 70 Mianda. Hirtshals ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-04-20,1995-05-08,2018-05-09,Statsautoriseret revisor,,,20222670.0,18545748.0,20222670.0,mne28666,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HG 70 Mianda. Hirtshals ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Larsen,Poul Erik Andreasen,Poul Erik Andreasen,Jyske Bank A/S,HG 70 Mianda. Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hirtshals,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-12-31,2017-01-01,true,2018-04-20,Hirtshals,,,+45 82 43 83 03,,urn:ofk:oid:25438364,indberetninger-20180424,2.5118406,18545748.0,AWNE3rs7x8uVRSOdgZdJ,2018-05-09T12:28:19.889Z,2018-05-09T12:27:16.330Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-10-DZ,2018-05-09T12:27:16.491Z,,,,,200000.0,,,,,,,,,,,,,,
18545748,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IyLzlkLzg1L2E1OTItNGQ4OS1hZDc5LWM3MTg2MzFjMGQxZg.pdf,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzkzLzQ3LzhkL2M5OWItNDNiNC05YzUyLWJiMzM4OWM4ZDlhOQ.xml,true,Hirtshals,9850.0,18.0,Havnegade,Hirtshals,9850.0,13.0,NÃ¸rregade,9850 Hirtshals,KÃ¦rmark 14,DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i HG 70 Mianda. Hirtshals ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-04-20,1995-05-08,2018-05-09,Statsautoriseret revisor,,,20222670.0,18545748.0,20222670.0,mne28666,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HG 70 Mianda. Hirtshals ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Larsen,Poul Erik Andreasen,Poul Erik Andreasen,Jyske Bank A/S,HG 70 Mianda. Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hirtshals,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-12-31,2017-01-01,true,2018-04-20,Hirtshals,,,+45 82 43 83 03,,urn:ofk:oid:25438364,indberetninger-20180424,2.5118406,18545748.0,AWNE3rs7x8uVRSOdgZdJ,2018-05-09T12:28:19.889Z,2018-05-09T12:27:16.330Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-10-DZ,2018-05-09T12:27:16.491Z,,,,,2811384.0,,,,,,,,,,,,,,
18545748,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IyLzlkLzg1L2E1OTItNGQ4OS1hZDc5LWM3MTg2MzFjMGQxZg.pdf,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzkzLzQ3LzhkL2M5OWItNDNiNC05YzUyLWJiMzM4OWM4ZDlhOQ.xml,true,Hirtshals,9850.0,18.0,Havnegade,Hirtshals,9850.0,13.0,NÃ¸rregade,9850 Hirtshals,KÃ¦rmark 14,DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i HG 70 Mianda. Hirtshals ApS,124096.0,6245.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-04-20,1995-05-08,2018-05-09,Statsautoriseret revisor,332825.0,-50919.0,20222670.0,18545748.0,20222670.0,mne28666,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HG 70 Mianda. Hirtshals ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Larsen,Poul Erik Andreasen,Poul Erik Andreasen,Jyske Bank A/S,HG 70 Mianda. Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,-86958.0,28179.0,Hirtshals,2016-01-01,2016-12-31,-398948.0,-268607.0,-383744.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-12-31,2017-01-01,true,2018-04-20,Hirtshals,3772.0,130341.0,+45 82 43 83 03,329053.0,urn:ofk:oid:25438364,indberetninger-20180424,2.5118406,18545748.0,AWNE3rs7x8uVRSOdgZdJ,2018-05-09T12:28:19.889Z,2018-05-09T12:27:16.330Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-10-DZ,2018-05-09T12:27:16.491Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
18545748,2017-01-01,2017-12-31,c178,,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IyLzlkLzg1L2E1OTItNGQ4OS1hZDc5LWM3MTg2MzFjMGQxZg.pdf,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzkzLzQ3LzhkL2M5OWItNDNiNC05YzUyLWJiMzM4OWM4ZDlhOQ.xml,true,Hirtshals,9850.0,18.0,Havnegade,Hirtshals,9850.0,13.0,NÃ¸rregade,9850 Hirtshals,KÃ¦rmark 14,DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i HG 70 Mianda. Hirtshals ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-04-20,1995-05-08,2018-05-09,Statsautoriseret revisor,,,20222670.0,18545748.0,20222670.0,mne28666,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HG 70 Mianda. Hirtshals ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Larsen,Poul Erik Andreasen,Poul Erik Andreasen,Jyske Bank A/S,HG 70 Mianda. Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hirtshals,2016-01-01,2016-12-31,700000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-12-31,2017-01-01,true,2018-04-20,Hirtshals,,,+45 82 43 83 03,,urn:ofk:oid:25438364,indberetninger-20180424,2.5118406,18545748.0,AWNE3rs7x8uVRSOdgZdJ,2018-05-09T12:28:19.889Z,2018-05-09T12:27:16.330Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-10-DZ,2018-05-09T12:27:16.491Z,,,,,,,,,,,,,,,,,,,
18545748,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IyLzlkLzg1L2E1OTItNGQ4OS1hZDc5LWM3MTg2MzFjMGQxZg.pdf,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzkzLzQ3LzhkL2M5OWItNDNiNC05YzUyLWJiMzM4OWM4ZDlhOQ.xml,true,Hirtshals,9850.0,18.0,Havnegade,Hirtshals,9850.0,13.0,NÃ¸rregade,9850 Hirtshals,KÃ¦rmark 14,DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i HG 70 Mianda. Hirtshals ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-04-20,1995-05-08,2018-05-09,Statsautoriseret revisor,,,20222670.0,18545748.0,20222670.0,mne28666,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HG 70 Mianda. Hirtshals ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Larsen,Poul Erik Andreasen,Poul Erik Andreasen,Jyske Bank A/S,HG 70 Mianda. Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hirtshals,2016-01-01,2016-12-31,-1098948.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-12-31,2017-01-01,true,2018-04-20,Hirtshals,,,+45 82 43 83 03,,urn:ofk:oid:25438364,indberetninger-20180424,2.5118406,18545748.0,AWNE3rs7x8uVRSOdgZdJ,2018-05-09T12:28:19.889Z,2018-05-09T12:27:16.330Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-10-DZ,2018-05-09T12:27:16.491Z,,,,,,,,,,,,,,,,,,,
18545748,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2UzL2IyLzlkLzg1L2E1OTItNGQ4OS1hZDc5LWM3MTg2MzFjMGQxZg.pdf,http://regnskaber.virk.dk/84754581/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzkzLzQ3LzhkL2M5OWItNDNiNC05YzUyLWJiMzM4OWM4ZDlhOQ.xml,true,Hirtshals,9850.0,18.0,Havnegade,Hirtshals,9850.0,13.0,NÃ¸rregade,9850 Hirtshals,KÃ¦rmark 14,DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i HG 70 Mianda. Hirtshals ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-04-20,1995-05-08,2018-05-09,Statsautoriseret revisor,,,20222670.0,18545748.0,20222670.0,mne28666,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for HG 70 Mianda. Hirtshals ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Larsen,Poul Erik Andreasen,Poul Erik Andreasen,Jyske Bank A/S,HG 70 Mianda. Hirtshals ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hirtshals,2016-01-01,2016-12-31,-1098948.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2017-12-31,2017-01-01,true,2018-04-20,Hirtshals,,,+45 82 43 83 03,,urn:ofk:oid:25438364,indberetninger-20180424,2.5118406,18545748.0,AWNE3rs7x8uVRSOdgZdJ,2018-05-09T12:28:19.889Z,2018-05-09T12:27:16.330Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AL-10-DZ,2018-05-09T12:27:16.491Z,,,,,,,,,,,,,,,,,,,
