entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables
28143400,2015-01-01,2015-01-01,c470,,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzg3LzQ3LzA5L2JmYmEtNGUxOS1iOGQ5LTMzYzkzMWYyNzUwNw.pdf,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1LzQzLzQ0L2Y0ZmItNDJiOS04ZGViLTE2OTZiMWZlNDNhMA.xml,TjÃ¦reborg,6731.0,19.0,SÃ¸nderled,6731 TjÃ¦reborg,SÃ¸nderled 19,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-29,2011-10-10,2017-05-29,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler.",125000.0,28143400.0,28143400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Porsholt Bramming ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Nielsen,JÃ¸rn Nielsen,Porsholt Bramming ApS,Porsholt Bramming ApS,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,VÃ¦rlÃ¸se,2016-12-31,2016-01-01,Ingen bistand,urn:ofk:oid:24270283,indberetninger-20180424,2.5097342,28143400.0,,2018-03-29T16:42:40.245Z,2017-06-21T14:36:22.066Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-KN,2017-06-21T14:36:22.213Z,,,,,,,,,,,,,,,,,,,,,,,,,
28143400,2015-01-01,2015-01-01,c494,,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzg3LzQ3LzA5L2JmYmEtNGUxOS1iOGQ5LTMzYzkzMWYyNzUwNw.pdf,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1LzQzLzQ0L2Y0ZmItNDJiOS04ZGViLTE2OTZiMWZlNDNhMA.xml,TjÃ¦reborg,6731.0,19.0,SÃ¸nderled,6731 TjÃ¦reborg,SÃ¸nderled 19,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-29,2011-10-10,2017-05-29,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler.",-336087.0,28143400.0,28143400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Porsholt Bramming ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Nielsen,JÃ¸rn Nielsen,Porsholt Bramming ApS,Porsholt Bramming ApS,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,VÃ¦rlÃ¸se,2016-12-31,2016-01-01,Ingen bistand,urn:ofk:oid:24270283,indberetninger-20180424,2.5097342,28143400.0,,2018-03-29T16:42:40.245Z,2017-06-21T14:36:22.066Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-KN,2017-06-21T14:36:22.213Z,,,,,,,,,,,,,,,,,,,,,,,,,
28143400,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzg3LzQ3LzA5L2JmYmEtNGUxOS1iOGQ5LTMzYzkzMWYyNzUwNw.pdf,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1LzQzLzQ0L2Y0ZmItNDJiOS04ZGViLTE2OTZiMWZlNDNhMA.xml,TjÃ¦reborg,6731.0,19.0,SÃ¸nderled,6731 TjÃ¦reborg,SÃ¸nderled 19,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-29,2011-10-10,2017-05-29,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler.",,28143400.0,28143400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Porsholt Bramming ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Nielsen,JÃ¸rn Nielsen,Porsholt Bramming ApS,Porsholt Bramming ApS,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,VÃ¦rlÃ¸se,2016-12-31,2016-01-01,Ingen bistand,urn:ofk:oid:24270283,indberetninger-20180424,2.5097342,28143400.0,,2018-03-29T16:42:40.245Z,2017-06-21T14:36:22.066Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-KN,2017-06-21T14:36:22.213Z,277403.0,,,,,,,,,,,,,,,,,,,,,,,,
28143400,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzg3LzQ3LzA5L2JmYmEtNGUxOS1iOGQ5LTMzYzkzMWYyNzUwNw.pdf,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1LzQzLzQ0L2Y0ZmItNDJiOS04ZGViLTE2OTZiMWZlNDNhMA.xml,TjÃ¦reborg,6731.0,19.0,SÃ¸nderled,6731 TjÃ¦reborg,SÃ¸nderled 19,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-29,2011-10-10,2017-05-29,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler.",,28143400.0,28143400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Porsholt Bramming ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Nielsen,JÃ¸rn Nielsen,Porsholt Bramming ApS,Porsholt Bramming ApS,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,VÃ¦rlÃ¸se,2016-12-31,2016-01-01,Ingen bistand,urn:ofk:oid:24270283,indberetninger-20180424,2.5097342,28143400.0,,2018-03-29T16:42:40.245Z,2017-06-21T14:36:22.066Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-KN,2017-06-21T14:36:22.213Z,277403.0,417124.0,45381.0,371743.0,417124.0,94340.0,,,,,,,,,,,,,,,,,,,
28143400,2015-01-01,2015-12-31,c495,,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzg3LzQ3LzA5L2JmYmEtNGUxOS1iOGQ5LTMzYzkzMWYyNzUwNw.pdf,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1LzQzLzQ0L2Y0ZmItNDJiOS04ZGViLTE2OTZiMWZlNDNhMA.xml,TjÃ¦reborg,6731.0,19.0,SÃ¸nderled,6731 TjÃ¦reborg,SÃ¸nderled 19,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-29,2011-10-10,2017-05-29,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler.",,28143400.0,28143400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Porsholt Bramming ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Nielsen,JÃ¸rn Nielsen,Porsholt Bramming ApS,Porsholt Bramming ApS,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,VÃ¦rlÃ¸se,2016-12-31,2016-01-01,Ingen bistand,urn:ofk:oid:24270283,indberetninger-20180424,2.5097342,28143400.0,,2018-03-29T16:42:40.245Z,2017-06-21T14:36:22.066Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-KN,2017-06-21T14:36:22.213Z,277403.0,,,,,,,,,,,,,,,,,,,,,,,,
28143400,2015-12-31,2015-12-31,c4,,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzg3LzQ3LzA5L2JmYmEtNGUxOS1iOGQ5LTMzYzkzMWYyNzUwNw.pdf,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1LzQzLzQ0L2Y0ZmItNDJiOS04ZGViLTE2OTZiMWZlNDNhMA.xml,TjÃ¦reborg,6731.0,19.0,SÃ¸nderled,6731 TjÃ¦reborg,SÃ¸nderled 19,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-29,2011-10-10,2017-05-29,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler.",66316.0,28143400.0,28143400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Porsholt Bramming ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Nielsen,JÃ¸rn Nielsen,Porsholt Bramming ApS,Porsholt Bramming ApS,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,VÃ¦rlÃ¸se,2016-12-31,2016-01-01,Ingen bistand,urn:ofk:oid:24270283,indberetninger-20180424,2.5097342,28143400.0,,2018-03-29T16:42:40.245Z,2017-06-21T14:36:22.066Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-KN,2017-06-21T14:36:22.213Z,,,,,,,1786918.0,317127.0,125000.0,1531918.0,22000.0,256587.0,1786918.0,1720602.0,255000.0,255000.0,256587.0,255000.0,110432.0,-58684.0,1720602.0,1600170.0,958204.0,936204.0,10000.0
28143400,2015-12-31,2015-12-31,c472,,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzg3LzQ3LzA5L2JmYmEtNGUxOS1iOGQ5LTMzYzkzMWYyNzUwNw.pdf,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1LzQzLzQ0L2Y0ZmItNDJiOS04ZGViLTE2OTZiMWZlNDNhMA.xml,TjÃ¦reborg,6731.0,19.0,SÃ¸nderled,6731 TjÃ¦reborg,SÃ¸nderled 19,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-29,2011-10-10,2017-05-29,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler.",125000.0,28143400.0,28143400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Porsholt Bramming ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Nielsen,JÃ¸rn Nielsen,Porsholt Bramming ApS,Porsholt Bramming ApS,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,VÃ¦rlÃ¸se,2016-12-31,2016-01-01,Ingen bistand,urn:ofk:oid:24270283,indberetninger-20180424,2.5097342,28143400.0,,2018-03-29T16:42:40.245Z,2017-06-21T14:36:22.066Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-KN,2017-06-21T14:36:22.213Z,,,,,,,,,,,,,,,,,,,,,,,,,
28143400,2015-12-31,2015-12-31,c496,,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzg3LzQ3LzA5L2JmYmEtNGUxOS1iOGQ5LTMzYzkzMWYyNzUwNw.pdf,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1LzQzLzQ0L2Y0ZmItNDJiOS04ZGViLTE2OTZiMWZlNDNhMA.xml,TjÃ¦reborg,6731.0,19.0,SÃ¸nderled,6731 TjÃ¦reborg,SÃ¸nderled 19,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-29,2011-10-10,2017-05-29,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler.",-58684.0,28143400.0,28143400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Porsholt Bramming ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Nielsen,JÃ¸rn Nielsen,Porsholt Bramming ApS,Porsholt Bramming ApS,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,VÃ¦rlÃ¸se,2016-12-31,2016-01-01,Ingen bistand,urn:ofk:oid:24270283,indberetninger-20180424,2.5097342,28143400.0,,2018-03-29T16:42:40.245Z,2017-06-21T14:36:22.066Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-KN,2017-06-21T14:36:22.213Z,,,,,,,,,,,,,,,,,,,,,,,,,
28143400,2016-01-01,2016-01-01,c181,,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzg3LzQ3LzA5L2JmYmEtNGUxOS1iOGQ5LTMzYzkzMWYyNzUwNw.pdf,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1LzQzLzQ0L2Y0ZmItNDJiOS04ZGViLTE2OTZiMWZlNDNhMA.xml,TjÃ¦reborg,6731.0,19.0,SÃ¸nderled,6731 TjÃ¦reborg,SÃ¸nderled 19,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-29,2011-10-10,2017-05-29,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler.",125000.0,28143400.0,28143400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Porsholt Bramming ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Nielsen,JÃ¸rn Nielsen,Porsholt Bramming ApS,Porsholt Bramming ApS,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,VÃ¦rlÃ¸se,2016-12-31,2016-01-01,Ingen bistand,urn:ofk:oid:24270283,indberetninger-20180424,2.5097342,28143400.0,,2018-03-29T16:42:40.245Z,2017-06-21T14:36:22.066Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-KN,2017-06-21T14:36:22.213Z,,,,,,,,,,,,,,,,,,,,,,,,,
28143400,2016-01-01,2016-01-01,c199,,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzLzViLzg3LzQ3LzA5L2JmYmEtNGUxOS1iOGQ5LTMzYzkzMWYyNzUwNw.pdf,http://regnskaber.virk.dk/00434182/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2I1LzQzLzQ0L2Y0ZmItNDJiOS04ZGViLTE2OTZiMWZlNDNhMA.xml,TjÃ¦reborg,6731.0,19.0,SÃ¸nderled,6731 TjÃ¦reborg,SÃ¸nderled 19,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-29,2011-10-10,2017-05-29,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler.",-58683.0,28143400.0,28143400.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Porsholt Bramming ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Nielsen,JÃ¸rn Nielsen,Porsholt Bramming ApS,Porsholt Bramming ApS,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,VÃ¦rlÃ¸se,2016-12-31,2016-01-01,Ingen bistand,urn:ofk:oid:24270283,indberetninger-20180424,2.5097342,28143400.0,,2018-03-29T16:42:40.245Z,2017-06-21T14:36:22.066Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-71-KN,2017-06-21T14:36:22.213Z,,,,,,,,,,,,,,,,,,,,,,,,,
