entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DistributionCosts,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividend,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables
28845278,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2E0LzFiLzM0L2YyODktNDJlNC05YzYwLTMyYWQyZDEyZjFhZg.xhtml,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2FjLzljL2JmL2ZmZjgtNGNkNC1iNjJiLTk3ZjYyODljNDZkMA.pdf,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzg1LzRjL2ZkL2MyNTItNGZkMC04Yzk1LWZmMWY2YmUyOTVkMQ.xml,true,HelsingÃ¸r,3000.0,1.0,BramstrÃ¦de,3000 HelsingÃ¸r,Solsortvej 5,1168023.0,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-14,2019-06-17,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",1517479.0,3783672.0,13206090.0,28845278.0,mne2965,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,344891.0,344891.0,Klaus Retz Johansson,Huseyin Kiral,HÃ¼seyin Kiral,REVISOR KLAUS JOHANSSON,K-J ApS,Klaus Johansson,1513.0,HelsingÃ¸r,2017-01-01,2017-12-31,852193.0,1096657.0,1098170.0,2018-12-31,2018-01-01,false,244464.0,49210902.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27517432,indberetninger-20180424,2.59278,28845278.0,AWtkPs2hGQc-fA3G3LiT,2019-06-17T07:03:36.023Z,2019-06-17T07:02:45.487Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-BJ,2019-06-17T07:02:45.690Z,,,,,,,,,,,,,,,,,,,,
28845278,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2E0LzFiLzM0L2YyODktNDJlNC05YzYwLTMyYWQyZDEyZjFhZg.xhtml,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2FjLzljL2JmL2ZmZjgtNGNkNC1iNjJiLTk3ZjYyODljNDZkMA.pdf,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzg1LzRjL2ZkL2MyNTItNGZkMC04Yzk1LWZmMWY2YmUyOTVkMQ.xml,true,HelsingÃ¸r,3000.0,1.0,BramstrÃ¦de,3000 HelsingÃ¸r,Solsortvej 5,,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-14,2019-06-17,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",,,13206090.0,28845278.0,mne2965,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,344891.0,344891.0,Klaus Retz Johansson,Huseyin Kiral,HÃ¼seyin Kiral,REVISOR KLAUS JOHANSSON,K-J ApS,Klaus Johansson,,HelsingÃ¸r,2017-01-01,2017-12-31,800000.0,,,2018-12-31,2018-01-01,false,,49210902.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27517432,indberetninger-20180424,2.59278,28845278.0,AWtkPs2hGQc-fA3G3LiT,2019-06-17T07:03:36.023Z,2019-06-17T07:02:45.487Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-BJ,2019-06-17T07:02:45.690Z,,,,,,,,,,,,,,,,,,,,
28845278,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2E0LzFiLzM0L2YyODktNDJlNC05YzYwLTMyYWQyZDEyZjFhZg.xhtml,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2FjLzljL2JmL2ZmZjgtNGNkNC1iNjJiLTk3ZjYyODljNDZkMA.pdf,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzg1LzRjL2ZkL2MyNTItNGZkMC04Yzk1LWZmMWY2YmUyOTVkMQ.xml,true,HelsingÃ¸r,3000.0,1.0,BramstrÃ¦de,3000 HelsingÃ¸r,Solsortvej 5,,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-14,2019-06-17,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",,,13206090.0,28845278.0,mne2965,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,344891.0,344891.0,Klaus Retz Johansson,Huseyin Kiral,HÃ¼seyin Kiral,REVISOR KLAUS JOHANSSON,K-J ApS,Klaus Johansson,,HelsingÃ¸r,2017-01-01,2017-12-31,52193.0,,,2018-12-31,2018-01-01,false,,49210902.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27517432,indberetninger-20180424,2.59278,28845278.0,AWtkPs2hGQc-fA3G3LiT,2019-06-17T07:03:36.023Z,2019-06-17T07:02:45.487Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-BJ,2019-06-17T07:02:45.690Z,,,,,,,,,,,,,,,,,,,,
28845278,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2E0LzFiLzM0L2YyODktNDJlNC05YzYwLTMyYWQyZDEyZjFhZg.xhtml,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2FjLzljL2JmL2ZmZjgtNGNkNC1iNjJiLTk3ZjYyODljNDZkMA.pdf,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzg1LzRjL2ZkL2MyNTItNGZkMC04Yzk1LWZmMWY2YmUyOTVkMQ.xml,true,HelsingÃ¸r,3000.0,1.0,BramstrÃ¦de,3000 HelsingÃ¸r,Solsortvej 5,,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-14,2019-06-17,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",,,13206090.0,28845278.0,mne2965,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,344891.0,344891.0,Klaus Retz Johansson,Huseyin Kiral,HÃ¼seyin Kiral,REVISOR KLAUS JOHANSSON,K-J ApS,Klaus Johansson,,HelsingÃ¸r,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,49210902.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27517432,indberetninger-20180424,2.59278,28845278.0,AWtkPs2hGQc-fA3G3LiT,2019-06-17T07:03:36.023Z,2019-06-17T07:02:45.487Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-BJ,2019-06-17T07:02:45.690Z,1668766.0,174315.0,125000.0,1465785.0,202981.0,215481.0,0.0,1668766.0,1453285.0,202981.0,202981.0,354600.0,0.0,800000.0,90481.0,1453285.0,1291470.0,1291470.0,244464.0,54221.0
28845278,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2E0LzFiLzM0L2YyODktNDJlNC05YzYwLTMyYWQyZDEyZjFhZg.xhtml,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2FjLzljL2JmL2ZmZjgtNGNkNC1iNjJiLTk3ZjYyODljNDZkMA.pdf,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzg1LzRjL2ZkL2MyNTItNGZkMC04Yzk1LWZmMWY2YmUyOTVkMQ.xml,true,HelsingÃ¸r,3000.0,1.0,BramstrÃ¦de,3000 HelsingÃ¸r,Solsortvej 5,1864725.0,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-14,2019-06-17,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",1570093.0,4225542.0,13206090.0,28845278.0,mne2965,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,344891.0,344891.0,Klaus Retz Johansson,Huseyin Kiral,HÃ¼seyin Kiral,REVISOR KLAUS JOHANSSON,K-J ApS,Klaus Johansson,24116.0,HelsingÃ¸r,2017-01-01,2017-12-31,628140.0,766608.0,790724.0,2018-12-31,2018-01-01,false,138468.0,49210902.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27517432,indberetninger-20180424,2.59278,28845278.0,AWtkPs2hGQc-fA3G3LiT,2019-06-17T07:03:36.023Z,2019-06-17T07:02:45.487Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-BJ,2019-06-17T07:02:45.690Z,,,,,,,,,,,,,,,,,,,,
28845278,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2E0LzFiLzM0L2YyODktNDJlNC05YzYwLTMyYWQyZDEyZjFhZg.xhtml,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2FjLzljL2JmL2ZmZjgtNGNkNC1iNjJiLTk3ZjYyODljNDZkMA.pdf,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzg1LzRjL2ZkL2MyNTItNGZkMC04Yzk1LWZmMWY2YmUyOTVkMQ.xml,true,HelsingÃ¸r,3000.0,1.0,BramstrÃ¦de,3000 HelsingÃ¸r,Solsortvej 5,,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-14,2019-06-17,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",,,13206090.0,28845278.0,mne2965,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,344891.0,344891.0,Klaus Retz Johansson,Huseyin Kiral,HÃ¼seyin Kiral,REVISOR KLAUS JOHANSSON,K-J ApS,Klaus Johansson,,HelsingÃ¸r,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,49210902.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27517432,indberetninger-20180424,2.59278,28845278.0,AWtkPs2hGQc-fA3G3LiT,2019-06-17T07:03:36.023Z,2019-06-17T07:02:45.487Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-BJ,2019-06-17T07:02:45.690Z,,,,,,,,,,,,,,,,,,,,
28845278,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2E0LzFiLzM0L2YyODktNDJlNC05YzYwLTMyYWQyZDEyZjFhZg.xhtml,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2FjLzljL2JmL2ZmZjgtNGNkNC1iNjJiLTk3ZjYyODljNDZkMA.pdf,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzg1LzRjL2ZkL2MyNTItNGZkMC04Yzk1LWZmMWY2YmUyOTVkMQ.xml,true,HelsingÃ¸r,3000.0,1.0,BramstrÃ¦de,3000 HelsingÃ¸r,Solsortvej 5,,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-14,2019-06-17,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",,,13206090.0,28845278.0,mne2965,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,344891.0,344891.0,Klaus Retz Johansson,Huseyin Kiral,HÃ¼seyin Kiral,REVISOR KLAUS JOHANSSON,K-J ApS,Klaus Johansson,,HelsingÃ¸r,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,49210902.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27517432,indberetninger-20180424,2.59278,28845278.0,AWtkPs2hGQc-fA3G3LiT,2019-06-17T07:03:36.023Z,2019-06-17T07:02:45.487Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-BJ,2019-06-17T07:02:45.690Z,,,,,,,,,,,,,,,,,,,,
28845278,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2E0LzFiLzM0L2YyODktNDJlNC05YzYwLTMyYWQyZDEyZjFhZg.xhtml,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2FjLzljL2JmL2ZmZjgtNGNkNC1iNjJiLTk3ZjYyODljNDZkMA.pdf,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzg1LzRjL2ZkL2MyNTItNGZkMC04Yzk1LWZmMWY2YmUyOTVkMQ.xml,true,HelsingÃ¸r,3000.0,1.0,BramstrÃ¦de,3000 HelsingÃ¸r,Solsortvej 5,,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-14,2019-06-17,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",,,13206090.0,28845278.0,mne2965,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,344891.0,344891.0,Klaus Retz Johansson,Huseyin Kiral,HÃ¼seyin Kiral,REVISOR KLAUS JOHANSSON,K-J ApS,Klaus Johansson,,HelsingÃ¸r,2017-01-01,2017-12-31,600000.0,,,2018-12-31,2018-01-01,false,,49210902.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27517432,indberetninger-20180424,2.59278,28845278.0,AWtkPs2hGQc-fA3G3LiT,2019-06-17T07:03:36.023Z,2019-06-17T07:02:45.487Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-BJ,2019-06-17T07:02:45.690Z,,,,,,,,,,,,,,,,,,,,
28845278,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2E0LzFiLzM0L2YyODktNDJlNC05YzYwLTMyYWQyZDEyZjFhZg.xhtml,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2FjLzljL2JmL2ZmZjgtNGNkNC1iNjJiLTk3ZjYyODljNDZkMA.pdf,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzg1LzRjL2ZkL2MyNTItNGZkMC04Yzk1LWZmMWY2YmUyOTVkMQ.xml,true,HelsingÃ¸r,3000.0,1.0,BramstrÃ¦de,3000 HelsingÃ¸r,Solsortvej 5,,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-14,2019-06-17,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",,,13206090.0,28845278.0,mne2965,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,344891.0,344891.0,Klaus Retz Johansson,Huseyin Kiral,HÃ¼seyin Kiral,REVISOR KLAUS JOHANSSON,K-J ApS,Klaus Johansson,,HelsingÃ¸r,2017-01-01,2017-12-31,28140.0,,,2018-12-31,2018-01-01,false,,49210902.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27517432,indberetninger-20180424,2.59278,28845278.0,AWtkPs2hGQc-fA3G3LiT,2019-06-17T07:03:36.023Z,2019-06-17T07:02:45.487Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-BJ,2019-06-17T07:02:45.690Z,,,,,,,,,,,,,,,,,,,,
28845278,2018-12-31,2018-12-31,c8,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2E0LzFiLzM0L2YyODktNDJlNC05YzYwLTMyYWQyZDEyZjFhZg.xhtml,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2MzL2FjLzljL2JmL2ZmZjgtNGNkNC1iNjJiLTk3ZjYyODljNDZkMA.pdf,http://regnskaber.virk.dk/87254882/ZG9rdW1lbnRsYWdlcjovLzAzL2VjLzg1LzRjL2ZkL2MyNTItNGZkMC04Yzk1LWZmMWY2YmUyOTVkMQ.xml,true,HelsingÃ¸r,3000.0,1.0,BramstrÃ¦de,3000 HelsingÃ¸r,Solsortvej 5,,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,3.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-06-14,2019-06-17,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Her kan du indsÃ¦tte tekst og tabeller (for nogle noter er det ikke muligt at indsÃ¦tte tabeller).</p>",,,13206090.0,28845278.0,mne2965,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,344891.0,344891.0,Klaus Retz Johansson,Huseyin Kiral,HÃ¼seyin Kiral,REVISOR KLAUS JOHANSSON,K-J ApS,Klaus Johansson,,HelsingÃ¸r,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,49210902.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27517432,indberetninger-20180424,2.59278,28845278.0,AWtkPs2hGQc-fA3G3LiT,2019-06-17T07:03:36.023Z,2019-06-17T07:02:45.487Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-07-BJ,2019-06-17T07:02:45.690Z,1746792.0,71805.0,125000.0,1543811.0,202981.0,243621.0,0.0,1746792.0,1503171.0,202981.0,202981.0,353218.0,0.0,600000.0,118621.0,1158280.0,1472006.0,1472006.0,138468.0,66594.0
