entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossResult,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherExternalExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard
25940342,2012-05-01,2013-04-30,ID_10,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8vcGRmcy8yNTk0MDM0MjtBcFMyODM2NzU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDE0MTAwM18xMDQ4MzBfMzc5.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Lykkeberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2001-03-02,2014-09-30,25940342.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for Lykkeberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Lykkeberg,BankNordik,Lykkeberg Holding ApS,Revisionsfirmaet Gutfelt & Partnere A/S,"KÃ¸benhavn, den 24. september 2014",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2014-04-30,2013-05-01,2014-09-29,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12618081,indberetninger-20180424,2.5124297,25940342.0,,2018-03-31T17:03:49.336Z,2014-10-03T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-224.347,2014-10-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25940342,2012-05-01,2013-04-30,ID_12,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8vcGRmcy8yNTk0MDM0MjtBcFMyODM2NzU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDE0MTAwM18xMDQ4MzBfMzc5.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Lykkeberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2001-03-02,2014-09-30,25940342.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for Lykkeberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Lykkeberg,BankNordik,Lykkeberg Holding ApS,Revisionsfirmaet Gutfelt & Partnere A/S,"KÃ¸benhavn, den 24. september 2014",-445581.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2014-04-30,2013-05-01,2014-09-29,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12618081,indberetninger-20180424,2.5124297,25940342.0,,2018-03-31T17:03:49.336Z,2014-10-03T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-224.347,2014-10-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25940342,2012-05-01,2013-04-30,ID_14,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8vcGRmcy8yNTk0MDM0MjtBcFMyODM2NzU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDE0MTAwM18xMDQ4MzBfMzc5.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Lykkeberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2001-03-02,2014-09-30,25940342.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for Lykkeberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Lykkeberg,BankNordik,Lykkeberg Holding ApS,Revisionsfirmaet Gutfelt & Partnere A/S,"KÃ¸benhavn, den 24. september 2014",-445581.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2014-04-30,2013-05-01,2014-09-29,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12618081,indberetninger-20180424,2.5124297,25940342.0,,2018-03-31T17:03:49.336Z,2014-10-03T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-224.347,2014-10-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25940342,2012-05-01,2013-04-30,ID_8,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8vcGRmcy8yNTk0MDM0MjtBcFMyODM2NzU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDE0MTAwM18xMDQ4MzBfMzc5.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Lykkeberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2001-03-02,2014-09-30,25940342.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for Lykkeberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Lykkeberg,BankNordik,Lykkeberg Holding ApS,Revisionsfirmaet Gutfelt & Partnere A/S,"KÃ¸benhavn, den 24. september 2014",445581.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2014-04-30,2013-05-01,2014-09-29,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12618081,indberetninger-20180424,2.5124297,25940342.0,,2018-03-31T17:03:49.336Z,2014-10-03T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-224.347,2014-10-03T22:00:00.000Z,-22180.0,89008.0,22180.0,533665.0,-22180.0,88084.0,,,,,,,,,,,,,,,,,,,,,,
25940342,2013-04-30,2013-04-30,ID_16,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8vcGRmcy8yNTk0MDM0MjtBcFMyODM2NzU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDE0MTAwM18xMDQ4MzBfMzc5.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Lykkeberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2001-03-02,2014-09-30,25940342.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for Lykkeberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Lykkeberg,BankNordik,Lykkeberg Holding ApS,Revisionsfirmaet Gutfelt & Partnere A/S,"KÃ¸benhavn, den 24. september 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2014-04-30,2013-05-01,2014-09-29,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12618081,indberetninger-20180424,2.5124297,25940342.0,,2018-03-31T17:03:49.336Z,2014-10-03T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-224.347,2014-10-03T22:00:00.000Z,,,,,,,5513904.0,125734.0,200000.0,5337279.0,5119432.0,5513904.0,394472.0,176625.0,176625.0,81962.0,81962.0,176625.0,5086545.0,259372.0,207001.0,4712431.0,5086545.0,312510.0,125000.0,125000.0,53138.0,
25940342,2013-05-01,2014-04-30,ID_0,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8vcGRmcy8yNTk0MDM0MjtBcFMyODM2NzU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDE0MTAwM18xMDQ4MzBfMzc5.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Lykkeberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2001-03-02,2014-09-30,25940342.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for Lykkeberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Lykkeberg,BankNordik,Lykkeberg Holding ApS,Revisionsfirmaet Gutfelt & Partnere A/S,"KÃ¸benhavn, den 24. september 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2014-04-30,2013-05-01,2014-09-29,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12618081,indberetninger-20180424,2.5124297,25940342.0,,2018-03-31T17:03:49.336Z,2014-10-03T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-224.347,2014-10-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25940342,2013-05-01,2014-04-30,ID_1,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8vcGRmcy8yNTk0MDM0MjtBcFMyODM2NzU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDE0MTAwM18xMDQ4MzBfMzc5.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Lykkeberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2001-03-02,2014-09-30,25940342.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for Lykkeberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Lykkeberg,BankNordik,Lykkeberg Holding ApS,Revisionsfirmaet Gutfelt & Partnere A/S,"KÃ¸benhavn, den 24. september 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2014-04-30,2013-05-01,2014-09-29,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12618081,indberetninger-20180424,2.5124297,25940342.0,,2018-03-31T17:03:49.336Z,2014-10-03T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-224.347,2014-10-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25940342,2013-05-01,2014-04-30,ID_11,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8vcGRmcy8yNTk0MDM0MjtBcFMyODM2NzU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDE0MTAwM18xMDQ4MzBfMzc5.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Lykkeberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2001-03-02,2014-09-30,25940342.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for Lykkeberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Lykkeberg,BankNordik,Lykkeberg Holding ApS,Revisionsfirmaet Gutfelt & Partnere A/S,"KÃ¸benhavn, den 24. september 2014",-385440.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2014-04-30,2013-05-01,2014-09-29,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12618081,indberetninger-20180424,2.5124297,25940342.0,,2018-03-31T17:03:49.336Z,2014-10-03T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-224.347,2014-10-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25940342,2013-05-01,2014-04-30,ID_13,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8vcGRmcy8yNTk0MDM0MjtBcFMyODM2NzU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDE0MTAwM18xMDQ4MzBfMzc5.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Lykkeberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2001-03-02,2014-09-30,25940342.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for Lykkeberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Lykkeberg,BankNordik,Lykkeberg Holding ApS,Revisionsfirmaet Gutfelt & Partnere A/S,"KÃ¸benhavn, den 24. september 2014",-389576.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2014-04-30,2013-05-01,2014-09-29,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12618081,indberetninger-20180424,2.5124297,25940342.0,,2018-03-31T17:03:49.336Z,2014-10-03T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-224.347,2014-10-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25940342,2013-05-01,2014-04-30,ID_17,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8vcGRmcy8yNTk0MDM0MjtBcFMyODM2NzU7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/24304952/Y3ZyLmRrOi8veGJybHMvWC1GRTlGMjZERC0yMDE0MTAwM18xMDQ4MzBfMzc5.xml,"Kastrup, 2770",TÃ¸mmerupvej 75,Til kapitalejerne i Lykkeberg Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2001-03-02,2014-09-30,25940342.0,13254192.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for Lykkeberg Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Lykkeberg,BankNordik,Lykkeberg Holding ApS,Revisionsfirmaet Gutfelt & Partnere A/S,"KÃ¸benhavn, den 24. september 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"101, KÃ¸benhavn",2014-04-30,2013-05-01,2014-09-29,Kastrup,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:12618081,indberetninger-20180424,2.5124297,25940342.0,,2018-03-31T17:03:49.336Z,2014-10-03T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-224.347,2014-10-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
