entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfEmployees,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,WagesAndSalaries,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
34720134,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2E2L2ZiLzQxL2RhNGQtNDAzMS1hOTVmLTIyOTFiNDZkY2ZiZA.xhtml,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzhhLzQ3LzVjL2VlNGYtNDg1MS1iYzAwLTU2ZjUwYjMxNDUxOA.pdf,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2YwLzhjL2U5LzkxN2QtNGNmNi1iMDg4LTk0MTlmNmZlOGIxZA.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Vejle,7100.0,4.0,Kirketorvet,Hedensted,8722.0,11.0,Hecovej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Bording Smedie ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-03,2018-04-24,registreret revisor medlem af FSR Danske Revisorer,34720134.0,mne1190,1000801855.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Laila Bording,Frede Bording,Sydbank,BORDING SMEDIE ApS,AB Revision ApS,6.0,Hedensted,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-04-03,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25359783,indberetninger-20180424,2.5949402000000004,34720134.0,AWL8shfpx8uVRSOdf_gW,2018-04-25T12:05:57.599Z,2018-04-25T12:05:48.100Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-UP,2018-04-25T12:05:48.346Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34720134,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2E2L2ZiLzQxL2RhNGQtNDAzMS1hOTVmLTIyOTFiNDZkY2ZiZA.xhtml,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzhhLzQ3LzVjL2VlNGYtNDg1MS1iYzAwLTU2ZjUwYjMxNDUxOA.pdf,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2YwLzhjL2U5LzkxN2QtNGNmNi1iMDg4LTk0MTlmNmZlOGIxZA.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Vejle,7100.0,4.0,Kirketorvet,Hedensted,8722.0,11.0,Hecovej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Bording Smedie ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-03,2018-04-24,registreret revisor medlem af FSR Danske Revisorer,34720134.0,mne1190,1000801855.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Laila Bording,Frede Bording,Sydbank,BORDING SMEDIE ApS,AB Revision ApS,,Hedensted,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-04-03,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25359783,indberetninger-20180424,2.5949402000000004,34720134.0,AWL8shfpx8uVRSOdf_gW,2018-04-25T12:05:57.599Z,2018-04-25T12:05:48.100Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-UP,2018-04-25T12:05:48.346Z,6.0,122134.0,2243153.0,90741.0,14667.0,243.0,142731.0,133392.0,133392.0,147816.0,0.0,1739731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34720134,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2E2L2ZiLzQxL2RhNGQtNDAzMS1hOTVmLTIyOTFiNDZkY2ZiZA.xhtml,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzhhLzQ3LzVjL2VlNGYtNDg1MS1iYzAwLTU2ZjUwYjMxNDUxOA.pdf,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2YwLzhjL2U5LzkxN2QtNGNmNi1iMDg4LTk0MTlmNmZlOGIxZA.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Vejle,7100.0,4.0,Kirketorvet,Hedensted,8722.0,11.0,Hecovej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Bording Smedie ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-03,2018-04-24,registreret revisor medlem af FSR Danske Revisorer,34720134.0,mne1190,1000801855.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Laila Bording,Frede Bording,Sydbank,BORDING SMEDIE ApS,AB Revision ApS,,Hedensted,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-04-03,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25359783,indberetninger-20180424,2.5949402000000004,34720134.0,AWL8shfpx8uVRSOdf_gW,2018-04-25T12:05:57.599Z,2018-04-25T12:05:48.100Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-UP,2018-04-25T12:05:48.346Z,,,,,,,,133392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34720134,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2E2L2ZiLzQxL2RhNGQtNDAzMS1hOTVmLTIyOTFiNDZkY2ZiZA.xhtml,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzhhLzQ3LzVjL2VlNGYtNDg1MS1iYzAwLTU2ZjUwYjMxNDUxOA.pdf,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2YwLzhjL2U5LzkxN2QtNGNmNi1iMDg4LTk0MTlmNmZlOGIxZA.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Vejle,7100.0,4.0,Kirketorvet,Hedensted,8722.0,11.0,Hecovej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Bording Smedie ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-03,2018-04-24,registreret revisor medlem af FSR Danske Revisorer,34720134.0,mne1190,1000801855.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Laila Bording,Frede Bording,Sydbank,BORDING SMEDIE ApS,AB Revision ApS,6.0,Hedensted,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-04-03,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25359783,indberetninger-20180424,2.5949402000000004,34720134.0,AWL8shfpx8uVRSOdf_gW,2018-04-25T12:05:57.599Z,2018-04-25T12:05:48.100Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-UP,2018-04-25T12:05:48.346Z,,,,,,,,,,,,,4519202.0,448127.0,240766.0,80000.0,1758151.0,13866.0,2944699.0,131272.0,356792.0,2629779.0,4519202.0,1526831.0,2761051.0,228215.0,40291.0,2761051.0,47672.0,47672.0,356792.0,2864699.0,1526831.0,585150.0,953232.0,0.0,713466.0,658309.0,,
34720134,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2E2L2ZiLzQxL2RhNGQtNDAzMS1hOTVmLTIyOTFiNDZkY2ZiZA.xhtml,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzhhLzQ3LzVjL2VlNGYtNDg1MS1iYzAwLTU2ZjUwYjMxNDUxOA.pdf,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2YwLzhjL2U5LzkxN2QtNGNmNi1iMDg4LTk0MTlmNmZlOGIxZA.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Vejle,7100.0,4.0,Kirketorvet,Hedensted,8722.0,11.0,Hecovej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Bording Smedie ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-03,2018-04-24,registreret revisor medlem af FSR Danske Revisorer,34720134.0,mne1190,1000801855.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Laila Bording,Frede Bording,Sydbank,BORDING SMEDIE ApS,AB Revision ApS,6.0,Hedensted,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-04-03,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25359783,indberetninger-20180424,2.5949402000000004,34720134.0,AWL8shfpx8uVRSOdf_gW,2018-04-25T12:05:57.599Z,2018-04-25T12:05:48.100Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-UP,2018-04-25T12:05:48.346Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34720134,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2E2L2ZiLzQxL2RhNGQtNDAzMS1hOTVmLTIyOTFiNDZkY2ZiZA.xhtml,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzhhLzQ3LzVjL2VlNGYtNDg1MS1iYzAwLTU2ZjUwYjMxNDUxOA.pdf,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2YwLzhjL2U5LzkxN2QtNGNmNi1iMDg4LTk0MTlmNmZlOGIxZA.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Vejle,7100.0,4.0,Kirketorvet,Hedensted,8722.0,11.0,Hecovej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Bording Smedie ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-03,2018-04-24,registreret revisor medlem af FSR Danske Revisorer,34720134.0,mne1190,1000801855.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Laila Bording,Frede Bording,Sydbank,BORDING SMEDIE ApS,AB Revision ApS,,Hedensted,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-04-03,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25359783,indberetninger-20180424,2.5949402000000004,34720134.0,AWL8shfpx8uVRSOdf_gW,2018-04-25T12:05:57.599Z,2018-04-25T12:05:48.100Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-UP,2018-04-25T12:05:48.346Z,6.0,150099.0,2126632.0,78414.0,31035.0,88.0,154660.0,-196563.0,-250934.0,-219987.0,-54371.0,1963446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34720134,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2E2L2ZiLzQxL2RhNGQtNDAzMS1hOTVmLTIyOTFiNDZkY2ZiZA.xhtml,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzhhLzQ3LzVjL2VlNGYtNDg1MS1iYzAwLTU2ZjUwYjMxNDUxOA.pdf,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2YwLzhjL2U5LzkxN2QtNGNmNi1iMDg4LTk0MTlmNmZlOGIxZA.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Vejle,7100.0,4.0,Kirketorvet,Hedensted,8722.0,11.0,Hecovej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Bording Smedie ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-03,2018-04-24,registreret revisor medlem af FSR Danske Revisorer,34720134.0,mne1190,1000801855.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Laila Bording,Frede Bording,Sydbank,BORDING SMEDIE ApS,AB Revision ApS,,Hedensted,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-04-03,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25359783,indberetninger-20180424,2.5949402000000004,34720134.0,AWL8shfpx8uVRSOdf_gW,2018-04-25T12:05:57.599Z,2018-04-25T12:05:48.100Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-UP,2018-04-25T12:05:48.346Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14767134.0,AB REVISION. HEDENSTED ApS (REGISTRERET REVISORANPARTS- SELSKAB)
34720134,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2E2L2ZiLzQxL2RhNGQtNDAzMS1hOTVmLTIyOTFiNDZkY2ZiZA.xhtml,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzhhLzQ3LzVjL2VlNGYtNDg1MS1iYzAwLTU2ZjUwYjMxNDUxOA.pdf,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2YwLzhjL2U5LzkxN2QtNGNmNi1iMDg4LTk0MTlmNmZlOGIxZA.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Vejle,7100.0,4.0,Kirketorvet,Hedensted,8722.0,11.0,Hecovej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Bording Smedie ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-03,2018-04-24,registreret revisor medlem af FSR Danske Revisorer,34720134.0,mne1190,1000801855.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Laila Bording,Frede Bording,Sydbank,BORDING SMEDIE ApS,AB Revision ApS,,Hedensted,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-04-03,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25359783,indberetninger-20180424,2.5949402000000004,34720134.0,AWL8shfpx8uVRSOdf_gW,2018-04-25T12:05:57.599Z,2018-04-25T12:05:48.100Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-UP,2018-04-25T12:05:48.346Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34720134,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2E2L2ZiLzQxL2RhNGQtNDAzMS1hOTVmLTIyOTFiNDZkY2ZiZA.xhtml,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzhhLzQ3LzVjL2VlNGYtNDg1MS1iYzAwLTU2ZjUwYjMxNDUxOA.pdf,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2YwLzhjL2U5LzkxN2QtNGNmNi1iMDg4LTk0MTlmNmZlOGIxZA.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Vejle,7100.0,4.0,Kirketorvet,Hedensted,8722.0,11.0,Hecovej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Bording Smedie ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-03,2018-04-24,registreret revisor medlem af FSR Danske Revisorer,34720134.0,mne1190,1000801855.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Laila Bording,Frede Bording,Sydbank,BORDING SMEDIE ApS,AB Revision ApS,,Hedensted,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-04-03,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25359783,indberetninger-20180424,2.5949402000000004,34720134.0,AWL8shfpx8uVRSOdf_gW,2018-04-25T12:05:57.599Z,2018-04-25T12:05:48.100Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-UP,2018-04-25T12:05:48.346Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14767134.0,AB REVISION. HEDENSTED ApS (REGISTRERET REVISORANPARTS- SELSKAB)
34720134,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2E2L2ZiLzQxL2RhNGQtNDAzMS1hOTVmLTIyOTFiNDZkY2ZiZA.xhtml,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzhhLzQ3LzVjL2VlNGYtNDg1MS1iYzAwLTU2ZjUwYjMxNDUxOA.pdf,http://regnskaber.virk.dk/43102743/ZG9rdW1lbnRsYWdlcjovLzAzLzM0L2YwLzhjL2U5LzkxN2QtNGNmNi1iMDg4LTk0MTlmNmZlOGIxZA.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Vejle,7100.0,4.0,Kirketorvet,Hedensted,8722.0,11.0,Hecovej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i Bording Smedie ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-03,2018-04-24,registreret revisor medlem af FSR Danske Revisorer,34720134.0,mne1190,1000801855.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Laila Bording,Frede Bording,Sydbank,BORDING SMEDIE ApS,AB Revision ApS,,Hedensted,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-04-03,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25359783,indberetninger-20180424,2.5949402000000004,34720134.0,AWL8shfpx8uVRSOdf_gW,2018-04-25T12:05:57.599Z,2018-04-25T12:05:48.100Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-76-UP,2018-04-25T12:05:48.346Z,,,,,,,,-196563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
