entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossResult,OtherExternalExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RawMaterialsAndConsumablesUsed,Revenue,NameAndSurnameOfMemberOfExecutiveBoard
35649506,1899-12-30,1899-12-30,ID_10,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzA5Lzc2LzkwLzhmL2UzOWMtNDU3MS05NjVjLTQxNWQ5YTE5ODZjYg.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY3LzBjLzMwLzAzMjQtNDUxZS1iZWZjLTZhNDAwMWI1ZDNhNg.xml,"2900, Hellerup",Gersonsvej 79,Til den daglige ledelse i Cruiseliner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 27-01-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-30,2014-01-27,2015-11-30,35649506.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 27-01-2014 - 30-06-2015 for Cruiseliner ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Kristensen,Cruiseliner ApS,PC-Revision Gentofte,"KÃ¸benhavn K, den 30-11-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-01-27,2015-11-30,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21727378,indberetninger-20180424,2.5095937000000004,35649506.0,,2018-03-30T18:07:06.488Z,2015-12-01T15:38:45.077Z,regnskab,0.0,,2015-06-30,2014-01-27,X15-AK-73-ZM,2015-12-01T15:38:45.171Z,,,,,,,,,,,,,,,,,,,,,,,
35649506,1899-12-30,1899-12-30,ID_12,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzA5Lzc2LzkwLzhmL2UzOWMtNDU3MS05NjVjLTQxNWQ5YTE5ODZjYg.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY3LzBjLzMwLzAzMjQtNDUxZS1iZWZjLTZhNDAwMWI1ZDNhNg.xml,"2900, Hellerup",Gersonsvej 79,Til den daglige ledelse i Cruiseliner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 27-01-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-30,2014-01-27,2015-11-30,35649506.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 27-01-2014 - 30-06-2015 for Cruiseliner ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Kristensen,Cruiseliner ApS,PC-Revision Gentofte,"KÃ¸benhavn K, den 30-11-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-01-27,2015-11-30,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21727378,indberetninger-20180424,2.5095937000000004,35649506.0,,2018-03-30T18:07:06.488Z,2015-12-01T15:38:45.077Z,regnskab,0.0,,2015-06-30,2014-01-27,X15-AK-73-ZM,2015-12-01T15:38:45.171Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
35649506,1899-12-30,1899-12-30,ID_6,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzA5Lzc2LzkwLzhmL2UzOWMtNDU3MS05NjVjLTQxNWQ5YTE5ODZjYg.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY3LzBjLzMwLzAzMjQtNDUxZS1iZWZjLTZhNDAwMWI1ZDNhNg.xml,"2900, Hellerup",Gersonsvej 79,Til den daglige ledelse i Cruiseliner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 27-01-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-30,2014-01-27,2015-11-30,35649506.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 27-01-2014 - 30-06-2015 for Cruiseliner ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Kristensen,Cruiseliner ApS,PC-Revision Gentofte,"KÃ¸benhavn K, den 30-11-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-01-27,2015-11-30,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21727378,indberetninger-20180424,2.5095937000000004,35649506.0,,2018-03-30T18:07:06.488Z,2015-12-01T15:38:45.077Z,regnskab,0.0,,2015-06-30,2014-01-27,X15-AK-73-ZM,2015-12-01T15:38:45.171Z,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35649506,1899-12-30,1899-12-30,ID_8,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzA5Lzc2LzkwLzhmL2UzOWMtNDU3MS05NjVjLTQxNWQ5YTE5ODZjYg.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY3LzBjLzMwLzAzMjQtNDUxZS1iZWZjLTZhNDAwMWI1ZDNhNg.xml,"2900, Hellerup",Gersonsvej 79,Til den daglige ledelse i Cruiseliner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 27-01-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-30,2014-01-27,2015-11-30,35649506.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 27-01-2014 - 30-06-2015 for Cruiseliner ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Kristensen,Cruiseliner ApS,PC-Revision Gentofte,"KÃ¸benhavn K, den 30-11-2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-01-27,2015-11-30,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21727378,indberetninger-20180424,2.5095937000000004,35649506.0,,2018-03-30T18:07:06.488Z,2015-12-01T15:38:45.077Z,regnskab,0.0,,2015-06-30,2014-01-27,X15-AK-73-ZM,2015-12-01T15:38:45.171Z,,,,,,,,,,,,,,,,,,,,,,,
35649506,2014-01-27,2015-06-30,ID_0,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzA5Lzc2LzkwLzhmL2UzOWMtNDU3MS05NjVjLTQxNWQ5YTE5ODZjYg.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY3LzBjLzMwLzAzMjQtNDUxZS1iZWZjLTZhNDAwMWI1ZDNhNg.xml,"2900, Hellerup",Gersonsvej 79,Til den daglige ledelse i Cruiseliner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 27-01-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-30,2014-01-27,2015-11-30,35649506.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 27-01-2014 - 30-06-2015 for Cruiseliner ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Kristensen,Cruiseliner ApS,PC-Revision Gentofte,"KÃ¸benhavn K, den 30-11-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-01-27,2015-11-30,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21727378,indberetninger-20180424,2.5095937000000004,35649506.0,,2018-03-30T18:07:06.488Z,2015-12-01T15:38:45.077Z,regnskab,0.0,,2015-06-30,2014-01-27,X15-AK-73-ZM,2015-12-01T15:38:45.171Z,,,,,,,,,,,,,,,,,,,,,,,
35649506,2014-01-27,2015-06-30,ID_1,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzA5Lzc2LzkwLzhmL2UzOWMtNDU3MS05NjVjLTQxNWQ5YTE5ODZjYg.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY3LzBjLzMwLzAzMjQtNDUxZS1iZWZjLTZhNDAwMWI1ZDNhNg.xml,"2900, Hellerup",Gersonsvej 79,Til den daglige ledelse i Cruiseliner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 27-01-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-30,2014-01-27,2015-11-30,35649506.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 27-01-2014 - 30-06-2015 for Cruiseliner ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Kristensen,Cruiseliner ApS,PC-Revision Gentofte,"KÃ¸benhavn K, den 30-11-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-01-27,2015-11-30,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21727378,indberetninger-20180424,2.5095937000000004,35649506.0,,2018-03-30T18:07:06.488Z,2015-12-01T15:38:45.077Z,regnskab,0.0,,2015-06-30,2014-01-27,X15-AK-73-ZM,2015-12-01T15:38:45.171Z,,,,,,,,,,,,,,,,,,,,,,,
35649506,2014-01-27,2015-06-30,ID_13,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzA5Lzc2LzkwLzhmL2UzOWMtNDU3MS05NjVjLTQxNWQ5YTE5ODZjYg.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY3LzBjLzMwLzAzMjQtNDUxZS1iZWZjLTZhNDAwMWI1ZDNhNg.xml,"2900, Hellerup",Gersonsvej 79,Til den daglige ledelse i Cruiseliner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 27-01-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-30,2014-01-27,2015-11-30,35649506.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 27-01-2014 - 30-06-2015 for Cruiseliner ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Kristensen,Cruiseliner ApS,PC-Revision Gentofte,"KÃ¸benhavn K, den 30-11-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-01-27,2015-11-30,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21727378,indberetninger-20180424,2.5095937000000004,35649506.0,,2018-03-30T18:07:06.488Z,2015-12-01T15:38:45.077Z,regnskab,0.0,,2015-06-30,2014-01-27,X15-AK-73-ZM,2015-12-01T15:38:45.171Z,,,,,,,,,,,,,,,,,,,,,,,
35649506,2014-01-27,2015-06-30,ID_14,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzA5Lzc2LzkwLzhmL2UzOWMtNDU3MS05NjVjLTQxNWQ5YTE5ODZjYg.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY3LzBjLzMwLzAzMjQtNDUxZS1iZWZjLTZhNDAwMWI1ZDNhNg.xml,"2900, Hellerup",Gersonsvej 79,Til den daglige ledelse i Cruiseliner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 27-01-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-30,2014-01-27,2015-11-30,35649506.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 27-01-2014 - 30-06-2015 for Cruiseliner ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Kristensen,Cruiseliner ApS,PC-Revision Gentofte,"KÃ¸benhavn K, den 30-11-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-01-27,2015-11-30,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21727378,indberetninger-20180424,2.5095937000000004,35649506.0,,2018-03-30T18:07:06.488Z,2015-12-01T15:38:45.077Z,regnskab,0.0,,2015-06-30,2014-01-27,X15-AK-73-ZM,2015-12-01T15:38:45.171Z,,,,,,,,,,,,,,,,,,,,,,,
35649506,2014-01-27,2015-06-30,ID_15,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzA5Lzc2LzkwLzhmL2UzOWMtNDU3MS05NjVjLTQxNWQ5YTE5ODZjYg.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY3LzBjLzMwLzAzMjQtNDUxZS1iZWZjLTZhNDAwMWI1ZDNhNg.xml,"2900, Hellerup",Gersonsvej 79,Til den daglige ledelse i Cruiseliner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 27-01-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-30,2014-01-27,2015-11-30,35649506.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 27-01-2014 - 30-06-2015 for Cruiseliner ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Kristensen,Cruiseliner ApS,PC-Revision Gentofte,"KÃ¸benhavn K, den 30-11-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-01-27,2015-11-30,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21727378,indberetninger-20180424,2.5095937000000004,35649506.0,,2018-03-30T18:07:06.488Z,2015-12-01T15:38:45.077Z,regnskab,0.0,,2015-06-30,2014-01-27,X15-AK-73-ZM,2015-12-01T15:38:45.171Z,,,,,,,,,,,,,,,,,,,,,,,
35649506,2014-01-27,2015-06-30,ID_16,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzA5Lzc2LzkwLzhmL2UzOWMtNDU3MS05NjVjLTQxNWQ5YTE5ODZjYg.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY3LzBjLzMwLzAzMjQtNDUxZS1iZWZjLTZhNDAwMWI1ZDNhNg.xml,"2900, Hellerup",Gersonsvej 79,Til den daglige ledelse i Cruiseliner ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 27-01-2014 - 30-06-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-11-30,2014-01-27,2015-11-30,35649506.0,30969103.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 27-01-2014 - 30-06-2015 for Cruiseliner ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn Kristensen,Cruiseliner ApS,PC-Revision Gentofte,"KÃ¸benhavn K, den 30-11-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-01-27,2015-11-30,Hellerup,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21727378,indberetninger-20180424,2.5095937000000004,35649506.0,,2018-03-30T18:07:06.488Z,2015-12-01T15:38:45.077Z,regnskab,0.0,,2015-06-30,2014-01-27,X15-AK-73-ZM,2015-12-01T15:38:45.171Z,,,,,,,,,,,,,,,,,,,,,,,
