entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,OtherOperatingExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
35649506,2016-07-01,2017-06-30,ID_6,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzFmLzk1L2NkL2Y0ZDAtNGVhMS1iM2YyLThiYzE2NzcxZmMzOA.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzFhLzE4L2I0LzRkMjQtNDhhOC1iYWQ1LTUyYTY4Y2U3OGNhZA.xml,true,"5230, Odense M",GoldschmidtsvÃ¦nget 6,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-05,2018-10-05,2014-01-27,2018-10-05,35649506.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Cruiseliner ApS.,Ãrsrapport,Finn Kristensen,Cruiseliner ApS,"4audit DK, Godkendt Revisionsanpartsselskab",Charlottelund,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26448330,indberetninger-20180424,2.5124211,35649506.0,AWeeES_iet7j816DxYcB,2018-12-11T16:19:58.540Z,2018-12-11T16:19:43.898Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EL-41-ZW,2018-12-11T16:19:44.217Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35649506,2016-07-01,2017-06-30,ID_7,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzFmLzk1L2NkL2Y0ZDAtNGVhMS1iM2YyLThiYzE2NzcxZmMzOA.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzFhLzE4L2I0LzRkMjQtNDhhOC1iYWQ1LTUyYTY4Y2U3OGNhZA.xml,true,"5230, Odense M",GoldschmidtsvÃ¦nget 6,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-05,2018-10-05,2014-01-27,2018-10-05,35649506.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Cruiseliner ApS.,Ãrsrapport,Finn Kristensen,Cruiseliner ApS,"4audit DK, Godkendt Revisionsanpartsselskab",Charlottelund,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26448330,indberetninger-20180424,2.5124211,35649506.0,AWeeES_iet7j816DxYcB,2018-12-11T16:19:58.540Z,2018-12-11T16:19:43.898Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EL-41-ZW,2018-12-11T16:19:44.217Z,27579.0,-2115.0,1172.0,0.0,-34248.0,-30866.0,-29694.0,3382.0,,,,,,,,,,,,,,,,,,,,
35649506,2016-07-01,2017-06-30,ID_9,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzFmLzk1L2NkL2Y0ZDAtNGVhMS1iM2YyLThiYzE2NzcxZmMzOA.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzFhLzE4L2I0LzRkMjQtNDhhOC1iYWQ1LTUyYTY4Y2U3OGNhZA.xml,true,"5230, Odense M",GoldschmidtsvÃ¦nget 6,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-05,2018-10-05,2014-01-27,2018-10-05,35649506.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Cruiseliner ApS.,Ãrsrapport,Finn Kristensen,Cruiseliner ApS,"4audit DK, Godkendt Revisionsanpartsselskab",Charlottelund,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26448330,indberetninger-20180424,2.5124211,35649506.0,AWeeES_iet7j816DxYcB,2018-12-11T16:19:58.540Z,2018-12-11T16:19:43.898Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EL-41-ZW,2018-12-11T16:19:44.217Z,,,,,34248.0,,,,,,,,,,,,,,,,,,,,,,,
35649506,2017-06-30,2017-06-30,ID_4,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzFmLzk1L2NkL2Y0ZDAtNGVhMS1iM2YyLThiYzE2NzcxZmMzOA.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzFhLzE4L2I0LzRkMjQtNDhhOC1iYWQ1LTUyYTY4Y2U3OGNhZA.xml,true,"5230, Odense M",GoldschmidtsvÃ¦nget 6,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-05,2018-10-05,2014-01-27,2018-10-05,35649506.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Cruiseliner ApS.,Ãrsrapport,Finn Kristensen,Cruiseliner ApS,"4audit DK, Godkendt Revisionsanpartsselskab",Charlottelund,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26448330,indberetninger-20180424,2.5124211,35649506.0,AWeeES_iet7j816DxYcB,2018-12-11T16:19:58.540Z,2018-12-11T16:19:43.898Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EL-41-ZW,2018-12-11T16:19:44.217Z,,,,,,,,,1099195.0,754974.0,50000.0,954974.0,162078.0,144221.0,1099195.0,933735.0,144221.0,18667.0,144221.0,3382.0,3382.0,112078.0,933735.0,200000.0,41068.0,874000.0,200000.0,
35649506,2017-07-01,2018-06-30,ID_0,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzFmLzk1L2NkL2Y0ZDAtNGVhMS1iM2YyLThiYzE2NzcxZmMzOA.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzFhLzE4L2I0LzRkMjQtNDhhOC1iYWQ1LTUyYTY4Y2U3OGNhZA.xml,true,"5230, Odense M",GoldschmidtsvÃ¦nget 6,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-05,2018-10-05,2014-01-27,2018-10-05,35649506.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Cruiseliner ApS.,Ãrsrapport,Finn Kristensen,Cruiseliner ApS,"4audit DK, Godkendt Revisionsanpartsselskab",Charlottelund,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26448330,indberetninger-20180424,2.5124211,35649506.0,AWeeES_iet7j816DxYcB,2018-12-11T16:19:58.540Z,2018-12-11T16:19:43.898Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EL-41-ZW,2018-12-11T16:19:44.217Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finn Kristensen
35649506,2017-07-01,2018-06-30,ID_1,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzFmLzk1L2NkL2Y0ZDAtNGVhMS1iM2YyLThiYzE2NzcxZmMzOA.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzFhLzE4L2I0LzRkMjQtNDhhOC1iYWQ1LTUyYTY4Y2U3OGNhZA.xml,true,"5230, Odense M",GoldschmidtsvÃ¦nget 6,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-05,2018-10-05,2014-01-27,2018-10-05,35649506.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Cruiseliner ApS.,Ãrsrapport,Finn Kristensen,Cruiseliner ApS,"4audit DK, Godkendt Revisionsanpartsselskab",Charlottelund,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26448330,indberetninger-20180424,2.5124211,35649506.0,AWeeES_iet7j816DxYcB,2018-12-11T16:19:58.540Z,2018-12-11T16:19:43.898Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EL-41-ZW,2018-12-11T16:19:44.217Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35649506,2017-07-01,2018-06-30,ID_2,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzFmLzk1L2NkL2Y0ZDAtNGVhMS1iM2YyLThiYzE2NzcxZmMzOA.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzFhLzE4L2I0LzRkMjQtNDhhOC1iYWQ1LTUyYTY4Y2U3OGNhZA.xml,true,"5230, Odense M",GoldschmidtsvÃ¦nget 6,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-05,2018-10-05,2014-01-27,2018-10-05,35649506.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Cruiseliner ApS.,Ãrsrapport,Finn Kristensen,Cruiseliner ApS,"4audit DK, Godkendt Revisionsanpartsselskab",Charlottelund,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26448330,indberetninger-20180424,2.5124211,35649506.0,AWeeES_iet7j816DxYcB,2018-12-11T16:19:58.540Z,2018-12-11T16:19:43.898Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EL-41-ZW,2018-12-11T16:19:44.217Z,-29429.0,43342.0,2618.0,52400.0,17753.0,17753.0,20371.0,0.0,,,,,,,,,,,,,,,,,,,,
35649506,2017-07-01,2018-06-30,ID_5,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzFmLzk1L2NkL2Y0ZDAtNGVhMS1iM2YyLThiYzE2NzcxZmMzOA.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzFhLzE4L2I0LzRkMjQtNDhhOC1iYWQ1LTUyYTY4Y2U3OGNhZA.xml,true,"5230, Odense M",GoldschmidtsvÃ¦nget 6,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-05,2018-10-05,2014-01-27,2018-10-05,35649506.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Cruiseliner ApS.,Ãrsrapport,Finn Kristensen,Cruiseliner ApS,"4audit DK, Godkendt Revisionsanpartsselskab",Charlottelund,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26448330,indberetninger-20180424,2.5124211,35649506.0,AWeeES_iet7j816DxYcB,2018-12-11T16:19:58.540Z,2018-12-11T16:19:43.898Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EL-41-ZW,2018-12-11T16:19:44.217Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35649506,2017-07-01,2018-06-30,ID_8,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzFmLzk1L2NkL2Y0ZDAtNGVhMS1iM2YyLThiYzE2NzcxZmMzOA.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzFhLzE4L2I0LzRkMjQtNDhhOC1iYWQ1LTUyYTY4Y2U3OGNhZA.xml,true,"5230, Odense M",GoldschmidtsvÃ¦nget 6,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-05,2018-10-05,2014-01-27,2018-10-05,35649506.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Cruiseliner ApS.,Ãrsrapport,Finn Kristensen,Cruiseliner ApS,"4audit DK, Godkendt Revisionsanpartsselskab",Charlottelund,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26448330,indberetninger-20180424,2.5124211,35649506.0,AWeeES_iet7j816DxYcB,2018-12-11T16:19:58.540Z,2018-12-11T16:19:43.898Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EL-41-ZW,2018-12-11T16:19:44.217Z,,,,,-17753.0,,,,,,,,,,,,,,,,,,,,,,,
35649506,2018-06-30,2018-06-30,ID_3,,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzFmLzk1L2NkL2Y0ZDAtNGVhMS1iM2YyLThiYzE2NzcxZmMzOA.pdf,http://regnskaber.virk.dk/60594653/ZG9rdW1lbnRsYWdlcjovLzAzLzE2LzFhLzE4L2I0LzRkMjQtNDhhOC1iYWQ1LTUyYTY4Y2U3OGNhZA.xml,true,"5230, Odense M",GoldschmidtsvÃ¦nget 6,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-10-05,2018-10-05,2014-01-27,2018-10-05,35649506.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Cruiseliner ApS.,Ãrsrapport,Finn Kristensen,Cruiseliner ApS,"4audit DK, Godkendt Revisionsanpartsselskab",Charlottelund,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26448330,indberetninger-20180424,2.5124211,35649506.0,AWeeES_iet7j816DxYcB,2018-12-11T16:19:58.540Z,2018-12-11T16:19:43.898Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EL-41-ZW,2018-12-11T16:19:44.217Z,,,,,,,,,1076042.0,854792.0,50000.0,1004792.0,179831.0,71250.0,1076042.0,892829.0,71250.0,77761.0,71250.0,3382.0,3382.0,129831.0,892829.0,150000.0,41068.0,774000.0,150000.0,
