entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables
45827011,2015-10-01,2016-09-30,c3,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzBjL2Q1L2MxL2YzNWItNDNjMS1iMzA3LTdkMjcxYTlhYzAyYw.xhtml,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBlL2ZkL2IxLzU2YjMtNGYxNC04MWEwLWQ4Mzk5NWIwMmIzOQ.pdf,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzhkL2ZlLzYzL2M5YzMtNGU4NS04YTYxLWNlZGY0NDI3MTMxYQ.xml,true,HÃ¸jer,6280.0,15.0,NÃ¸rreager,6270 TÃ¸nder,SÃ¸ndergade 14,Til den daglige ledelse i NS ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-04,2018-02-14,registreret revisor,-3628.0,3628.0,29142807.0,45827011.0,mne8229,84881.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Niels C. HÃ¸yer,Niels C. HÃ¸yer,Niels Silberg,TÃ¸nder Revision A/S,Sydbank A/S,N S ApS,TÃ¸nder Revision A/S,75265.0,193465.0,HÃ¸jer,2015-10-01,2016-09-30,161015.0,206709.0,3628.0,2017-09-30,2016-10-01,true,false,2018-02-04,TÃ¸nder,45694.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25063498,indberetninger-20180424,2.5953746,45827011.0,,2018-04-03T21:22:41.483Z,2018-02-16T08:33:46.795Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-74-FM,2018-02-16T08:33:46.978Z,,,,,,,,,,,,,,,,,,,,,,,,
45827011,2015-10-01,2016-09-30,c5,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzBjL2Q1L2MxL2YzNWItNDNjMS1iMzA3LTdkMjcxYTlhYzAyYw.xhtml,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBlL2ZkL2IxLzU2YjMtNGYxNC04MWEwLWQ4Mzk5NWIwMmIzOQ.pdf,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzhkL2ZlLzYzL2M5YzMtNGU4NS04YTYxLWNlZGY0NDI3MTMxYQ.xml,true,HÃ¸jer,6280.0,15.0,NÃ¸rreager,6270 TÃ¸nder,SÃ¸ndergade 14,Til den daglige ledelse i NS ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-04,2018-02-14,registreret revisor,,,29142807.0,45827011.0,mne8229,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Niels C. HÃ¸yer,Niels C. HÃ¸yer,Niels Silberg,TÃ¸nder Revision A/S,Sydbank A/S,N S ApS,TÃ¸nder Revision A/S,,,HÃ¸jer,2015-10-01,2016-09-30,150000.0,,,2017-09-30,2016-10-01,true,false,2018-02-04,TÃ¸nder,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25063498,indberetninger-20180424,2.5953746,45827011.0,,2018-04-03T21:22:41.483Z,2018-02-16T08:33:46.795Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-74-FM,2018-02-16T08:33:46.978Z,,,,,,,,,,,,,,,,,,,,,,,,
45827011,2015-10-01,2016-09-30,c7,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzBjL2Q1L2MxL2YzNWItNDNjMS1iMzA3LTdkMjcxYTlhYzAyYw.xhtml,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBlL2ZkL2IxLzU2YjMtNGYxNC04MWEwLWQ4Mzk5NWIwMmIzOQ.pdf,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzhkL2ZlLzYzL2M5YzMtNGU4NS04YTYxLWNlZGY0NDI3MTMxYQ.xml,true,HÃ¸jer,6280.0,15.0,NÃ¸rreager,6270 TÃ¸nder,SÃ¸ndergade 14,Til den daglige ledelse i NS ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-04,2018-02-14,registreret revisor,,,29142807.0,45827011.0,mne8229,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Niels C. HÃ¸yer,Niels C. HÃ¸yer,Niels Silberg,TÃ¸nder Revision A/S,Sydbank A/S,N S ApS,TÃ¸nder Revision A/S,,,HÃ¸jer,2015-10-01,2016-09-30,11015.0,,,2017-09-30,2016-10-01,true,false,2018-02-04,TÃ¸nder,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25063498,indberetninger-20180424,2.5953746,45827011.0,,2018-04-03T21:22:41.483Z,2018-02-16T08:33:46.795Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-74-FM,2018-02-16T08:33:46.978Z,,,,,,,,,,,,,,,,,,,,,,,,
45827011,2016-09-30,2016-09-30,c9,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzBjL2Q1L2MxL2YzNWItNDNjMS1iMzA3LTdkMjcxYTlhYzAyYw.xhtml,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBlL2ZkL2IxLzU2YjMtNGYxNC04MWEwLWQ4Mzk5NWIwMmIzOQ.pdf,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzhkL2ZlLzYzL2M5YzMtNGU4NS04YTYxLWNlZGY0NDI3MTMxYQ.xml,true,HÃ¸jer,6280.0,15.0,NÃ¸rreager,6270 TÃ¸nder,SÃ¸ndergade 14,Til den daglige ledelse i NS ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-04,2018-02-14,registreret revisor,,,29142807.0,45827011.0,mne8229,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Niels C. HÃ¸yer,Niels C. HÃ¸yer,Niels Silberg,TÃ¸nder Revision A/S,Sydbank A/S,N S ApS,TÃ¸nder Revision A/S,,,HÃ¸jer,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,true,false,2018-02-04,TÃ¸nder,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25063498,indberetninger-20180424,2.5953746,45827011.0,,2018-04-03T21:22:41.483Z,2018-02-16T08:33:46.795Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-74-FM,2018-02-16T08:33:46.978Z,3766680.0,31694.0,475000.0,1847113.0,3646626.0,569567.0,3766680.0,120054.0,1350000.0,45694.0,45694.0,1919567.0,1350000.0,1801643.0,15281.0,13776.0,569567.0,150000.0,3021626.0,1801643.0,74360.0,41598.0,13776.0,17481.0
45827011,2016-10-01,2017-09-30,c0,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzBjL2Q1L2MxL2YzNWItNDNjMS1iMzA3LTdkMjcxYTlhYzAyYw.xhtml,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBlL2ZkL2IxLzU2YjMtNGYxNC04MWEwLWQ4Mzk5NWIwMmIzOQ.pdf,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzhkL2ZlLzYzL2M5YzMtNGU4NS04YTYxLWNlZGY0NDI3MTMxYQ.xml,true,HÃ¸jer,6280.0,15.0,NÃ¸rreager,6270 TÃ¸nder,SÃ¸ndergade 14,Til den daglige ledelse i NS ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-04,2018-02-14,registreret revisor,7467.0,-7467.0,29142807.0,45827011.0,mne8229,67247.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Niels C. HÃ¸yer,Niels C. HÃ¸yer,Niels Silberg,TÃ¸nder Revision A/S,Sydbank A/S,N S ApS,TÃ¸nder Revision A/S,51694.0,107736.0,HÃ¸jer,2015-10-01,2016-09-30,90104.0,115822.0,-7467.0,2017-09-30,2016-10-01,true,false,2018-02-04,TÃ¸nder,25718.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25063498,indberetninger-20180424,2.5953746,45827011.0,,2018-04-03T21:22:41.483Z,2018-02-16T08:33:46.795Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-74-FM,2018-02-16T08:33:46.978Z,,,,,,,,,,,,,,,,,,,,,,,,
45827011,2016-10-01,2017-09-30,c1,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzBjL2Q1L2MxL2YzNWItNDNjMS1iMzA3LTdkMjcxYTlhYzAyYw.xhtml,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBlL2ZkL2IxLzU2YjMtNGYxNC04MWEwLWQ4Mzk5NWIwMmIzOQ.pdf,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzhkL2ZlLzYzL2M5YzMtNGU4NS04YTYxLWNlZGY0NDI3MTMxYQ.xml,true,HÃ¸jer,6280.0,15.0,NÃ¸rreager,6270 TÃ¸nder,SÃ¸ndergade 14,Til den daglige ledelse i NS ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-04,2018-02-14,registreret revisor,,,29142807.0,45827011.0,mne8229,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Niels C. HÃ¸yer,Niels C. HÃ¸yer,Niels Silberg,TÃ¸nder Revision A/S,Sydbank A/S,N S ApS,TÃ¸nder Revision A/S,,,HÃ¸jer,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,true,false,2018-02-04,TÃ¸nder,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25063498,indberetninger-20180424,2.5953746,45827011.0,,2018-04-03T21:22:41.483Z,2018-02-16T08:33:46.795Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-74-FM,2018-02-16T08:33:46.978Z,,,,,,,,,,,,,,,,,,,,,,,,
45827011,2016-10-01,2017-09-30,c2,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzBjL2Q1L2MxL2YzNWItNDNjMS1iMzA3LTdkMjcxYTlhYzAyYw.xhtml,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBlL2ZkL2IxLzU2YjMtNGYxNC04MWEwLWQ4Mzk5NWIwMmIzOQ.pdf,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzhkL2ZlLzYzL2M5YzMtNGU4NS04YTYxLWNlZGY0NDI3MTMxYQ.xml,true,HÃ¸jer,6280.0,15.0,NÃ¸rreager,6270 TÃ¸nder,SÃ¸ndergade 14,Til den daglige ledelse i NS ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-04,2018-02-14,registreret revisor,,,29142807.0,45827011.0,mne8229,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Niels C. HÃ¸yer,Niels C. HÃ¸yer,Niels Silberg,TÃ¸nder Revision A/S,Sydbank A/S,N S ApS,TÃ¸nder Revision A/S,,,HÃ¸jer,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,true,false,2018-02-04,TÃ¸nder,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25063498,indberetninger-20180424,2.5953746,45827011.0,,2018-04-03T21:22:41.483Z,2018-02-16T08:33:46.795Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-74-FM,2018-02-16T08:33:46.978Z,,,,,,,,,,,,,,,,,,,,,,,,
45827011,2016-10-01,2017-09-30,c4,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzBjL2Q1L2MxL2YzNWItNDNjMS1iMzA3LTdkMjcxYTlhYzAyYw.xhtml,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBlL2ZkL2IxLzU2YjMtNGYxNC04MWEwLWQ4Mzk5NWIwMmIzOQ.pdf,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzhkL2ZlLzYzL2M5YzMtNGU4NS04YTYxLWNlZGY0NDI3MTMxYQ.xml,true,HÃ¸jer,6280.0,15.0,NÃ¸rreager,6270 TÃ¸nder,SÃ¸ndergade 14,Til den daglige ledelse i NS ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-04,2018-02-14,registreret revisor,,,29142807.0,45827011.0,mne8229,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Niels C. HÃ¸yer,Niels C. HÃ¸yer,Niels Silberg,TÃ¸nder Revision A/S,Sydbank A/S,N S ApS,TÃ¸nder Revision A/S,,,HÃ¸jer,2015-10-01,2016-09-30,150000.0,,,2017-09-30,2016-10-01,true,false,2018-02-04,TÃ¸nder,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25063498,indberetninger-20180424,2.5953746,45827011.0,,2018-04-03T21:22:41.483Z,2018-02-16T08:33:46.795Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-74-FM,2018-02-16T08:33:46.978Z,,,,,,,,,,,,,,,,,,,,,,,,
45827011,2016-10-01,2017-09-30,c6,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzBjL2Q1L2MxL2YzNWItNDNjMS1iMzA3LTdkMjcxYTlhYzAyYw.xhtml,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBlL2ZkL2IxLzU2YjMtNGYxNC04MWEwLWQ4Mzk5NWIwMmIzOQ.pdf,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzhkL2ZlLzYzL2M5YzMtNGU4NS04YTYxLWNlZGY0NDI3MTMxYQ.xml,true,HÃ¸jer,6280.0,15.0,NÃ¸rreager,6270 TÃ¸nder,SÃ¸ndergade 14,Til den daglige ledelse i NS ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-04,2018-02-14,registreret revisor,,,29142807.0,45827011.0,mne8229,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Niels C. HÃ¸yer,Niels C. HÃ¸yer,Niels Silberg,TÃ¸nder Revision A/S,Sydbank A/S,N S ApS,TÃ¸nder Revision A/S,,,HÃ¸jer,2015-10-01,2016-09-30,-59896.0,,,2017-09-30,2016-10-01,true,false,2018-02-04,TÃ¸nder,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25063498,indberetninger-20180424,2.5953746,45827011.0,,2018-04-03T21:22:41.483Z,2018-02-16T08:33:46.795Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-74-FM,2018-02-16T08:33:46.978Z,,,,,,,,,,,,,,,,,,,,,,,,
45827011,2017-09-30,2017-09-30,c8,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzBjL2Q1L2MxL2YzNWItNDNjMS1iMzA3LTdkMjcxYTlhYzAyYw.xhtml,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzBlL2ZkL2IxLzU2YjMtNGYxNC04MWEwLWQ4Mzk5NWIwMmIzOQ.pdf,http://regnskaber.virk.dk/11072854/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzhkL2ZlLzYzL2M5YzMtNGU4NS04YTYxLWNlZGY0NDI3MTMxYQ.xml,true,HÃ¸jer,6280.0,15.0,NÃ¸rreager,6270 TÃ¸nder,SÃ¸ndergade 14,Til den daglige ledelse i NS ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-02-04,2018-02-14,registreret revisor,,,29142807.0,45827011.0,mne8229,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Niels C. HÃ¸yer,Niels C. HÃ¸yer,Niels Silberg,TÃ¸nder Revision A/S,Sydbank A/S,N S ApS,TÃ¸nder Revision A/S,,,HÃ¸jer,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,true,false,2018-02-04,TÃ¸nder,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25063498,indberetninger-20180424,2.5953746,45827011.0,,2018-04-03T21:22:41.483Z,2018-02-16T08:33:46.795Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AD-74-FM,2018-02-16T08:33:46.978Z,3708936.0,19765.0,475000.0,1797433.0,3586730.0,561503.0,3708936.0,122206.0,1350000.0,25718.0,25718.0,1911503.0,1350000.0,1764416.0,9000.0,13252.0,561503.0,150000.0,2961730.0,1764416.0,96488.0,54485.0,13252.0,33003.0
