entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,FinanceExpensesArisingFromGroupEnterprises,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ProposedDividendRecognisedInEquity,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,NameOfAuditFirm
34586764,2013-10-01,2014-09-30,c3,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzYxLzUyLzFkL2M0MzMtNDg2My04MjYwLTZmMWQyOTA2ZjJkOA.xhtml,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2FiL2I1L2RiL2IxYmEtNDc1Yy04NjI5LTcwYTdjNDZiMmM4Mw.pdf,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2E2L2YyLzVlLzA5MjUtNDhjYy1hNThkLWY3NTQ2MTlhZGE4NQ.xml,Danmark,DK,Horsens,51.0,Sundvej,Horsens,8700.0,6.0,Orkesteralle,8700 Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-04,2015-11-06,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Pt. ingen</p>",3083.0,-890.0,30276019.0,34586764.0,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,A.P.S. HOLDING ApS,Q-revision aps,6288.0,292643.0,Horsens,2013-10-01,2014-09-30,294358.0,294958.0,-890.0,2015-09-30,2014-10-01,0.0,2015-11-04,Horsens,600.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21747224,indberetninger-20180424,2.5947871,34586764.0,,2018-03-30T19:35:38.156Z,2015-12-06T15:55:42.104Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-29-WN,2015-12-06T15:55:42.234Z,,,,,,,,,,,,,,,,,,,,,,
34586764,2013-10-01,2014-09-30,c5,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzYxLzUyLzFkL2M0MzMtNDg2My04MjYwLTZmMWQyOTA2ZjJkOA.xhtml,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2FiL2I1L2RiL2IxYmEtNDc1Yy04NjI5LTcwYTdjNDZiMmM4Mw.pdf,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2E2L2YyLzVlLzA5MjUtNDhjYy1hNThkLWY3NTQ2MTlhZGE4NQ.xml,Danmark,DK,Horsens,51.0,Sundvej,Horsens,8700.0,6.0,Orkesteralle,8700 Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-04,2015-11-06,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Pt. ingen</p>",,,30276019.0,34586764.0,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,A.P.S. HOLDING ApS,Q-revision aps,,,Horsens,2013-10-01,2014-09-30,60000.0,,,2015-09-30,2014-10-01,,2015-11-04,Horsens,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21747224,indberetninger-20180424,2.5947871,34586764.0,,2018-03-30T19:35:38.156Z,2015-12-06T15:55:42.104Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-29-WN,2015-12-06T15:55:42.234Z,,,,,,,,,,,,,,,,,,,,,,
34586764,2013-10-01,2014-09-30,c7,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzYxLzUyLzFkL2M0MzMtNDg2My04MjYwLTZmMWQyOTA2ZjJkOA.xhtml,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2FiL2I1L2RiL2IxYmEtNDc1Yy04NjI5LTcwYTdjNDZiMmM4Mw.pdf,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2E2L2YyLzVlLzA5MjUtNDhjYy1hNThkLWY3NTQ2MTlhZGE4NQ.xml,Danmark,DK,Horsens,51.0,Sundvej,Horsens,8700.0,6.0,Orkesteralle,8700 Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-04,2015-11-06,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Pt. ingen</p>",,,30276019.0,34586764.0,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,A.P.S. HOLDING ApS,Q-revision aps,,,Horsens,2013-10-01,2014-09-30,-7357.0,,,2015-09-30,2014-10-01,,2015-11-04,Horsens,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21747224,indberetninger-20180424,2.5947871,34586764.0,,2018-03-30T19:35:38.156Z,2015-12-06T15:55:42.104Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-29-WN,2015-12-06T15:55:42.234Z,,,,,,,,,,,,,,,,,,,,,,
34586764,2013-10-01,2014-09-30,c9,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzYxLzUyLzFkL2M0MzMtNDg2My04MjYwLTZmMWQyOTA2ZjJkOA.xhtml,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2FiL2I1L2RiL2IxYmEtNDc1Yy04NjI5LTcwYTdjNDZiMmM4Mw.pdf,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2E2L2YyLzVlLzA5MjUtNDhjYy1hNThkLWY3NTQ2MTlhZGE4NQ.xml,Danmark,DK,Horsens,51.0,Sundvej,Horsens,8700.0,6.0,Orkesteralle,8700 Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-04,2015-11-06,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Pt. ingen</p>",,,30276019.0,34586764.0,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,A.P.S. HOLDING ApS,Q-revision aps,,,Horsens,2013-10-01,2014-09-30,241715.0,,,2015-09-30,2014-10-01,,2015-11-04,Horsens,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21747224,indberetninger-20180424,2.5947871,34586764.0,,2018-03-30T19:35:38.156Z,2015-12-06T15:55:42.104Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-29-WN,2015-12-06T15:55:42.234Z,,,,,,,,,,,,,,,,,,,,,,
34586764,2014-09-30,2014-09-30,c11,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzYxLzUyLzFkL2M0MzMtNDg2My04MjYwLTZmMWQyOTA2ZjJkOA.xhtml,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2FiL2I1L2RiL2IxYmEtNDc1Yy04NjI5LTcwYTdjNDZiMmM4Mw.pdf,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2E2L2YyLzVlLzA5MjUtNDhjYy1hNThkLWY3NTQ2MTlhZGE4NQ.xml,Danmark,DK,Horsens,51.0,Sundvej,Horsens,8700.0,6.0,Orkesteralle,8700 Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-04,2015-11-06,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Pt. ingen</p>",,,30276019.0,34586764.0,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,A.P.S. HOLDING ApS,Q-revision aps,,,Horsens,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,2015-11-04,Horsens,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21747224,indberetninger-20180424,2.5947871,34586764.0,,2018-03-30T19:35:38.156Z,2015-12-06T15:55:42.104Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-29-WN,2015-12-06T15:55:42.234Z,1030799.0,134384.0,160000.0,731351.0,3167.0,741299.0,1030799.0,289500.0,299448.0,299448.0,299448.0,60000.0,381851.0,139448.0,289500.0,180000.0,596967.0,300000.0,293800.0,109500.0,0.0,
34586764,2014-10-01,2015-09-30,c0,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzYxLzUyLzFkL2M0MzMtNDg2My04MjYwLTZmMWQyOTA2ZjJkOA.xhtml,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2FiL2I1L2RiL2IxYmEtNDc1Yy04NjI5LTcwYTdjNDZiMmM4Mw.pdf,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2E2L2YyLzVlLzA5MjUtNDhjYy1hNThkLWY3NTQ2MTlhZGE4NQ.xml,Danmark,DK,Horsens,51.0,Sundvej,Horsens,8700.0,6.0,Orkesteralle,8700 Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-04,2015-11-06,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Pt. ingen</p>",0.0,-4000.0,30276019.0,34586764.0,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,A.P.S. HOLDING ApS,Q-revision aps,15000.0,418382.0,Horsens,2013-10-01,2014-09-30,425386.0,428382.0,-4000.0,2015-09-30,2014-10-01,1000.0,2015-11-04,Horsens,2996.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21747224,indberetninger-20180424,2.5947871,34586764.0,,2018-03-30T19:35:38.156Z,2015-12-06T15:55:42.104Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-29-WN,2015-12-06T15:55:42.234Z,,,,,,,,,,,,,,,,,,,,,,
34586764,2014-10-01,2015-09-30,c1,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzYxLzUyLzFkL2M0MzMtNDg2My04MjYwLTZmMWQyOTA2ZjJkOA.xhtml,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2FiL2I1L2RiL2IxYmEtNDc1Yy04NjI5LTcwYTdjNDZiMmM4Mw.pdf,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2E2L2YyLzVlLzA5MjUtNDhjYy1hNThkLWY3NTQ2MTlhZGE4NQ.xml,Danmark,DK,Horsens,51.0,Sundvej,Horsens,8700.0,6.0,Orkesteralle,8700 Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-04,2015-11-06,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Pt. ingen</p>",,,30276019.0,34586764.0,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,A.P.S. HOLDING ApS,Q-revision aps,,,Horsens,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,2015-11-04,Horsens,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21747224,indberetninger-20180424,2.5947871,34586764.0,,2018-03-30T19:35:38.156Z,2015-12-06T15:55:42.104Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-29-WN,2015-12-06T15:55:42.234Z,,,,,,,,,,,,,,,,,,,,,,"Q-REVISION, REGISTRERET REVISIONSANPARTSSELSKAB"
34586764,2014-10-01,2015-09-30,c2,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzYxLzUyLzFkL2M0MzMtNDg2My04MjYwLTZmMWQyOTA2ZjJkOA.xhtml,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2FiL2I1L2RiL2IxYmEtNDc1Yy04NjI5LTcwYTdjNDZiMmM4Mw.pdf,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2E2L2YyLzVlLzA5MjUtNDhjYy1hNThkLWY3NTQ2MTlhZGE4NQ.xml,Danmark,DK,Horsens,51.0,Sundvej,Horsens,8700.0,6.0,Orkesteralle,8700 Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-04,2015-11-06,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Pt. ingen</p>",,,30276019.0,34586764.0,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,A.P.S. HOLDING ApS,Q-revision aps,,,Horsens,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,2015-11-04,Horsens,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21747224,indberetninger-20180424,2.5947871,34586764.0,,2018-03-30T19:35:38.156Z,2015-12-06T15:55:42.104Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-29-WN,2015-12-06T15:55:42.234Z,,,,,,,,,,,,,,,,,,,,,,
34586764,2014-10-01,2015-09-30,c4,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzYxLzUyLzFkL2M0MzMtNDg2My04MjYwLTZmMWQyOTA2ZjJkOA.xhtml,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2FiL2I1L2RiL2IxYmEtNDc1Yy04NjI5LTcwYTdjNDZiMmM4Mw.pdf,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2E2L2YyLzVlLzA5MjUtNDhjYy1hNThkLWY3NTQ2MTlhZGE4NQ.xml,Danmark,DK,Horsens,51.0,Sundvej,Horsens,8700.0,6.0,Orkesteralle,8700 Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-04,2015-11-06,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Pt. ingen</p>",,,30276019.0,34586764.0,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,A.P.S. HOLDING ApS,Q-revision aps,,,Horsens,2013-10-01,2014-09-30,62500.0,,,2015-09-30,2014-10-01,,2015-11-04,Horsens,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21747224,indberetninger-20180424,2.5947871,34586764.0,,2018-03-30T19:35:38.156Z,2015-12-06T15:55:42.104Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-29-WN,2015-12-06T15:55:42.234Z,,,,,,,,,,,,,,,,,,,,,,
34586764,2014-10-01,2015-09-30,c6,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzYxLzUyLzFkL2M0MzMtNDg2My04MjYwLTZmMWQyOTA2ZjJkOA.xhtml,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2FiL2I1L2RiL2IxYmEtNDc1Yy04NjI5LTcwYTdjNDZiMmM4Mw.pdf,http://regnskaber.virk.dk/46768543/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2E2L2YyLzVlLzA5MjUtNDhjYy1hNThkLWY3NTQ2MTlhZGE4NQ.xml,Danmark,DK,Horsens,51.0,Sundvej,Horsens,8700.0,6.0,Orkesteralle,8700 Horsens,Sundvej 51,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-11-04,2015-11-06,Registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Pt. ingen</p>",,,30276019.0,34586764.0,1013039972.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steen Quorning,PETER JENSEN,Niels Peter Jensen,A.P.S. HOLDING ApS,Q-revision aps,,,Horsens,2013-10-01,2014-09-30,118382.0,,,2015-09-30,2014-10-01,,2015-11-04,Horsens,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21747224,indberetninger-20180424,2.5947871,34586764.0,,2018-03-30T19:35:38.156Z,2015-12-06T15:55:42.104Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-29-WN,2015-12-06T15:55:42.234Z,,,,,,,,,,,,,,,,,,,,,,
